ifd0_make#ifd0_model#ifds_SceneType#Count
1#1##1425
1#2##1984
5#740##184
5#744#A directly photographed image#2
5#746##71
5#747##1013
5#787#A directly photographed image#66
5#866##96
5#887##939
5#954##2
5#963#A directly photographed image#58
5#967##1
5#967#A directly photographed image#702
5#972##8
5#980##35
5#981##9
5#1018##345
5#1064#A directly photographed image#4
5#1173##191
5#1180##17
5#1181#A directly photographed image#286
5#1245##13
5#1267##51
5#1309##22
5#1371##14
5#1372##6
5#1373##6
5#1456##8
5#1492##43
5#1511#A directly photographed image#212
5#1512##78
5#1552#A directly photographed image#27
5#1576#A directly photographed image#9
5#1578##111
5#1584#A directly photographed image#161
5#1604##179
5#1606#A directly photographed image#81
5#1615##18
5#1645##37
5#1649#A directly photographed image#11
5#1650#A directly photographed image#200
5#1674##23
5#1674#A directly photographed image#138
5#1731##4
5#1731#A directly photographed image#5
5#1741##2
5#1741#A directly photographed image#15
5#1743##17
5#1749##22
5#1754#A directly photographed image#16
5#1761##301
5#1773##6
5#1791#A directly photographed image#38
5#1792##371
5#1793#A directly photographed image#52
5#1798##718
5#1812#A directly photographed image#31
5#1826##15
5#1841##8
5#1842#A directly photographed image#36
5#1848##7
5#1871##127
5#1879##1
5#1885##50
5#1890##7
5#1920#A directly photographed image#39
5#1929##97
5#1956##50
5#1969##64
5#1970##221
5#1971##120
5#1972##12
5#1973##151
5#1974##53
5#1975##69
5#1976##11
5#1977#A directly photographed image#21
5#1978##55
5#1979##75
5#1980##2
5#1981#A directly photographed image#77
5#1999##4
5#2006##30
5#2017##6
5#2019##39
5#2044##518
5#2045##300
5#2050##29
5#2056##559
5#2073#A directly photographed image#6
5#2082##8
5#2085##30
5#2091#A directly photographed image#216
5#2094##151
5#2105##236
5#2127#A directly photographed image#64
5#2140#A directly photographed image#46
5#2154#A directly photographed image#150
5#2155##24
5#2182##9
5#2210##18
5#2234#A directly photographed image#96
5#2261##93
5#2261#A directly photographed image#314
5#2267##99
5#2273#A directly photographed image#15
5#2284##1
5#2284#A directly photographed image#264
5#2288##8
5#2319##17
5#2337#A directly photographed image#30
5#2342##4
5#2356##152
5#2367#A directly photographed image#891
5#2373##205
5#2390##7
5#2390#A directly photographed image#34
5#2393##6
5#2393#A directly photographed image#320
5#2396#A directly photographed image#16
5#2415#A directly photographed image#108
5#2421##72
5#2424#A directly photographed image#19
5#2434#A directly photographed image#77
5#2455##151
5#2483#A directly photographed image#152
5#2494##150
5#2496#A directly photographed image#83
5#2500##112
5#2502##79
5#2503##5
5#2505##105
5#2512##9
5#2520##129
5#2521#0#20
5#2524#A directly photographed image#11
5#2535#A directly photographed image#29
5#2543##150
5#2550##5
5#2554#A directly photographed image#126
5#2555##36
5#2563#A directly photographed image#7
5#2564#A directly photographed image#30
5#2707#A directly photographed image#28
5#2836#A directly photographed image#42
5#2905#A directly photographed image#12
5#3048#A directly photographed image#4
5#3242#A directly photographed image#102
5#3284##34
5#3284#A directly photographed image#261
5#3331#A directly photographed image#6
5#3337#A directly photographed image#43
5#3341#A directly photographed image#150
5#3345#A directly photographed image#7
5#3349#A directly photographed image#9
5#3369#A directly photographed image#1
5#3381#A directly photographed image#26
5#3384#A directly photographed image#30
5#3388#A directly photographed image#4
5#3411#A directly photographed image#22
5#3412##1
5#3425#A directly photographed image#23
5#3426#A directly photographed image#8
5#3436#A directly photographed image#2
5#3449#A directly photographed image#151
5#3462#A directly photographed image#3
5#3470##1
5#3473#A directly photographed image#1
5#3479#A directly photographed image#4
5#3483#A directly photographed image#42
5#3495#A directly photographed image#65
5#3502#A directly photographed image#15
5#3518#A directly photographed image#1
5#3525#A directly photographed image#173
5#3526#A directly photographed image#10
5#3528#A directly photographed image#1
5#3529#A directly photographed image#152
5#3535#A directly photographed image#2
5#3536#A directly photographed image#11
5#3550#A directly photographed image#1
5#3553#A directly photographed image#13
5#3559#A directly photographed image#2
5#3565#A directly photographed image#9
5#3580##1
5#3581#A directly photographed image#1
5#3595#A directly photographed image#9
5#3597#A directly photographed image#3
5#3603##2
5#3611##2
5#3615#A directly photographed image#18
5#3627#A directly photographed image#7
5#3629#A directly photographed image#25
5#3630#A directly photographed image#1
5#3631#A directly photographed image#16
5#3639#A directly photographed image#37
5#3653##1
5#3654##4
5#3660#A directly photographed image#3
5#3665#A directly photographed image#4
5#3672##299
5#3673#A directly photographed image#20
5#3682##1
5#3684##1
5#3686#A directly photographed image#20
5#3740#A directly photographed image#1
5#3745##36
5#3747##1
5#3749##1
5#3756##4
5#3762#A directly photographed image#4
5#3769#A directly photographed image#8
5#3771#A directly photographed image#7
5#3777##6
5#3779##3
5#3782##2
5#3792#A directly photographed image#35
5#3795##3
5#3798##1
5#3809##3
5#3818##1
5#3827##1
5#3829##1
5#3834#A directly photographed image#2
5#3836##20
5#3838##2
5#3839##1
5#3841#A directly photographed image#7
5#3844#A directly photographed image#1
5#3846##1
5#3847##1
5#3855##3
5#3857##1
5#3859##4
5#3873##1
5#3874##1
5#3877##212
5#3882##2
5#3889##2
5#3897#A directly photographed image#5
5#3898##1
5#3900##51
5#3902##1
5#3905##1
5#3910#A directly photographed image#16
5#3912##1
5#3922##1
5#3922#A directly photographed image#42
5#3928##3
5#3935#0x[00]#3
5#3936#A directly photographed image#1
5#3940##7
5#3946#A directly photographed image#1
5#3957#A directly photographed image#1
5#3966##8
5#3980#A directly photographed image#13
5#3984#A directly photographed image#12
5#3986##1
5#3987##86
5#4003##2
5#4006##12
5#4012#A directly photographed image#2
5#4015#A directly photographed image#8
5#4016#A directly photographed image#4
5#4019##2
5#4030##4
5#4031##1
5#4032#A directly photographed image#2
5#4033#A directly photographed image#21
5#4035##2
5#4041#A directly photographed image#1
5#4043##1
5#4044##1
5#4044#A directly photographed image#18
5#4047#A directly photographed image#1
5#4049##1
5#4052##2
5#4053##3
5#4068#A directly photographed image#12
5#4071#A directly photographed image#5
5#4073#A directly photographed image#8
5#4080##5
5#4082##16
5#4085##1
5#4086##1
5#4089#A directly photographed image#5
5#4090#A directly photographed image#1
5#4092#A directly photographed image#5
5#4096##1
5#4097#A directly photographed image#11
5#4099##1
5#4101##2
5#4102##7
5#4102#A directly photographed image#79
5#4108##41
5#4109#A directly photographed image#5
5#4131#A directly photographed image#1
5#4133#A directly photographed image#8
5#4134##2
5#4135#A directly photographed image#19
5#4141#A directly photographed image#1
5#4143#A directly photographed image#1
5#4144##1
5#4146#A directly photographed image#1
5#4161##1
5#4164#A directly photographed image#1
5#4165##5
5#4165#A directly photographed image#3
5#4168#A directly photographed image#3
5#4183#A directly photographed image#1
5#4191#A directly photographed image#25
5#4192##1
5#4195##5
5#4198##2
5#4199##3
5#4210##2
5#4213#A directly photographed image#21
5#4220#A directly photographed image#4
5#4221##2
5#4241##7
5#4248#A directly photographed image#3
5#4250##1
5#4251##1
5#4258##2
5#4263##1
5#4266#A directly photographed image#1
5#4269#A directly photographed image#1
5#4271#A directly photographed image#2
5#4281##1
5#4283##94
5#4284##1
5#4286#A directly photographed image#1
5#4291##1
5#4295#A directly photographed image#1
5#4299##1
5#4304##1
5#4309#A directly photographed image#1
5#4310#A directly photographed image#1
5#4311##1
5#4317##2
6#8##83
6#8#0x[00]#4
6#8#A directly photographed image#12630
6#12##41
6#12#A directly photographed image#2223
6#14##178
6#14#A directly photographed image#6843
6#16##2
6#16#0#150
6#16#A directly photographed image#4011
6#81##9
6#81#A directly photographed image#6449
6#85##16
6#85#0x[00]#4
6#85#A directly photographed image#2799
6#140##4
6#140#A directly photographed image#5944
6#145#0x[00]#5
6#145#0x[90]#1
6#145#A directly photographed image#3487
6#157##3
6#157#0x[00]#2
6#157#A directly photographed image#5812
6#162##24
6#162#0#68
6#162#0x[00]#1
6#162#A directly photographed image#8544
6#164##1
6#164#0x[00]#1
6#164#A directly photographed image#2304
6#170##19
6#170#0x[00]#1
6#170#A directly photographed image#13507
6#291##1
6#291#A directly photographed image#4752
6#298##5
6#298#0x[00]#5
6#298#0x[20]#1
6#298#0x[30]#2
6#298#0x[40]#2
6#298#0x[70]#1
6#298#0x[80]#1
6#298#0x[90]#2
6#298#0x[B0]#1
6#298#0x[E0]#1
6#298#A directly photographed image#5865
6#315##19
6#315#A directly photographed image#6467
6#415##37
6#415#A directly photographed image#2012
6#434##8
6#434#A directly photographed image#135
6#439#0x[00]#1
6#439#A directly photographed image#5684
6#628#A directly photographed image#1
6#630#A directly photographed image#53
6#638##7
6#638#A directly photographed image#3
6#788##4
6#788#A directly photographed image#856
6#891#A directly photographed image#1536
6#1107#A directly photographed image#682
6#1192#0x[00]#1
6#1192#A directly photographed image#981
6#1233#A directly photographed image#1303
6#1621#A directly photographed image#551
6#1760##3
6#1760#A directly photographed image#12
6#1775##1
6#1775#A directly photographed image#94
6#1878##6
6#1878#A directly photographed image#32
6#2241#A directly photographed image#244
6#2383#A directly photographed image#30
6#2410#A directly photographed image#46
6#2522##19
6#2522#A directly photographed image#8
6#2575#A directly photographed image#10
6#2576#A directly photographed image#22
6#3717#A directly photographed image#237
6#4045#A directly photographed image#6
7#9##516
7#9#A directly photographed image#5708
7#27##19
7#27#A directly photographed image#749
7#28#A directly photographed image#191
7#47#A directly photographed image#144
7#48#A directly photographed image#514
7#49#A directly photographed image#2338
7#60#A directly photographed image#1332
7#65#A directly photographed image#150
7#66##17
7#66#A directly photographed image#536
7#75#A directly photographed image#2672
7#76##1
7#76#0x[A0]#1
7#76#0x[E0]#1
7#76#A directly photographed image#3361
7#80##22
7#80#A directly photographed image#2376
7#86##2
7#86#A directly photographed image#2223
7#90#A directly photographed image#614
7#92#A directly photographed image#879
7#93#A directly photographed image#294
7#104##1
7#104#0x[30]#1
7#104#A directly photographed image#1944
7#113##1
7#113#0x[20]#1
7#113#0x[A0]#1
7#113#A directly photographed image#1315
7#114##14
7#114#A directly photographed image#2220
7#119##16
7#123##5
7#123#A directly photographed image#1522
7#136##28
7#136#A directly photographed image#3146
7#143#A directly photographed image#454
7#161##19
7#161#A directly photographed image#3449
7#181#A directly photographed image#2330
7#210##1
7#210#A directly photographed image#895
7#212##451
7#212#A directly photographed image#2069
7#220##9
7#220#A directly photographed image#2079
7#228##346
7#228#A directly photographed image#4670
7#229#A directly photographed image#575
7#238#A directly photographed image#2205
7#239#A directly photographed image#109
7#257##9
7#257#A directly photographed image#773
7#259##350
7#263#A directly photographed image#1053
7#274##88
7#274#A directly photographed image#3504
7#275#A directly photographed image#508
7#276#A directly photographed image#1880
7#282#A directly photographed image#502
7#303##1
7#303#A directly photographed image#2085
7#306#A directly photographed image#738
7#318#A directly photographed image#2155
7#319#A directly photographed image#753
7#329##6
7#329#A directly photographed image#1404
7#330##1
7#330#A directly photographed image#1997
7#331#A directly photographed image#1498
7#332#A directly photographed image#213
7#337#A directly photographed image#14
7#338##162
7#338#A directly photographed image#2378
7#339##7
7#339#A directly photographed image#5689
7#350#A directly photographed image#2228
7#389##233
7#392#A directly photographed image#13
7#395#A directly photographed image#2235
7#406#A directly photographed image#799
7#409#A directly photographed image#840
7#417#A directly photographed image#4
7#418##127
7#418#A directly photographed image#3303
7#432##57
7#432#A directly photographed image#1278
7#444#A directly photographed image#677
7#456#A directly photographed image#890
7#457#A directly photographed image#2135
7#463#A directly photographed image#528
7#472#A directly photographed image#321
7#477#A directly photographed image#171
7#490##82
7#490#A directly photographed image#398
7#491##14
7#491#A directly photographed image#486
7#510#A directly photographed image#334
7#524#A directly photographed image#84
7#529##1
7#529#A directly photographed image#1881
7#540#A directly photographed image#113
7#563##23
7#563#A directly photographed image#633
7#569##1
7#569#A directly photographed image#331
7#570#A directly photographed image#1477
7#573#A directly photographed image#321
7#588#A directly photographed image#1356
7#613##14
7#613#A directly photographed image#2263
7#616##1
7#616#A directly photographed image#458
7#618#A directly photographed image#565
7#640#A directly photographed image#429
7#641#A directly photographed image#1685
7#649#A directly photographed image#235
7#654#A directly photographed image#30
7#664#A directly photographed image#313
7#674#A directly photographed image#192
7#675##57
7#675#A directly photographed image#1265
7#676#A directly photographed image#547
7#677#A directly photographed image#154
7#683#A directly photographed image#755
7#684#A directly photographed image#304
7#729##1
7#729#A directly photographed image#1568
7#730##1
7#730#0x[B0]#1
7#730#0x[D0]#1
7#730#A directly photographed image#508
7#731#A directly photographed image#150
7#732#A directly photographed image#512
7#733##62
7#733#A directly photographed image#994
7#734#A directly photographed image#1266
7#735#A directly photographed image#1118
7#736##91
7#736#A directly photographed image#2572
7#737##15
7#737#A directly photographed image#1167
7#738##1
7#738#A directly photographed image#139
7#742#A directly photographed image#4030
7#743#A directly photographed image#151
7#750##9
7#750#A directly photographed image#988
7#752##102
7#752#A directly photographed image#1081
7#760#A directly photographed image#872
7#781#A directly photographed image#182
7#782#A directly photographed image#351
7#786##8
7#786#A directly photographed image#2914
7#809#A directly photographed image#1242
7#815#A directly photographed image#911
7#816#A directly photographed image#791
7#826#A directly photographed image#107
7#846#A directly photographed image#329
7#847#A directly photographed image#71
7#860#A directly photographed image#1002
7#863#A directly photographed image#564
7#873##1
7#873#0x[B0]#1
7#873#A directly photographed image#1234
7#888##1
7#888#A directly photographed image#1611
7#903##1
7#903#A directly photographed image#2690
7#905##22
7#905#A directly photographed image#598
7#914#A directly photographed image#1327
7#915##298
7#915#A directly photographed image#1646
7#929#A directly photographed image#2231
7#937##74
7#937#A directly photographed image#1820
7#941#A directly photographed image#1289
7#957#A directly photographed image#811
7#958##1
7#958#A directly photographed image#1054
7#959#A directly photographed image#1532
7#960#A directly photographed image#342
7#965#A directly photographed image#1477
7#978#A directly photographed image#1136
7#994#A directly photographed image#25
7#1003##27
7#1009#A directly photographed image#103
7#1014#A directly photographed image#912
7#1045#A directly photographed image#1503
7#1050#A directly photographed image#729
7#1067#A directly photographed image#1649
7#1069#A directly photographed image#325
7#1073#A directly photographed image#475
7#1075#A directly photographed image#1458
7#1081#A directly photographed image#39
7#1106##150
7#1106#0x[20]#1
7#1106#0x[30]#1
7#1106#0x[40]#1
7#1106#0x[60]#1
7#1106#0x[F0]#1
7#1106#A directly photographed image#1061
7#1145##221
7#1150#A directly photographed image#370
7#1165#A directly photographed image#190
7#1174##1
7#1174#A directly photographed image#1887
7#1177##21
7#1177#A directly photographed image#354
7#1183#A directly photographed image#48
7#1184##68
7#1187#A directly photographed image#1382
7#1188#A directly photographed image#1180
7#1215#A directly photographed image#598
7#1216##96
7#1216#A directly photographed image#928
7#1219#A directly photographed image#96
7#1229##353
7#1230##6
7#1231##1
7#1231#A directly photographed image#606
7#1244#A directly photographed image#13
7#1292#A directly photographed image#49
7#1298#A directly photographed image#466
7#1304#A directly photographed image#314
7#1380##1
7#1382##1
7#1383##1
7#1385##10
7#1386##9
7#1387##21
7#1388##120
7#1389##33
7#1390##18
7#1391##147
7#1392##111
7#1393#A directly photographed image#142
7#1412##150
7#1412#A directly photographed image#323
7#1434#A directly photographed image#323
7#1461##12
7#1461#A directly photographed image#3204
7#1471##15
7#1471#A directly photographed image#1102
7#1475##78
7#1477#0x[F0]#1
7#1477#A directly photographed image#223
7#1491##1
7#1491#A directly photographed image#1571
7#1502##6
7#1502#A directly photographed image#738
7#1506#A directly photographed image#7
7#1507#A directly photographed image#9
7#1508##14
7#1509##70
7#1514#A directly photographed image#434
7#1517##4
7#1517#A directly photographed image#2471
7#1529##98
7#1529#A directly photographed image#2675
7#1540#A directly photographed image#92
7#1541#A directly photographed image#120
7#1542#A directly photographed image#1268
7#1544#A directly photographed image#34
7#1546#A directly photographed image#3107
7#1597#A directly photographed image#137
7#1623##1
7#1623#A directly photographed image#127
7#1633##1
7#1633#A directly photographed image#475
7#1639#A directly photographed image#100
7#1651##1
7#1651#A directly photographed image#215
7#1652#A directly photographed image#54
7#1653#A directly photographed image#227
7#1658#A directly photographed image#214
7#1664#A directly photographed image#56
7#1670#A directly photographed image#68
7#1675##5
7#1677##1
7#1677#A directly photographed image#463
7#1685#A directly photographed image#20
7#1686#A directly photographed image#76
7#1699##3
7#1699#A directly photographed image#1407
7#1706#A directly photographed image#84
7#1707#A directly photographed image#40
7#1714#A directly photographed image#416
7#1724#A directly photographed image#221
7#1766#A directly photographed image#485
7#1780#A directly photographed image#472
7#1800#A directly photographed image#11
7#1802#A directly photographed image#171
7#1813#A directly photographed image#32
7#1827#A directly photographed image#83
7#1834##2
7#1834#A directly photographed image#446
7#1853#A directly photographed image#170
7#1872#A directly photographed image#11
7#1876#A directly photographed image#4
7#1877#A directly photographed image#51
7#1886##13
7#1886#A directly photographed image#350
7#1892#A directly photographed image#890
7#1900#A directly photographed image#195
7#1919#A directly photographed image#122
7#1943##17
7#1949#A directly photographed image#16
7#1950#A directly photographed image#40
7#1995#A directly photographed image#102
7#2010##1
7#2010#A directly photographed image#237
7#2011#A directly photographed image#183
7#2016##101
7#2033##173
7#2037#A directly photographed image#150
7#2074#A directly photographed image#1547
7#2095##32
7#2129#A directly photographed image#97
7#2136#A directly photographed image#184
7#2179#A directly photographed image#73
7#2195#A directly photographed image#151
7#2198#A directly photographed image#53
7#2199#A directly photographed image#37
7#2203#A directly photographed image#43
7#2212#A directly photographed image#106
7#2225#A directly photographed image#9
7#2243##7
7#2243#A directly photographed image#60
7#2244#A directly photographed image#65
7#2268#A directly photographed image#164
7#2274##14
7#2275#A directly photographed image#363
7#2276#A directly photographed image#344
7#2286##150
7#2286#A directly photographed image#403
7#2293#A directly photographed image#118
7#2300#A directly photographed image#98
7#2317#A directly photographed image#71
7#2332#A directly photographed image#10
7#2338##384
7#2374#A directly photographed image#24
7#2387#A directly photographed image#70
7#2399#A directly photographed image#161
7#2400#A directly photographed image#158
7#2420#A directly photographed image#468
7#2425##20
