ifdg_GPSLatitude ,Count
37 deg 13 42.000, 3
37 deg 13 43.200, 1
37 deg 13 48.540, 1
37 deg 13 49.100, 2
37 deg 13 49.110, 1
37 deg 13 49.140, 1
37 deg 13 49.220, 1
37 deg 13 49.370, 1
37 deg 13 49.430, 1
37 deg 13 49.440, 1
37 deg 13 49.470, 1
37 deg 13 49.690, 1
37 deg 13 53.000, 1
37 deg 13 54.260, 1
37 deg 13 58.800, 2
37 deg 14 1.200, 1
37 deg 14 11.100, 1
37 deg 14 13.200, 1
37 deg 14 15.400, 1
37 deg 14 19.536, 1
37 deg 14 22.260, 1
37 deg 14 23.820, 1
37 deg 14 28.280, 1
37 deg 14 29.000, 1
37 deg 14 31.800, 1
37 deg 14 35.665, 2
37 deg 14 37.200, 1
37 deg 14 4.200, 1
37 deg 14 4.450, 1
37 deg 14 40.200, 1
37 deg 14 41.980, 1
37 deg 14 46.980, 1
37 deg 14 49.270, 1
37 deg 14 54.880, 1
37 deg 14 55.660, 1
37 deg 14 59.389, 2
37 deg 14 7.900, 1
37 deg 14 9.600, 1
37 deg 15 1.070, 1
37 deg 15 1.240, 1
37 deg 15 13.050, 1
37 deg 15 13.130, 1
37 deg 15 15.670, 1
37 deg 15 16.270, 1
37 deg 15 16.390, 1
37 deg 15 2.460, 1
37 deg 15 20.440, 1
37 deg 15 20.810, 1
37 deg 15 22.200, 1
37 deg 15 22.210, 1
37 deg 15 22.800, 1
37 deg 15 23.400, 4
37 deg 15 24.350, 1
37 deg 15 24.600, 1
37 deg 15 26.260, 1
37 deg 15 26.420, 1
37 deg 15 27.670, 1
37 deg 15 28.800, 1
37 deg 15 3.060, 1
37 deg 15 3.270, 1
37 deg 15 3.720, 1
37 deg 15 4.200, 1
37 deg 15 4.670, 1
37 deg 15 47.800, 1
37 deg 15 50.080, 1
37 deg 15 51.600, 2
37 deg 15 55.334, 4
37 deg 15 55.463, 1
37 deg 15 55.636, 1
37 deg 15 55.679, 1
37 deg 15 55.840, 2
37 deg 15 6.180, 2
37 deg 15 6.190, 1
37 deg 15 7.230, 1
37 deg 15 8.400, 1
37 deg 16 14.400, 3
37 deg 16 15.600, 3
37 deg 16 22.910, 3
37 deg 16 23.400, 1
37 deg 16 24.810, 1
37 deg 16 25.570, 1
37 deg 16 26.400, 1
37 deg 16 26.930, 1
37 deg 16 27.000, 1
37 deg 16 27.971, 1
37 deg 16 30.180, 1
37 deg 16 30.900, 1
37 deg 16 31.120, 1
37 deg 16 31.200, 1
37 deg 16 31.757, 1
37 deg 16 32.400, 1
37 deg 16 32.470, 1
37 deg 16 33.000, 2
37 deg 16 33.600, 12
37 deg 16 33.990, 1
37 deg 16 34.200, 21
37 deg 16 34.670, 1
37 deg 16 34.800, 3
37 deg 16 34.910, 1
37 deg 16 37.427, 1
37 deg 16 38.400, 2
37 deg 16 39.920, 1
37 deg 16 39.930, 1
37 deg 16 45.620, 1
37 deg 16 46.589, 1
37 deg 16 47.690, 1
37 deg 16 47.930, 1
37 deg 16 48.110, 1
37 deg 16 48.450, 1
37 deg 16 48.860, 1
37 deg 16 51.920, 2
37 deg 16 51.980, 1
37 deg 16 52.240, 1
37 deg 16 55.305, 2
37 deg 16 55.902, 1
37 deg 16 58.143, 1
37 deg 16 58.798, 1
37 deg 16 58.815, 1
37 deg 16 58.818, 3
37 deg 16 58.827, 2
37 deg 16 58.842, 2
37 deg 16 58.913, 1
37 deg 16 58.988, 2
37 deg 16 59.331, 1
37 deg 16 59.356, 2
37 deg 16 59.407, 1
37 deg 16 59.439, 6
37 deg 16 59.560, 1
37 deg 16 59.988, 2
37 deg 17 0.000, 1
37 deg 17 0.006, 1
37 deg 17 0.077, 2
37 deg 17 0.239, 1
37 deg 17 0.342, 4
37 deg 17 0.348, 1
37 deg 17 0.372, 1
37 deg 17 0.410, 1
37 deg 17 0.413, 2
37 deg 17 0.433, 2
37 deg 17 0.435, 1
37 deg 17 0.440, 2
37 deg 17 0.441, 1
37 deg 17 0.450, 1
37 deg 17 0.456, 1
37 deg 17 0.465, 4
37 deg 17 0.537, 4
37 deg 17 0.600, 24
37 deg 17 0.613, 1
37 deg 17 0.616, 2
37 deg 17 0.620, 1
37 deg 17 0.657, 8
37 deg 17 0.671, 5
37 deg 17 0.681, 1
37 deg 17 0.697, 4
37 deg 17 0.700, 1
37 deg 17 0.710, 1
37 deg 17 0.713, 11
37 deg 17 0.716, 2
37 deg 17 0.723, 2
37 deg 17 0.730, 1
37 deg 17 0.739, 2
37 deg 17 0.740, 1
37 deg 17 0.747, 1
37 deg 17 0.753, 1
37 deg 17 0.769, 2
37 deg 17 0.810, 1
37 deg 17 0.820, 1
37 deg 17 0.838, 4
37 deg 17 0.892, 3
37 deg 17 0.920, 1
37 deg 17 0.922, 2
37 deg 17 0.930, 1
37 deg 17 0.934, 1
37 deg 17 0.950, 1
37 deg 17 0.960, 1
37 deg 17 0.990, 2
37 deg 17 1.010, 1
37 deg 17 1.024, 3
37 deg 17 1.031, 2
37 deg 17 1.059, 1
37 deg 17 1.126, 3
37 deg 17 1.200, 7
37 deg 17 1.250, 1
37 deg 17 1.269, 1
37 deg 17 1.350, 1
37 deg 17 1.440, 1
37 deg 17 1.754, 3
37 deg 17 1.794, 1
37 deg 17 1.880, 1
37 deg 17 1.914, 1
37 deg 17 10.000, 2
37 deg 17 11.000, 3
37 deg 17 11.160, 1
37 deg 17 12.600, 1
37 deg 17 13.000, 2
37 deg 17 13.200, 2
37 deg 17 13.370, 1
37 deg 17 13.800, 1
37 deg 17 14.000, 1
37 deg 17 14.160, 1
37 deg 17 14.760, 1
37 deg 17 14.830, 1
37 deg 17 15.600, 1
37 deg 17 17.570, 1
37 deg 17 17.810, 1
37 deg 17 18.852, 1
37 deg 17 22.392, 1
37 deg 17 23.922, 1
37 deg 17 24.000, 1
37 deg 17 27.090, 1
37 deg 17 27.190, 1
37 deg 17 28.540, 1
37 deg 17 3.180, 1
37 deg 17 3.869, 1
37 deg 17 33.000, 1
37 deg 17 34.200, 1
37 deg 17 36.600, 1
37 deg 17 37.370, 1
37 deg 17 39.470, 1
37 deg 17 39.730, 1
37 deg 17 41.600, 1
37 deg 17 42.000, 2
37 deg 17 44.110, 1
37 deg 17 48.050, 1
37 deg 17 48.320, 1
37 deg 17 5.400, 1
37 deg 17 50.100, 1
37 deg 17 51.960, 1
37 deg 17 55.548, 9
37 deg 17 55.562, 1
37 deg 17 58.200, 2
37 deg 17 58.841, 1
37 deg 17 59.400, 2
37 deg 17 59.434, 1
37 deg 17 6.000, 1
37 deg 17 6.150, 1
37 deg 17 6.600, 1
37 deg 17 8.000, 9
37 deg 17 9.000, 3
37 deg 18 0.410, 1
37 deg 18 0.970, 1
37 deg 18 1.200, 1
37 deg 18 13.840, 1
37 deg 18 2.620, 2
37 deg 18 21.650, 1
37 deg 18 23.800, 1
37 deg 18 23.960, 1
37 deg 18 24.060, 1
37 deg 18 39.440, 1
37 deg 18 41.370, 1
37 deg 18 41.400, 1
37 deg 18 45.470, 1
37 deg 18 46.580, 1
37 deg 18 5.273, 1
37 deg 18 51.800, 1
37 deg 18 52.200, 1
37 deg 18 52.690, 1
37 deg 18 9.555, 1
37 deg 18 9.641, 1
37 deg 19 1.580, 1
37 deg 19 10.190, 1
37 deg 19 10.700, 1
37 deg 19 12.000, 2
37 deg 19 13.200, 1
37 deg 19 20.350, 1
37 deg 19 20.400, 1
37 deg 19 21.240, 1
37 deg 19 21.860, 1
37 deg 19 22.200, 1
37 deg 19 23.400, 4
37 deg 19 24.030, 1
37 deg 19 24.300, 1
37 deg 19 24.600, 1
37 deg 19 25.200, 1
37 deg 19 25.820, 1
37 deg 19 27.920, 1
37 deg 19 27.940, 1
37 deg 19 28.800, 3
37 deg 19 29.508, 1
37 deg 19 30.430, 1
37 deg 19 31.090, 1
37 deg 19 31.860, 1
37 deg 19 32.400, 1
37 deg 19 32.740, 1
37 deg 19 33.520, 1
37 deg 19 34.910, 1
37 deg 19 36.349, 1
37 deg 19 37.200, 1
37 deg 19 37.800, 1
37 deg 19 39.300, 1
37 deg 19 4.800, 2
37 deg 19 40.440, 1
37 deg 19 42.448, 1
37 deg 19 46.200, 1
37 deg 19 47.430, 1
37 deg 19 49.076, 1
37 deg 19 5.400, 1
37 deg 19 53.130, 1
37 deg 19 55.110, 1
37 deg 19 55.490, 1
37 deg 19 56.000, 1
37 deg 19 56.820, 1
37 deg 19 6.480, 1
37 deg 19 6.600, 1
37 deg 19 9.000, 4
37 deg 19 9.090, 1
37 deg 19 9.310, 1
37 deg 19 9.730, 1
37 deg 2 17.453, 1
37 deg 2 22.067, 1
37 deg 2 22.074, 1
37 deg 2 22.139, 1
37 deg 2 23.039, 1
37 deg 2 23.873, 1
37 deg 2 23.903, 1
37 deg 2 24.257, 1
37 deg 2 25.019, 1
37 deg 2 25.200, 1
37 deg 2 27.000, 1
37 deg 2 35.400, 1
37 deg 2 45.600, 1
37 deg 2 51.600, 1
37 deg 2 52.216, 2
37 deg 2 55.800, 1
37 deg 2 6.600, 1
37 deg 20 1.450, 1
37 deg 20 1.700, 1
37 deg 20 15.000, 1
37 deg 20 2.400, 1
37 deg 20 25.450, 1
37 deg 20 27.000, 3
37 deg 20 32.460, 1
37 deg 20 32.600, 2
37 deg 20 33.600, 1
37 deg 20 35.400, 1
37 deg 20 39.680, 1
37 deg 20 47.400, 2
37 deg 20 48.000, 1
37 deg 20 48.100, 15
37 deg 20 8.400, 1
37 deg 20 9.320, 4
37 deg 21 0.100, 1
37 deg 21 1.800, 1
37 deg 21 10.000, 1
37 deg 21 11.000, 3
37 deg 21 16.200, 1
37 deg 21 23.550, 1
37 deg 21 25.200, 1
37 deg 21 26.900, 1
37 deg 21 3.600, 2
37 deg 21 36.000, 3
37 deg 21 37.060, 1
37 deg 21 38.010, 1
37 deg 21 38.270, 1
37 deg 21 38.400, 2
37 deg 21 4.550, 4
37 deg 21 42.600, 2
37 deg 21 43.070, 1
37 deg 21 43.700, 2
37 deg 21 45.000, 1
37 deg 21 5.400, 1
37 deg 21 50.120, 1
37 deg 21 51.919, 1
37 deg 21 52.200, 1
37 deg 21 53.000, 4
37 deg 21 53.400, 1
37 deg 21 53.750, 1
37 deg 21 53.840, 1
37 deg 21 53.850, 1
37 deg 21 54.000, 7
37 deg 21 55.000, 7
37 deg 21 55.020, 1
37 deg 21 55.650, 1
37 deg 21 55.800, 2
37 deg 21 56.000, 5
37 deg 21 57.000, 10
37 deg 21 57.890, 1
37 deg 21 57.910, 1
37 deg 21 58.000, 29
37 deg 21 58.020, 1
37 deg 21 58.070, 1
37 deg 21 58.180, 1
37 deg 21 58.700, 1
37 deg 21 58.800, 5
37 deg 21 59.000, 6
37 deg 21 59.400, 2
37 deg 21 9.240, 1
37 deg 22 0.000, 2
37 deg 22 0.860, 1
37 deg 22 1.000, 4
37 deg 22 1.440, 1
37 deg 22 1.830, 1
37 deg 22 10.000, 2
37 deg 22 10.090, 1
37 deg 22 10.550, 1
37 deg 22 11.000, 4
37 deg 22 11.220, 2
37 deg 22 12.160, 1
37 deg 22 12.490, 1
37 deg 22 13.000, 6
37 deg 22 14.000, 2
37 deg 22 14.330, 1
37 deg 22 15.600, 1
37 deg 22 16.230, 1
37 deg 22 16.500, 1
37 deg 22 16.780, 2
37 deg 22 16.970, 1
37 deg 22 17.570, 1
37 deg 22 18.506, 1
37 deg 22 19.000, 3
37 deg 22 2.000, 8
37 deg 22 20.000, 2
37 deg 22 21.380, 1
37 deg 22 23.400, 1
37 deg 22 24.000, 2
37 deg 22 3.000, 2
37 deg 22 3.600, 3
37 deg 22 32.870, 1
37 deg 22 33.500, 1
37 deg 22 33.650, 1
37 deg 22 36.000, 2
37 deg 22 36.600, 11
37 deg 22 36.940, 1
37 deg 22 37.200, 9
37 deg 22 39.600, 1
37 deg 22 4.200, 1
37 deg 22 4.800, 1
37 deg 22 41.000, 2
37 deg 22 41.400, 3
37 deg 22 42.000, 5
37 deg 22 43.200, 1
37 deg 22 43.800, 2
37 deg 22 5.000, 2
37 deg 22 5.336, 1
37 deg 22 50.400, 1
37 deg 22 51.918, 2
37 deg 22 52.151, 1
37 deg 22 52.165, 1
37 deg 22 52.179, 1
37 deg 22 53.390, 1
37 deg 22 54.400, 1
37 deg 22 55.680, 1
37 deg 22 56.020, 1
37 deg 22 58.800, 1
37 deg 22 59.280, 1
37 deg 22 6.000, 16
37 deg 22 7.162, 1
37 deg 22 7.849, 1
37 deg 22 9.000, 2
37 deg 22 9.830, 1
37 deg 23 0.890, 1
37 deg 23 1.000, 1
37 deg 23 10.121, 1
37 deg 23 10.200, 2
37 deg 23 10.540, 1
37 deg 23 11.470, 1
37 deg 23 13.000, 1
37 deg 23 15.000, 3
37 deg 23 16.000, 1
37 deg 23 16.681, 1
37 deg 23 17.020, 1
37 deg 23 18.448, 1
37 deg 23 19.700, 1
37 deg 23 19.960, 1
37 deg 23 2.000, 3
37 deg 23 24.600, 2
37 deg 23 25.200, 6
37 deg 23 25.800, 2
37 deg 23 27.600, 1
37 deg 23 28.200, 1
37 deg 23 3.000, 2
37 deg 23 30.000, 1
37 deg 23 31.030, 1
37 deg 23 31.200, 1
37 deg 23 32.170, 1
37 deg 23 32.400, 2
37 deg 23 34.000, 1
37 deg 23 34.200, 2
37 deg 23 34.480, 1
37 deg 23 34.980, 1
37 deg 23 35.000, 1
37 deg 23 35.400, 2
37 deg 23 35.420, 1
37 deg 23 35.770, 1
37 deg 23 36.000, 1
37 deg 23 36.654, 41
37 deg 23 37.187, 1
37 deg 23 37.410, 1
37 deg 23 38.243, 1
37 deg 23 4.200, 1
37 deg 23 4.710, 1
37 deg 23 40.200, 6
37 deg 23 40.800, 3
37 deg 23 40.960, 1
37 deg 23 41.470, 1
37 deg 23 42.030, 1
37 deg 23 42.400, 1
37 deg 23 42.560, 1
37 deg 23 42.580, 1
37 deg 23 42.620, 1
37 deg 23 43.220, 1
37 deg 23 44.040, 1
37 deg 23 44.910, 1
37 deg 23 44.970, 1
37 deg 23 45.000, 1
37 deg 23 48.356, 1
37 deg 23 48.600, 1
37 deg 23 5.640, 1
37 deg 23 54.600, 1
37 deg 23 59.220, 1
37 deg 23 6.000, 1
37 deg 23 8.000, 1
37 deg 23 9.000, 2
37 deg 23 9.494, 1
37 deg 23 9.857, 1
37 deg 24 1.000, 8
37 deg 24 10.620, 1
37 deg 24 13.490, 1
37 deg 24 14.360, 1
37 deg 24 15.000, 1
37 deg 24 16.200, 1
37 deg 24 21.000, 2
37 deg 24 22.800, 3
37 deg 24 28.050, 1
37 deg 24 28.350, 1
37 deg 24 28.490, 1
37 deg 24 28.600, 1
37 deg 24 28.890, 1
37 deg 24 29.090, 1
37 deg 24 29.200, 1
37 deg 24 3.980, 1
37 deg 24 31.200, 1
37 deg 24 31.800, 4
37 deg 24 33.600, 1
37 deg 24 34.490, 1
37 deg 24 35.000, 2
37 deg 24 36.000, 2
37 deg 24 36.100, 1
37 deg 24 37.000, 2
37 deg 24 40.200, 1
37 deg 24 40.751, 1
37 deg 24 45.600, 1
37 deg 24 49.800, 5
37 deg 24 5.000, 1
37 deg 24 50.320, 1
37 deg 24 50.400, 1
37 deg 24 50.760, 1
37 deg 24 51.000, 3
37 deg 24 51.600, 2
37 deg 24 51.760, 1
37 deg 24 51.820, 4
37 deg 24 51.850, 1
37 deg 24 51.860, 4
37 deg 24 51.890, 1
37 deg 24 51.920, 1
37 deg 24 51.930, 2
37 deg 24 52.110, 1
37 deg 24 54.000, 2
37 deg 24 54.360, 1
37 deg 24 54.420, 1
37 deg 24 54.600, 1
37 deg 24 54.915, 1
37 deg 24 55.200, 1
37 deg 24 55.800, 2
37 deg 24 56.910, 1
37 deg 24 57.000, 2
37 deg 24 57.220, 1
37 deg 24 58.320, 1
37 deg 24 58.330, 3
37 deg 24 58.340, 1
37 deg 24 58.490, 1
37 deg 24 59.060, 1
37 deg 24 59.400, 2
37 deg 24 59.810, 1
37 deg 24 7.403, 1
37 deg 24 7.481, 1
37 deg 24 7.577, 1
37 deg 25 0.000, 1
37 deg 25 0.046, 1
37 deg 25 0.060, 1
37 deg 25 0.169, 1
37 deg 25 0.285, 1
37 deg 25 0.500, 1
37 deg 25 1.800, 1
37 deg 25 10.304, 1
37 deg 25 12.570, 1
37 deg 25 13.800, 1
37 deg 25 14.190, 1
37 deg 25 14.400, 2
37 deg 25 14.507, 1
37 deg 25 14.750, 1
37 deg 25 15.111, 1
37 deg 25 2.400, 2
37 deg 25 21.000, 1
37 deg 25 21.744, 1
37 deg 25 25.000, 1
37 deg 25 26.000, 4
37 deg 25 26.260, 1
37 deg 25 28.000, 1
37 deg 25 3.000, 5
37 deg 25 3.030, 1
37 deg 25 3.250, 1
37 deg 25 3.310, 1
37 deg 25 3.600, 3
37 deg 25 33.920, 1
37 deg 25 34.800, 1
37 deg 25 36.600, 2
37 deg 25 37.200, 1
37 deg 25 37.800, 1
37 deg 25 4.260, 1
37 deg 25 40.140, 1
37 deg 25 40.800, 3
37 deg 25 41.400, 1
37 deg 25 42.600, 3
37 deg 25 42.680, 1
37 deg 25 42.742, 6
37 deg 25 43.080, 4
37 deg 25 43.200, 3
37 deg 25 43.614, 2
37 deg 25 44.050, 1
37 deg 25 46.800, 1
37 deg 25 47.904, 1
37 deg 25 48.675, 2
37 deg 25 49.200, 1
37 deg 25 49.800, 3
37 deg 25 5.400, 1
37 deg 25 51.040, 1
37 deg 25 51.600, 1
37 deg 25 52.080, 1
37 deg 25 52.780, 1
37 deg 25 52.890, 1
37 deg 25 55.800, 4
37 deg 25 56.530, 1
37 deg 25 56.710, 1
37 deg 25 56.940, 1
37 deg 25 57.000, 1
37 deg 25 57.020, 1
37 deg 25 57.300, 1
37 deg 25 6.600, 1
37 deg 25 7.160, 1
37 deg 25 7.200, 1
37 deg 25 7.800, 2
37 deg 25 9.600, 2
37 deg 26 11.000, 1
37 deg 26 13.200, 1
37 deg 26 16.800, 1
37 deg 26 20.000, 1
37 deg 26 21.030, 1
37 deg 26 22.140, 1
37 deg 26 24.179, 2
37 deg 26 24.280, 2
37 deg 26 3.000, 1
37 deg 26 31.200, 2
37 deg 26 31.800, 1
37 deg 26 34.170, 1
37 deg 26 34.200, 1
37 deg 26 37.010, 1
37 deg 26 37.800, 1
37 deg 26 37.820, 1
37 deg 26 37.980, 1
37 deg 26 38.020, 1
37 deg 26 38.220, 1
37 deg 26 39.000, 1
37 deg 26 4.200, 1
37 deg 26 40.000, 2
37 deg 26 41.000, 1
37 deg 26 41.280, 1
37 deg 26 42.000, 2
37 deg 26 42.600, 2
37 deg 26 42.700, 1
37 deg 26 43.000, 2
37 deg 26 43.480, 1
37 deg 26 44.280, 1
37 deg 26 44.610, 1
37 deg 26 44.900, 1
37 deg 26 45.000, 1
37 deg 26 45.600, 1
37 deg 26 47.400, 2
37 deg 26 48.000, 1
37 deg 26 48.600, 6
37 deg 26 50.270, 2
37 deg 26 50.280, 1
37 deg 26 50.350, 1
37 deg 26 50.400, 4
37 deg 26 50.760, 1
37 deg 26 50.940, 1
37 deg 26 51.000, 2
37 deg 26 53.560, 1
37 deg 26 53.590, 1
37 deg 26 53.620, 1
37 deg 26 59.000, 1
37 deg 26 59.400, 1
37 deg 26 6.980, 1
37 deg 27 0.000, 1
37 deg 27 1.000, 5
37 deg 27 1.090, 1
37 deg 27 1.160, 1
37 deg 27 1.310, 1
37 deg 27 1.800, 1
37 deg 27 11.570, 1
37 deg 27 12.000, 1
37 deg 27 13.690, 1
37 deg 27 16.200, 2
37 deg 27 16.450, 1
37 deg 27 2.060, 1
37 deg 27 2.520, 1
37 deg 27 2.530, 1
37 deg 27 24.000, 1
37 deg 27 3.000, 1
37 deg 27 34.000, 2
37 deg 27 42.000, 3
37 deg 27 44.400, 2
37 deg 27 5.000, 1
37 deg 27 6.000, 8
37 deg 27 7.800, 1
37 deg 28 10.730, 1
37 deg 28 14.000, 6
37 deg 28 14.230, 1
37 deg 28 19.200, 1
37 deg 28 19.800, 1
37 deg 28 22.730, 1
37 deg 28 24.000, 1
37 deg 28 25.000, 3
37 deg 28 31.780, 1
37 deg 28 31.990, 1
37 deg 28 32.100, 2
37 deg 28 32.150, 1
37 deg 28 32.180, 1
37 deg 28 32.210, 2
37 deg 28 36.600, 1
37 deg 28 37.200, 1
37 deg 28 42.183, 1
37 deg 28 46.500, 1
37 deg 28 47.000, 1
37 deg 28 57.963, 1
37 deg 28 58.000, 2
37 deg 28 58.073, 1
37 deg 28 58.097, 1
37 deg 28 58.230, 1
37 deg 28 58.236, 1
37 deg 28 58.239, 1
37 deg 28 58.600, 1
37 deg 28 59.000, 1
37 deg 29 0.000, 1
37 deg 29 1.000, 3
37 deg 29 10.800, 2
37 deg 29 11.400, 1
37 deg 29 13.800, 1
37 deg 29 14.000, 1
37 deg 29 16.800, 1
37 deg 29 21.155, 1
37 deg 29 23.000, 1
37 deg 29 23.335, 1
37 deg 29 23.953, 2
37 deg 29 26.990, 1
37 deg 29 3.000, 2
37 deg 29 30.820, 1
37 deg 29 31.200, 1
37 deg 29 31.560, 1
37 deg 29 31.800, 1
37 deg 29 34.000, 2
37 deg 29 4.290, 1
37 deg 29 42.670, 1
37 deg 29 44.003, 1
37 deg 29 48.000, 7
37 deg 29 49.000, 24
37 deg 29 50.000, 5
37 deg 29 50.430, 1
37 deg 29 51.000, 2
37 deg 29 51.600, 2
37 deg 29 52.200, 2
37 deg 29 52.800, 1
37 deg 29 53.000, 2
37 deg 29 53.400, 1
37 deg 29 55.000, 4
37 deg 29 56.170, 1
37 deg 29 57.600, 1
37 deg 29 58.704, 1
37 deg 29 59.000, 12
37 deg 29 6.000, 1
37 deg 29 60.000, 2
37 deg 29 7.000, 3
37 deg 29 7.640, 1
37 deg 3 12.600, 1
37 deg 3 19.205, 1
37 deg 3 19.715, 1
37 deg 3 25.625, 1
37 deg 3 33.000, 1
37 deg 3 40.188, 1
37 deg 3 44.400, 1
37 deg 3 45.000, 1
37 deg 3 48.650, 1
37 deg 3 5.850, 1
37 deg 3 6.000, 1
37 deg 3 8.400, 1
37 deg 30 10.200, 2
37 deg 30 12.000, 1
37 deg 30 13.200, 1
37 deg 30 15.000, 1
37 deg 30 16.200, 1
37 deg 30 17.400, 1
37 deg 30 17.700, 1
37 deg 30 18.000, 5
37 deg 30 20.000, 6
37 deg 30 22.000, 1
37 deg 30 3.000, 1
37 deg 30 31.000, 1
37 deg 30 33.017, 1
37 deg 30 33.230, 1
37 deg 30 33.330, 1
37 deg 30 33.620, 1
37 deg 30 36.000, 2
37 deg 30 36.600, 1
37 deg 30 37.000, 1
37 deg 30 39.000, 1
37 deg 30 42.000, 2
37 deg 30 46.252, 1
37 deg 30 49.000, 2
37 deg 30 49.200, 1
37 deg 30 5.000, 1
37 deg 30 9.000, 7
37 deg 30 9.294, 1
37 deg 30 9.600, 1
37 deg 31 1.000, 1
37 deg 31 11.628, 1
37 deg 31 11.750, 1
37 deg 31 17.713, 1
37 deg 31 19.110, 1
37 deg 31 20.316, 1
37 deg 31 20.400, 1
37 deg 31 21.000, 1
37 deg 31 21.187, 1
37 deg 31 25.093, 2
37 deg 31 26.933, 5
37 deg 31 27.600, 1
37 deg 31 31.609, 1
37 deg 31 32.000, 3
37 deg 31 32.754, 17
37 deg 31 32.770, 1
37 deg 31 33.449, 1
37 deg 31 33.575, 1
37 deg 31 33.726, 1
37 deg 31 34.093, 1
37 deg 31 34.194, 2
37 deg 31 34.579, 1
37 deg 31 34.889, 1
37 deg 31 34.903, 2
37 deg 31 34.943, 2
37 deg 31 34.975, 1
37 deg 31 35.303, 2
37 deg 31 35.321, 1
37 deg 31 35.411, 1
37 deg 31 35.670, 1
37 deg 31 35.886, 1
37 deg 31 36.185, 1
37 deg 31 36.487, 3
37 deg 31 38.060, 1
37 deg 31 38.530, 1
37 deg 31 40.000, 1
37 deg 31 40.240, 1
37 deg 31 43.000, 1
37 deg 31 43.345, 1
37 deg 31 43.482, 2
37 deg 31 44.778, 8
37 deg 31 45.600, 1
37 deg 31 47.327, 3
37 deg 31 49.800, 1
37 deg 31 5.750, 2
37 deg 31 50.400, 1
37 deg 31 51.000, 3
37 deg 31 53.573, 5
37 deg 31 54.000, 1
37 deg 31 55.571, 2
37 deg 31 56.543, 6
37 deg 31 56.579, 1
37 deg 31 58.764, 7
37 deg 31 59.000, 1
37 deg 31 59.971, 1
37 deg 31 7.200, 1
37 deg 31 7.900, 2
37 deg 32 0.089, 13
37 deg 32 0.366, 11
37 deg 32 0.600, 1
37 deg 32 1.151, 8
37 deg 32 10.090, 1
37 deg 32 11.786, 1
37 deg 32 12.920, 1
37 deg 32 13.000, 3
37 deg 32 13.700, 1
37 deg 32 15.653, 1
37 deg 32 17.000, 3
37 deg 32 2.000, 1
37 deg 32 27.090, 1
37 deg 32 27.710, 1
37 deg 32 27.720, 1
37 deg 32 27.820, 1
37 deg 32 27.940, 1
37 deg 32 27.970, 1
37 deg 32 27.990, 2
37 deg 32 28.030, 1
37 deg 32 28.040, 1
37 deg 32 28.050, 1
37 deg 32 28.070, 2
37 deg 32 28.140, 1
37 deg 32 28.150, 6
37 deg 32 28.180, 1
37 deg 32 28.210, 2
37 deg 32 28.220, 2
37 deg 32 28.250, 1
37 deg 32 28.260, 5
37 deg 32 28.270, 1
37 deg 32 28.320, 1
37 deg 32 28.330, 1
37 deg 32 28.370, 1
37 deg 32 28.410, 4
37 deg 32 28.430, 1
37 deg 32 28.440, 1
37 deg 32 28.450, 1
37 deg 32 28.480, 1
37 deg 32 28.490, 1
37 deg 32 28.510, 2
37 deg 32 28.520, 1
37 deg 32 28.540, 1
37 deg 32 28.550, 1
37 deg 32 28.600, 3
37 deg 32 28.630, 1
37 deg 32 28.660, 1
37 deg 32 28.700, 1
37 deg 32 28.740, 1
37 deg 32 28.810, 2
37 deg 32 28.960, 1
37 deg 32 29.000, 1
37 deg 32 29.080, 1
37 deg 32 29.140, 1
37 deg 32 29.190, 1
37 deg 32 29.370, 1
37 deg 32 29.400, 1
37 deg 32 3.000, 1
37 deg 32 31.800, 1
37 deg 32 32.710, 1
37 deg 32 34.030, 1
37 deg 32 34.390, 1
37 deg 32 34.670, 1
37 deg 32 34.880, 1
37 deg 32 35.100, 2
37 deg 32 35.130, 1
37 deg 32 35.140, 5
37 deg 32 35.150, 1
37 deg 32 35.700, 5
37 deg 32 35.810, 1
37 deg 32 36.070, 1
37 deg 32 36.120, 1
37 deg 32 36.730, 1
37 deg 32 37.100, 4
37 deg 32 37.590, 1
37 deg 32 43.550, 1
37 deg 32 43.670, 1
37 deg 32 43.800, 4
37 deg 32 44.040, 1
37 deg 32 44.160, 1
37 deg 32 44.220, 1
37 deg 32 44.330, 1
37 deg 32 44.550, 1
37 deg 32 44.950, 2
37 deg 32 45.000, 1
37 deg 32 46.970, 1
37 deg 32 47.000, 1
37 deg 32 47.400, 3
37 deg 32 47.990, 1
37 deg 32 48.600, 1
37 deg 32 5.895, 1
37 deg 32 52.719, 1
37 deg 32 53.309, 1
37 deg 32 58.000, 1
37 deg 32 59.000, 3
37 deg 32 6.000, 1
37 deg 32 6.513, 1
37 deg 32 6.898, 1
37 deg 32 7.269, 1
37 deg 32 7.815, 1
37 deg 33 12.000, 6
37 deg 33 12.140, 1
37 deg 33 12.150, 1
37 deg 33 12.360, 1
37 deg 33 12.370, 1
37 deg 33 12.440, 1
37 deg 33 12.580, 1
37 deg 33 12.600, 1
37 deg 33 12.670, 1
37 deg 33 12.690, 1
37 deg 33 12.700, 1
37 deg 33 12.710, 2
37 deg 33 12.800, 1
37 deg 33 12.880, 1
37 deg 33 12.960, 1
37 deg 33 13.200, 1
37 deg 33 13.290, 2
37 deg 33 13.330, 1
