ifdg_GPSLatitude ,Count
36 deg 5 47.799, 1
36 deg 5 49.800, 1
36 deg 5 49.990, 2
36 deg 5 5.400, 1
36 deg 5 50.400, 1
36 deg 5 51.600, 2
36 deg 5 52.800, 2
36 deg 5 54.600, 1
36 deg 5 55.200, 4
36 deg 5 55.800, 2
36 deg 5 56.210, 2
36 deg 5 56.370, 2
36 deg 5 56.770, 4
36 deg 5 57.000, 1
36 deg 5 57.600, 2
36 deg 5 58.200, 2
36 deg 5 58.390, 2
36 deg 5 59.400, 1
36 deg 5 59.861, 1
36 deg 5 6.000, 1
36 deg 5 60.000, 1
36 deg 5 7.800, 3
36 deg 5 8.400, 1
36 deg 5 9.000, 1
36 deg 50 10.986, 1
36 deg 50 12.600, 1
36 deg 50 2.400, 2
36 deg 50 23.626, 1
36 deg 50 23.930, 1
36 deg 50 25.200, 2
36 deg 50 25.800, 1
36 deg 50 3.480, 1
36 deg 50 32.400, 1
36 deg 50 33.600, 1
36 deg 50 34.200, 3
36 deg 50 34.800, 1
36 deg 50 42.920, 2
36 deg 50 42.950, 1
36 deg 50 42.993, 1
36 deg 50 43.378, 1
36 deg 50 44.080, 1
36 deg 50 44.400, 1
36 deg 50 44.920, 1
36 deg 50 46.800, 1
36 deg 50 47.400, 1
36 deg 50 47.770, 1
36 deg 50 48.890, 1
36 deg 50 49.200, 2
36 deg 50 50.000, 1
36 deg 50 50.350, 1
36 deg 50 50.510, 4
36 deg 50 50.600, 1
36 deg 50 50.780, 1
36 deg 50 51.030, 1
36 deg 50 51.040, 1
36 deg 50 51.070, 2
36 deg 50 51.600, 1
36 deg 50 51.620, 2
36 deg 50 51.670, 1
36 deg 50 51.750, 1
36 deg 50 51.820, 19
36 deg 50 52.580, 1
36 deg 50 52.650, 1
36 deg 50 53.400, 1
36 deg 50 53.500, 1
36 deg 50 53.650, 1
36 deg 50 54.000, 1
36 deg 50 54.250, 4
36 deg 50 54.310, 1
36 deg 50 54.346, 2
36 deg 50 54.390, 1
36 deg 50 54.490, 1
36 deg 50 54.580, 1
36 deg 50 54.600, 3
36 deg 50 54.650, 1
36 deg 50 54.670, 2
36 deg 50 54.730, 1
36 deg 50 54.760, 2
36 deg 50 54.860, 3
36 deg 50 54.870, 2
36 deg 50 54.890, 2
36 deg 50 54.910, 6
36 deg 50 54.940, 1
36 deg 50 54.950, 1
36 deg 50 55.000, 2
36 deg 50 55.080, 2
36 deg 50 55.160, 1
36 deg 50 55.240, 2
36 deg 50 55.270, 1
36 deg 50 55.340, 2
36 deg 50 55.350, 1
36 deg 50 55.420, 1
36 deg 50 55.460, 1
36 deg 50 55.480, 1
36 deg 50 55.500, 2
36 deg 50 55.520, 2
36 deg 50 55.570, 1
36 deg 50 55.610, 1
36 deg 50 55.630, 3
36 deg 50 55.740, 1
36 deg 50 55.800, 1
36 deg 50 55.970, 1
36 deg 50 56.030, 1
36 deg 50 56.070, 1
36 deg 50 56.150, 1
36 deg 50 56.290, 1
36 deg 50 56.330, 1
36 deg 50 57.210, 2
36 deg 50 57.410, 1
36 deg 50 57.430, 1
36 deg 50 57.470, 1
36 deg 50 57.540, 1
36 deg 50 57.560, 1
36 deg 50 57.590, 1
36 deg 50 57.600, 1
36 deg 50 57.620, 1
36 deg 50 57.670, 1
36 deg 50 57.800, 1
36 deg 50 57.980, 1
36 deg 50 58.000, 1
36 deg 50 58.200, 1
36 deg 50 58.210, 1
36 deg 50 58.240, 1
36 deg 50 58.290, 1
36 deg 50 58.310, 2
36 deg 50 58.350, 1
36 deg 50 58.415, 1
36 deg 50 58.430, 2
36 deg 50 58.630, 1
36 deg 50 58.890, 1
36 deg 50 58.920, 1
36 deg 50 6.600, 1
36 deg 50 6.880, 1
36 deg 50 7.030, 1
36 deg 51 0.130, 1
36 deg 51 0.600, 1
36 deg 51 1.200, 2
36 deg 51 10.200, 3
36 deg 51 10.800, 1
36 deg 51 11.150, 1
36 deg 51 11.351, 1
36 deg 51 12.340, 2
36 deg 51 12.460, 1
36 deg 51 13.800, 1
36 deg 51 13.960, 1
36 deg 51 14.880, 1
36 deg 51 16.800, 2
36 deg 51 17.400, 2
36 deg 51 19.200, 1
36 deg 51 19.260, 1
36 deg 51 19.370, 1
36 deg 51 19.390, 1
36 deg 51 2.280, 1
36 deg 51 2.340, 1
36 deg 51 2.400, 2
36 deg 51 2.690, 1
36 deg 51 2.878, 1
36 deg 51 21.750, 1
36 deg 51 22.710, 1
36 deg 51 23.380, 1
36 deg 51 24.000, 1
36 deg 51 24.530, 4
36 deg 51 25.800, 1
36 deg 51 27.900, 3
36 deg 51 28.800, 1
36 deg 51 3.600, 2
36 deg 51 3.610, 1
36 deg 51 3.720, 1
36 deg 51 30.600, 1
36 deg 51 32.460, 1
36 deg 51 33.650, 1
36 deg 51 34.400, 1
36 deg 51 34.455, 1
36 deg 51 35.080, 1
36 deg 51 35.121, 1
36 deg 51 4.130, 1
36 deg 51 4.800, 1
36 deg 51 40.710, 1
36 deg 51 44.595, 1
36 deg 51 45.989, 1
36 deg 51 47.699, 1
36 deg 51 5.380, 1
36 deg 51 52.200, 1
36 deg 51 53.370, 1
36 deg 51 53.420, 1
36 deg 51 57.976, 1
36 deg 51 59.938, 1
36 deg 51 6.208, 1
36 deg 51 7.000, 1
36 deg 51 7.200, 3
36 deg 51 7.413, 1
36 deg 51 7.651, 1
36 deg 51 8.028, 1
36 deg 51 8.286, 1
36 deg 51 8.400, 3
36 deg 51 8.540, 1
36 deg 51 9.000, 4
36 deg 51 9.350, 1
36 deg 51 9.600, 2
36 deg 51 9.950, 1
36 deg 52 0.600, 1
36 deg 52 1.800, 1
36 deg 52 12.410, 1
36 deg 52 13.090, 1
36 deg 52 13.098, 1
36 deg 52 13.180, 1
36 deg 52 13.250, 1
36 deg 52 13.480, 1
36 deg 52 13.620, 1
36 deg 52 13.630, 1
36 deg 52 14.760, 1
36 deg 52 15.360, 6
36 deg 52 15.470, 1
36 deg 52 15.600, 1
36 deg 52 15.640, 1
36 deg 52 15.730, 2
36 deg 52 15.980, 1
36 deg 52 16.200, 1
36 deg 52 18.240, 1
36 deg 52 19.710, 3
36 deg 52 19.800, 1
36 deg 52 3.280, 1
36 deg 52 3.360, 1
36 deg 52 31.800, 1
36 deg 52 4.000, 1
36 deg 52 4.060, 2
36 deg 52 4.170, 1
36 deg 52 41.330, 1
36 deg 52 47.028, 1
36 deg 52 48.821, 1
36 deg 52 49.200, 1
36 deg 52 50.898, 1
36 deg 52 50.927, 1
36 deg 52 50.957, 1
36 deg 52 50.981, 1
36 deg 52 52.200, 1
36 deg 52 52.343, 1
36 deg 52 53.804, 1
36 deg 52 59.440, 1
36 deg 52 7.630, 1
36 deg 52 7.730, 1
36 deg 52 7.860, 1
36 deg 52 7.890, 1
36 deg 52 8.440, 1
36 deg 52 8.970, 1
36 deg 52 9.060, 1
36 deg 52 9.800, 1
36 deg 53 0.582, 1
36 deg 53 0.600, 1
36 deg 53 1.200, 1
36 deg 53 1.259, 1
36 deg 53 10.200, 1
36 deg 53 11.710, 1
36 deg 53 12.450, 1
36 deg 53 14.030, 1
36 deg 53 15.910, 1
36 deg 53 17.400, 6
36 deg 53 18.550, 1
36 deg 53 19.480, 1
36 deg 53 19.730, 1
36 deg 53 22.400, 1
36 deg 53 24.350, 1
36 deg 53 24.660, 1
36 deg 53 24.740, 2
36 deg 53 25.100, 1
36 deg 53 25.210, 1
36 deg 53 25.259, 1
36 deg 53 25.530, 1
36 deg 53 27.000, 1
36 deg 53 27.600, 1
36 deg 53 3.041, 1
36 deg 53 3.149, 1
36 deg 53 30.850, 1
36 deg 53 32.440, 1
36 deg 53 32.580, 1
36 deg 53 32.790, 1
36 deg 53 32.830, 1
36 deg 53 33.290, 1
36 deg 53 33.380, 1
36 deg 53 33.460, 1
36 deg 53 34.600, 1
36 deg 53 34.630, 1
36 deg 53 36.000, 1
36 deg 53 36.600, 1
36 deg 53 39.020, 1
36 deg 53 39.500, 1
36 deg 53 39.830, 1
36 deg 53 4.000, 1
36 deg 53 4.800, 1
36 deg 53 44.400, 1
36 deg 53 45.000, 1
36 deg 53 45.600, 1
36 deg 53 46.200, 1
36 deg 53 46.800, 2
36 deg 53 47.400, 1
36 deg 53 48.000, 3
36 deg 53 48.600, 3
36 deg 53 52.210, 1
36 deg 53 53.550, 1
36 deg 53 53.590, 4
36 deg 53 53.700, 1
36 deg 53 54.680, 1
36 deg 53 59.400, 1
36 deg 53 6.863, 1
36 deg 53 8.400, 1
36 deg 53 9.000, 1
36 deg 53 9.340, 1
36 deg 54 0.000, 2
36 deg 54 0.610, 3
36 deg 54 0.690, 1
36 deg 54 1.200, 1
36 deg 54 11.400, 5
36 deg 54 13.200, 1
36 deg 54 17.400, 1
36 deg 54 18.000, 1
36 deg 54 18.500, 3
36 deg 54 18.600, 1
36 deg 54 18.850, 1
36 deg 54 19.200, 1
36 deg 54 21.600, 1
36 deg 54 23.400, 1
36 deg 54 24.600, 1
36 deg 54 27.000, 2
36 deg 54 29.400, 1
36 deg 54 3.600, 1
36 deg 54 30.000, 5
36 deg 54 30.600, 15
36 deg 54 36.470, 1
36 deg 54 36.640, 1
36 deg 54 36.890, 1
36 deg 54 37.150, 1
36 deg 54 40.330, 1
36 deg 54 43.200, 1
36 deg 54 46.200, 1
36 deg 54 49.140, 1
36 deg 54 49.200, 1
36 deg 54 50.400, 1
36 deg 54 51.000, 1
36 deg 54 55.800, 1
36 deg 54 7.800, 1
36 deg 54 8.720, 1
36 deg 54 9.000, 1
36 deg 54 9.600, 2
36 deg 55 11.330, 1
36 deg 55 31.800, 1
36 deg 55 34.260, 2
36 deg 55 36.000, 1
36 deg 55 37.970, 1
36 deg 55 45.440, 1
36 deg 56 1.940, 1
36 deg 56 19.200, 4
36 deg 56 19.590, 1
36 deg 56 19.800, 3
36 deg 56 20.400, 2
36 deg 56 23.400, 1
36 deg 56 23.644, 1
36 deg 56 43.200, 1
36 deg 56 43.800, 2
36 deg 56 45.000, 1
36 deg 56 45.600, 1
36 deg 56 46.200, 1
36 deg 56 53.400, 1
36 deg 56 55.800, 1
36 deg 56 56.340, 1
36 deg 56 56.400, 2
36 deg 56 57.000, 4
36 deg 56 57.600, 1
36 deg 56 58.200, 1
36 deg 56 58.800, 2
36 deg 57 0.000, 3
36 deg 57 0.600, 1
36 deg 57 14.400, 1
36 deg 57 16.200, 2
36 deg 57 22.800, 1
36 deg 57 23.051, 1
36 deg 57 24.600, 1
36 deg 57 25.200, 1
36 deg 57 29.400, 2
36 deg 57 3.000, 1
36 deg 57 3.600, 3
36 deg 57 30.957, 1
36 deg 57 31.510, 1
36 deg 57 37.200, 1
36 deg 57 38.400, 1
36 deg 57 39.000, 3
36 deg 57 39.600, 1
36 deg 57 4.800, 3
36 deg 57 40.200, 2
36 deg 57 40.800, 4
36 deg 57 41.400, 1
36 deg 57 42.600, 1
36 deg 57 43.200, 2
36 deg 57 44.731, 1
36 deg 57 45.000, 1
36 deg 57 45.555, 1
36 deg 57 45.599, 1
36 deg 57 45.600, 1
36 deg 57 45.641, 1
36 deg 57 45.645, 1
36 deg 57 45.664, 1
36 deg 57 45.732, 1
36 deg 57 45.735, 1
36 deg 57 46.200, 1
36 deg 57 48.000, 1
36 deg 57 49.850, 1
36 deg 57 5.400, 5
36 deg 57 50.540, 1
36 deg 57 50.554, 1
36 deg 57 50.731, 6
36 deg 57 51.600, 1
36 deg 57 52.800, 1
36 deg 57 53.400, 2
36 deg 57 54.000, 1
36 deg 57 54.600, 1
36 deg 57 6.000, 4
36 deg 57 7.800, 1
36 deg 58 10.507, 1
36 deg 58 10.865, 1
36 deg 58 16.000, 1
36 deg 58 17.400, 1
36 deg 58 18.600, 1
36 deg 58 18.843, 1
36 deg 58 19.277, 1
36 deg 58 19.981, 1
36 deg 58 2.460, 1
36 deg 58 22.800, 2
36 deg 58 23.400, 2
36 deg 58 24.014, 8
36 deg 58 26.400, 1
36 deg 58 26.424, 3
36 deg 58 26.609, 1
36 deg 58 27.000, 5
36 deg 58 3.723, 1
36 deg 58 3.847, 1
36 deg 58 32.947, 1
36 deg 58 33.057, 1
36 deg 58 36.000, 1
36 deg 58 36.084, 1
36 deg 58 36.600, 1
36 deg 58 5.800, 1
36 deg 58 52.800, 1
36 deg 58 54.600, 1
36 deg 58 55.200, 1
36 deg 58 6.000, 1
36 deg 58 6.702, 1
36 deg 58 8.202, 2
36 deg 58 8.295, 1
36 deg 58 8.400, 1
36 deg 58 8.567, 1
36 deg 59 1.000, 6
36 deg 59 12.600, 5
36 deg 59 13.200, 1
36 deg 59 13.787, 2
36 deg 59 13.944, 2
36 deg 59 14.129, 2
36 deg 59 15.162, 1
36 deg 59 39.993, 1
36 deg 59 40.244, 2
36 deg 59 40.407, 1
36 deg 59 40.820, 1
36 deg 59 41.332, 1
36 deg 59 41.951, 1
36 deg 59 41.979, 1
36 deg 59 42.049, 1
36 deg 59 42.182, 1
36 deg 59 42.243, 1
36 deg 59 42.268, 1
36 deg 59 43.600, 1
36 deg 59 45.600, 1
36 deg 59 46.200, 3
36 deg 59 51.000, 2
36 deg 59 56.297, 1
36 deg 6 0.600, 2
36 deg 6 1.440, 1
36 deg 6 1.800, 1
36 deg 6 1.830, 2
36 deg 6 10.040, 1
36 deg 6 10.060, 3
36 deg 6 11.310, 1
36 deg 6 11.400, 1
36 deg 6 11.440, 9
36 deg 6 12.000, 1
36 deg 6 12.600, 1
36 deg 6 12.810, 2
36 deg 6 14.460, 2
36 deg 6 14.630, 1
36 deg 6 14.730, 1
36 deg 6 14.740, 1
36 deg 6 14.770, 4
36 deg 6 14.780, 2
36 deg 6 15.140, 3
36 deg 6 15.260, 4
36 deg 6 15.600, 3
36 deg 6 16.060, 4
36 deg 6 16.090, 2
36 deg 6 16.190, 1
36 deg 6 16.410, 3
36 deg 6 18.360, 4
36 deg 6 19.200, 1
36 deg 6 19.800, 2
36 deg 6 2.400, 3
36 deg 6 2.485, 1
36 deg 6 20.400, 4
36 deg 6 21.000, 3
36 deg 6 21.600, 3
36 deg 6 22.800, 1
36 deg 6 24.000, 1
36 deg 6 24.810, 1
36 deg 6 25.020, 2
36 deg 6 25.200, 1
36 deg 6 25.628, 1
36 deg 6 26.100, 2
36 deg 6 26.260, 2
36 deg 6 26.879, 1
36 deg 6 27.570, 2
36 deg 6 28.298, 1
36 deg 6 28.800, 1
36 deg 6 28.860, 2
36 deg 6 29.440, 2
36 deg 6 29.570, 1
36 deg 6 29.675, 1
36 deg 6 3.000, 1
36 deg 6 3.600, 4
36 deg 6 3.661, 1
36 deg 6 30.000, 1
36 deg 6 30.500, 3
36 deg 6 30.600, 1
36 deg 6 31.200, 5
36 deg 6 31.610, 1
36 deg 6 31.800, 1
36 deg 6 32.400, 1
36 deg 6 33.000, 6
36 deg 6 33.600, 1
36 deg 6 34.200, 3
36 deg 6 34.350, 1
36 deg 6 34.800, 1
36 deg 6 34.900, 1
36 deg 6 35.150, 2
36 deg 6 35.160, 1
36 deg 6 35.380, 1
36 deg 6 35.400, 4
36 deg 6 35.430, 4
36 deg 6 35.470, 1
36 deg 6 35.650, 1
36 deg 6 35.670, 1
36 deg 6 35.730, 1
36 deg 6 35.850, 1
36 deg 6 35.950, 1
36 deg 6 35.990, 1
36 deg 6 36.210, 1
36 deg 6 36.600, 2
36 deg 6 36.980, 2
36 deg 6 37.580, 2
36 deg 6 37.600, 4
36 deg 6 37.770, 2
36 deg 6 37.800, 1
36 deg 6 38.400, 5
36 deg 6 38.650, 2
36 deg 6 39.010, 1
36 deg 6 39.216, 1
36 deg 6 39.600, 1
36 deg 6 39.980, 1
36 deg 6 4.200, 3
36 deg 6 4.800, 3
36 deg 6 4.870, 1
36 deg 6 40.200, 3
36 deg 6 40.310, 2
36 deg 6 40.800, 5
36 deg 6 41.400, 3
36 deg 6 41.810, 1
36 deg 6 41.880, 3
36 deg 6 42.000, 2
36 deg 6 42.550, 1
36 deg 6 42.600, 7
36 deg 6 42.690, 1
36 deg 6 42.790, 1
36 deg 6 42.850, 1
36 deg 6 43.140, 1
36 deg 6 43.200, 6
36 deg 6 43.720, 1
36 deg 6 43.740, 4
36 deg 6 43.750, 1
36 deg 6 43.800, 3
36 deg 6 43.830, 1
36 deg 6 43.870, 2
36 deg 6 43.930, 1
36 deg 6 44.210, 3
36 deg 6 44.400, 4
36 deg 6 44.530, 1
36 deg 6 44.640, 1
36 deg 6 44.930, 1
36 deg 6 44.940, 8
36 deg 6 45.000, 3
36 deg 6 45.040, 1
36 deg 6 45.080, 2
36 deg 6 45.090, 2
36 deg 6 45.200, 2
36 deg 6 45.330, 2
36 deg 6 45.400, 2
36 deg 6 45.440, 2
36 deg 6 45.600, 16
36 deg 6 45.616, 1
36 deg 6 45.620, 6
36 deg 6 45.630, 1
36 deg 6 45.640, 1
36 deg 6 45.680, 1
36 deg 6 45.740, 1
36 deg 6 45.780, 1
36 deg 6 45.830, 3
36 deg 6 46.568, 1
36 deg 6 47.320, 1
36 deg 6 47.400, 1
36 deg 6 48.310, 1
36 deg 6 48.490, 2
36 deg 6 48.680, 18
36 deg 6 48.830, 3
36 deg 6 5.400, 5
36 deg 6 50.290, 2
36 deg 6 50.400, 2
36 deg 6 51.000, 3
36 deg 6 51.180, 8
36 deg 6 51.600, 1
36 deg 6 52.931, 1
36 deg 6 53.400, 1
36 deg 6 53.440, 2
36 deg 6 55.200, 2
36 deg 6 55.800, 1
36 deg 6 56.130, 1
36 deg 6 56.176, 1
36 deg 6 56.400, 2
36 deg 6 56.451, 1
36 deg 6 57.000, 4
36 deg 6 57.477, 2
36 deg 6 57.600, 2
36 deg 6 6.000, 3
36 deg 6 6.600, 4
36 deg 6 7.200, 1
36 deg 6 8.400, 1
36 deg 6 8.680, 2
36 deg 6 8.700, 3
36 deg 6 9.440, 2
36 deg 6 9.600, 1
36 deg 7 0.000, 1
36 deg 7 0.124, 2
36 deg 7 1.107, 1
36 deg 7 12.000, 1
36 deg 7 12.500, 3
36 deg 7 12.600, 2
36 deg 7 13.070, 1
36 deg 7 13.200, 2
36 deg 7 13.800, 2
36 deg 7 14.170, 1
36 deg 7 14.400, 1
36 deg 7 14.740, 1
36 deg 7 15.330, 1
36 deg 7 15.400, 1
36 deg 7 15.600, 3
36 deg 7 16.200, 1
36 deg 7 16.370, 1
36 deg 7 16.780, 2
36 deg 7 16.877, 2
36 deg 7 17.400, 2
36 deg 7 18.000, 7
36 deg 7 18.040, 1
36 deg 7 18.080, 1
36 deg 7 18.120, 1
36 deg 7 18.240, 1
36 deg 7 18.600, 2
36 deg 7 18.660, 1
36 deg 7 19.200, 1
36 deg 7 19.800, 8
36 deg 7 19.970, 2
36 deg 7 2.053, 2
36 deg 7 20.400, 2
36 deg 7 20.590, 1
36 deg 7 20.920, 1
36 deg 7 21.000, 1
36 deg 7 21.570, 1
36 deg 7 21.600, 2
36 deg 7 21.650, 2
36 deg 7 21.690, 2
36 deg 7 21.970, 1
36 deg 7 22.520, 1
36 deg 7 22.570, 1
36 deg 7 22.780, 1
36 deg 7 22.800, 1
36 deg 7 22.820, 2
36 deg 7 23.400, 3
36 deg 7 24.230, 1
36 deg 7 24.600, 7
36 deg 7 25.200, 4
36 deg 7 25.330, 1
36 deg 7 25.800, 2
36 deg 7 27.000, 2
36 deg 7 27.600, 1
36 deg 7 28.200, 2
36 deg 7 28.800, 2
36 deg 7 29.080, 2
36 deg 7 29.630, 1
36 deg 7 3.000, 4
36 deg 7 3.440, 1
36 deg 7 3.600, 1
36 deg 7 3.883, 1
36 deg 7 30.600, 1
36 deg 7 31.580, 1
36 deg 7 32.010, 1
36 deg 7 32.070, 1
36 deg 7 32.400, 3
36 deg 7 33.860, 1
36 deg 7 34.550, 4
36 deg 7 34.570, 3
36 deg 7 34.780, 1
36 deg 7 34.800, 1
36 deg 7 34.930, 1
36 deg 7 35.250, 1
36 deg 7 35.270, 1
36 deg 7 35.400, 9
36 deg 7 35.420, 1
36 deg 7 36.850, 3
36 deg 7 37.200, 1
36 deg 7 37.690, 1
36 deg 7 37.800, 1
36 deg 7 38.720, 2
36 deg 7 4.200, 1
36 deg 7 4.800, 3
36 deg 7 42.600, 1
36 deg 7 42.770, 2
36 deg 7 43.362, 1
36 deg 7 43.970, 1
36 deg 7 44.400, 1
36 deg 7 44.580, 2
36 deg 7 45.353, 1
36 deg 7 45.628, 3
36 deg 7 45.788, 2
36 deg 7 46.200, 1
36 deg 7 46.970, 1
36 deg 7 48.600, 6
36 deg 7 48.750, 1
36 deg 7 48.846, 6
36 deg 7 49.034, 1
36 deg 7 49.039, 1
36 deg 7 49.200, 3
36 deg 7 49.310, 2
36 deg 7 49.800, 2
36 deg 7 5.400, 23
36 deg 7 5.720, 1
36 deg 7 50.372, 1
36 deg 7 50.500, 7
36 deg 7 50.530, 1
36 deg 7 51.600, 5
36 deg 7 52.200, 4
36 deg 7 53.000, 1
36 deg 7 54.600, 2
36 deg 7 55.800, 2
36 deg 7 56.400, 1
36 deg 7 57.000, 2
36 deg 7 57.600, 1
36 deg 7 59.388, 1
36 deg 7 59.400, 1
36 deg 7 59.636, 1
36 deg 7 59.704, 2
36 deg 7 6.000, 3
36 deg 7 6.530, 1
36 deg 7 7.050, 1
36 deg 7 7.340, 1
36 deg 7 7.750, 2
36 deg 7 8.850, 2
36 deg 7 9.000, 1
36 deg 7 9.600, 1
36 deg 8 0.102, 1
36 deg 8 0.116, 1
36 deg 8 0.391, 1
36 deg 8 0.473, 1
36 deg 8 0.487, 1
36 deg 8 0.501, 2
36 deg 8 0.600, 2
36 deg 8 1.200, 4
36 deg 8 1.230, 2
36 deg 8 11.634, 1
36 deg 8 11.769, 1
36 deg 8 11.866, 2
36 deg 8 13.199, 6
36 deg 8 19.810, 1
36 deg 8 23.720, 1
36 deg 8 25.180, 1
36 deg 8 25.300, 1
36 deg 8 25.410, 1
36 deg 8 25.800, 1
36 deg 8 26.170, 1
36 deg 8 26.220, 1
36 deg 8 26.400, 2
36 deg 8 26.520, 1
36 deg 8 29.400, 7
36 deg 8 30.180, 1
36 deg 8 33.510, 1
36 deg 8 34.260, 1
36 deg 8 34.280, 2
36 deg 8 34.430, 1
36 deg 8 35.970, 2
36 deg 8 36.600, 1
36 deg 8 37.030, 1
36 deg 8 37.800, 1
36 deg 8 38.070, 2
36 deg 8 39.050, 2
36 deg 8 39.160, 1
36 deg 8 4.590, 2
36 deg 8 41.100, 1
36 deg 8 41.190, 1
36 deg 8 43.000, 1
36 deg 8 46.850, 2
36 deg 8 47.300, 2
36 deg 8 47.550, 1
36 deg 8 49.830, 1
36 deg 8 52.160, 2
36 deg 8 52.400, 1
36 deg 8 56.400, 1
36 deg 8 57.461, 1
36 deg 8 58.893, 1
36 deg 8 6.380, 1
36 deg 8 8.672, 1
36 deg 8 8.880, 4
36 deg 8 9.250, 1
36 deg 9 0.000, 1
36 deg 9 1.200, 1
36 deg 9 18.600, 3
36 deg 9 19.200, 1
36 deg 9 22.253, 1
36 deg 9 38.000, 1
36 deg 9 38.400, 1
36 deg 9 39.600, 1
36 deg 9 4.000, 1
36 deg 9 40.800, 2
36 deg 9 41.400, 2
36 deg 9 42.000, 1
36 deg 9 43.200, 1
36 deg 9 45.000, 2
36 deg 9 45.600, 10
36 deg 9 47.400, 1
36 deg 9 54.000, 2
36 deg 9 6.000, 1
37 deg 0 12.000, 2
37 deg 0 21.600, 1
37 deg 0 26.400, 1
37 deg 0 30.600, 1
37 deg 0 39.367, 1
37 deg 0 58.800, 3
37 deg 0 7.200, 1
37 deg 0 9.447, 11
37 deg 1 13.278, 1
37 deg 1 15.350, 1
37 deg 1 21.820, 1
37 deg 1 22.110, 1
37 deg 1 27.600, 1
37 deg 1 28.800, 1
37 deg 1 3.000, 2
37 deg 1 3.600, 2
37 deg 1 30.000, 2
37 deg 1 30.463, 1
37 deg 1 30.600, 1
37 deg 1 30.840, 1
37 deg 1 31.800, 1
37 deg 1 33.000, 1
37 deg 1 33.161, 1
37 deg 1 33.491, 1
37 deg 1 36.600, 1
37 deg 1 4.200, 1
37 deg 1 44.267, 1
37 deg 1 44.309, 1
37 deg 1 44.561, 1
37 deg 1 45.011, 1
37 deg 1 47.903, 1
37 deg 1 50.591, 1
37 deg 1 50.922, 1
37 deg 1 52.943, 1
37 deg 1 52.950, 1
37 deg 1 52.986, 1
37 deg 1 53.117, 1
37 deg 1 54.000, 1
37 deg 1 54.077, 1
37 deg 10 10.570, 1
37 deg 10 11.530, 1
37 deg 10 12.090, 1
37 deg 10 12.600, 5
37 deg 10 14.880, 1
37 deg 10 15.600, 5
37 deg 10 16.200, 7
37 deg 10 18.600, 1
37 deg 10 21.600, 3
37 deg 10 22.200, 13
37 deg 10 22.800, 1
37 deg 10 24.000, 1
37 deg 10 24.600, 1
37 deg 10 25.200, 2
37 deg 10 25.800, 2
37 deg 10 27.580, 1
37 deg 10 27.630, 1
37 deg 10 3.250, 1
37 deg 10 32.460, 1
37 deg 10 32.500, 1
37 deg 10 33.600, 1
37 deg 10 34.352, 1
37 deg 10 34.800, 3
37 deg 10 35.400, 2
37 deg 10 36.395, 1
37 deg 10 36.470, 2
37 deg 10 36.600, 5
37 deg 10 36.716, 1
37 deg 10 37.800, 4
37 deg 10 38.549, 1
37 deg 10 39.000, 4
37 deg 10 39.600, 1
37 deg 10 4.200, 1
37 deg 10 4.990, 1
37 deg 10 40.200, 2
37 deg 10 40.800, 2
37 deg 10 41.400, 1
37 deg 10 42.000, 17
37 deg 10 42.220, 4
37 deg 10 42.600, 7
37 deg 10 43.200, 7
37 deg 10 43.800, 1
37 deg 10 44.400, 1
37 deg 10 45.600, 3
37 deg 10 48.800, 1
37 deg 10 5.940, 2
37 deg 10 50.400, 6
37 deg 10 53.400, 2
37 deg 10 6.580, 1
37 deg 10 6.600, 2
37 deg 10 6.730, 1
37 deg 10 8.400, 1
37 deg 10 9.330, 1
37 deg 11 18.924, 1
37 deg 11 19.032, 1
37 deg 11 19.770, 1
37 deg 11 24.600, 1
37 deg 11 25.062, 1
37 deg 11 25.200, 1
37 deg 11 25.896, 1
37 deg 11 29.604, 1
37 deg 11 29.700, 1
37 deg 11 38.844, 3
37 deg 11 39.000, 1
37 deg 11 40.200, 1
37 deg 11 44.400, 1
37 deg 11 44.700, 1
37 deg 11 49.940, 1
37 deg 11 49.990, 1
37 deg 11 52.590, 1
37 deg 11 52.800, 1
37 deg 11 54.600, 1
37 deg 11 55.200, 1
37 deg 11 55.800, 1
37 deg 11 59.400, 1
37 deg 11 6.390, 1
37 deg 12 1.120, 1
37 deg 12 1.800, 1
37 deg 12 13.800, 2
37 deg 12 19.000, 2
37 deg 12 19.340, 1
37 deg 12 2.400, 1
37 deg 12 22.940, 1
37 deg 12 24.600, 1
37 deg 12 27.000, 1
37 deg 12 27.600, 1
37 deg 12 3.600, 3
37 deg 12 3.700, 1
37 deg 12 30.000, 1
37 deg 12 33.240, 1
37 deg 12 33.790, 1
37 deg 12 35.400, 1
37 deg 12 38.150, 1
37 deg 12 4.200, 4
37 deg 12 4.800, 1
37 deg 12 40.800, 1
37 deg 12 50.400, 1
37 deg 12 51.190, 1
37 deg 12 51.218, 1
37 deg 12 56.400, 1
37 deg 12 6.000, 3
37 deg 12 6.950, 1
37 deg 12 7.080, 1
37 deg 13 1.800, 1
37 deg 13 12.600, 6
37 deg 13 15.000, 1
37 deg 13 16.200, 1
37 deg 13 22.200, 1
37 deg 13 22.459, 1
37 deg 13 22.825, 1
37 deg 13 23.828, 1
37 deg 13 24.000, 1
37 deg 13 25.800, 2
37 deg 13 32.400, 1
37 deg 13 36.451, 1
37 deg 13 36.600, 1
37 deg 13 37.373, 1
37 deg 13 38.910, 3
37 deg 13 40.200, 5
