ifdg_GPSDestBearing ,Count
40473/187, 1
40479/409, 1
40505/152, 1
40510/147, 1
40511/225, 1
40512/271, 1
40514/281, 1
40515/124, 1
40518/173, 1
40535/162, 1
40540/247, 1
40553/232, 1
40571/157, 1
40587/113, 1
405892/1361, 1
40591/166, 1
40593/200, 1
40593/403, 1
4060/677, 1
40600/149, 1
40629/172, 1
4063/62, 1
40633/162, 1
4064/4567, 2
40666/1521, 1
40674/131, 1
40694/169, 1
40715/466, 1
40717/153, 1
40749/193, 1
40755/316, 1
40757/158, 1
4076/161, 1
40762/355, 1
40763/134, 1
40768/127, 1
40770/143, 1
40785/647, 1
40791/299, 1
40795/131, 1
40803/806, 1
40807/152, 2
4081/46, 1
40814/157, 1
40815/1024, 1
40823/128, 1
40827/121, 1
40837/159, 1
40852/115, 1
40863/757, 1
40869/140, 1
40879/390, 1
40879/530, 1
40880/149, 1
40883/127, 1
40885/198, 1
40896/125, 1
40896/167, 1
40898/397, 1
40899/212, 1
40909/604, 3
4091/406, 1
40913/227, 1
40927/203, 1
40928/153, 1
4094/43, 1
40956/145, 1
40959/122, 1
40961/512, 1
40977/167, 1
40981/181, 1
40983/116, 1
40988/515, 1
410048/4669, 1
41035/252, 1
41035/253, 1
41041/710, 1
41043/1117, 1
41043/242, 1
4105/12, 1
4105/58, 1
41053/308, 1
41075/228, 1
41084/229, 1
41092/145, 1
41104/115, 1
41106/407, 1
41107/196, 1
41109/146, 1
41132/135, 1
41147/122, 1
41153/151, 1
41155/119, 1
41158/561, 1
41185/207, 1
4119/65, 2
41192/165, 1
41217/158, 1
41227/115, 1
4124/1047, 1
41255/313, 1
41268/193, 1
41313/190, 1
41314/123, 1
41324/197, 1
41344/499, 1
41353/128, 1
41353/199, 1
41359/260, 1
41383/422, 1
41396/135, 1
41400/769, 1
41422/135, 1
4143/392, 1
41435/626, 1
41446/123, 1
41447/178, 1
41457/164, 1
41463/199, 1
41465/151, 1
41470/161, 1
41471/902, 1
4148/15, 1
41483/197, 1
41497/202, 1
41507/125, 1
41524/165, 1
41537/152, 1
41541/286, 1
41552/323, 1
41552/435, 1
41563/279, 1
41591/258, 1
41597/357, 1
41598/259, 1
41605/182, 1
416087/1914, 1
41625/158, 1
41632/167, 1
41638/127, 1
41642/331, 1
41645/359, 1
41653/164, 1
41654/117, 1
41663/128, 1
41675/159, 1
41681/142, 1
41683/229, 1
41685/212, 1
4170/727, 3
41705/158, 1
41708/157, 1
41713/120, 1
41728/331, 1
41730/151, 1
41737/196, 1
41771/220, 1
41777/194, 1
41777/263, 1
41781/325, 1
41787/176, 2
41798/261, 1
41803/166, 1
41807/268, 1
41815/131, 1
41829/257, 1
41830/131, 1
41831/126, 1
41839/155, 1
41839/246, 1
41845/239, 1
41849/163, 1
4185/14, 1
41869/125, 1
41869/159, 1
41869/202, 1
41893/156, 1
41907/157, 1
41908/181, 1
41929/705, 1
41933/139, 1
41933/172, 1
41936/359, 1
41938/149, 1
41942/119, 1
41949/146, 1
41950/181, 1
41959/219, 1
41959/233, 1
41983/163, 1
41989/249, 1
41997/125, 1
42011/503, 1
42023/127, 1
42027/175, 1
42045/182, 1
42048/137, 1
42055/177, 1
42078/163, 1
4208/111, 1
42081/161, 1
42083/856, 1
42088/165, 1
42089/166, 1
42102/221, 1
42107/189, 1
42110/163, 1
42115/141, 1
42137/253, 1
42138/125, 1
42139/188, 1
42162/359, 1
42169/154, 1
42179/480, 1
42180/1363, 1
42183/197, 3
42187/619, 1
42189/185, 1
4219/1764, 1
42191/174, 1
42191/766, 1
42193/163, 1
42198/371, 1
42203/331, 1
42206/281, 1
42215/158, 1
42219/157, 1
42245/183, 1
42252/211, 1
42283/142, 1
42284/971, 1
4229/1839, 1
42296/211, 1
42298/391, 1
42301/124, 1
42301/267, 1
42313/706, 1
423132/4687, 1
42317/171, 1
42317/197, 1
42319/159, 1
42340/157, 1
42354/193, 1
42357/254, 1
4237/477, 1
42373/122, 1
42379/1255, 1
42385/178, 1
42401/200, 1
42437/160, 1
42437/171, 1
42441/127, 1
42443/155, 1
42449/180, 1
42458/163, 1
42466/121, 1
42469/139, 4
42475/138, 1
4248/151, 1
4249/1683, 1
4249/73, 1
42491/161, 1
42499/199, 1
42509/266, 1
42511/180, 1
42512/191, 1
42519/121, 1
42541/229, 1
42553/348, 1
42554/311, 1
42563/204, 1
42569/138, 1
4258/17, 1
42581/424, 1
42594/157, 1
42643/151, 1
42643/155, 1
42663/155, 1
42664/125, 1
42669/130, 1
4267/109, 1
42684/721, 1
42706/153, 1
42713/188, 1
42720/151, 1
42720/217, 1
42731/134, 1
42740/159, 1
42746/129, 1
42746/479, 1
42753/124, 1
42761/547, 1
42768/139, 1
42769/278, 1
4277/57, 1
42773/168, 1
42775/201, 1
427780/1923, 1
42779/139, 1
42787/620, 1
42789/157, 1
4279/202, 1
42796/513, 1
42837/412, 1
42845/147, 1
42872/339, 1
42874/245, 1
42876/157, 2
42880/227, 1
42883/140, 1
42892/195, 1
42892/303, 1
42893/150, 1
42899/145, 1
42911/279, 1
42942/163, 1
4295/301, 1
42951/650, 1
42952/453, 1
42954/185, 1
42966/137, 1
42967/463, 1
4297/895, 1
42970/413, 1
42984/155, 1
42989/163, 1
42995/162, 1
43001/144, 1
43020/397, 1
43038/163, 1
43047/124, 1
43055/1393, 1
43060/281, 1
43061/359, 1
43063/148, 1
43069/192, 1
43073/246, 1
43083/170, 1
4309/686, 1
43097/126, 1
43097/132, 1
430999/1724, 1
43101/137, 1
43121/131, 1
43123/153, 1
43127/411, 1
43129/160, 1
43129/211, 1
43137/133, 3
43145/592, 1
43155/178, 1
43157/131, 1
43168/129, 1
43169/253, 1
43189/223, 1
43192/123, 1
43196/589, 1
43226/555, 1
4323/1214, 1
4323/1820, 1
43235/463, 1
43256/353, 1
43264/543, 1
43265/282, 1
43266/247, 1
43274/293, 1
43281/160, 1
43285/158, 1
43303/138, 2
43305/508, 1
43315/162, 1
43328/195, 1
43335/452, 1
43338/175, 1
43352/131, 1
43353/134, 1
43363/489, 1
43364/239, 1
43375/223, 1
43379/237, 1
43385/121, 1
43390/137, 1
43401/140, 1
43401/176, 1
43417/123, 1
43426/185, 1
43439/200, 1
4345/23, 1
43451/144, 1
43454/125, 1
434807/1358, 1
43481/280, 1
43481/620, 1
43490/127, 1
43493/179, 1
43499/164, 1
4350/371, 1
43502/309, 1
43522/243, 1
4353/3347, 2
43541/147, 1
43543/161, 1
43545/406, 1
43545/413, 1
43547/348, 1
43557/797, 1
43562/557, 1
43569/166, 1
43577/193, 1
43582/585, 1
43589/139, 1
436/28497, 1
43628/433, 1
43638/187, 1
4364/953, 1
43646/129, 1
43647/158, 1
43647/320, 1
43647/457, 1
43651/126, 1
43663/358, 1
43681/256, 1
43682/239, 1
43685/193, 1
43697/507, 1
43698/223, 1
43709/190, 1
437158/1635, 1
43726/225, 1
43745/381, 1
4376/17, 1
43763/203, 1
43764/169, 1
43767/175, 1
4377/1972, 1
43777/239, 1
43781/216, 1
43799/124, 1
43811/247, 1
43831/731, 1
43838/203, 1
43840/299, 1
43851/175, 1
43852/215, 1
43853/249, 1
43855/209, 1
43866/149, 1
43881/167, 1
43885/293, 1
43895/234, 1
43898/131, 1
43901/172, 1
43907/159, 1
43916/159, 1
4392/19, 2
43939/149, 1
43950/161, 1
43953/197, 1
43962/205, 1
43967/213, 1
43987/124, 1
43994/249, 1
43999/171, 1
44021/2048, 1
440309/1871, 1
44057/135, 1
44065/167, 1
44071/123, 1
44077/133, 1
4409/630, 1
44090/163, 1
44093/278, 1
44097/320, 1
44099/428, 1
44105/168, 1
44114/155, 1
44133/251, 1
44137/123, 1
44141/135, 1
44141/144, 1
44144/131, 1
44147/211, 1
44152/173, 1
44155/183, 1
44156/199, 1
44165/167, 1
44169/530, 1
44174/387, 1
44175/154, 1
4418/31, 1
4421/520, 1
44215/123, 1
44215/218, 1
44224/245, 1
44229/140, 1
44242/555, 1
44263/852, 1
44267/384, 1
44275/278, 1
44277/2387, 1
44287/216, 1
44288/161, 1
44310/317, 1
44323/327, 1
44345/148, 1
4435/558, 1
44361/259, 1
44363/216, 1
44367/127, 1
44376/203, 1
44400/287, 1
44402/165, 1
44407/206, 1
44409/553, 1
44410/147, 1
44411/134, 2
44427/133, 1
44433/124, 1
44454/127, 1
44457/137, 1
44458/151, 1
44461/129, 1
4447/65, 1
44471/228, 1
44482/131, 1
44482/133, 1
44482/167, 1
44503/304, 1
44524/187, 1
44527/183, 1
44531/196, 1
44533/133, 1
44535/169, 1
44537/166, 2
44538/317, 1
44551/527, 1
44552/343, 1
44572/155, 1
44572/329, 1
44578/177, 1
44581/130, 1
44597/923, 1
44599/168, 1
44601/125, 1
44608/171, 1
44609/230, 1
44612/141, 1
44614/131, 1
446191/8192, 1
44621/160, 1
44673/284, 1
44692/179, 1
44699/172, 1
44702/153, 1
44704/197, 1
44716/151, 1
44717/250, 1
44720/159, 1
44723/144, 1
44732/165, 1
44735/288, 1
44774/129, 1
44777/135, 1
44779/240, 1
44782/151, 1
44791/1176, 1
44806/167, 1
44821/291, 1
44825/256, 1
44828/417, 1
44837/245, 1
44845/167, 1
44846/181, 1
4485/193, 1
44855/138, 1
44857/153, 1
44882/227, 1
44889/136, 1
44897/140, 1
4490/33, 1
44901/350, 1
44902/211, 1
44929/136, 1
44929/191, 1
44931/143, 1
44945/139, 1
44947/180, 1
44953/262, 1
44954/181, 2
44956/155, 1
4497/446, 1
44977/213, 1
44982/181, 1
44983/134, 1
44983/309, 1
44999/161, 2
45004/343, 1
45005/379, 1
45021/185, 1
45023/720, 1
45027/311, 1
45035/201, 1
45037/191, 1
45061/366, 1
45064/255, 1
4507/109, 1
45075/157, 1
45081/184, 1
45092/175, 1
45107/538, 1
45109/151, 1
45110/201, 1
45111/254, 1
45119/221, 1
45121/230, 1
45127/171, 1
45134/159, 1
45163/128, 1
45179/167, 1
45184/155, 1
45190/147, 2
45211/173, 1
45216/175, 1
45216/197, 1
45233/253, 1
45238/141, 1
4524/37, 1
4524/895, 1
452431/2517, 1
45252/637, 1
45258/215, 1
45258/365, 1
45283/145, 1
45287/214, 1
45290/181, 1
45298/159, 1
45307/211, 1
45311/143, 1
45314/219, 1
45331/126, 1
45333/140, 1
45355/279, 1
45359/156, 1
45375/163, 1
45389/181, 1
45389/435, 1
45409/1125, 1
45423/190, 1
45433/260, 1
45439/150, 1
45463/218, 1
45468/139, 1
45477/269, 1
45481/253, 1
45483/158, 1
45494/135, 1
45497/1246, 1
45500/127, 1
45503/277, 1
45530/237, 1
45556/443, 1
45557/2702, 1
45561/170, 1
45568/195, 1
45573/152, 1
45587/149, 2
45639/257, 1
45677/146, 1
45687/176, 1
45691/154, 1
45691/192, 1
45698/311, 1
45718/285, 1
45722/147, 1
45748/155, 1
45757/132, 1
45761/287, 1
45768/493, 1
4577/395, 1
45779/277, 1
45793/1257, 1
45797/143, 1
45797/184, 1
45797/217, 1
45807/428, 1
45813/202, 1
4585/1671, 1
45851/163, 1
45863/228, 2
45867/206, 1
45868/153, 1
45877/152, 1
45891/130, 1
45920/139, 1
45937/292, 1
45954/493, 1
45961/512, 1
45965/1027, 1
45965/139, 1
45996/209, 1
46008/151, 1
4602/49, 1
46022/241, 1
46027/273, 1
4603/4096, 1
46031/148, 1
46039/262, 1
46045/238, 1
460603/2147, 1
46075/143, 1
46075/192, 1
46085/457, 1
46087/218, 1
46091/152, 1
46091/282, 1
4610/3369, 1
46115/3684, 2
46121/151, 1
46121/200, 1
46133/159, 1
46140/193, 1
461425/2178, 1
46157/376, 1
46159/163, 1
46163/131, 1
46173/133, 1
46175/148, 1
4618/49, 1
46184/327, 1
46185/1414, 1
46186/169, 1
46191/229, 1
46201/174, 1
46209/173, 1
4621/179, 1
46221/139, 1
46249/428, 1
46251/172, 1
46271/146, 1
46278/131, 1
46292/419, 1
46314/263, 1
46315/261, 1
46325/236, 1
46327/270, 1
46329/457, 1
46330/573, 1
46338/209, 2
46357/542, 1
46359/140, 1
46359/625, 1
46361/139, 1
46385/156, 1
46390/587, 1
46391/155, 1
46393/161, 1
46397/158, 1
46403/267, 1
46416/151, 1
46418/171, 1
46419/152, 1
46423/146, 1
46429/149, 1
46432/159, 1
46441/157, 1
46444/199, 1
464635/1359, 1
46468/159, 1
46469/149, 1
46484/143, 1
46513/134, 1
46522/277, 1
46523/139, 1
46526/401, 1
46533/178, 1
46545/173, 1
46549/133, 1
46553/187, 1
46558/131, 1
46590/139, 1
46593/442, 1
46601/155, 1
46609/413, 1
46621/134, 1
46631/213, 1
46639/274, 1
46642/349, 1
46656/365, 1
4670/13, 1
46708/235, 1
46721/176, 1
46723/177, 1
46723/693, 1
46735/1564, 1
46739/255, 1
46741/193, 1
46742/287, 1
46743/194, 1
46757/151, 1
4677/242, 1
46770/169, 1
46785/146, 1
46791/187, 1
46798/173, 1
46815/154, 1
46821/155, 1
46848/2929, 1
46867/169, 1
468757/1304, 1
46877/281, 1
46882/157, 1
46883/178, 1
46885/227, 1
46903/176, 1
4691/578, 1
46922/327, 1
46931/527, 1
46941/502, 1
4695/151, 1
46957/405, 1
46974/167, 1
46979/172, 1
46981/250, 1
46989/499, 1
4699/248, 1
4699/68, 1
47011/182, 1
47061/607, 1
47077/270, 1
47094/133, 1
47104/573, 1
47107/205, 1
47111/180, 1
47116/327, 1
47117/177, 1
47117/374, 1
47119/238, 1
47122/231, 1
47126/141, 1
47135/289, 1
47141/241, 1
47165/224, 1
47167/451, 1
47179/205, 1
47189/298, 1
47193/142, 2
47195/138, 1
47198/223, 1
47200/431, 1
47201/302, 1
47203/360, 1
47205/2672, 1
47221/451, 1
47243/143, 1
47245/206, 1
47253/283, 1
47260/373, 1
47287/193, 1
47308/155, 2
47308/171, 1
47315/233, 1
47321/262, 1
47322/173, 1
47328/143, 1
47328/275, 1
47331/179, 1
47345/418, 1
47346/317, 1
4735/128, 1
47351/260, 1
47363/334, 1
47381/179, 1
47403/139, 2
47414/139, 1
47415/229, 1
47420/187, 1
47441/293, 1
47448/209, 1
4745/37, 1
47468/421, 1
47480/467, 1
47507/162, 1
47550/781, 1
47555/133, 1
47560/139, 2
47568/577, 1
47584/137, 1
47585/158, 1
47587/746, 1
47593/341, 1
47595/184, 1
47623/141, 1
47623/142, 1
47623/175, 1
47651/189, 1
47665/149, 1
47669/185, 1
47695/219, 1
47713/146, 1
47736/691, 1
47750/271, 1
47754/139, 1
47771/143, 1
47825/182, 1
47849/400, 1
47856/443, 1
47857/548, 1
47863/197, 1
47876/197, 1
4790/197, 1
47900/193, 1
47905/369, 1
47909/137, 1
47909/183, 1
4791/58, 1
47917/147, 1
47920/179, 1
47921/153, 1
47924/225, 1
47925/151, 1
47933/252, 1
47943/226, 1
47945/182, 2
47949/158, 1
4795/1061, 1
4796/171, 1
47969/146, 1
47980/163, 1
47989/135, 1
47993/466, 1
48001/436, 1
48003/142, 1
48005/153, 1
48007/182, 1
48017/146, 1
48023/137, 1
48025/1007, 1
48025/448, 1
48040/581, 1
48042/241, 1
48045/178, 1
48058/189, 1
48073/231, 1
48091/437, 1
48126/385, 1
48148/139, 1
48159/163, 1
48179/167, 1
48187/170, 1
48215/197, 1
48223/149, 1
48223/272, 1
4824/19, 1
48243/140, 1
48245/318, 1
4826/2529, 1
48273/211, 1
48277/243, 1
48288/253, 1
48299/667, 1
48316/193, 1
48317/146, 1
48317/197, 1
48326/157, 1
48329/179, 1
48343/163, 1
48355/164, 1
48407/204, 1
48423/284, 1
48425/267, 1
48427/203, 1
4843/16, 1
48445/439, 1
4846/29, 1
4847/1024, 1
48479/232, 1
48483/136, 1
48485/227, 1
48487/168, 1
48497/212, 1
48499/147, 1
48511/184, 1
48515/223, 1
48522/623, 1
48543/313, 1
48545/174, 1
48546/137, 1
48567/568, 1
48568/225, 1
48589/178, 1
48600/233, 1
4861/16, 1
48610/187, 1
48621/217, 1
48622/883, 1
48643/153, 1
48643/202, 1
48647/252, 1
4865/1343, 1
48650/381, 1
48652/245, 1
48656/327, 1
48661/139, 1
48667/193, 1
48671/310, 1
48674/657, 1
48683/228, 1
48686/365, 1
48688/191, 1
48690/179, 1
48704/325, 1
48706/199, 1
48711/139, 1
48727/145, 1
48728/163, 1
48739/236, 1
48752/291, 1
48767/144, 1
48780/611, 1
48781/151, 1
487812/2849, 1
48783/158, 1
4882/17, 1
48823/289, 1
48834/305, 1
48837/178, 1
48881/141, 1
48890/251, 1
48897/194, 1
48900/209, 1
48903/206, 1
48909/298, 1
4891/2561, 1
48963/254, 1
4897/2107, 1
48977/155, 1
48993/377, 2
48994/271, 2
48997/480, 1
49006/419, 1
49013/170, 1
49030/263, 1
49035/184, 1
49060/783, 1
49065/196, 1
49066/195, 1
49068/175, 1
49093/629, 1
49103/168, 1
49113/199, 1
49132/153, 1
49139/164, 1
49141/251, 1
49178/1429, 1
49203/178, 1
49206/161, 1
49228/305, 1
49231/170, 1
49271/251, 1
49284/247, 1
49287/275, 1
49289/343, 1
49292/141, 1
49302/169, 1
49318/167, 2
49325/312, 1
49338/161, 1
49339/188, 1
49347/139, 1
49375/424, 1
4939/1810, 1
4939/1987, 1
4939/261, 1
49400/139, 1
49408/183, 1
49412/271, 1
49427/185, 2
49430/193, 1
49430/223, 1
49442/301, 1
49449/143, 1
49459/195, 1
49472/573, 1
49473/316, 1
49481/198, 1
49483/153, 1
49485/191, 1
49515/1801, 1
49558/161, 1
49571/202, 1
49587/190, 1
496037/1596, 1
4961/37, 1
49641/221, 1
49649/158, 1
49666/275, 2
49673/138, 1
49673/649, 1
49681/194, 1
49694/2711, 1
49699/181, 1
49708/139, 1
49745/174, 1
49747/294, 1
49753/300, 1
49755/491, 1
49759/176, 1
49780/149, 1
49795/154, 1
49816/397, 1
49823/150, 1
49831/602, 1
49857/215, 1
49903/215, 1
49930/311, 1
49939/1918, 1
49957/150, 1
49963/164, 1
49968/151, 1
49968/173, 1
4997/32, 1
49989/145, 1
49997/211, 1
50008/239, 1
50027/169, 1
50048/175, 1
50055/569, 1
50063/148, 1
50092/167, 1
501/128, 1
50107/187, 1
50155/144, 1
50161/237, 1
5017/824, 1
50173/219, 1
50187/413, 1
50205/203, 1
50207/144, 1
50215/229, 1
50227/293, 1
502299/8192, 1
5023/2141, 1
50231/188, 1
50242/655, 1
50243/144, 1
50263/155, 1
50271/146, 1
50271/323, 1
50275/168, 1
50275/371, 1
5028/73, 1
50284/849, 1
50285/189, 1
50303/142, 3
50321/158, 1
50323/353, 1
503387/2335, 1
50343/152, 1
50344/163, 1
50348/167, 1
50353/159, 1
50363/287, 1
5037/20, 1
50371/149, 1
50393/200, 1
50394/169, 1
50398/185, 1
50403/476, 1
504079/1637, 1
50422/157, 1
50427/328, 1
50434/155, 1
50437/291, 1
50451/430, 1
50454/209, 1
50458/185, 1
50480/491, 1
50516/363, 1
50518/271, 1
50521/233, 1
50533/156, 3
50537/144, 1
50537/284, 1
50539/190, 1
50540/163, 1
50553/230, 1
50556/403, 1
5057/67, 1
50570/229, 1
50589/163, 1
50598/179, 1
50599/228, 1
50613/8192, 1
50629/442, 1
50631/295, 1
50633/148, 1
50640/293, 1
5069/32, 1
50712/227, 1
50717/229, 1
5072/89, 1
50759/190, 1
50811/299, 1
50836/367, 1
50870/161, 1
50879/647, 1
50882/193, 1
50894/219, 1
50899/176, 1
50908/153, 1
50913/230, 1
50921/180, 1
50922/403, 1
50955/259, 1
50969/148, 1
50973/203, 2
50979/178, 1
50999/188, 1
51011/193, 1
51028/155, 1
51028/173, 1
51069/160, 1
51083/356, 1
51092/155, 1
51098/199, 1
51118/339, 1
51119/888, 1
51125/209, 1
5119/29, 1
5121/172, 3
51213/239, 1
51216/151, 1
51217/166, 1
51221/147, 1
51229/263, 1
5125/37, 1
51259/200, 1
51286/239, 1
51289/156, 2
51289/158, 1
51292/295, 1
51319/153, 1
51319/429, 1
51353/168, 1
51355/233, 1
51357/164, 1
51357/181, 1
51367/294, 1
51373/167, 1
51383/289, 1
51385/146, 1
51390/151, 1
51390/197, 1
51393/293, 1
51397/149, 1
51400/181, 1
51405/218, 1
51406/199, 1
51421/211, 1
51421/272, 1
51425/421, 1
51441/166, 1
51452/639, 2
51455/148, 1
51463/231, 1
51478/201, 1
514841/2337, 1
51487/239, 1
51496/215, 1
51498/163, 1
5153/1070, 1
51539/151, 1
51554/293, 1
5156/17, 1
51562/155, 1
51571/251, 1
51575/151, 1
51617/168, 1
51619/149, 1
51631/277, 1
51631/833, 1
51635/187, 1
51649/350, 1
51663/319, 1
51723/262, 1
51724/175, 1
51727/349, 1
5173/97, 1
51753/184, 1
51768/215, 1
51779/192, 1
51785/431, 1
51787/184, 1
51823/382, 1
51843/386, 1
51856/891, 1
51862/227, 1
51877/222, 1
51886/171, 1
51927/308, 1
51937/612, 1
5195/313, 1
51959/181, 1
51961/331, 1
51964/157, 1
51979/234, 1
5198/25, 1
52013/155, 1
52017/220, 1
52017/451, 1
52033/199, 1
52035/169, 1
5204/81, 1
52055/211, 1
52063/179, 1
52095/229, 1
52107/164, 1
52109/247, 3
52121/186, 1
52121/664, 1
52127/152, 1
52180/169, 1
52189/155, 1
52197/277, 1
52205/147, 1
52205/243, 1
52215/154, 1
52218/167, 1
52227/296, 1
52227/437, 1
52237/215, 1
52298/161, 1
52323/310, 1
52323/355, 1
52324/495, 1
52327/160, 1
5233/2041, 1
52363/200, 1
52377/268, 1
52378/171, 1
52382/151, 1
52391/239, 1
52392/233, 1
52403/341, 1
52404/163, 1
5242/887, 1
52425/191, 1
52429/229, 1
52441/195, 1
52453/195, 1
52461/236, 1
52463/164, 1
52465/306, 1
524736/3115, 1
52479/436, 1
5248/127, 1
52499/229, 1
52501/524, 1
52511/160, 1
52511/299, 1
525173/2182, 1
52537/215, 1
52555/308, 1
5256/287, 3
52573/210, 1
52575/226, 1
52581/209, 1
52592/167, 1
52593/169, 1
52600/153, 3
52609/231, 1
5261/49, 1
52639/675, 1
52645/188, 1
52649/193, 1
52653/727, 1
52656/317, 1
52658/219, 1
52666/345, 1
5267/22226, 1
52673/151, 1
52675/242, 1
52697/198, 1
52701/172, 1
52712/169, 1
5275/1449, 1
52751/219, 1
52771/201, 2
52779/773, 1
52801/180, 1
52803/197, 2
5281/774, 1
52827/176, 1
52835/239, 1
52849/177, 1
5285/3194, 1
52863/340, 1
52867/148, 1
52873/197, 1
52877/157, 1
52895/492, 1
52897/1169, 1
52902/203, 1
52943/148, 1
52945/394, 1
52973/281, 1
52980/791, 1
53001/244, 1
53003/157, 1
53007/167, 2
53013/221, 1
53026/339, 1
53067/163, 1
53069/180, 1
53073/181, 1
53080/201, 1
5311/476, 1
53130/169, 1
53132/167, 1
53137/205, 1
53137/330, 1
53143/803, 1
53164/151, 1
53176/199, 1
5319/980, 1
53217/308, 1
53224/149, 1
53231/250, 1
53232/179, 1
53232/209, 1
53257/443, 1
53259/149, 1
53267/253, 1
53269/882, 1
53303/483, 1
53308/285, 1
53313/152, 1
53319/152, 1
53321/214, 1
53327/162, 2
53351/163, 1
53356/281, 1
53379/241, 1
53405/267, 1
53431/248, 1
53443/180, 1
53471/186, 1
53474/287, 1
53497/203, 1
53528/225, 1
53529/221, 1
53535/196, 1
53551/191, 1
53552/149, 1
53553/200, 1
53571/314, 1
53575/538, 1
53606/155, 1
53606/241, 1
53609/242, 1
53632/195, 1
53645/211, 1
53647/362, 1
53652/197, 1
53685/481, 1
53702/219, 1
53708/627, 1
53725/163, 1
53737/288, 1
53759/154, 1
53781/167, 1
5381/291, 1
53818/185, 1
53819/362, 1
53829/151, 1
53830/153, 1
53834/347, 1
53837/163, 1
53847/239, 1
53849/176, 1
53849/209, 1
5387/257, 1
53892/173, 1
53909/216, 1
53923/167, 1
53937/218, 1
53942/409, 1
53957/245, 1
53987/1815, 1
53993/248, 1
54008/577, 1
54047/197, 1
54062/215, 1
54068/157, 1
54079/306, 1
54089/201, 1
54133/352, 1
54143/922, 1
54146/383, 1
54148/183, 1
54159/586, 1
54161/230, 1
54167/211, 1
54181/189, 1
54191/270, 1
542/697, 1
54217/178, 1
5422/241, 1
54228/163, 1
54281/184, 1
54296/251, 1
54301/1317, 1
54345/418, 2
54347/163, 1
54373/263, 1
54377/453, 1
54377/489, 1
54405/232, 1
54419/369, 1
5442/95, 1
54429/553, 1
54430/277, 1
54453/176, 1
54465/227, 1
54470/161, 1
54471/187, 1
54485/229, 1
54491/189, 1
54494/167, 1
54511/542, 1
5453/788, 1
54535/174, 1
54538/299, 1
54540/199, 1
54541/785, 1
54563/275, 1
54565/183, 1
54589/179, 1
54589/322, 1
54596/591, 1
54616/311, 1
54623/1246, 1
54627/247, 1
54661/165, 1
54678/467, 1
54688/239, 1
54693/166, 1
54713/262, 1
54721/217, 1
54725/307, 1
54736/235, 1
54737/184, 1
54745/691, 1
54769/206, 1
54791/355, 1
54798/203, 1
54814/391, 1
54853/173, 1
54865/239, 1
54875/179, 1
54914/433, 1
54922/179, 1
54927/652, 1
54931/171, 1
54943/351, 1
54944/211, 1
54961/1550, 1
54970/167, 1
54973/156, 1
54998/213, 1
54998/417, 1
55011/191, 1
55057/219, 1
550671/2048, 1
55079/191, 1
55081/358, 1
5511/86, 1
55117/375, 1
55123/160, 1
55135/176, 1
55150/249, 1
55168/223, 1
55183/191, 1
55187/182, 1
5519/300, 1
55194/427, 1
55202/155, 1
55233/202, 1
55238/353, 1
55241/426, 1
55291/289, 1
55303/334, 1
55306/241, 1
55338/209, 1
55361/355, 1
55363/185, 1
55372/603, 1
5539/23, 1
55421/178, 2
55461/155, 2
55475/164, 1
55481/163, 1
55481/466, 1
55483/206, 1
55489/176, 1
55490/197, 1
55512/175, 1
55529/245, 1
55531/573, 1
55537/176, 1
55552/229, 1
55561/215, 1
55591/170, 1
55601/170, 1
55621/174, 1
55629/278, 1
55641/422, 1
55649/367, 1
55651/369, 1
55664/219, 1
55667/252, 1
55680/179, 1
55706/403, 1
55721/406, 1
55756/181, 1
55759/585, 1
55793/672, 1
5580/991, 1
55823/157, 2
55823/177, 1
55840/191, 1
55844/191, 1
55846/199, 1
55851/160, 1
55853/335, 1
55886/199, 1
5589/511, 1
55908/641, 1
55948/241, 1
55965/187, 1
55987/265, 1
56036/609, 1
56044/165, 1
56046/199, 1
56048/199, 1
56064/373, 1
56069/193, 1
56072/497, 1
56075/173, 1
56084/179, 1
56093/157, 1
56104/169, 1
56111/507, 1
56123/162, 1
56123/163, 1
56127/494, 1
56137/178, 1
56149/157, 1
56159/212, 1
56167/179, 1
56190/169, 1
56191/172, 1
56195/252, 1
562/1355, 1
5620/763, 1
56201/159, 1
56207/868, 1
56221/200, 1
56262/449, 1
56263/195, 1
56266/269, 1
56267/178, 1
5628/17, 1
5630/1139, 1
56311/203, 1
56327/172, 1
56329/344, 1
56343/163, 1
56383/175, 1
56384/181, 1
564172/5041, 1
56473/222, 1
56489/358, 1
5649/1321, 1
56495/203, 1
56499/176, 1
56561/266, 1
56587/164, 1
5659/205, 1
5659/26, 1
56590/577, 1
56593/753, 1
56606/349, 1
56634/409, 1
56647/1378, 1
5665/654, 1
56653/227, 1
56663/777, 1
56682/209, 1
5669/281, 1
56709/281, 1
56712/227, 1
56713/175, 1
56740/241, 1
56744/277, 1
56747/329, 1
56771/200, 1
56786/195, 1
5680/17, 1
56807/238, 1
56809/289, 1
56819/195, 1
56824/159, 1
56830/177, 1
56833/383, 1
56848/159, 1
56849/228, 1
56867/170, 1
56872/569, 1
56873/278, 1
56880/181, 1
56888/189, 1
56893/188, 1
56895/257, 1
5695/192, 1
56952/319, 1
56955/509, 1
56959/291, 1
56965/192, 1
56967/203, 1
5697/2089, 1
56990/261, 1
56991/173, 1
57008/251, 1
57019/185, 1
57025/214, 1
57028/185, 1
