ifdg_GPSDestBearing ,Count
29032/813, 1
29047/96, 1
29059/249, 1
29060/751, 1
29065/84, 1
29067/145, 2
29074/411, 1
29076/161, 1
29080/157, 1
29080/279, 1
29086/197, 1
29095/301, 1
29106/197, 1
29107/433, 1
29110/207, 1
29117/669, 1
29123/292, 1
29125/173, 1
29129/448, 1
2913/1915, 1
29137/738, 1
29145/194, 1
29153/218, 1
29157/232, 1
29160/101, 1
29173/141, 1
29186/317, 2
29196/131, 1
29207/135, 1
29207/219, 1
29207/385, 1
29211/100, 2
29213/116, 1
29219/489, 1
29221/131, 1
29222/345, 1
29224/167, 1
29227/98, 1
29231/106, 1
29231/137, 1
29237/144, 1
2925/3169, 1
29257/125, 1
29263/136, 1
29263/294, 1
292630/1161, 1
29265/281, 1
29272/369, 1
29273/100, 1
29273/282, 1
29285/119, 2
29296/229, 1
29300/271, 1
29307/295, 1
29325/172, 1
29329/250, 1
29342/189, 1
29343/248, 2
29351/234, 1
29361/211, 1
29377/185, 1
29387/406, 1
29402/191, 1
29413/135, 1
29413/96, 1
29415/274, 1
29415/512, 1
29419/99, 1
29425/96, 1
29431/150, 1
29442/107, 1
29442/113, 1
29442/83, 1
29443/180, 1
2948/9, 1
29483/201, 1
29491/160, 1
29491/164, 1
29492/751, 1
29492/83, 1
29497/270, 1
29507/226, 1
29509/187, 1
29509/82, 1
29513/120, 1
29518/111, 1
29518/117, 1
29529/167, 1
29533/110, 1
29534/127, 1
29541/467, 1
29551/265, 1
29556/139, 1
29568/151, 1
29581/1657, 1
29583/85, 1
29586/175, 1
29592/271, 1
29593/141, 1
29595/112, 1
29615/122, 1
29623/167, 1
29648/149, 1
29649/736, 1
296553/908, 1
29659/229, 1
29663/660, 1
2968/387, 1
296856/859, 1
29717/233, 1
29721/175, 1
29723/294, 1
29724/97, 1
29725/179, 1
29725/98, 1
29745/119, 1
29752/123, 1
29755/229, 1
29761/272, 1
29771/337, 1
29795/106, 1
29809/158, 1
29821/523, 1
29825/152, 1
29827/159, 1
29828/119, 1
29832/263, 1
29839/165, 1
29841/173, 1
29863/166, 1
29863/241, 1
29868/271, 1
29873/182, 1
29875/251, 1
29886/97, 1
298892/1125, 1
29910/163, 1
29918/179, 1
29926/205, 1
29927/88, 1
29929/344, 1
29931/359, 1
29933/331, 1
29938/143, 1
29939/106, 1
29942/89, 1
29963/100, 1
29966/237, 1
29971/375, 2
29973/377, 1
29977/112, 1
29981/309, 1
29982/283, 1
29987/506, 1
29991/121, 1
29995/89, 1
29999/526, 1
300054/4087, 1
300089/1021, 1
3001/1180, 1
30011/137, 1
30013/128, 1
30017/239, 1
300173/844, 1
30022/259, 1
30037/473, 1
30040/211, 1
30053/116, 1
30056/645, 1
30075/91, 1
30079/262, 1
30083/138, 1
30084/125, 1
30103/116, 1
30106/85, 1
301100/1081, 1
30116/157, 1
30123/152, 1
30130/137, 1
30145/92, 1
301467/1592, 1
30149/115, 1
3015/124, 2
30153/112, 1
30165/118, 1
3017/13, 1
30181/386, 1
30187/795, 1
30189/98, 1
30211/2160, 1
30211/467, 1
302255/1421, 1
30237/232, 1
30237/244, 1
30238/153, 1
30241/145, 1
30244/127, 1
30250/299, 1
30252/91, 1
30253/127, 1
30253/225, 1
30254/309, 1
30257/171, 1
30268/179, 1
30273/154, 1
302785/2598, 1
30286/117, 1
30304/97, 1
30305/89, 1
30313/201, 1
30315/149, 1
30316/141, 1
303241/4516, 1
30329/194, 1
30332/177, 1
30334/671, 1
30361/185, 1
303677/866, 1
30371/849, 1
30383/259, 1
30398/157, 1
30404/317, 1
3041/27, 1
30411/202, 1
30419/138, 1
30419/165, 1
30436/125, 1
30465/94, 1
30466/429, 1
30467/108, 1
30477/88, 1
30479/96, 1
3048/4543, 1
30495/134, 1
30495/457, 1
30497/309, 1
30499/480, 1
305/8, 1
30503/196, 1
30506/117, 1
30508/135, 1
30518/273, 1
30524/229, 1
30531/274, 1
30533/205, 1
305450/1169, 1
30547/102, 1
30547/144, 1
30551/254, 1
30557/173, 1
30571/283, 1
30571/88, 1
30607/725, 1
30615/101, 1
30617/114, 1
30646/141, 1
306537/1037, 1
306653/1055, 1
30679/94, 1
30691/212, 1
30693/373, 1
30707/157, 1
30708/155, 1
30713/123, 1
30719/116, 1
30725/87, 1
30727/94, 1
30731/222, 1
30735/146, 1
307473/4096, 1
30748/343, 1
30749/474, 1
30753/172, 1
30758/171, 1
30761/268, 1
30774/227, 2
30787/130, 1
30797/114, 1
30801/160, 1
30807/293, 1
30821/327, 1
30823/697, 1
30830/333, 1
30833/104, 1
30833/481, 1
30853/168, 1
30862/109, 1
30863/108, 1
30872/115, 1
30876/349, 1
30883/99, 1
30913/409, 1
30913/97, 1
30917/171, 1
30921/224, 1
30921/89, 1
309289/1024, 1
30959/176, 1
30974/191, 1
30979/594, 1
30983/248, 1
30986/97, 1
30991/131, 1
30994/267, 1
30994/87, 1
30997/135, 1
31000/6167, 1
31003/124, 1
31003/305, 1
31004/179, 1
31007/370, 1
31009/108, 1
31009/219, 1
31015/109, 1
31020/131, 1
31023/196, 1
31025/103, 1
31025/309, 1
31025/91, 1
31025/98, 1
31043/274, 1
31053/181, 1
31065/194, 1
31073/461, 1
31081/175, 1
31082/91, 1
31090/113, 1
31090/241, 1
31093/154, 1
31105/104, 1
31105/324, 1
31108/395, 1
31124/147, 1
31139/234, 1
31141/87, 1
31154/89, 1
31157/191, 1
31159/362, 1
31161/88, 1
31167/223, 1
31168/187, 1
3117/28, 1
31177/211, 2
31177/540, 1
31179/728, 1
311791/893, 1
31181/249, 1
31186/379, 1
31186/95, 1
31186/97, 1
31189/263, 1
3119/16384, 1
31191/241, 1
31207/120, 1
31215/92, 1
31219/236, 1
3122/281, 1
31229/230, 1
3123/532, 1
31231/192, 1
31248/349, 1
31250/283, 1
31258/215, 1
31259/260, 1
31259/432, 1
31259/90, 1
31261/1926, 1
31264/107, 1
31268/113, 1
31269/235, 1
31271/478, 1
31277/386, 1
31281/323, 1
31283/363, 1
31287/266, 1
31290/157, 1
31343/257, 1
31346/309, 1
31350/383, 1
31353/109, 1
3136/173, 1
31364/203, 1
31383/259, 1
31385/117, 1
31386/293, 1
31387/97, 1
31399/180, 1
314/1843, 1
31407/451, 1
31419/127, 1
31421/170, 1
314543/968, 1
314561/9033, 1
31472/421, 1
31479/100, 1
31484/131, 1
31489/126, 1
3151/32768, 1
31538/167, 1
31544/653, 1
31556/107, 1
31565/653, 1
31567/680, 1
31571/214, 1
31573/571, 1
31577/241, 2
31579/557, 1
31589/105, 1
3159/815, 1
31590/163, 1
31593/112, 1
31597/227, 1
31602/799, 1
31623/236, 1
31624/391, 1
316277/2705, 1
31630/261, 1
31631/171, 1
31634/117, 1
31636/149, 1
31638/263, 1
31639/537, 1
31650/91, 1
31663/198, 1
31673/236, 1
31677/233, 1
31680/101, 1
316841/2332, 1
31711/148, 1
31718/229, 1
31739/120, 1
31743/214, 1
31747/134, 1
31751/134, 1
31751/161, 2
31757/172, 1
31761/118, 1
31772/301, 2
31775/111, 1
31776/199, 1
31782/107, 1
31805/233, 2
31811/124, 1
31816/109, 1
31822/281, 1
31823/159, 1
31831/169, 1
31852/373, 1
31859/176, 1
31859/680, 1
31863/340, 1
31865/106, 1
31870/899, 1
31879/116, 1
318863/1092, 1
31887/115, 1
31889/333, 2
31893/133, 1
31895/206, 1
31916/291, 1
31919/184, 1
31924/977, 1
31927/99, 1
31931/92, 2
31934/197, 1
31936/243, 1
31937/181, 1
31939/148, 1
3194/11, 1
31943/149, 1
31957/201, 1
31990/141, 1
31991/123, 1
31997/163, 1
31999/157, 1
32010/181, 1
32019/292, 1
3203/23, 1
32039/187, 1
32039/325, 1
32068/471, 1
32071/222, 1
32089/111, 1
320984/2113, 1
32103/154, 1
32105/103, 1
32106/115, 1
32113/108, 1
32119/137, 1
32123/282, 1
32126/93, 1
32135/108, 1
32149/151, 1
32149/378, 1
32156/317, 1
32159/195, 1
32169/136, 1
32177/132, 1
32180/121, 1
32192/393, 1
32194/1019, 1
32197/115, 1
322123/2145, 1
32219/108, 1
3222/1481, 1
32232/133, 1
322352/927, 1
32236/115, 2
32237/91, 1
32248/219, 1
32249/253, 1
32252/137, 1
32259/95, 1
32276/201, 1
32284/115, 1
32287/338, 1
32297/167, 1
32300/91, 1
32318/235, 1
32321/122, 1
32323/124, 1
32342/1295, 1
32343/239, 1
32347/130, 1
32352/137, 1
32362/175, 1
323687/1200, 1
32374/105, 1
32391/397, 1
32398/313, 1
32398/587, 1
32417/284, 1
32427/199, 1
32429/241, 1
32437/172, 1
32449/100, 1
32458/105, 1
32462/157, 1
32469/160, 1
32479/124, 1
32483/181, 1
32498/151, 1
32507/280, 1
3251/881, 1
32544/191, 1
32569/184, 1
32577/160, 1
32579/539, 1
32585/127, 1
32594/201, 1
32597/189, 1
32599/174, 1
32600/203, 1
32603/543, 1
32608/193, 1
32623/150, 1
32629/158, 2
32654/135, 1
32659/351, 1
32673/122, 1
32679/512, 1
32692/91, 1
32693/102, 1
32698/167, 1
32699/705, 1
32701/126, 1
32703/661, 1
32706/151, 2
32714/123, 1
32715/163, 1
32721/109, 1
32721/445, 1
32723/101, 1
32725/186, 1
327341/1062, 1
32754/1297, 1
32760/131, 1
32761/129, 1
32761/258, 1
32773/272, 1
32779/249, 1
32804/191, 1
32813/301, 1
32833/349, 1
32843/123, 1
32862/341, 1
3287/156, 1
32872/143, 1
32897/94, 1
32899/274, 1
32902/185, 1
32903/129, 1
32918/113, 1
32918/185, 1
32923/96, 1
32939/108, 1
32967/1421, 1
32969/114, 1
32975/114, 1
32977/487, 1
32979/136, 1
32979/190, 1
33001/262, 1
33040/579, 1
33053/151, 1
33062/201, 1
33066/107, 1
330724/1353, 1
33079/287, 1
33104/367, 1
33112/115, 1
33131/211, 1
33135/103, 1
33139/223, 1
33154/1011, 1
33166/225, 1
33181/232, 1
33181/268, 1
33182/103, 1
33183/206, 1
33189/332, 1
33207/2320, 1
33207/511, 1
33209/125, 1
33213/101, 1
33214/311, 1
33229/352, 1
33237/178, 1
33239/161, 1
33242/321, 1
33248/125, 2
33256/269, 1
33269/212, 1
33273/260, 1
33281/118, 1
33289/329, 1
33320/93, 1
33327/317, 1
33328/139, 1
3333/1183, 1
33331/226, 1
33337/160, 1
33353/178, 1
33357/118, 1
33357/127, 1
33359/155, 1
33363/413, 1
33368/309, 1
33374/571, 1
33377/121, 1
33379/219, 1
33383/250, 1
33387/316, 1
33389/107, 1
33413/115, 1
33416/119, 1
33421/883, 1
33431/182, 1
33439/163, 1
33441/902, 1
33443/104, 1
33448/119, 1
33453/160, 1
33455/124, 1
33460/333, 1
33463/202, 1
33467/198, 1
33473/141, 1
33479/369, 1
33479/95, 1
33483/347, 1
33488/193, 1
33493/121, 1
33497/218, 1
33502/263, 1
33503/168, 1
33509/1055, 1
33513/158, 1
33514/171, 1
33515/121, 1
33515/198, 1
33517/125, 1
33532/319, 1
33536/211, 1
33549/134, 1
3355/32768, 1
33552/97, 1
33555/173, 1
33561/134, 1
33568/131, 1
33581/182, 1
33581/98, 1
33583/137, 1
33587/99, 1
33600/227, 1
33603/352, 2
336071/1471, 1
33609/145, 1
33618/95, 1
33620/163, 1
336210/1411, 1
33629/463, 1
33635/123, 1
33637/158, 1
33644/105, 1
33647/137, 1
33657/493, 1
33663/121, 1
33663/514, 1
33664/253, 1
33669/104, 1
33682/205, 1
33687/113, 1
33688/309, 1
33691/233, 1
33695/237, 1
33701/308, 1
33706/105, 1
33713/230, 1
33732/127, 1
33733/180, 1
33743/303, 1
33751/196, 1
33765/101, 1
33773/507, 1
33776/99, 1
33781/437, 1
33782/297, 1
33794/113, 1
33797/219, 1
337973/1324, 1
33805/128, 1
33833/336, 1
33834/187, 1
33835/296, 2
33850/311, 1
33861/233, 1
33871/449, 1
33873/187, 1
338731/1307, 1
33881/360, 1
33887/125, 1
33889/163, 1
3389/715, 1
33910/329, 1
33911/1864, 1
339217/1416, 1
33927/253, 1
33927/265, 1
33928/141, 1
33929/248, 1
33933/121, 1
33935/336, 1
33953/105, 1
33954/97, 1
33973/302, 1
33983/261, 1
33984/97, 1
33989/101, 1
33995/126, 1
34002/115, 1
34020/199, 1
34026/149, 1
34036/259, 1
34059/113, 1
34084/139, 1
34099/193, 1
34103/223, 1
34103/99, 1
34111/312, 1
341151/1241, 1
341233/1212, 1
34129/203, 1
34145/107, 1
34146/487, 1
34152/101, 1
34157/219, 1
34159/117, 1
34159/270, 1
34175/104, 1
34175/109, 1
34177/107, 1
34187/916, 1
34189/238, 1
34192/229, 1
34205/301, 1
34206/565, 1
3421/1286, 1
34213/363, 1
34215/232, 1
34217/117, 1
34219/140, 1
34225/512, 1
34235/172, 1
342413/1985, 1
3425/3967, 1
34252/109, 1
34258/129, 1
34263/340, 1
34272/253, 1
34273/238, 1
34276/293, 1
34284/305, 1
34293/130, 1
34299/368, 1
34331/149, 1
34336/103, 1
34347/109, 1
34348/273, 1
34361/120, 1
3437/345, 1
34379/97, 1
34381/111, 1
34389/232, 1
34393/100, 1
34395/101, 1
34396/211, 1
34399/97, 1
34410/193, 1
34423/250, 1
34426/283, 1
34429/127, 1
34429/309, 1
34430/267, 1
34434/109, 1
34435/243, 1
34444/97, 1
34447/96, 1
34451/832, 1
34454/257, 1
34455/214, 1
3446/323, 1
34465/142, 1
34479/104, 1
34482/193, 1
34483/216, 1
344876/1305, 1
34491/284, 1
34495/242, 1
34511/103, 1
34525/129, 1
34529/152, 1
34529/256, 1
34530/287, 1
34533/266, 1
34534/143, 1
34547/97, 1
34555/166, 1
34562/307, 1
34568/109, 1
34571/142, 1
34571/320, 1
34577/99, 1
34579/107, 1
3458/487, 2
34591/195, 1
34617/142, 1
34619/109, 1
34621/101, 1
34624/127, 1
34624/1749, 1
34627/232, 1
34632/97, 1
34633/100, 1
34637/199, 1
34639/208, 1
34639/434, 1
34655/209, 1
34661/222, 1
34685/272, 1
34696/261, 1
34697/420, 1
34700/343, 1
34709/153, 1
34711/136, 1
34711/292, 1
34714/161, 1
34731/268, 1
34735/106, 1
34735/188, 1
34768/149, 1
34785/136, 1
34787/155, 2
34791/161, 1
34794/743, 1
34807/127, 1
34810/193, 1
34812/1211, 1
34816/241, 1
34823/217, 1
34825/272, 1
34827/341, 1
34829/102, 1
34847/110, 1
34854/127, 1
34869/103, 1
34888/103, 1
34888/249, 1
34890/107, 1
34894/197, 1
34900/127, 1
34909/122, 1
34913/137, 1
34916/109, 1
34925/106, 1
34943/538, 1
34951/282, 1
34966/551, 1
34969/107, 1
34971/137, 1
34987/341, 1
34991/146, 1
35002/1615, 1
35012/227, 1
35016/227, 1
35021/178, 1
35038/143, 1
35041/135, 1
35045/181, 1
3505/523, 1
35052/1283, 1
35057/130, 1
35063/143, 1
35077/113, 1
35080/137, 1
35089/327, 1
35127/281, 1
35139/245, 1
35141/584, 1
35152/137, 1
35164/229, 1
3517/206, 1
35177/152, 1
35182/503, 1
35183/115, 1
35186/167, 1
35188/131, 1
35189/256, 1
35201/106, 1
35208/265, 1
35213/301, 1
35222/105, 1
35227/100, 1
35229/107, 1
35229/146, 1
35242/219, 1
35244/167, 1
35249/132, 1
35249/147, 1
35251/211, 1
35251/495, 1
35263/147, 1
35275/253, 1
35281/423, 1
352953/1418, 1
35300/219, 1
35302/141, 1
35302/221, 1
35303/109, 1
35303/274, 1
35327/352, 1
35334/137, 1
35338/787, 1
35341/131, 1
35345/332, 1
35345/431, 1
35361/145, 1
35366/121, 1
35368/123, 1
35374/293, 1
35377/134, 1
35381/261, 1
35389/111, 1
35406/145, 2
35407/237, 1
35419/100, 1
35423/136, 1
35427/125, 1
35446/99, 2
3546/629, 1
35473/108, 1
35479/210, 1
35480/291, 1
35489/131, 1
35489/193, 1
35491/141, 1
35497/613, 1
35498/191, 1
35509/123, 1
35521/112, 1
35528/165, 1
35530/313, 1
35536/227, 1
35539/227, 1
35548/137, 1
35551/141, 1
35551/175, 1
35551/282, 1
35559/139, 1
35572/199, 1
3558/109, 1
35588/267, 1
35589/107, 1
35593/379, 1
35600/121, 1
35603/122, 1
35607/146, 1
35611/277, 1
35614/109, 1
35617/100, 1
35621/147, 1
35626/751, 1
3565/1634, 1
35658/319, 1
35667/188, 1
35672/157, 1
35677/170, 1
35700/109, 1
35707/111, 1
35731/136, 1
35737/322, 1
35742/101, 1
35748/295, 1
35753/347, 2
357539/1023, 1
35773/139, 1
35777/121, 1
35785/829, 1
35789/272, 1
35813/388, 1
35817/131, 1
35823/452, 1
35835/121, 1
35841/304, 1
35851/482, 1
35855/123, 1
35855/169, 1
35857/380, 1
35872/317, 1
35876/417, 1
35881/131, 1
35887/146, 1
35905/369, 1
35906/551, 1
35915/164, 1
35915/358, 1
35927/1386, 1
35929/145, 1
3593/192, 1
35933/264, 1
35953/167, 1
35959/128, 1
359599/1586, 1
35961/100, 1
35964/131, 1
35969/194, 1
35971/308, 1
35977/194, 1
35977/435, 1
35982/107, 1
35983/140, 1
35993/416, 1
35996/133, 1
36001/102, 3
3601/11, 1
3601/722, 1
36024/197, 1
36030/253, 1
36037/155, 1
36041/1300, 1
36041/193, 1
36056/289, 1
36061/183, 1
36065/336, 1
36066/313, 1
36067/271, 1
36076/107, 1
36079/239, 1
36080/113, 1
36087/193, 1
36092/143, 1
36097/187, 1
36098/287, 1
36114/353, 1
361159/1009, 1
36125/606, 1
36133/108, 1
36143/111, 1
36143/168, 1
36156/145, 1
36169/237, 2
36174/313, 1
36176/107, 1
36182/143, 1
36185/123, 1
36185/333, 1
36190/197, 1
36205/128, 1
36205/194, 1
36209/343, 1
3621/1160, 1
36213/113, 1
36221/326, 1
36233/179, 1
36235/1283, 1
36235/149, 1
36241/181, 1
36246/107, 1
36251/203, 1
36259/125, 1
36281/442, 1
36284/107, 1
36288/115, 1
36290/141, 1
363077/1409, 1
36310/141, 1
36320/397, 1
36335/381, 1
36348/175, 1
3635/16, 1
36369/184, 1
36369/248, 1
3637/1287, 1
36377/389, 1
36378/391, 1
3639/680, 1
36422/135, 1
36439/173, 1
36442/297, 1
36443/179, 1
3645/92, 1
36463/557, 1
36465/302, 1
36481/266, 1
36497/114, 1
36497/221, 2
3650/59, 1
36506/123, 1
36509/258, 1
36519/214, 1
36524/149, 1
36526/271, 2
36530/123, 1
36531/428, 1
36535/136, 1
36539/188, 2
36542/183, 1
36550/139, 1
3656/69, 1
36563/194, 1
36567/139, 1
3657/20, 1
3659/85, 1
36593/1131, 1
36594/179, 1
36596/635, 1
36600/131, 1
36602/111, 1
36617/538, 1
36629/180, 1
366297/1598, 1
3663/128, 1
36639/172, 1
36661/135, 1
3667/23, 1
36672/113, 1
36675/368, 1
3669/56, 1
3670/99, 1
36703/154, 1
36709/170, 1
36716/243, 1
36719/126, 1
36719/157, 1
36730/427, 1
36735/214, 1
36736/139, 1
36738/229, 1
36742/179, 1
36747/122, 1
36749/214, 1
36749/743, 1
36775/114, 1
36777/121, 1
36779/299, 1
36783/140, 1
3679/214, 1
36793/702, 1
36803/215, 1
36808/141, 1
36812/191, 3
36828/797, 1
36839/178, 1
36845/234, 1
36846/175, 1
36851/169, 1
36853/512, 1
36863/126, 1
36874/277, 1
36884/215, 1
36886/243, 1
36887/139, 1
36888/209, 1
36893/146, 1
36907/127, 1
3691/35, 1
36913/990, 1
36924/197, 1
36925/594, 1
36931/221, 1
36944/125, 1
36947/190, 1
36963/172, 1
36968/195, 1
36973/181, 1
36979/158, 1
36997/222, 1
37/1, 1
37000/109, 1
37001/116, 1
37009/453, 1
37019/327, 1
37022/307, 1
37024/159, 1
3703/463, 1
37046/229, 1
3705/11, 1
37057/249, 1
37078/107, 1
3708/2423, 1
37081/240, 1
37085/194, 1
3709/21, 1
37097/571, 1
37113/107, 1
37124/107, 1
37141/460, 1
37142/275, 1
37150/137, 2
37153/124, 1
37153/175, 1
37155/296, 1
37159/195, 1
3716/203, 2
37165/174, 1
37172/271, 1
37177/236, 1
37183/284, 1
37193/181, 1
37211/461, 1
37214/213, 1
37217/454, 1
37222/129, 1
37227/436, 1
37231/273, 1
37231/654, 1
37245/284, 1
37247/141, 1
37259/108, 1
37259/200, 1
37260/107, 1
37260/151, 1
37264/149, 1
37278/295, 1
37295/186, 1
37297/146, 1
37297/223, 1
37300/241, 1
37307/554, 1
37314/251, 1
37315/166, 1
373165/1039, 1
37321/143, 1
37328/121, 1
37330/159, 1
37331/136, 1
37338/713, 1
37352/181, 1
37355/243, 1
37367/182, 1
37369/160, 1
3737/18, 1
37374/121, 1
37393/175, 1
37418/167, 1
37425/316, 1
37431/143, 1
37451/237, 1
37461/436, 1
37473/598, 2
37483/375, 1
37484/249, 1
37491/140, 1
37497/134, 2
37513/125, 1
37514/213, 1
37519/349, 1
37548/209, 1
37550/113, 1
37561/346, 1
37562/367, 1
37577/189, 1
37607/106, 1
37607/133, 1
3761/776, 1
3762/503, 1
37621/183, 1
37630/151, 1
37639/177, 1
37679/142, 1
376808/1169, 1
37689/118, 1
37691/296, 1
37692/137, 1
37697/448, 1
37718/129, 1
37718/329, 1
37721/371, 1
37721/833, 1
3773/769, 1
37741/244, 1
37742/221, 1
37743/505, 1
37761/494, 1
37769/148, 1
37801/162, 1
37808/117, 1
37815/209, 1
37817/271, 1
37819/160, 1
37823/119, 1
37826/437, 1
37831/204, 1
37833/146, 1
37841/244, 1
37849/106, 1
37853/221, 1
37856/211, 1
378570/4079, 1
37861/159, 1
37863/163, 1
37891/250, 1
37895/552, 1
37899/412, 1
37901/133, 1
37901/159, 1
37902/167, 1
37907/173, 1
37911/124, 1
37912/129, 1
37917/136, 1
37923/139, 1
37928/377, 1
37939/116, 1
37941/505, 1
37985/141, 1
3799/796, 1
37992/325, 1
38011/342, 1
38023/125, 1
38023/285, 1
38042/335, 1
38051/112, 1
38056/165, 1
38057/218, 1
38064/167, 1
38075/202, 1
38081/356, 1
38084/173, 1
38086/125, 1
3809/853, 2
38096/141, 1
38102/359, 1
38113/171, 1
38126/229, 1
38127/116, 1
38127/290, 1
38141/166, 1
38158/643, 1
38159/755, 1
38159/908, 1
38165/107, 1
38179/445, 1
38180/143, 1
38188/113, 1
38191/141, 1
38191/413, 1
381957/2104, 1
38203/123, 1
38204/109, 1
382069/1623, 1
38207/186, 2
38222/405, 1
38239/186, 1
38243/122, 1
38243/151, 1
38245/172, 1
38251/271, 1
38255/129, 1
38261/177, 1
38265/371, 1
38271/197, 1
38271/274, 1
38279/243, 1
38289/142, 1
38291/168, 1
38301/286, 1
38308/241, 1
38326/113, 1
38338/199, 1
38351/487, 1
38361/116, 1
38387/215, 1
38391/346, 1
38392/221, 1
38393/115, 1
38408/153, 1
38410/127, 1
38414/175, 1
38415/404, 1
38420/111, 1
38435/143, 1
38451/1024, 1
38481/134, 1
38515/112, 1
38539/171, 1
38543/136, 1
38547/142, 1
38564/1179, 1
38599/229, 1
38599/974, 1
38602/199, 1
38603/198, 1
38603/557, 1
38605/223, 1
38622/641, 1
386321/1478, 1
38640/209, 1
38640/353, 1
38649/179, 1
38651/211, 1
38659/839, 1
38663/231, 1
38668/389, 1
38671/260, 1
38680/113, 1
38681/122, 1
38683/177, 1
38701/353, 1
38705/413, 1
38707/113, 1
38711/119, 1
38723/372, 1
38728/217, 1
38737/307, 1
38738/111, 1
38739/124, 1
38741/258, 1
3875/422, 1
38753/116, 1
38755/234, 1
38787/389, 1
38797/135, 1
38801/156, 1
38802/311, 1
38803/140, 1
38825/166, 1
38827/339, 1
38827/447, 1
38829/116, 1
38835/368, 1
388377/2900, 1
3884/47, 1
38847/136, 1
38851/153, 1
38853/134, 1
38873/112, 1
38878/193, 1
38879/222, 1
38888/133, 1
38890/181, 1
389076/1361, 1
38917/615, 1
38920/363, 1
38922/323, 1
38934/127, 1
38935/146, 1
38946/115, 1
38947/1353, 1
38954/157, 1
38968/281, 1
38972/317, 1
3900/137, 1
39001/120, 1
39013/194, 1
39013/297, 1
39016/243, 1
39023/150, 1
39024/233, 1
39031/135, 1
39037/241, 1
39053/115, 1
39057/512, 1
39071/412, 1
39073/177, 1
39091/474, 1
39099/131, 1
39111/110, 1
39113/1112, 1
39120/253, 3
39139/127, 1
39143/136, 1
39149/296, 1
3917/116, 1
39170/137, 1
39181/343, 1
39182/109, 1
39187/262, 1
39199/287, 1
39199/375, 1
392085/2252, 1
39217/326, 1
3922/27, 1
39227/622, 1
39233/430, 1
39241/426, 2
39250/121, 1
39257/116, 1
3926/53, 1
39261/148, 1
39278/301, 1
39287/246, 1
39296/159, 1
39298/123, 1
39313/135, 1
39321/148, 1
39324/223, 1
39326/169, 1
39338/331, 1
39347/135, 1
39357/145, 1
39362/131, 1
39371/213, 1
39371/246, 1
39385/211, 1
39394/223, 1
39395/134, 1
39397/272, 1
39397/562, 1
39403/164, 1
39419/178, 1
39423/311, 1
39437/151, 1
39444/169, 1
39445/373, 1
39446/115, 1
39461/167, 1
39468/1075, 1
39475/207, 1
39477/121, 1
39479/161, 1
3949/41, 1
39508/339, 1
39519/236, 1
39543/251, 1
39556/299, 1
39568/257, 1
39578/171, 1
39579/295, 1
39587/149, 1
39596/181, 1
39597/151, 1
39598/181, 1
39609/139, 1
39610/371, 1
39614/335, 1
39629/154, 1
39634/115, 1
39641/267, 1
39648/347, 1
39658/155, 1
39659/257, 1
39659/526, 1
39663/172, 1
39666/193, 1
39667/253, 1
39670/183, 1
39671/160, 1
39673/317, 1
39673/650, 1
39675/116, 1
39675/163, 1
39679/249, 1
39693/338, 1
39697/172, 1
39706/181, 1
39716/253, 1
39724/243, 1
39724/455, 1
39725/177, 1
3973/309, 1
39731/114, 1
39737/189, 1
39739/141, 1
39740/379, 1
397453/1255, 1
39747/272, 1
39748/249, 1
39759/199, 2
39761/333, 1
39764/239, 1
39766/327, 1
3977/56, 1
39771/190, 1
39781/136, 1
39781/453, 1
39789/338, 2
3979/39, 1
39802/163, 1
39808/165, 2
39826/121, 1
3983/890, 1
39841/461, 1
39843/154, 1
39853/2048, 1
39857/187, 1
39859/123, 1
39866/165, 1
39871/180, 1
39885/253, 1
39887/262, 1
39893/167, 1
39895/174, 1
39897/125, 1
39899/176, 1
3990/1241, 1
39901/127, 1
39905/131, 1
39916/225, 1
3992/649, 1
39925/111, 1
39926/267, 1
39934/265, 1
39953/121, 3
39957/124, 1
39961/158, 1
39969/215, 1
39971/132, 1
39974/175, 1
39977/172, 1
39977/199, 1
39982/367, 1
40000/157, 1
40008/113, 1
40014/155, 1
40023/451, 1
40031/249, 1
40053/235, 1
40069/120, 1
40077/158, 1
40085/853, 1
40087/139, 1
40089/307, 1
40096/617, 1
40097/316, 1
40105/1164, 1
40105/191, 1
40105/203, 1
40113/449, 1
40113/496, 1
40121/179, 1
40137/133, 1
40141/325, 1
40147/300, 1
40147/618, 1
40156/159, 1
40167/134, 1
40169/177, 1
40178/421, 1
4018/19, 1
40188/749, 1
40198/125, 1
40205/244, 1
40208/349, 1
40213/440, 1
40226/225, 1
40231/679, 3
40232/171, 1
40232/421, 1
40238/199, 1
40246/369, 1
40249/468, 1
40251/223, 1
40252/209, 1
40253/127, 1
40253/422, 1
40256/195, 1
40263/145, 1
40263/233, 1
40266/127, 1
40289/152, 1
40296/119, 1
40312/137, 1
40313/757, 1
40315/122, 1
403160/2519, 1
40323/127, 1
40327/255, 1
40329/130, 1
40333/146, 1
40353/394, 1
4036/379, 1
40369/397, 1
4037/38, 1
40372/363, 1
40384/131, 1
40394/163, 1
40396/215, 1
40403/157, 1
40406/299, 1
40406/463, 1
40411/141, 1
40414/263, 1
40419/335, 1
40423/186, 1
40426/149, 1
4043/53, 1
40433/352, 1
40445/116, 1
40445/409, 1
40445/491, 1
40451/159, 1
40452/139, 1
40455/329, 1
40462/205, 1
40469/343, 1
