ifdg_GPSImgDirection ,Count
86138/441, 1
86138/541, 1
86148/277, 1
8615/123, 1
8615/492, 1
8615/56, 1
86151/289, 1
86167/279, 1
86168/1051, 1
86168/2267, 1
8617/171, 1
86173/418, 1
86174/343, 1
8618/169, 1
86181/271, 1
8619/395, 1
86191/370, 1
86195/446, 1
86203/1474, 1
86203/471, 1
86205/284, 1
86206/385, 1
86209/271, 1
86217/272, 1
8622/725, 1
86227/256, 2
86227/292, 1
86227/842, 1
8623/41, 1
86234/255, 1
86235/311, 1
8624/953, 1
86246/317, 2
86248/275, 1
86249/272, 1
8625/100, 11
86255/308, 1
8626/301, 1
86260/279, 1
8627/114, 1
86273/274, 1
86277/857, 1
8628/173, 1
86283/404, 1
86283/535, 2
8629/100, 1
8629/390, 1
86293/614, 1
86299/331, 1
86299/464, 1
863/4, 2
863/5, 1
8630/100, 2
8630/973, 1
86303/267, 1
86305/463, 1
86306/251, 1
86309/290, 1
86311/260, 1
86311/282, 1
86311/299, 1
86317/379, 1
8633/504, 1
86330/281, 1
86341/345, 1
86343/820, 1
86347/262, 1
8635/39, 1
86374/341, 1
8638/29, 1
8638/45, 1
86381/959, 1
8639/1292, 1
86397/718, 1
86398/255, 1
86401/446, 1
86409/416, 1
8641/100, 1
8641/188, 1
86413/282, 1
86415/646, 1
86422/429, 1
86425/247, 1
864271/3115, 2
8643/203, 1
86431/282, 1
86431/299, 1
86439/967, 1
8644/299, 1
86449/600, 1
8645/1758, 1
8645/262, 1
86451/254, 1
86453/306, 1
86454/331, 1
8646/167, 1
86463/512, 1
86474/495, 1
86475/298, 1
86476/527, 1
86481/427, 1
86486/319, 1
8649/100, 1
8649/113, 1
86497/282, 1
8650/100, 7
8651/370, 1
86511/487, 1
86517/254, 1
8652/157, 1
86523/257, 1
86523/812, 1
86528/3609, 1
8653/168, 1
8653/50, 1
8654/225, 1
86547/245, 1
86554/339, 1
86556/437, 1
86567/656, 1
86567/682, 1
86569/460, 1
8657/1024, 1
8657/26, 1
8657/342, 1
86571/331, 1
86575/253, 1
86577/427, 1
8658/2645, 1
8658/431, 1
86582/373, 1
86583/697, 1
86586/253, 1
8659/93, 1
86596/245, 1
86598/413, 1
8660/571, 1
86600/317, 1
86606/761, 1
86609/395, 1
86611/300, 1
86621/307, 1
86627/278, 1
8663/43, 2
86630/413, 1
86635/713, 1
86641/244, 1
86642/303, 1
8665/198, 1
8665/41, 1
86651/1057, 1
86651/444, 1
86654/349, 1
86666/335, 1
86667/4085, 1
8667/232, 1
86671/963, 1
86673/247, 1
86674/671, 1
86684/321, 1
86685/293, 1
8669/1112, 2
86693/270, 1
86696/333, 2
867/4, 1
86701/361, 1
86704/1203, 1
8671/511, 1
86712/355, 1
86719/289, 1
86719/296, 1
8673/611, 1
86734/277, 1
86735/991, 1
86737/355, 1
86741/302, 1
86744/433, 1
86748/661, 1
8675/100, 12
8675/2048, 1
8675/2496, 1
8675/73, 1
86753/425, 1
86759/440, 1
86761/726, 1
86768/245, 1
8677/30, 1
86786/407, 1
86787/331, 1
86794/287, 1
86795/331, 1
86797/378, 1
86801/261, 1
86804/679, 1
8681/181, 1
8681/35, 1
8682/365, 1
86822/641, 1
86834/507, 1
86839/342, 1
8684/341, 1
86841/356, 1
86845/612, 1
86854/685, 1
86855/462, 1
86856/277, 2
86858/519, 1
86858/779, 1
86859/391, 1
8686/100, 1
86861/358, 1
86866/297, 1
8687/29, 1
8689/1050, 1
8689/526, 1
86892/475, 1
86899/267, 1
869/4, 1
8690/91, 1
86900/391, 1
86900/469, 1
86902/745, 1
86906/289, 1
86907/428, 1
86909/254, 1
8691/1003, 1
86910/527, 1
86917/246, 1
86917/267, 1
86919/295, 1
86921/567, 1
86922/719, 1
86929/330, 1
8693/256, 1
86933/948, 1
86938/337, 1
86959/344, 1
86965/571, 1
86966/309, 1
86967/257, 2
86969/351, 1
86969/563, 1
8697/1078, 1
8697/760, 1
8697/94, 1
86974/245, 1
86987/446, 1
86987/540, 1
86989/309, 1
86993/301, 1
86995/402, 1
87/1, 7
8700/100, 17
87003/2048, 1
87003/283, 1
87003/583, 1
87009/401, 1
8701/100, 1
8701/157, 1
87011/643, 1
870161/2727, 1
87019/352, 1
87019/409, 1
87023/351, 1
87025/261, 1
87027/350, 1
87031/271, 1
87031/345, 1
8704/231, 1
87047/262, 1
8705/386, 1
87053/299, 1
87059/1086, 1
87064/303, 1
87065/366, 1
87077/301, 1
87085/406, 1
87089/254, 1
87089/883, 1
8709/35, 1
8709/761, 1
87091/265, 1
87091/412, 1
87092/357, 1
87095/372, 1
87099/521, 1
871/4, 1
8710/79, 1
87101/473, 1
8711/146, 1
8711/26, 1
8711/671, 1
87110/287, 1
87113/420, 1
87115/296, 2
87124/255, 1
87137/282, 1
8714/77, 1
87141/458, 1
87149/268, 1
8715/244, 1
8715/3296, 1
87165/248, 1
87169/301, 1
8717/100, 1
8717/27, 1
8717/86, 1
87170/283, 1
87173/324, 1
87174/709, 1
87177/818, 1
8718/221, 2
87181/268, 1
87184/1353, 1
87184/607, 1
87185/267, 1
8719/100, 1
8719/610, 1
87190/253, 1
87197/500, 1
8720/393, 1
8721/89, 1
87213/344, 2
87221/1382, 2
87223/3432, 1
8723/115, 1
87231/307, 1
87234/263, 1
87236/373, 1
8724/115, 1
87241/538, 1
87242/297, 1
87245/243, 1
8725/100, 10
8725/409, 1
87251/255, 1
87257/365, 1
87259/271, 1
87259/298, 1
87262/243, 1
87265/1033, 1
8727/92, 1
87270/259, 1
87274/419, 1
87276/335, 1
87278/265, 1
8728/100, 1
87287/509, 1
8729/468, 1
87297/466, 1
87299/244, 1
87308/293, 1
87309/818, 1
8731/595, 1
87330/413, 1
87331/342, 1
87331/354, 1
87333/1378, 1
87334/475, 1
87337/364, 1
87347/256, 1
87349/700, 1
87359/1001, 1
8736/37, 1
8736/43, 1
8736/505, 1
87366/265, 2
8737/55, 1
8737/998, 1
87370/317, 1
87371/255, 1
87371/335, 1
87384/343, 1
87397/375, 1
87401/261, 1
87403/262, 1
87405/451, 1
87406/281, 1
87409/254, 1
8741/10486, 1
8741/749, 1
87410/401, 1
87419/426, 1
8742/67, 1
87421/302, 1
87436/813, 1
87448/285, 1
87448/625, 1
8745/238, 1
87462/317, 1
87464/317, 1
87467/396, 1
87478/747, 1
8748/100, 1
87488/347, 1
8749/1017, 1
8749/669, 1
875/100, 6
8750/100, 10
8750/1313, 1
87501/1259, 1
87503/385, 1
8751/137, 1
87520/427, 1
87521/444, 1
87525/937, 1
87529/680, 1
8753/110, 1
8753/246, 1
87530/309, 1
8754/121, 1
87543/248, 1
87544/327, 1
87546/397, 1
87548/295, 1
8755/100, 1
87567/670, 1
87569/255, 1
8757/214, 1
8757/62, 1
87572/297, 1
87573/737, 1
8758/337, 1
8758/487, 1
8759/79, 1
87596/271, 1
87614/303, 1
8762/51, 1
8762/941, 1
8763/2965, 1
8763/76, 1
87634/265, 1
87639/268, 1
8764/209, 1
8764/447, 1
8765/211, 1
8765/586, 1
87652/397, 1
87659/268, 1
87660/377, 1
87661/4075, 1
87667/247, 2
87667/304, 1
8767/299, 1
87671/312, 1
87681/265, 1
87690/439, 1
87701/267, 1
87706/319, 1
87709/495, 1
8771/1069, 1
8771/151, 1
87711/805, 1
87712/267, 1
87713/567, 1
87719/281, 1
87726/247, 1
87726/521, 1
8773/178, 1
8773/907, 1
87737/284, 1
87738/257, 4
87745/411, 1
87746/629, 1
8775/100, 11
8775/487, 1
87753/341, 1
87754/263, 1
87755/251, 1
87757/527, 1
8776/1935, 1
87760/293, 1
87766/1055, 1
8777/130, 1
8777/168, 1
8777/38, 2
8777/764, 1
87779/476, 1
8778/100, 1
87783/490, 2
87784/357, 1
8779/79, 1
87794/1207, 1
87799/254, 1
8780/1667, 1
87806/319, 1
8781/679, 1
87811/401, 1
87817/363, 1
87818/1369, 1
8782/27, 1
87821/324, 1
87824/255, 1
87824/505, 1
8783/145, 1
8783/8306, 1
87835/523, 1
87839/257, 1
87844/443, 1
87845/276, 1
87854/321, 1
8786/41, 1
87863/262, 1
87869/698, 1
8787/26, 1
87876/247, 1
87889/343, 1
8789/349, 1
87890/279, 1
87896/265, 2
879/100, 1
8790/79, 1
87907/317, 1
87908/515, 1
87909/494, 1
8791/1532, 1
87917/668, 1
87923/282, 1
87927/1304, 1
87927/262, 1
8793/1382, 1
8793/847, 1
879338/3275, 1
87949/390, 1
8795/123, 1
8795/58, 1
87950/287, 1
87953/334, 1
8797/686, 2
8797/96, 1
87979/276, 1
87979/446, 1
87979/621, 1
87983/304, 1
87986/267, 1
87986/565, 1
87991/344, 1
88/1, 13
8800/100, 20
8800/31, 1
88001/287, 2
88001/518, 1
88007/407, 1
88014/1909, 1
8802/100, 1
8802/1765, 1
88031/258, 1
88031/367, 1
88034/333, 1
88035/1339, 1
8804/617, 1
88041/283, 1
88043/537, 1
88051/257, 1
8807/81, 1
88075/414, 1
88075/564, 1
88077/254, 1
88077/299, 1
88085/341, 1
88089/257, 1
8809/1582, 1
88099/411, 1
88099/422, 1
881/4, 1
88103/255, 1
88114/293, 1
8813/1713, 1
88131/511, 1
88133/474, 1
88134/245, 1
88136/719, 1
88139/414, 1
8815/1094, 1
8815/141, 1
8815/803, 1
88154/509, 1
88157/270, 1
88159/260, 1
8816/489, 1
88177/533, 1
8818/77, 1
88188/277, 1
8819/226, 1
8819/29, 1
8819/550, 1
88191/272, 1
88198/351, 1
88201/393, 1
88203/376, 1
88207/325, 1
88208/675, 1
88212/395, 1
88213/349, 1
88215/248, 1
88219/512, 1
8822/100, 1
8822/153, 1
8822/321, 1
88221/844, 1
88228/303, 1
8823/127, 1
8824/100, 1
8824/123, 1
8824/33, 1
88245/364, 1
8825/100, 11
8825/31, 1
8825/93, 1
88255/296, 1
88268/283, 1
88269/299, 1
88271/252, 1
88271/385, 1
88272/277, 1
88278/263, 1
8829/487, 1
88292/527, 1
88303/284, 1
88307/253, 1
88309/300, 1
8831/659, 1
8832/1037, 1
88322/335, 1
88322/373, 1
88327/302, 1
8833/45, 1
88331/275, 1
88336/511, 1
88341/736, 1
88351/256, 1
88355/1157, 1
88355/309, 1
88357/272, 1
88358/379, 1
8836/43, 1
8836/59, 1
88361/256, 1
88363/510, 1
88365/284, 1
8837/119, 1
8837/353, 1
88375/617, 1
88376/299, 1
88385/301, 1
8839/100, 1
88408/493, 1
8841/377, 1
8841/53, 1
88415/268, 1
88419/334, 1
8842/129, 1
88420/353, 1
88433/372, 1
88438/257, 1
88440/361, 2
88445/404, 1
88446/253, 1
88447/789, 1
8845/51, 1
8846/263, 1
88463/387, 1
8847/37, 1
88471/420, 1
88472/479, 1
88479/1325, 2
8848/100, 1
8848/811, 1
88487/326, 1
88487/928, 1
8849/89, 2
8850/100, 9
8851/100, 1
8851/45, 1
88511/657, 1
88513/1350, 1
8853/100, 1
8853/110, 1
8855/1154, 1
8855/221, 1
88554/385, 1
88556/581, 1
88561/537, 1
88576/339, 2
88577/298, 1
8858/69, 1
88585/324, 1
8859/331, 1
8859/43, 1
88592/325, 1
88596/497, 1
88596/935, 1
88598/255, 1
88600/249, 1
88613/401, 1
88617/427, 1
886300/6547, 1
88633/1204, 1
88634/253, 1
88642/399, 1
88647/250, 1
88647/415, 1
8865/697, 1
8865/97, 1
88653/292, 1
8867/1466, 1
8867/569, 1
88677/298, 1
8868/100, 1
88687/662, 1
8869/121, 1
88696/255, 1
88699/318, 1
887/4, 1
88702/403, 1
88707/272, 1
88709/253, 1
8871/1303, 1
8871/164, 1
88713/949, 1
88715/713, 1
88727/1034, 1
8873/188, 1
8873/260, 3
88732/253, 1
88738/313, 1
8874/100, 1
88743/338, 1
88749/701, 1
8875/100, 7
8875/314, 1
88753/479, 1
88756/323, 1
88767/257, 1
8877/494, 1
88772/283, 1
88783/1580, 1
88785/484, 2
8879/571, 1
88791/274, 1
88797/365, 1
8880/221, 1
88802/649, 1
88815/1024, 1
88818/919, 1
88819/381, 1
88839/275, 1
88853/3252, 1
8886/131, 1
88863/341, 1
88875/497, 1
88879/253, 1
88889/268, 1
8889/158, 1
8890/29, 1
8890/37, 1
88905/589, 1
88910/249, 1
88913/509, 1
8893/116, 1
88937/249, 1
8894/47, 1
8894/71, 1
88940/413, 1
88943/287, 1
8895/163, 1
8895/2048, 1
8895/97, 1
88951/329, 1
88954/471, 1
8896/51, 1
88966/621, 1
88967/318, 1
88967/406, 1
88969/763, 1
8897/116, 1
88970/309, 1
88977/1745, 1
88988/267, 1
88991/260, 1
88993/388, 1
88995/3617, 1
88997/741, 1
89/1, 13
89/4, 1
8900/100, 22
89001/413, 1
8901/292, 1
8901/98, 1
89015/614, 1
8902/453, 1
8902/73, 1
89021/300, 1
89027/750, 1
8903/1517, 1
8903/254, 1
8903/95, 1
89030/289, 1
89031/661, 1
89037/256, 1
8904/223, 1
8904/43, 1
89049/364, 1
8905/142, 1
8905/34, 1
89053/488, 1
89057/287, 1
89057/460, 1
89073/347, 1
8908/277, 1
89080/467, 1
8909/27, 1
8909/285, 1
89095/493, 1
8910/5923, 1
8911/120, 1
89117/263, 1
8912/353, 1
89123/770, 1
89126/263, 1
89128/439, 1
89129/32768, 1
8913/1987, 1
89134/769, 1
89135/302, 1
8915/148, 1
8915/153, 1
89153/409, 1
89161/278, 1
89163/1135, 1
89177/416, 1
89179/270, 1
8918/1133, 1
8918/345, 1
89181/2069, 1
89182/313, 1
89183/317, 1
89183/431, 1
89187/337, 1
8919/68, 1
89191/262, 1
89191/928, 1
89194/311, 1
89215/379, 1
8922/100, 1
8922/875, 1
89223/343, 2
89223/595, 1
89224/435, 1
89226/275, 1
89227/454, 1
89237/320, 1
89239/722, 1
8924/877, 1
89246/279, 2
89248/319, 1
8925/100, 9
8925/101, 1
8925/118, 1
8925/2938, 1
89254/295, 1
89267/529, 1
8927/112, 1
89288/265, 1
8929/1218, 1
8929/56, 1
8929/95, 1
89291/256, 1
89299/269, 1
8930/129, 1
8930/391, 1
89308/309, 1
89309/2727, 2
8931/721, 1
89312/355, 1
89313/251, 1
8932/107, 1
89321/752, 1
8933/178, 1
8933/512, 1
8934/100, 1
89347/1250, 1
8935/58, 1
89356/319, 1
89367/485, 1
8937/262, 2
8937/61, 1
8937/962, 1
89371/908, 1
89380/363, 1
89387/279, 1
89393/301, 1
89397/614, 1
8940/100, 1
89405/941, 2
89407/843, 1
89409/475, 1
8941/315, 1
8941/569, 1
89412/275, 1
89415/397, 1
8942/91, 2
89421/323, 1
89425/324, 1
89427/320, 1
89431/291, 1
89444/651, 1
89449/347, 1
8945/166, 1
8945/226, 1
8945/332, 1
8945/504, 1
8945/743, 1
89453/370, 1
89458/861, 1
89459/512, 1
8946/325, 1
89461/539, 1
89469/703, 1
89471/276, 2
89483/979, 1
8949/146, 1
89490/331, 1
89492/367, 1
8950/100, 7
89509/390, 1
8951/541, 1
8951/621, 1
89510/809, 1
89511/256, 1
89534/287, 1
89535/302, 1
89537/291, 1
89540/403, 1
89552/297, 1
89567/1167, 2
8957/102, 1
89573/436, 1
89574/433, 1
89589/1048, 1
89593/586, 1
89597/296, 1
89597/327, 1
89609/968, 1
8961/398, 1
89614/915, 2
89623/262, 1
89624/307, 1
89627/543, 1
89636/341, 1
89636/673, 1
89637/809, 1
89647/322, 1
8965/1027, 1
89655/293, 1
89665/882, 1
8967/710, 1
89685/307, 1
89689/771, 1
8969/103, 1
8969/38, 1
89705/1273, 1
89705/1714, 1
8971/71, 1
89711/352, 1
89713/253, 1
89716/255, 1
89717/250, 1
8972/273, 2
89720/511, 1
89723/806, 1
89729/268, 1
89732/271, 1
89735/383, 1
89739/374, 1
8974/701, 1
89747/363, 1
89747/426, 1
8975/100, 8
8975/28, 1
89755/357, 1
89758/899, 1
89768/369, 1
8977/27, 1
89770/433, 1
89777/268, 1
8978/441, 1
8978433/32768, 1
89785/284, 1
89785/343, 1
89787/793, 1
8979/70, 1
89795/527, 1
89797/394, 1
89799/1342, 1
89800/311, 1
89808/755, 1
89809/252, 1
89809/355, 1
89809/356, 1
89811/275, 1
8983/1643, 1
89837/482, 1
8984/100, 1
89844/1469, 1
89847/263, 2
89849/328, 1
89849/338, 1
8986/135, 1
8987/137, 1
8987/3063, 1
89875/697, 1
89879/303, 1
89889/700, 1
8989/522, 1
8989/74, 1
89893/259, 1
89897/304, 1
89899/258, 1
89899/287, 1
89899/655, 1
899/4, 1
8990/111, 1
89902/267, 1
89902/297, 1
89905/401, 1
89908/327, 1
8991/116, 1
8991/190, 1
8991/284, 1
8991/34, 1
89914/265, 1
8992/105, 1
89929/1623, 1
8993/57, 1
89933/676, 1
8994/43, 1
89951/382, 1
89952/839, 1
89956/461, 1
89958/427, 1
8996/121, 1
89970/257, 1
89973/1000, 1
89977/282, 1
89978/389, 2
89985/412, 2
89989/833, 1
8999/39, 1
89992/433, 1
89996/275, 1
9/1, 4
9/4, 1
90/1, 42
900/100, 20
9000/100, 237
90003/394, 2
90006/341, 1
90007/263, 1
90008/503, 1
90014/341, 1
90019/404, 1
9002/171, 1
90025/438, 1
9003/100, 1
9003/274, 1
90031/343, 1
90033/445, 1
90033/556, 1
9004/299, 1
90047/268, 1
90055/417, 1
90055/557, 1
90067/348, 1
9007/1616, 1
9008/159, 1
90081/299, 1
90087/269, 1
9009/199, 1
90091/455, 1
901/100, 1
90101/302, 1
90109/386, 1
9011/32, 1
9011/611, 3
90121/345, 1
90132/263, 1
9014/35, 1
90141/821, 1
90142/413, 1
9015/100, 1
90158/407, 1
90167/1135, 1
9017/100, 1
9017/172, 1
9017/187, 1
9017/2332, 1
9017/620, 1
9019/26, 1
9019/274, 1
9019/690, 1
902/100, 2
90200/361, 1
90201/263, 1
90203/311, 1
9021/37, 1
90213/325, 1
90213/557, 1
90214/477, 1
90218/359, 1
90219/392, 1
90221/502, 1
90223/317, 1
90224/751, 1
90227/507, 1
9023/62, 1
9024/521, 1
9025/100, 16
9025/1188, 1
9025/174, 1
9025/62, 1
90256/407, 1
90263/816, 1
90267/316, 1
90268/381, 1
90268/479, 1
90275/428, 1
90281/533, 1
90284/551, 1
90289/359, 1
9029/1161, 1
9029/2717, 1
90293/719, 1
90329/438, 1
9033/142, 1
90331/269, 1
90345/251, 1
9035/47, 1
90351/268, 1
90361/267, 1
90366/431, 1
90371/370, 1
90378/365, 1
9038/2367, 1
90387/317, 1
904/509, 1
9040/47, 1
9040/69, 1
90403/306, 2
90403/481, 1
9041/26, 1
9041/54, 1
9041/554, 1
90422/311, 1
90423/977, 1
90425/261, 1
90432/911, 1
90433/1415, 1
90435/296, 1
90437/404, 1
90443/277, 1
90443/348, 1
90445/283, 1
90445/667, 1
9045/347, 1
9045/589, 1
90450/283, 1
90462/521, 1
9047/679, 1
9047/89, 1
90477/1138, 1
9048/71, 1
90485/298, 1
9049/64, 1
9049/70, 1
90499/1335, 1
905/7, 1
9050/100, 14
9050/237, 1
90502/367, 1
9051/1805, 1
90517/922, 1
90518/515, 1
90521/384, 1
90523/378, 1
90523/408, 1
90527/345, 1
9053/270, 1
90538/253, 1
905491/2517, 1
9055/119, 1
90550/257, 1
9056/100, 1
9056/35, 1
9056/521, 1
9056/69, 1
90561/304, 1
9057/100, 1
9058/569, 1
9059/100, 1
90591/361, 1
90593/746, 1
90599/531, 1
90600/289, 1
90604/285, 1
9061/31, 1
9061/314, 1
9061/655, 1
90616/333, 1
90616/387, 1
90618/313, 1
90629/481, 1
9063/1010, 1
90633/274, 1
9065/100, 1
9065/62, 1
9065/82, 1
90650/519, 1
90653/326, 1
90659/284, 1
90661/327, 1
90661/339, 1
90665/283, 1
9068/165, 1
90687/358, 1
90696/1025, 1
907/4, 1
9070/57, 1
90703/327, 1
90704/1253, 1
9071/100, 1
9071/28, 1
90712/281, 1
90715/299, 1
90716/401, 1
9072/29, 1
90725/374, 1
90727/263, 1
90734/481, 1
90738/455, 1
90743/642, 1
90747/385, 1
9075/100, 14
90759/518, 1
9076/100, 1
90760/503, 1
9077/1858, 1
90772/541, 1
90773/253, 1
90781/541, 1
90788/255, 1
90797/338, 1
90797/660, 1
90798/289, 1
90798/317, 1
90807/353, 1
9081/28, 1
90815/1546, 1
90817/519, 1
90823/274, 1
90825/302, 1
90831/254, 1
90832/363, 1
90833/1001, 1
90834/475, 1
90841/384, 1
90841/687, 1
90842/275, 1
90846/389, 1
9085/219, 1
90851/330, 1
90864/271, 1
90883/651, 1
90889/296, 1
9089/141, 1
9089/1725, 1
9089/53, 1
90896/409, 1
90898/431, 1
90899/259, 1
90899/268, 1
90905/256, 1
90905/296, 1
9091/116, 1
90913/264, 1
90916/393, 1
90925/382, 1
9094/105, 1
9094/1303, 1
9094/619, 1
90943/411, 1
90947/319, 1
90947/437, 1
90952/319, 1
90962/293, 1
90971/296, 1
90977/435, 1
90977/904, 1
90979/256, 1
9098/1181, 1
9098/529, 1
9098/97, 1
90981/259, 1
90987/737, 1
90989/387, 1
90997/399, 1
91/1, 11
91/4, 1
9100/100, 29
9100/47, 1
9100/627, 1
91013/339, 1
91017/380, 1
91021/253, 1
91022/263, 1
91022/321, 1
9103/531, 1
9103/71, 1
91034/381, 1
91039/1452, 1
91044/311, 1
91045/1024, 1
91046/449, 1
91047/1090, 1
91057/318, 1
91064/301, 1
91067/1768, 1
91067/306, 1
9108/37, 1
91087/277, 1
9109/27, 1
9109/578, 1
9109/74, 1
91095/428, 1
911/180, 1
91102/449, 1
91105/1993, 1
91106/489, 1
91127/2009, 1
91128/493, 1
9113/294, 1
9113/32, 1
9113/361, 1
91133/544, 1
91135/369, 1
9115/242, 1
9115/48, 1
9115/49, 1
9115/86, 1
91153/409, 1
91156/487, 1
9116/171, 1
91163/455, 1
91167/1024, 1
91167/311, 1
91169/407, 1
91171/485, 1
91173/392, 1
91177/300, 1
91178/895, 1
91185/658, 1
91187/319, 1
91190/431, 1
91192/507, 1
91197/2009, 1
9121/33, 1
9121/587, 1
9121/89, 1
91215/266, 1
91217/275, 1
91221/266, 1
91225/282, 1
91227/364, 1
91232/419, 1
91235/371, 1
91237/533, 1
91242/277, 1
91247/759, 1
9125/100, 9
9125/1546, 1
91255/446, 1
91258/299, 1
91261/361, 1
91288/409, 1
9129/100, 1
91293/289, 1
91295/962, 1
91302/665, 1
91309/475, 1
91311/337, 1
91315/398, 1
9132/100, 1
91322/345, 1
91337/790, 1
9134/127, 1
91347/415, 1
91349/526, 1
9135/817, 1
91354/1973, 1
9136/401, 2
91365/536, 1
91368/1487, 1
91369/373, 1
9137/313, 1
9137/45, 1
9137/74, 1
9137/93, 2
9138/127, 1
91384/405, 1
91386/499, 1
91387/367, 1
9139/100, 1
91394/303, 1
91397/507, 1
9140/27, 1
91403/275, 1
91404/527, 1
9141/85, 1
91421/316, 1
9143/62, 2
91430/299, 1
91432/269, 1
91435/377, 1
91436/289, 1
91439/314, 1
9144/113, 1
9144/47, 1
91443/427, 1
9145/100, 1
91453/278, 1
9146/123, 1
9146/89, 1
91469/389, 1
91471/307, 1
914757/5038, 1
91481/280, 1
91481/360, 1
91489/282, 1
9149/110, 1
9149/354, 1
91491/308, 1
91499/261, 1
9150/100, 14
9150/133, 1
91504/349, 1
9151/246, 1
9151/776, 1
9151/994, 1
915215/5954, 1
91522/891, 1
9153/100, 1
9153/166, 1
9153/230, 1
91563/434, 1
9157/136, 1
9157/81, 1
91570/673, 1
91576/407, 1
91582/1619, 1
91583/630, 1
91591/260, 1
91599/278, 2
91599/292, 1
91606/261, 1
9161/147, 1
9161/163, 1
9161/1722, 1
9161/454, 1
91613/262, 1
91613/849, 1
91617/2950, 1
91619/453, 1
9162/100, 1
9163/100, 1
91638/689, 1
91639/289, 1
9164/95, 1
91649/737, 1
9165/31, 1
9165/98, 1
91653/295, 1
91656/385, 1
9166/100, 1
9166/111, 1
91661/421, 1
91666/329, 1
91673/476, 1
91676/267, 1
91679/379, 1
9168/169, 1
91691/2307, 1
91693/465, 1
91697/407, 1
91699/326, 1
9170/397, 1
9170/41, 1
91702/449, 1
9171/4096, 1
9171/655, 1
9171/805, 1
91711/406, 1
91717/561, 1
9172/91, 1
91720/331, 1
91721/435, 1
91727/530, 1
9173/172, 1
9173/78, 2
91733/336, 1
9174/227, 1
91741/271, 1
91745/629, 1
91747/435, 1
9175/100, 9
91751/255, 1
9176/105, 1
9176/337, 1
91761/566, 1
91769/882, 1
9177/229, 1
9177/499, 1
91783/279, 1
91786/649, 1
9179/112, 1
9179/51, 1
91799/308, 1
9180/49, 1
91805/894, 1
91807/7014, 1
9182/855, 1
91825/616, 1
91829/333, 2
9183/26, 1
9184/100, 1
91842/289, 1
91849/344, 1
91869/277, 1
91870/313, 1
91871/315, 1
91889/304, 1
9189/152, 1
9189/46, 1
9189/55, 1
91899/257, 1
91899/511, 1
9190/189, 1
91905/256, 1
91905/263, 1
9191/1903, 1
9191/69, 1
9191/75, 1
9191/761, 1
91923/913, 1
91928/333, 1
91928/607, 1
9193/37, 1
919390/4093, 1
919415/11393, 1
91944/257, 1
91949/1036, 1
91961/394, 1
9198/139, 1
9199/58, 1
9199/636, 1
91991/1163, 1
91991/636, 1
91998/317, 2
92/1, 4
920/10, 1
920/3, 1
9200/100, 25
9202/100, 1
92021/721, 1
9203/98, 1
9204/67, 1
92042/259, 1
92047/336, 1
9205/157, 2
92056/729, 1
9206/225, 1
9207/34, 1
92071/704, 1
9208/45, 1
92081/420, 1
92091/326, 2
92096/295, 1
92096/297, 1
92099/1142, 1
921/4, 1
92105/452, 1
9211/191, 1
92113/262, 1
9212/45, 1
9213/41, 1
9213/86, 1
92137/298, 1
92137/3270, 2
9214/435, 1
92152/623, 1
92155/348, 1
92159/292, 1
9216/35, 1
9217/101, 1
92170/539, 1
92171/320, 1
92173/265, 1
92174/619, 1
92174/645, 1
92189/499, 1
92191/339, 1
92191/454, 1
92192/997, 1
92198/391, 1
92201/395, 1
9221/110, 1
9221/421, 1
9221/906, 1
92215/309, 1
9223/116, 1
9223/150, 1
9223/256, 1
9223/321, 1
9223/505, 1
9223/53, 1
92234/313, 1
92240/339, 1
92240/521, 1
92243/264, 1
92243/636, 1
9225/100, 19
92255/311, 1
92257/1101, 1
92258/287, 1
92267/324, 1
9227/70, 1
92287/959, 1
9229/1024, 1
92296/573, 1
923/4, 2
923/4347, 1
92308/271, 1
9231/104, 1
92317/305, 1
9232/421, 1
92336/399, 1
92337/257, 1
9234/137, 1
9234/55, 1
9235/43, 1
9236/67, 1
9236/965, 1
9237/149, 2
9237/31, 1
92383/528, 1
92387/1414, 1
9239/100, 1
9239/1018, 3
92392/789, 1
92399/851, 1
924/100, 1
92408/695, 1
9242/533, 1
9243/100, 1
92431/394, 1
92433/850, 1
9244/345, 1
9244/401, 1
92441/347, 1
92443/296, 1
9245/100, 1
9245/3831, 1
92453/327, 1
9246/41, 1
92461/313, 1
92462/321, 1
9247/82, 1
92470/257, 1
92473/297, 1
92475/593, 1
92487/329, 2
9249/110, 1
925/100, 9
9250/100, 6
9250/809, 1
92503/938, 1
92505/262, 1
9251/30, 1
9251/84, 2
92510/533, 1
9252/317, 1
92524/1429, 1
92525/803, 1
92527/580, 1
9253/324, 1
9253/68, 1
92539/358, 1
92539/755, 1
9254/433, 1
92541/692, 1
92559/263, 1
9256/189, 1
92573/392, 1
9259/251, 1
92590/433, 1
9262/137, 1
9262/327, 1
9262/57, 1
92621/638, 1
92636/355, 1
9264/167, 1
92641/417, 2
92645/272, 1
92646/349, 1
9265/853, 1
9266/100, 1
92663/2048, 1
92671/276, 1
92671/294, 1
92673/512, 1
92674/281, 1
92677/1623, 1
92679/295, 1
92681/514, 1
92683/278, 1
92684/279, 2
92687/290, 1
9269/100, 1
9269/359, 1
92699/279, 1
927/128, 1
9270/539, 1
92702/331, 1
92703/268, 1
