ifdg_GPSImgDirection ,Count
28732/141, 1
28732/161, 1
28736/383, 1
28739/100, 1
28739/129, 1
28741/91, 1
28743/214, 1
28747/166, 1
28747/236, 1
2875/100, 5
28750/100, 8
28750/331, 1
28751/112, 1
28751/188, 1
28753/197, 1
28757/100, 1
28757/128, 2
28757/173, 1
28757/225, 1
28757/251, 1
28757/441, 1
28758/187, 1
28759/127, 1
28759/254, 1
28759/408, 1
2876/747, 1
28760/147, 1
28760/387, 1
28761/224, 1
28761/355, 2
28762/327, 1
28763/256, 1
28764/167, 1
28765/100, 1
28766/225, 1
28767/205, 1
28767/334, 1
28767/395, 3
28768/459, 1
28769/142, 1
28769/85, 1
28769/96, 1
2877/3092, 1
28771/101, 1
28771/144, 1
28772/139, 1
28773/206, 1
28773/389, 1
28773/476, 1
28773/836, 1
28774/125, 1
28774/151, 1
28774/457, 1
28775/100, 9
28775/106, 1
28775/114, 1
28775/211, 1
28775/558, 1
28777/167, 1
28777/205, 1
28777/90, 1
28778/85, 1
28781/134, 1
28781/298, 1
28782/271, 1
28782/721, 1
28783/169, 1
28785/257, 1
28789/833, 1
28791/1024, 1
28791/118, 1
28791/155, 1
28792/105, 1
28793/282, 1
28793/381, 1
28793/416, 1
28793/687, 1
287934/1363, 1
28795/161, 1
28795/93, 1
287956/859, 1
28796/81, 2
28799/498, 1
28799/553, 1
28799/88, 1
288/1, 10
2880/10, 1
28800/100, 20
28803/368, 1
28806/91, 1
28807/174, 1
28807/320, 1
28807/399, 1
28808/99, 1
28810/221, 1
28810/703, 1
288100/977, 1
28811/111, 1
28811/81, 1
28813/106, 1
28814/1575, 1
288145/838, 1
28815/89, 2
28816/147, 1
28817/233, 1
28819/124, 1
2882/75, 1
28820/257, 1
28823/224, 1
28823/864, 1
28825/100, 10
28825/244, 1
288277/815, 1
28829/374, 1
28830/281, 1
28832/483, 1
28835/348, 1
28837/114, 1
28838/255, 1
28838/83, 1
28839/466, 1
288407/1389, 1
28841/113, 1
28841/121, 1
28842/89, 1
28844/119, 1
28846/100, 1
28846/175, 1
28846/85, 1
28847/214, 1
28847/346, 1
288488/1355, 1
28849/197, 1
28849/320, 1
28850/100, 7
28850/501, 1
28851/328, 1
28852/87, 1
28853/136, 1
28853/256, 1
28854/85, 1
28855/97, 1
28857/116, 2
28857/355, 1
28858/393, 1
28859/208, 1
28859/220, 1
28859/293, 1
2886/53, 1
28860/191, 1
28860/97, 1
28861/110, 1
28861/450, 1
28861/94, 1
28862/583, 1
28863/155, 1
28865/121, 1
28865/123, 1
28866/251, 1
28867/116, 1
28867/149, 1
28867/172, 1
28867/216, 1
28867/238, 1
28868/131, 1
28868/89, 1
28872/281, 1
28874/153, 1
28874/505, 1
288747/1421, 1
28875/100, 9
28877/116, 1
28877/119, 2
28877/220, 2
28877/92, 1
28879/185, 1
28879/238, 1
28879/426, 1
28880/359, 1
28881/259, 1
28883/101, 1
28883/227, 1
288851/813, 1
28886/100, 1
28886/287, 1
28888/1973, 1
28889/433, 1
28889/83, 1
2889/269, 1
28890/127, 1
28891/98, 1
28894/105, 1
28895/146, 1
28895/147, 1
28895/94, 1
28896/85, 1
28897/172, 1
288974/1089, 1
28899/100, 1
28899/139, 1
28899/194, 1
289/1, 15
289/2, 2
289/4, 1
28900/100, 21
28900/123, 1
28901/128, 1
28901/209, 1
28901/266, 1
28901/94, 1
28903/115, 1
28903/130, 1
28904/149, 1
28906/101, 1
28907/6452, 1
28908/259, 1
28909/115, 1
28909/206, 1
2891/8192, 1
28910/159, 1
28911/98, 1
28913/367, 1
28913/414, 1
28915/94, 1
289157/906, 1
28916/217, 1
28917/160, 1
28917/194, 1
28917/95, 1
28919/185, 1
28919/325, 1
2892/100, 1
28920/100, 2
28921/181, 1
28921/97, 1
28923/107, 1
28924/100, 1
28925/100, 8
28925/132, 1
289271/1243, 1
28929/119, 1
28929/676, 1
2893/287, 1
2893/421, 1
28933/137, 1
28934/123, 2
28936/105, 1
28937/125, 1
28937/195, 1
28937/234, 1
28937/692, 2
289372/2309, 1
28938/107, 1
28939/269, 1
2894/109, 1
28940/100, 1
28940/99, 1
28942/235, 1
28942/497, 1
28943/560, 1
28945/128, 1
28945/234, 1
28945/249, 1
28945/517, 2
28945/563, 1
28945/88, 1
28947/238, 1
28947/83, 1
28949/133, 1
28949/164, 1
28949/374, 1
28950/100, 9
28951/108, 1
28952/211, 1
28952/303, 1
28953/179, 1
28954/100, 1
28954/267, 1
28954/323, 1
28954/83, 1
28955/172, 1
28955/778, 1
28958/101, 1
28958/235, 1
28959/254, 1
2896/207, 1
28960/113, 1
28961/226, 1
28961/272, 1
28963/413, 1
28964/137, 1
28965/100, 1
28965/247, 1
28966/145, 1
28966/485, 1
28966/85, 1
289664/813, 1
28967/148, 1
28967/88, 1
28968/107, 1
28969/150, 1
28969/181, 1
28969/371, 1
28970/121, 1
28972/123, 1
28975/100, 13
28975/303, 1
28975/343, 1
28976/169, 1
28976/201, 1
28976/301, 1
28977/10718, 1
28978/1839, 1
28978/629, 1
28978/83, 1
28980/293, 1
28980/361, 1
28981/126, 1
28981/82, 1
28983/109, 1
28984/100, 1
28985/189, 1
28987/106, 1
28988/123, 1
28989/388, 1
28990/101, 1
28990/307, 1
289902/1129, 1
28991/100, 1
28991/507, 1
28993/87, 1
28995/1162, 1
28995/127, 3
28996/193, 1
28997/108, 1
28998/149, 1
28999/152, 1
28999/190, 1
29/1, 12
29/4, 2
290/1, 10
2900/100, 13
29000/100, 14
29001/103, 1
29001/163, 1
29003/100, 1
29003/1210, 2
29003/99, 1
290039/1209, 1
29004/335, 1
29005/184, 1
29005/246, 1
29006/123, 1
29007/148, 1
29007/194, 1
29007/251, 1
29007/313, 1
29007/391, 1
29009/1570, 1
29010/101, 1
29010/821, 1
29012/169, 1
29012/201, 3
29012/97, 1
29015/122, 1
29017/108, 1
29019/233, 1
29020/519, 1
29021/191, 1
29021/267, 1
29022/173, 1
29023/150, 1
29024/163, 1
29024/99, 1
29025/100, 12
29025/1864, 1
29026/99, 1
29027/100, 1
29027/793, 1
29028/143, 1
29028/517, 1
29029/216, 1
2903/100, 1
29031/124, 1
29031/127, 1
29031/97, 1
29035/373, 1
29037/103, 1
29037/305, 1
29038/135, 1
29041/136, 1
29041/179, 1
29042/113, 1
29042/293, 1
29045/1237, 1
29045/211, 1
29045/221, 1
29047/567, 1
29049/142, 1
29049/349, 1
2905/100, 1
29050/100, 10
29053/177, 1
29053/198, 1
29053/217, 1
29053/641, 1
29054/505, 1
29055/113, 1
29055/199, 1
29056/101, 1
29057/100, 1
29057/127, 1
29057/211, 1
29059/230, 1
2906/49, 1
29060/701, 1
29061/520, 1
29063/114, 1
29063/971, 1
29065/147, 1
29065/82, 1
29066/85, 1
29067/343, 1
29067/98, 1
29068/100, 1
29068/139, 1
29069/162, 1
29071/407, 1
29073/130, 1
29073/229, 1
29073/94, 1
29075/100, 4
29077/378, 1
29077/448, 1
29079/200, 1
290797/944, 1
29080/207, 1
29083/166, 1
29083/351, 1
29083/443, 1
29084/97, 1
29087/207, 1
29087/220, 1
29089/103, 1
2909/298, 1
29090/277, 1
290905/1204, 1
29091/163, 1
29091/187, 1
29091/541, 1
29093/238, 1
29093/315, 1
29095/233, 1
29096/147, 1
29097/191, 1
29098/117, 1
29098/187, 1
29099/115, 1
29099/241, 1
291/1, 8
291/4, 1
29100/100, 20
291001/1365, 1
29101/1361, 1
29102/85, 1
29105/178, 1
29105/232, 1
29106/523, 1
29106/85, 1
29107/139, 1
29107/150, 1
29107/266, 1
29107/317, 1
2911/109, 1
2911/2111, 1
29110/191, 1
29111/102, 1
291121/1213, 1
29113/206, 1
29113/463, 1
29115/88, 1
29117/103, 1
29119/120, 1
291192/2249, 1
29120/167, 1
29122/135, 1
29123/134, 1
29123/87, 1
29125/100, 15
29125/83, 1
29126/407, 1
29127/290, 1
29127/88, 1
29131/111, 1
29131/196, 1
29131/215, 1
29131/290, 1
29131/362, 1
291319/832, 1
29132/281, 1
29132/293, 1
29135/146, 1
29135/253, 1
291361/1317, 1
29137/126, 1
29137/346, 1
29137/353, 1
29138/159, 1
29138/83, 1
29139/109, 1
29139/436, 1
2914/100, 1
2914/105, 1
29140/97, 1
29141/100, 1
29142/125, 1
291437/837, 1
29149/685, 1
29149/86, 1
2915/229, 1
29150/100, 10
29150/183, 1
29151/100, 1
291510/8177, 1
29152/100, 1
29152/103, 1
29153/136, 1
29153/2709, 1
29153/90, 1
29154/100, 1
29154/295, 1
291559/1009, 1
29156/395, 1
29157/82, 1
29161/183, 1
291619/3854, 1
29162/251, 1
29163/4096, 1
29165/338, 1
29165/442, 1
29166/100, 1
29167/118, 2
29167/360, 1
29167/95, 1
2917/61, 1
29170/199, 1
29171/130, 1
29171/84, 1
29173/1079, 1
29174/89, 1
29175/100, 7
29178/100, 1
29178/121, 1
29180/227, 1
29181/119, 1
291827/907, 1
29183/109, 1
29183/270, 1
29183/318, 1
29184/173, 1
29185/87, 1
29187/304, 1
29187/566, 1
29189/104, 1
29189/281, 1
29190/97, 1
29191/100, 1
29191/179, 1
29191/220, 1
29191/327, 1
29191/88, 1
29192/263, 1
29192/657, 2
29194/117, 1
29194/131, 1
29194/283, 1
29197/100, 1
29197/118, 1
29197/284, 1
29197/351, 1
291999/2201, 1
292/1, 14
29200/100, 20
29201/273, 1
29201/287, 1
29205/128, 1
29206/939, 1
29207/100, 1
29207/113, 1
29207/115, 1
29207/167, 1
29207/315, 1
29209/88, 1
29210/159, 1
29212/111, 1
29212/481, 1
29213/178, 1
29216/223, 1
29217/2120, 1
29217/229, 1
292189/1634, 1
29219/205, 1
29219/320, 1
29220/107, 1
29220/157, 1
29220/91, 1
29221/115, 1
29221/169, 1
29221/293, 1
292213/1283, 1
29223/125, 1
29223/190, 1
29223/260, 1
292232/1217, 1
29225/100, 9
29225/292, 1
29225/298, 1
29225/97, 16
292251/859, 1
29226/101, 1
29227/142, 1
29227/445, 1
29229/104, 1
29230/157, 1
29230/213, 1
29230/91, 1
29231/138, 1
29231/232, 1
29232/199, 1
29232/85, 1
292327/1125, 1
29234/389, 1
29235/386, 1
29236/141, 2
29236/85, 1
292369/1081, 1
29239/164, 1
2924/57, 1
29243/145, 1
29243/152, 1
29245/113, 5
29245/453, 1
29247/212, 1
29247/628, 1
29248/317, 1
29249/150, 1
29249/496, 1
29249/83, 1
2925/100, 9
2925/19, 1
29250/100, 103
29250/161, 1
29252/107, 1
29253/136, 1
292540/1243, 1
29255/122, 1
29255/216, 1
29256/85, 1
292588/817, 1
29259/184, 1
29260/103, 1
29260/153, 1
29261/163, 1
29261/252, 1
29261/512, 1
29263/175, 1
29264/100, 1
29267/265, 1
29269/139, 1
29269/302, 1
29271/271, 2
29271/95, 1
29272/225, 1
29273/102, 1
29274/109, 1
29275/100, 11
29275/122, 1
29275/277, 1
29277/398, 1
29277/92, 1
29278/253, 1
29279/108, 1
29279/121, 1
29279/132, 1
29279/164, 1
2928/19, 1
29280/109, 1
29281/113, 1
29282/249, 1
29283/103, 1
29283/400, 1
29283/428, 1
29284/333, 1
29285/100, 1
29285/136, 1
29287/108, 1
29287/91, 1
29288/107, 1
29289/100, 1
29289/175, 1
29289/212, 1
29289/227, 1
2929/94, 1
29290/100, 1
29290/169, 1
29291/1951, 1
29292/251, 1
29293/371, 1
29293/415, 1
29294/163, 1
29295/106, 1
29295/377, 1
29295/88, 1
29297/283, 1
29297/83, 1
29298/227, 2
29298/719, 1
29299/841, 1
293/1, 13
29300/100, 11
29300/87, 1
29301/176, 1
293019/1721, 1
29303/148, 1
29303/160, 1
29306/100, 1
29307/199, 1
29307/208, 1
29307/334, 1
29307/83, 1
29308/125, 1
29308/139, 1
29308/161, 1
29308/91, 1
2931/11, 1
29310/271, 1
29311/121, 1
29311/231, 1
29315/118, 1
29316/139, 1
29317/144, 1
29318/219, 1
29318/965, 1
29319/227, 1
29319/92, 1
2932/100, 1
2932/9, 1
293208/2543, 1
29321/165, 1
29321/96, 1
29324/100, 1
29324/403, 1
29325/100, 12
29325/127, 1
29325/224, 1
29325/277, 1
29327/166, 1
29328/100, 1
29329/103, 1
29329/166, 2
2933/5801, 1
29330/159, 2
29330/181, 1
29331/136, 1
29331/467, 1
29332/111, 1
29332/219, 1
29333/110, 1
29333/99, 1
29334/209, 1
29334/425, 1
29335/176, 1
29335/244, 1
29335/283, 1
29335/326, 2
29335/376, 1
29338/301, 1
29341/131, 1
29341/372, 1
29341/465, 1
29342/127, 1
29343/160, 1
29343/248, 1
29343/290, 1
29344/925, 2
29346/179, 2
29347/246, 1
29347/347, 1
29348/131, 1
29349/100, 1
29349/743, 1
293494/1469, 1
2935/3963, 1
29350/100, 17
29350/253, 1
29351/320, 1
29352/125, 1
29353/100, 1
29353/369, 1
29354/205, 1
29357/983, 1
29359/192, 1
29360/477, 1
29363/120, 1
29363/219, 1
29363/423, 1
29363/450, 1
29365/143, 1
293659/1051, 1
29367/199, 1
29367/283, 1
29367/613, 1
29371/109, 1
29371/225, 1
293713/2045, 1
29375/100, 6
29375/89, 1
29376/853, 1
29377/190, 1
29378/171, 3
29378/89, 1
29379/107, 1
29379/262, 1
29380/83, 1
29381/119, 1
29381/98, 1
29383/136, 1
29383/330, 1
29384/163, 2
29384/205, 1
29385/97, 1
29386/115, 1
29387/337, 1
29387/473, 1
29387/89, 1
29389/189, 1
29389/317, 2
29390/197, 1
29392/105, 1
29393/197, 1
29393/309, 1
29395/193, 1
29395/279, 1
29395/92, 1
29397/266, 1
29397/361, 1
29399/168, 1
29399/173, 1
294/1, 16
29400/100, 21
29401/275, 1
29403/193, 1
29404/109, 2
29404/91, 1
29405/131, 1
29406/175, 1
29407/535, 1
29407/97, 1
29408/93, 1
29409/263, 1
29409/344, 1
2941/1930, 1
2941/23, 1
29413/102, 1
29413/138, 1
29413/146, 1
29413/202, 1
29413/359, 1
29416/137, 1
29416/159, 1
29416/245, 1
29417/87, 1
29418/311, 1
29418/313, 1
29419/121, 1
29419/167, 1
29419/95, 1
294192/1075, 1
29421/134, 1
29421/97, 1
29422/149, 1
29422/505, 1
29423/460, 1
29424/311, 1
29424/323, 1
29425/100, 11
29425/103, 1
29425/213, 1
29426/123, 1
29426/531, 1
29428/85, 1
29429/188, 1
29429/91, 1
294294/829, 2
29430/100, 1
29431/100, 1
29432/191, 1
29432/505, 1
29433/110, 1
29433/86, 1
29434/181, 1
29434/289, 1
29435/102, 1
29437/310, 1
29439/100, 1
2944/1037, 1
2944/2819, 1
29440/197, 2
29441/198, 1
29441/208, 1
29441/223, 1
29441/539, 1
29443/121, 1
29443/416, 1
29446/451, 1
29447/251, 1
29448/265, 1
29449/159, 1
29449/95, 1
29450/100, 4
29451/149, 1
29452/123, 1
294525/1982, 1
29453/185, 1
29453/95, 1
29454/1529, 1
29454/197, 2
29455/111, 1
29455/181, 1
29456/271, 1
29457/115, 1
29457/85, 1
29458/239, 1
29459/112, 1
29461/149, 1
29461/509, 1
29462/101, 1
29462/517, 2
29463/100, 1
29463/218, 1
29463/451, 1
29464/289, 1
29464/339, 1
29465/279, 1
29467/254, 1
29468/261, 1
29469/100, 1
29469/112, 1
29470/233, 1
29471/163, 1
29471/94, 2
29473/186, 1
29474/121, 1
29474/153, 1
29475/100, 7
29476/263, 1
29477/100, 1
29477/163, 1
29477/452, 1
29479/209, 1
29479/253, 1
29479/347, 1
29480/113, 1
29481/2164, 1
29483/211, 2
29484/101, 1
29484/85, 1
29485/163, 1
29485/83, 1
29487/1165, 1
29488/100, 1
29490/91, 1
29491/117, 1
29491/272, 1
29491/304, 1
29493/100, 1
29495/83, 1
29496/100, 1
29496/133, 1
29497/109, 1
29497/139, 1
29497/164, 1
29498/621, 1
29499/82, 1
29499/94, 1
295/1, 13
295/4, 1
2950/100, 7
29500/100, 19
29500/487, 1
29503/100, 1
29503/183, 1
29503/251, 1
29503/325, 1
29503/392, 1
29504/227, 1
29504/93, 1
29507/108, 1
29509/153, 1
29509/208, 1
29511/385, 1
29512/83, 1
29514/209, 1
29514/97, 1
29515/152, 1
29515/347, 1
29515/97, 1
29517/223, 1
29518/273, 1
29519/136, 1
29519/143, 1
29519/270, 1
29520/359, 1
29521/156, 1
29522/355, 1
29523/109, 1
29523/146, 1
29525/100, 13
29525/123, 1
29527/221, 1
29527/92, 1
29527/99, 1
29528/199, 1
29528/263, 1
29528/401, 1
29528/91, 1
29529/491, 1
2953/630, 1
29530/147, 1
29531/100, 1
29531/300, 1
29531/348, 1
29531/587, 1
29532/119, 1
29533/136, 1
29533/310, 1
29533/344, 1
29534/131, 1
29538/383, 1
29539/126, 1
29539/290, 1
29541/104, 1
29541/238, 1
29543/139, 1
29543/147, 2
29544/100, 1
29544/109, 1
29545/100, 1
29545/512, 1
29546/103, 1
29546/349, 1
29549/207, 1
29550/100, 13
29552/100, 1
29553/101, 1
29557/244, 1
29558/119, 1
29558/121, 1
29558/769, 1
29559/1060, 1
29559/179, 1
29560/201, 1
29561/527, 1
29562/337, 1
29562/503, 1
29563/101, 1
29563/313, 1
29563/524, 1
295631/1212, 1
29564/100, 1
29564/291, 1
295641/1105, 1
29565/142, 1
29566/105, 1
29566/99, 1
29567/279, 1
29569/131, 1
29569/528, 1
29571/280, 1
29571/302, 1
29571/91, 1
29572/107, 1
29572/203, 1
295729/920, 1
29573/139, 1
29573/226, 1
29574/185, 1
29575/100, 8
29575/164, 1
29575/201, 1
29575/258, 1
29577/100, 1
29578/241, 1
29580/133, 1
29582/239, 1
29583/257, 1
29583/83, 1
29585/101, 1
29585/187, 1
29585/351, 1
29590/100, 1
29591/108, 1
29591/943, 1
29592/179, 1
29593/196, 2
29593/318, 1
295938/869, 1
29594/143, 1
29594/161, 1
29594/307, 1
29595/137, 1
29599/128, 1
296/1, 4
29600/100, 21
29602/1983, 1
29603/150, 1
296048/905, 1
29606/539, 1
29608/309, 1
29609/303, 1
29609/567, 1
29611/141, 1
29613/269, 1
29614/101, 1
29614/183, 1
29615/168, 1
29615/441, 1
29617/104, 1
29618/303, 1
2962/100, 1
29620/199, 1
296204/1365, 1
29625/100, 13
29627/100, 1
29628/289, 1
29628/349, 1
29629/125, 1
29629/278, 1
2963/107, 1
29630/173, 1
29631/202, 1
29633/100, 1
29635/173, 1
29639/100, 1
29640/101, 1
29641/181, 1
29642/615, 1
29643/100, 1
29643/268, 1
29644/201, 1
29644/245, 1
29645/233, 1
29647/130, 1
29649/106, 1
2965/108, 1
29650/100, 22
296519/840, 1
29653/124, 1
29653/150, 1
29653/222, 1
29653/246, 1
29653/279, 1
29653/457, 1
29653/789, 1
29653/841, 1
29655/362, 1
29656/151, 1
29657/100, 1
29657/143, 1
29657/258, 1
29657/333, 1
29658/365, 1
29659/130, 1
29661/151, 1
29661/169, 1
29663/85, 1
29664/337, 1
296648/4087, 1
29665/118, 1
29665/262, 1
29665/392, 1
29667/233, 1
29670/100, 1
296723/859, 1
29673/412, 1
29673/569, 1
29674/419, 1
29675/100, 5
29675/1117, 1
29675/116, 1
29677/113, 1
29677/126, 1
29677/230, 1
29679/262, 1
29680/87, 1
29681/130, 1
29681/308, 1
29681/357, 1
29682/245, 1
29683/304, 1
29683/95, 1
29684/83, 1
29685/287, 1
29685/88, 1
29686/1467, 1
29687/449, 1
29688/119, 1
29689/945, 1
2969/15, 1
2969/1834, 1
29690/187, 2
296903/1002, 1
29691/235, 1
29693/337, 1
29696/173, 1
29698/233, 1
29699/815, 1
297/1, 11
29700/100, 20
29701/111, 1
29702/535, 1
29703/277, 1
29703/536, 1
29705/203, 1
29705/248, 1
29706/757, 1
29707/254, 1
29707/374, 1
29708/157, 1
29708/221, 1
29709/308, 1
2971/100, 1
29710/149, 1
29712/143, 1
29717/237, 1
29717/361, 1
29719/225, 2
2972/11, 1
29721/125, 1
29721/256, 1
29721/260, 1
29721/311, 1
29721/560, 1
29723/106, 1
29725/100, 13
29725/279, 1
29727/112, 1
29727/227, 1
29728/109, 1
29728/133, 1
29729/405, 1
2973/128, 1
2973/796, 1
29731/254, 1
297327/2047, 1
29733/118, 1
29733/508, 1
29734/177, 1
29734/83, 1
29735/283, 1
29735/91, 1
297366/1129, 1
29737/174, 1
29737/315, 1
297374/3257, 1
29738/171, 1
29738/323, 1
29740/161, 1
29741/208, 1
29741/89, 1
297419/957, 1
29742/91, 1
29743/135, 1
29744/100, 1
29745/1168, 1
29745/167, 1
29747/361, 1
29747/84, 1
29747/87, 1
29749/159, 2
29749/863, 1
2975/100, 10
2975/2386, 1
29750/100, 10
29750/389, 1
29752/99, 1
29753/165, 1
29753/166, 2
29753/282, 1
29753/405, 1
29755/288, 1
29755/302, 1
29756/295, 1
29757/226, 2
29757/430, 1
29757/502, 1
29758/161, 1
29759/160, 1
29759/272, 1
29759/783, 1
29761/100, 1
29765/439, 1
29766/85, 1
29767/157, 1
29767/171, 1
29767/278, 1
29767/524, 1
29768/123, 1
29768/491, 1
297685/1634, 1
2977/144, 1
29773/93, 1
29774/85, 1
29775/100, 9
29775/464, 1
29777/196, 1
29777/354, 1
29777/87, 1
29779/239, 1
29779/91, 1
29781/142, 1
29781/172, 1
29781/262, 1
29782/393, 1
29783/1024, 1
29783/201, 1
29783/363, 1
29786/357, 1
29787/182, 1
29788/201, 1
297884/869, 1
29789/100, 1
29789/121, 1
29789/247, 1
29789/290, 1
29789/91, 1
297903/2818, 1
29791/187, 1
29791/270, 1
29791/348, 1
29791/510, 1
29797/169, 1
29798/177, 1
29799/190, 1
29799/211, 2
298/1, 12
29800/100, 21
29800/109, 1
29801/128, 1
29801/282, 1
29803/114, 1
29803/151, 1
29804/117, 1
29805/178, 1
29805/196, 1
29806/141, 1
29809/127, 1
29809/186, 1
2981/46, 1
29811/179, 1
29811/217, 1
29813/200, 1
29813/428, 1
29815/288, 1
29816/1345, 1
29816/85, 1
29817/112, 1
29817/142, 1
29817/185, 1
29817/296, 1
29818/100, 1
29819/177, 1
29819/255, 1
298191/1009, 1
298193/834, 1
29820/263, 1
29821/105, 1
29821/159, 1
29825/100, 9
29825/133, 1
29825/246, 1
29825/329, 1
29828/127, 1
29828/155, 1
29828/163, 1
29828/93, 1
29829/100, 1
29829/86, 1
29830/379, 1
29831/110, 1
29831/295, 1
29832/109, 1
29835/100, 1
29835/236, 1
29839/120, 2
29839/186, 1
29843/111, 1
29843/290, 1
29845/152, 1
29846/215, 1
29849/1110, 1
29849/168, 1
29849/316, 1
29850/100, 14
29853/106, 1
29853/253, 1
29854/343, 1
29855/122, 1
29855/123, 1
29858/257, 1
29860/233, 1
29861/140, 1
29861/500, 1
29861/95, 1
29861/98, 1
29863/114, 1
29863/168, 1
29863/93, 1
29863/96, 1
29864/149, 1
29865/92, 1
29866/351, 1
29867/140, 1
29867/251, 1
29867/531, 1
29869/117, 1
29869/312, 19
29869/380, 1
29870/131, 1
29870/223, 1
29871/187, 1
29872/211, 1
29872/249, 1
29873/122, 1
29873/196, 1
29874/131, 1
29875/100, 8
29875/181, 1
29876/221, 1
29877/308, 1
29877/350, 1
29878/137, 1
29879/1024, 1
29879/110, 1
29879/144, 1
29879/96, 1
2988/4993, 1
29881/112, 1
29881/126, 1
29881/133, 1
29881/138, 1
29881/95, 1
29882/281, 1
298821/1208, 1
29883/100, 1
29887/122, 1
29887/175, 1
29888/149, 1
29888/201, 1
29888/267, 1
29888/87, 1
29889/155, 1
29889/95, 1
29890/223, 1
29891/178, 1
29893/195, 1
29894/209, 1
29895/148, 1
29895/239, 1
29896/205, 1
29896/377, 1
29897/170, 1
29898/91, 1
29899/190, 1
29899/196, 1
29899/228, 1
299/1, 13
299/2, 1
29900/100, 17
29901/353, 1
29902/229, 1
29902/359, 1
29903/179, 1
29903/419, 1
29904/325, 1
29905/114, 1
29906/179, 1
29906/87, 1
29907/473, 1
29909/161, 1
29909/442, 1
29911/212, 1
29911/246, 1
29911/247, 2
29914/100, 1
29914/101, 1
29914/125, 1
29914/227, 1
29914/265, 1
29915/114, 1
29915/204, 1
29915/278, 1
29915/294, 1
29915/96, 1
29916/211, 1
29917/212, 1
29917/252, 1
29918/227, 1
29918/353, 1
29918/799, 1
29919/137, 1
29923/148, 1
29923/183, 1
29923/455, 1
29923/577, 1
29924/121, 1
29924/337, 1
29925/100, 3
29925/151, 1
29927/1138, 1
29927/273, 1
29927/963, 1
29929/134, 1
29929/380, 1
29930/211, 1
29931/119, 1
29931/188, 1
29933/104, 2
29933/172, 1
29933/604, 1
29934/139, 1
29934/209, 1
29935/126, 1
29935/206, 1
29935/274, 1
29937/118, 1
29938/191, 1
299387/1251, 1
29939/272, 1
29939/344, 1
29941/3091, 1
29943/298, 1
29944/100, 1
29945/128, 1
29945/131, 1
29945/408, 1
29946/97, 1
29947/118, 1
2995/100, 1
29950/100, 10
29950/673, 1
29951/409, 1
29952/145, 1
29953/92, 1
29957/166, 1
29959/100, 1
29959/137, 1
29960/101, 1
29961/154, 1
29961/97, 1
299628/863, 1
29963/90, 1
29965/194, 1
299668/905, 1
29968/253, 1
29968/837, 1
29969/119, 1
29969/318, 1
29970/277, 1
29971/125, 1
29972/409, 1
29973/127, 1
29973/268, 1
29974/187, 1
29975/100, 8
29975/398, 1
29976/139, 1
29976/221, 1
29977/185, 1
29977/253, 1
29979/100, 1
29979/119, 1
29979/133, 1
29979/149, 1
29981/334, 1
299811/1811, 1
29983/217, 2
29983/305, 1
29983/89, 1
29984/109, 1
29986/197, 1
299879/840, 1
29989/131, 1
29989/461, 1
29989/830, 1
2999/43430, 1
29990/100, 2
29990/113, 1
29990/333, 1
29991/163, 1
29992/95, 1
29993/118, 1
29993/258, 1
29993/87, 2
29994/97, 1
29995/282, 1
29995/298, 1
29998/257, 1
29998/91, 1
29999/201, 1
29999/232, 1
29999/98, 1
3/1, 15
30/1, 9
300/1, 13
300/100, 14
3000/100, 17
30000/100, 19
30002/100, 1
30002/209, 1
300029/1208, 1
30003/347, 1
30003/392, 1
30005/146, 1
30005/311, 1
30006/265, 1
30007/298, 1
30007/93, 1
30009/128, 1
30009/131, 1
30009/274, 1
30010/189, 1
30010/283, 1
30011/348, 1
30013/1173, 1
30013/291, 1
30014/231, 1
30014/485, 1
30017/140, 1
30017/176, 1
30018/151, 1
30019/106, 1
30021/104, 1
30021/127, 1
30022/99, 1
30023/257, 1
30025/100, 11
30026/613, 1
30027/196, 1
30027/211, 1
30027/3496, 1
30028/193, 1
30029/200, 1
30029/230, 1
30029/530, 1
30029/96, 1
300291/1003, 1
30031/457, 1
30032/189, 1
30033/202, 1
30034/111, 1
30034/237, 1
30035/159, 1
30036/100, 1
30037/400, 1
30038/201, 1
30040/100, 1
30040/103, 1
30040/129, 1
30041/274, 1
30043/223, 1
30043/90, 1
30046/353, 1
30046/377, 1
30047/1390, 1
30047/232, 1
30047/309, 1
30049/178, 1
30049/221, 1
30049/877, 1
3005/2048, 1
3005/3162, 1
30050/100, 9
30050/283, 1
30051/158, 1
30054/401, 1
30055/468, 1
30057/106, 1
30058/99, 1
30059/98, 1
30060/91, 1
300607/1753, 1
30061/380, 1
30061/533, 1
30061/732, 1
30063/122, 1
30063/149, 1
30063/332, 1
30064/107, 1
30064/131, 1
30064/203, 1
300642/1021, 1
30065/100, 1
30065/218, 1
30066/100, 1
30066/683, 1
30068/131, 1
30068/273, 1
3007/220, 1
30071/561, 1
30072/100, 1
30072/155, 2
30073/100, 1
30073/129, 1
30073/156, 1
30075/100, 7
30076/115, 1
30077/167, 1
30079/264, 1
30079/90, 1
30080/100, 1
30080/233, 1
30081/91, 1
30082/121, 1
30082/131, 1
30083/114, 1
30083/120, 1
30083/140, 1
30085/521, 1
30085/96, 1
300866/1361, 1
30087/116, 1
30088/399, 1
30089/100, 1
30089/3017, 1
3009/100, 1
30090/101, 1
30090/121, 1
