ifds_CompressedBitsPerPixel ,Count
20137928/5038848, 1
20138320/5038848, 1
20138712/9980928, 1
20139048/9980928, 1
20139104/9980928, 1
20139256/4915200, 1
2014/983, 1
20140064/9980928, 1
20140952/9980928, 1
20141176/5038848, 1
20141200/9980928, 1
20142720/4915200, 1
20143576/4915200, 1
20144144/9980928, 1
20144344/5038848, 1
2014470/629856, 1
20145688/9980928, 1
20145784/4915200, 1
20145944/9980928, 1
20145992/9980928, 1
20146064/5038848, 1
20146088/5038848, 1
20146520/9980928, 1
20146984/9980928, 1
20147056/5038848, 1
2014707/843750, 1
2014726/843750, 1
20147776/4915200, 1
20148096/5038848, 1
20148104/9980928, 1
20148384/9980928, 1
20149040/5038848, 1
20149128/7990272, 1
2014945/843750, 1
20149664/5038848, 1
20149896/5038848, 1
20150432/9980928, 1
20150560/5038848, 1
20150792/4915200, 1
20150872/5038848, 1
20151040/7990272, 1
20151504/9980928, 1
20151776/5038848, 1
20152168/9980928, 1
20152320/7471104, 16
20152320/7990272, 707
20152408/5038848, 1
20152864/9980928, 1
20153304/9980928, 1
20153560/9980928, 1
20153640/4915200, 1
20154440/9980928, 1
20154496/9980928, 1
20154768/5947392, 1
20154816/5038848, 1
20154880/9980928, 1
20155168/9980928, 1
20155272/9980928, 1
20155896/9980928, 1
20156408/5038848, 1
20156488/9980928, 1
20156688/9980928, 1
20157848/5038848, 2
20157904/9980928, 1
20157952/9980928, 1
2015798/629856, 1
20158776/9980928, 1
20159016/4915200, 1
20159160/5038848, 1
20160096/4915200, 1
20160432/9738912, 1
20160760/9980928, 1
20162104/5038848, 1
20162536/5038848, 1
20162656/9980928, 1
20162696/5038848, 1
20163240/9980928, 1
20164168/9980928, 1
20164192/5038848, 1
20164448/9980928, 1
20164472/4915200, 1
20164488/9980928, 1
20164536/9980928, 1
20164648/9980928, 1
20164792/7990272, 1
20165112/9980928, 1
20165136/5038848, 1
20165576/9980928, 1
20165608/9980928, 1
20165800/9980928, 1
20165928/9980928, 1
20166120/9980928, 1
20167280/9980928, 1
20167544/5038848, 1
20168360/9980928, 1
20168376/5038848, 1
20168600/4915200, 1
20169080/9980928, 1
20169600/9980928, 1
20169680/5038848, 1
20169896/5038848, 1
20170160/9980928, 1
20170296/4915200, 1
20170336/9980928, 1
20170696/9980928, 1
20170760/5038848, 1
20170832/9980928, 1
20172264/9980928, 1
20172544/9980928, 1
20173016/9980928, 1
20173640/4915200, 1
20173640/9980928, 1
20173848/5038848, 1
20174056/5038848, 1
20174600/5038848, 1
20174624/5038848, 1
20174752/5038848, 1
2017588/629856, 1
20177224/9980928, 1
20177360/9980928, 1
20177560/5038848, 3
20177672/9980928, 1
20177744/10140544, 1
20177744/5038848, 1
20177904/5947392, 1
20178416/5038848, 1
20178712/5038848, 1
20179296/9980928, 1
20179696/4915200, 1
20179984/4915200, 1
20180008/9980928, 1
20180320/9980928, 1
20180776/5038848, 1
20180904/5038848, 1
20181216/9980928, 1
20181280/9980928, 1
20181872/5038848, 1
20182608/7077888, 1
20182688/4915200, 1
20183040/4915200, 1
20183512/9980928, 1
20183936/9980928, 1
2018410/1269600, 1
2018416/629856, 1
20184800/9980928, 1
20185920/10140544, 1
20186064/4915200, 1
20186480/4915200, 1
20186496/7990272, 1
20187800/5038848, 1
20187832/9980928, 1
2018830/843750, 1
20188664/4915200, 1
20188832/9980928, 1
20188848/9980928, 1
20189096/7990272, 1
20189128/9980928, 1
20189384/5038848, 1
20189608/9980928, 1
20189640/9980928, 1
20190064/9980928, 1
20190328/9980928, 1
20190680/9980928, 1
20190728/9980928, 1
20191232/5038848, 1
20191264/9980928, 1
20191840/9980928, 1
20191912/5038848, 1
20192040/9980928, 1
2019280/843750, 1
20193336/9980928, 1
20193672/9980928, 1
20193680/9980928, 1
2019418/1269600, 1
20194216/9980928, 1
20194664/5038848, 1
20194696/9980928, 1
20194968/9980928, 1
20195816/9980928, 1
20196048/9980928, 1
20196072/9980928, 1
20197304/9980928, 2
20197440/5038848, 1
20198400/5038848, 1
20198536/9980928, 1
20198696/9980928, 1
20198944/9980928, 1
20199336/5038848, 1
20200104/4915200, 1
20200392/9980928, 1
20200712/4085760, 1
20201360/9980928, 1
20201744/9980928, 1
20203288/7603200, 1
20203344/4915200, 1
2020372/843750, 1
20203736/5308416, 1
20203960/5038848, 1
20204152/9980928, 1
20204464/9980928, 1
20204936/5038848, 3
20205296/4915200, 1
20205392/4915200, 1
20205992/9980928, 1
20206640/9980928, 1
20206680/4915200, 1
20207112/5038848, 1
20207320/9980928, 1
20207368/4915200, 1
2020821/1269600, 1
20208312/9980928, 1
20208576/9980928, 1
20208664/4915200, 1
20209176/5038848, 1
20209856/5038848, 1
20210616/5038848, 1
20210952/5038848, 2
20211176/5947392, 1
20211296/5038848, 1
2021215/843750, 1
20212160/9980928, 1
20212328/9980928, 1
20212448/9980928, 1
20212472/4915200, 1
20213176/5038848, 1
20213336/5038848, 1
20213456/7990272, 1
20213632/10140544, 1
2021376/786432, 1
20213768/9980928, 1
20214104/9980928, 1
20215336/9980928, 1
20215344/5038848, 1
20215568/9980928, 1
20215680/5038848, 1
20216000/9980928, 1
20216072/5038848, 1
20216456/5038848, 1
20216472/5038848, 1
20216552/7680000, 1
20216552/9980928, 1
20216704/9980928, 1
20217016/5038848, 1
20217072/4915200, 1
20217440/9980928, 1
2021778/843750, 1
2021783/843750, 1
20218040/9980928, 1
2021815/629856, 1
20218480/5038848, 1
2021884/843750, 1
2021887/843750, 1
20219096/9980928, 1
20219192/9980928, 1
20219384/5038848, 1
2022053/843750, 1
20221016/9980928, 1
2022172/843750, 1
20221840/9980928, 1
20222296/9980928, 1
2022246/843750, 1
20222872/9980928, 1
20223040/9980928, 1
20223080/9980928, 1
20223120/9980928, 1
20223728/10581504, 1
20223816/9980928, 2
20223944/9980928, 1
20224376/5038848, 1
20224864/9980928, 1
20225408/5038848, 1
20226048/5038848, 1
20226432/4915200, 1
20226800/9980928, 1
20226824/7077888, 1
20227032/9980928, 1
20227088/5038848, 1
2022719/843750, 1
20227904/7990272, 1
20228224/5038848, 1
20228256/4915200, 1
20228656/4915200, 1
20229240/5038848, 1
20230448/5038848, 1
20230784/9980928, 1
20230976/9980928, 1
20231048/5038848, 1
2023106/843750, 1
20231496/10140544, 1
20231584/5038848, 1
20232000/4915200, 1
20232232/9980928, 1
20232312/9980928, 1
20233200/5038848, 1
20233816/10140544, 1
20233896/9980928, 1
20234416/9980928, 1
20234776/9980928, 1
20234792/4915200, 1
20235216/4915200, 1
20235248/9980928, 1
2023574/843750, 1
20235960/7990272, 1
20235984/7990272, 1
20236992/9980928, 1
20237352/7990272, 1
2023831/843750, 1
20238752/5038848, 1
20238840/9980928, 1
20239496/9980928, 1
20239688/9980928, 1
20239696/9980928, 1
20239904/9980928, 1
20240064/5038848, 1
20240456/4915200, 1
20240584/9980928, 1
2024154/843750, 1
20241848/9980928, 1
20242920/5038848, 1
20242936/9980928, 1
20243056/7990272, 1
20243328/5038848, 1
2024423/843750, 1
20245600/9980928, 1
20246208/9980928, 1
20246256/9980928, 1
20246264/10140544, 1
20246464/9980928, 1
2024648/786432, 1
2024659/843750, 1
20247072/5038848, 1
2024717/843750, 1
20247264/9980928, 1
20248296/9980928, 1
20248680/9980928, 1
20248744/4915200, 1
20248768/5038848, 1
20250344/5038848, 1
20250688/5038848, 1
20251216/9980928, 1
20251872/5038848, 1
20252120/5038848, 1
20252472/9980928, 1
20252616/4915200, 1
20252888/9980928, 1
20253232/5038848, 1
20253832/9980928, 2
20254280/9980928, 1
20254328/9980928, 1
20255264/10140544, 1
20255536/9980928, 1
20255584/9980928, 1
20255848/5038848, 1
20255936/9980928, 1
20255968/5038848, 1
20256176/4915200, 1
20256672/7077888, 1
20257032/9980928, 1
20257160/9980928, 1
20257584/9980928, 1
20257784/9980928, 1
20257808/9980928, 1
20257832/7657344, 1
20257968/9980928, 1
20258752/9980928, 1
20259032/3981312, 1
20259312/9980928, 1
20259560/5038848, 1
20259576/4915200, 1
2026095/843750, 1
20261056/4915200, 1
20261752/5038848, 1
20262624/5038848, 1
20262672/9980928, 1
20262944/5038848, 1
20263/10079, 2
2026396/843750, 1
20263960/12000000, 1
2026519/843750, 1
20265408/5947392, 1
20265880/9980928, 1
20265960/7951104, 1
20266080/9980928, 1
20266688/5038848, 1
20267088/9980928, 1
20267528/9980928, 1
20268144/9980928, 1
20268320/5038848, 1
20269336/7990272, 1
20269560/9980928, 1
20270240/4915200, 1
20270304/9980928, 1
20270328/9980928, 1
20271312/9980928, 1
20271504/7951104, 1
20271784/9980928, 1
20272640/5947392, 1
20272720/9980928, 1
20273056/5947392, 1
20273432/9980928, 1
20273512/5038848, 1
2027368/843750, 1
20273776/10256768, 1
20274904/5038848, 1
20274992/4915200, 1
20275488/5038848, 1
2027598/1990656, 1
2027759/1500000, 1
20278224/7077888, 1
20278320/9980928, 1
20278592/4915200, 1
20278784/5038848, 1
20278976/9980928, 1
2028007/843750, 1
2028042/1269600, 1
20280616/5038848, 1
20280624/5038848, 1
20281216/9980928, 1
20281384/9980928, 1
20282024/7990272, 1
20282832/9980928, 1
20284096/5038848, 1
20284512/5038848, 1
20285296/9980928, 1
20285784/9980928, 1
20286112/5038848, 1
2028619/843750, 1
20286408/7077888, 1
20286520/9980928, 1
20287008/5038848, 1
20287144/5038848, 1
20287664/5038848, 1
20287728/5038848, 1
20287736/5947392, 1
20289704/9980928, 1
20289896/9980928, 1
20289944/7077888, 1
2029087/1269600, 1
20291424/5038848, 1
20291552/9980928, 1
20291624/9980928, 1
20291888/9980928, 1
20293472/9980928, 1
20294000/9980928, 1
20294096/5038848, 1
20294696/10140544, 1
20294760/10660864, 1
20295064/9980928, 1
20295536/9980928, 1
2029568/843750, 1
20295896/4915200, 1
2029593/843750, 1
20297768/9980928, 1
2029790/843750, 1
20298528/5038848, 1
2029860/843750, 1
20298600/9980928, 1
20298728/5038848, 1
20299640/9980928, 1
20300176/4915200, 1
20300432/5947392, 1
20300672/5038848, 1
20300776/9738912, 1
2030082/843750, 1
20300912/9980928, 1
20300976/5038848, 1
2030179/843750, 1
20301872/4915200, 1
20302248/9980928, 1
2030228/843750, 1
20302456/9980928, 1
2030379/843750, 1
2030402/843750, 1
20304248/4915200, 1
20304536/9980928, 1
20304552/9980928, 1
20304936/5038848, 1
20304992/9980928, 1
20305040/9980928, 1
20306360/5947392, 1
20306744/10242240, 1
2030728/843750, 1
20307280/5947392, 1
20307400/10140544, 1
2030758/843750, 1
2030857/843750, 1
20308992/9980928, 1
20309240/9980928, 1
20311016/9980928, 1
20311112/5038848, 2
20311992/7990272, 1
20312208/9980928, 1
20312352/4915200, 1
2031256/786432, 1
20312592/10140544, 1
20312768/4915200, 1
20313168/5038848, 1
20313440/5038848, 1
20313600/9980928, 1
20313848/7990272, 1
20314944/4915200, 1
20315520/9980928, 1
20316144/7680000, 1
2031615/843750, 1
20316248/9980928, 1
20316392/5038848, 1
20317016/5038848, 1
20317288/5038848, 1
20317320/9738912, 1
20317384/10614912, 1
20318080/9980928, 1
20318368/4085760, 1
20318456/9980928, 1
20319808/9980928, 1
20319904/5947392, 1
20320520/9980928, 1
20320976/9980928, 1
20322584/5038848, 1
2032261/629856, 1
20323760/7077888, 1
20324008/5038848, 1
20325200/4915200, 1
20327352/10614912, 1
20328776/9980928, 1
20328872/5038848, 1
20329824/9980928, 1
20329944/9980928, 1
2032997/843750, 1
20330704/5038848, 1
20330976/5038848, 1
20331040/9980928, 1
20331816/5038848, 1
2033451/629856, 1
20334816/5038848, 1
20335648/4915200, 1
20336440/9980928, 1
20336496/9980928, 1
20336544/9980928, 1
2033757/629856, 1
20337648/10140544, 1
20337792/5038848, 1
20338536/9738912, 1
20338896/7657344, 1
20339152/5038848, 1
20340144/10140544, 1
2034086/629856, 1
20341584/9980928, 1
20341656/5038848, 1
20342176/5038848, 1
20342488/5038848, 1
20343224/8871936, 1
20343352/5038848, 1
20343792/5947392, 1
20344896/7077888, 1
20345384/9980928, 1
20346304/8871936, 1
20346896/10030240, 1
20347336/7990272, 1
20347712/10140544, 1
20348256/5304960, 1
20348504/7077888, 1
20348712/7990272, 1
2034898/843750, 1
20349088/5038848, 1
20349280/5038848, 1
20349336/9980928, 1
20349504/5947392, 1
2034976/786432, 1
20350480/5038848, 1
2035230/843750, 1
20352472/9738912, 1
20352592/9980928, 1
20352616/5308416, 1
20353112/5038848, 1
2035317/843750, 1
2035390/1269600, 1
20357008/9980928, 1
20357032/9738912, 1
20357744/5038848, 1
20358096/9980928, 1
20358848/9980928, 1
20359144/9980928, 1
20359296/9980928, 1
20359640/5947392, 1
20359656/5038848, 1
20359760/9980928, 1
20361792/5038848, 1
20361880/8871936, 1
20362032/9980928, 1
20364280/5038848, 1
20364784/5038848, 1
20365280/5038848, 1
20365544/5038848, 1
20369184/5038848, 1
20369672/9980928, 1
2036978/629856, 1
2037072/786432, 2
20371584/5038848, 1
20371624/9980928, 1
20371944/7990272, 1
20372024/9980928, 1
20372352/9980928, 1
20372408/9980928, 1
20372840/10256768, 1
20372936/10140544, 1
20372960/4915200, 1
20373152/9980928, 1
20373672/5038848, 2
20374360/5038848, 1
20374752/9980928, 1
20374968/9980928, 1
20375520/4915200, 1
20375624/5038848, 1
20376576/5308416, 1
20376576/8871936, 1
20376888/5038848, 1
20376936/5947392, 1
20378240/9980928, 1
20379064/5038848, 1
20379824/5038848, 1
20380120/9980928, 1
20380384/9980928, 1
2038112/843750, 1
20381944/5947392, 1
20382472/9980928, 1
20382856/5947392, 1
2038328/786432, 1
20383960/9980928, 1
20384144/9980928, 1
20384504/5038848, 1
2038496/738048, 1
20385688/5038848, 1
20385888/5038848, 1
20386408/7990272, 1
20386672/9980928, 1
20386776/7077888, 1
20386992/5038848, 1
20387048/3981312, 1
20387712/5038848, 1
20388056/5038848, 1
2038878/1269600, 1
20388840/5947392, 1
20389272/7077888, 1
20389968/9980928, 1
20390328/10140544, 2
20390480/9980928, 1
2039284/1269600, 1
2039303/629856, 1
20393640/5038848, 1
2039384/786432, 1
20394392/5038848, 1
20394656/7990272, 1
20395696/10140544, 1
20395736/5038848, 1
20395792/5038848, 1
20396328/9980928, 1
20397248/5038848, 1
20397888/10256768, 1
20398224/5038848, 1
2039854/629856, 1
20399608/5038848, 1
20399952/9980928, 1
204/100, 1
20400120/9937152, 1
20400256/9980928, 1
20400640/5038848, 1
20402272/4085760, 1
20402704/5038848, 1
20402728/5038848, 1
20402728/9980928, 1
2040313/629856, 1
20403952/9980928, 1
20404160/9980928, 1
20404464/12000000, 1
20405296/5038848, 1
20405688/7990272, 1
2040570/1269600, 1
20406392/5038848, 1
20407648/9980928, 1
20407808/5038848, 1
2040840/786432, 1
20408912/7077888, 1
20409160/5038848, 1
20409200/10140544, 1
20409880/9980928, 1
20410096/9980928, 2
20411720/9980928, 1
20412192/10140544, 1
20412536/5947392, 1
20412856/7077888, 1
20413688/9980928, 1
20414088/9980928, 1
20416304/5038848, 1
20416616/4915200, 1
20417232/9980928, 1
20417512/5038848, 1
20418400/4915200, 1
20418440/7680000, 1
20419736/9980928, 1
20419920/9980928, 1
20422504/9980928, 1
20422768/5038848, 1
20422904/7990272, 1
20423048/5038848, 1
2042306/629856, 1
20423752/5947392, 1
20423944/9980928, 1
20425312/5304960, 1
2042536/786432, 1
2042611/843750, 1
20426416/5038848, 2
20426576/9980928, 1
20427192/9980928, 1
20427272/5038848, 1
20428152/5038848, 1
20428992/9980928, 1
20430888/5038848, 1
20431352/9980928, 1
20431776/5038848, 1
20432376/9980928, 1
20433520/5038848, 1
2043393/1269600, 1
20435296/7990272, 1
20437144/4915200, 1
20439040/5038848, 1
20439448/5038848, 1
20440320/5947392, 1
20440352/9980928, 1
2044112/843750, 1
20443648/10140544, 1
20444040/5947392, 1
20444168/9980928, 1
20444232/5038848, 1
20445432/9980928, 1
20446224/7077888, 1
20447224/10614912, 1
20448648/7990272, 1
20448648/9980928, 1
20449912/5038848, 1
2045131/629856, 1
20451808/4915200, 1
20452056/5947392, 1
20453896/9980928, 1
20454536/9980928, 1
20455440/9980928, 1
20456672/9980928, 1
2045672/663552, 1
2045808/786432, 1
20459024/5038848, 1
20459664/9738912, 1
20460448/7990272, 1
20460640/7077888, 1
2046080/786432, 1
20461896/5038848, 1
20462528/10527232, 1
20463136/7657344, 1
20464080/9980928, 1
20465232/9980928, 1
20465480/9980928, 1
20466936/5038848, 1
20468584/10256768, 1
20469984/9980928, 1
20470800/9980928, 1
2047112/786432, 2
20472600/5038848, 1
20473216/5038848, 1
20473360/4915200, 1
2047351/1269600, 1
2047366/1269600, 1
20473760/4915200, 1
20474552/9980928, 1
20474688/4915200, 1
20478336/11533632, 1
20478544/9980928, 1
20479232/4915200, 1
2048000/1228800, 9
2048000/3145728, 287
2048000/480000, 1
2048000/786432, 12
20480000/3981312, 47
20480000/8871936, 152
20480800/5038848, 1
20481752/9980928, 1
2048190/843750, 1
2048242/1500000, 1
20482600/9980928, 1
20483800/9980928, 2
20484528/7990272, 1
20485464/7077888, 1
20486504/4085760, 1
20486936/7990272, 1
2048701/629856, 1
20487408/12887600, 1
20487464/5038848, 1
20488624/11011968, 1
20488920/5038848, 1
20489320/9980928, 1
20492096/9980928, 2
20492216/5038848, 1
2049243/843750, 1
20493168/5038848, 1
20493376/10140544, 1
2049410/1500000, 1
20496824/5038848, 1
2049768/786432, 1
20497712/5038848, 1
20497824/5038848, 1
20497920/5038848, 1
2049821/1500000, 1
2049887/1500000, 1
20499896/5038848, 1
20499952/5038848, 1
205/100, 1
20500096/5038848, 1
20500968/5038848, 1
20501656/5038848, 1
20502592/5038848, 1
20503768/5038848, 1
20503800/9980928, 1
20504656/9738912, 1
20505472/9980928, 1
20505968/5038848, 1
2050634/843750, 1
20506608/9980928, 1
20506672/5947392, 1
20506840/4915200, 1
20506936/7077888, 1
20507784/4085760, 1
20508248/5947392, 1
20509816/5038848, 1
20514576/10140544, 1
20514824/7990272, 1
20516312/9980928, 1
20516408/5038848, 2
20517384/5947392, 1
20517808/5308416, 1
20518272/5038848, 1
20519904/5038848, 1
2052031/663552, 1
20520896/9980928, 1
20522256/5947392, 1
20522832/5038848, 1
20523072/5038848, 1
20524336/5947392, 1
20525088/9980928, 1
20526656/5947392, 1
20527864/5038848, 1
2052901/843750, 1
20529624/13996800, 1
20529800/10140544, 1
20531264/5947392, 1
20532368/5038848, 1
20532440/5038848, 1
20533032/7077888, 1
2053347/629856, 1
2053376/786432, 1
20533928/5038848, 1
20534200/9980928, 1
20535352/10140544, 1
20537568/9980928, 1
20539888/5038848, 1
20540088/5038848, 1
20541712/5038848, 1
20541896/7077888, 1
20545432/5038848, 1
20545624/9980928, 1
2054578/1500000, 1
20545952/5038848, 1
20546712/7077888, 1
20546816/7990272, 1
20547208/9980928, 1
20548040/5038848, 1
20548456/5038848, 1
20549056/10660864, 1
20549456/10030240, 1
20549544/9980928, 1
2055020/629856, 1
20550344/10140544, 1
20550456/9980928, 1
20551184/5308416, 1
20551904/5947392, 1
20552464/7077888, 1
20554320/5038848, 1
2055461/843750, 1
20554664/7077888, 1
20554688/5038848, 1
20556968/5038848, 1
20557216/9738912, 1
20557688/5038848, 1
20558944/5038848, 1
20560424/9980928, 1
20560648/13530240, 1
20562736/4085760, 1
20565192/10140544, 1
20565304/10140544, 1
2056554/1500000, 1
20565632/7735680, 1
20567344/5038848, 1
20567424/5947392, 1
2056935/629856, 1
20569376/5947392, 1
20572920/9980928, 1
2057353/1500000, 1
20574112/5038848, 1
20575680/5038848, 1
20577288/5947392, 1
20578160/10140544, 1
20578400/9980928, 1
20578752/5947392, 1
20580344/5038848, 1
20580448/5947392, 1
2058233/1500000, 1
20583064/9980928, 1
2058584/1500000, 1
20586200/3981312, 1
20586256/5038848, 1
2058656/629856, 1
2058666/1269600, 1
2058760/786432, 1
20588248/7951104, 1
2058906/843750, 1
2059026/1500000, 1
20591/8122, 1
20591168/3981312, 1
20591456/9738912, 1
20591472/7077888, 1
20591976/5038848, 1
2059282/1500000, 1
20593640/5947392, 1
20594680/10140544, 1
20594744/10140544, 1
20596344/10140544, 1
20596480/10030240, 1
2059868/629856, 1
20599552/9980928, 1
20599720/10140544, 1
206/100, 2
2060053/843750, 1
20601248/5308416, 1
20601408/5038848, 1
20602192/9980928, 1
20602352/5038848, 1
2060376/1500000, 1
20604288/5038848, 1
20604552/7077888, 1
20605232/10140544, 1
20605976/9980928, 1
20607160/9980928, 1
2060736/786432, 1
20608040/5038848, 1
20610000/10140544, 1
20611176/10256768, 1
20611232/10140544, 1
20611800/9980928, 1
20614480/5038848, 1
20615608/10140544, 1
20616944/10140544, 1
20617560/5947392, 1
2061929/1382400, 1
20619752/5038848, 1
20620592/10660864, 1
20621816/5038848, 1
20624184/9738912, 1
2062448/786432, 1
20624592/10140544, 1
20624592/5038848, 1
2062547/1500000, 1
20630152/5038848, 1
2063023/629856, 1
20630712/10030240, 1
20631600/10140544, 1
2063352/668160, 1
20634280/3981312, 1
20634824/9980928, 1
20635568/9980928, 1
20636640/5038848, 1
20638016/12000000, 1
20638360/7077888, 1
20638544/10140544, 1
20639616/4915200, 1
20639720/7077888, 1
2063981/1500000, 1
20640104/5947392, 1
20640248/9980928, 1
20640352/9980928, 1
20640480/5038848, 1
20641408/7077888, 1
20642048/5038848, 1
20642160/7657344, 1
20642976/10706816, 1
20643600/5038848, 1
20644216/9980928, 1
20644304/10614912, 1
20645008/4085760, 1
2064533/629856, 1
2064748/1382400, 1
20647552/7077888, 1
20648504/5947392, 1
20649176/7077888, 1
2064975/629856, 1
2065097/1500000, 1
20651128/9980928, 1
20652072/4085760, 1
20652168/5038848, 1
20652680/5038848, 1
20653376/7077888, 1
20654328/5038848, 1
20654344/10140544, 1
20655320/5947392, 1
2065594/843750, 1
2065624/1269600, 1
20656528/5028352, 1
20656536/12000000, 1
20656640/7990272, 1
20657992/5038848, 1
20658216/5038848, 1
20658264/5308416, 1
20662232/4085760, 1
20662296/9738912, 1
20662888/10030240, 1
20663280/10256768, 1
2066386/629856, 1
20667752/7077888, 1
20667912/5038848, 1
20670000/5038848, 1
20671160/5038848, 1
20672384/10256768, 1
2067254/1500000, 1
20673032/12000000, 1
20673096/3981312, 1
20675320/9738912, 1
20676448/9738912, 1
2067699/1500000, 1
20677312/5947392, 1
20677472/7077888, 1
20678360/9980928, 1
20680688/10140544, 1
20681744/10495920, 1
2068205/1500000, 1
20682760/5038848, 1
20684208/5038848, 1
20684720/10140544, 1
2068626/843750, 1
20686264/10256768, 1
2068905/1500000, 1
20689448/5308416, 1
20691264/5038848, 1
2069302/1500000, 1
20696120/5038848, 1
2069840/786432, 1
20698760/5038848, 1
20699680/10140544, 1
207/100, 1
20700520/10527232, 1
2070055/629856, 1
2070145/1500000, 1
2070169/614400, 1
20701856/9738912, 1
2070283/629856, 1
20703832/10614912, 1
20704064/10614912, 1
20706120/5304960, 1
2070628/1269600, 1
2070676/629856, 1
2070738/843750, 1
20708144/5038848, 1
20708200/5038848, 1
20708528/7657344, 1
2070867/1269600, 1
2070918/843750, 1
20709232/10614912, 1
20711488/5038848, 1
20711696/5947392, 1
20711872/4085760, 1
20714688/7657344, 1
2072321664/1073741824, 1
20725432/5038848, 1
20725744/5038848, 1
2072669/629856, 1
2072675/629856, 1
20727224/10256768, 1
2072837/1500000, 2
2072837/843750, 1
20731376/10140544, 1
20732360/3981312, 1
20734384/9980928, 1
20735376/9980928, 1
20736360/5038848, 1
20736456/5947392, 1
20736872/10527232, 1
20737632/5947392, 1
2073853/1500000, 1
20738792/5038848, 1
20740032/12000000, 1
2074076/1269600, 1
2074325/629856, 1
20744064/9980928, 1
2074416/629856, 1
20745424/7657344, 1
20745992/5038848, 1
20747392/11426992, 1
2074821/1500000, 1
20749464/5038848, 1
20750696/10581504, 1
20750744/5038848, 1
2075223/1269600, 1
20752656/10256768, 1
20755280/5038848, 1
20755872/5038848, 1
20757272/10140544, 1
20758888/10140544, 1
20759864/5038848, 1
20760048/10140544, 1
2076020/1500000, 1
2076058/1500000, 1
20762832/10660864, 1
20763072/5038848, 1
2076328/786432, 1
20763432/5038848, 1
20774104/5947392, 1
2077437/629856, 1
20775448/5308416, 1
20776560/7077888, 1
20778192/5038848, 1
20778440/10140544, 1
20778928/5038848, 1
20779384/5947392, 1
20779416/5947392, 1
20780880/5947392, 1
20781144/5038848, 1
20783368/9980928, 1
20784240/10581504, 1
20787896/5947392, 1
20788504/7990272, 1
20788608/10140544, 1
20790888/5947392, 1
20791432/9980928, 1
20791528/10581504, 1
20792016/5308416, 1
20793216/5038848, 1
20793504/5038848, 1
20795400/7077888, 1
2079567/1269600, 1
20796936/5038848, 1
2079755/1500000, 1
2079785/629856, 1
20797888/5038848, 1
20799600/10527232, 1
208/100, 2
20803432/10140544, 1
20805640/5038848, 1
20807384/10140544, 1
20807848/10140544, 1
2080936/1269600, 1
20810376/4085760, 1
20810992/10140544, 1
20812424/5947392, 1
20813488/10506240, 1
20819808/10256768, 1
20821376/10256768, 1
2082214/663552, 1
2082420/629856, 1
20824768/5038848, 1
20825968/12000000, 1
2082882/843750, 1
2082917/663552, 1
2082988032/1073741824, 1
20831624/7077888, 1
20834424/7657344, 1
20834600/10581504, 1
20836672/5038848, 1
2083806/843750, 1
2083950/629856, 1
20840032/10256768, 1
20840080/5947392, 1
2084101/843750, 1
2084114/629856, 1
20841152/5038848, 1
2084646/629856, 1
2084704/786432, 1
2084712/786432, 1
20849976/11808000, 1
20851672/5038848, 1
2085215/629856, 1
20852480/10140544, 1
20852864/10140544, 1
2085343/843750, 1
20853800/11808000, 1
20854216/5038848, 1
20854992/10256768, 1
2085612/629856, 1
20856744/10256768, 1
20857656/4915200, 1
20858256/12000000, 1
20858520/10614912, 1
2085924/1269600, 1
20862696/5038848, 1
20862880/7077888, 1
20863000/5947392, 1
20864808/10030240, 1
2086482/1269600, 1
2086496/786432, 1
20869728/10614912, 1
20872456/5038848, 1
20872712/5947392, 1
20872944/5038848, 1
20873536/5038848, 1
2087449/1382400, 1
2087500/843750, 1
20875296/10140544, 1
2087671/843750, 1
20876736/5947392, 1
20886104/11011968, 1
20886288/12000000, 1
20886560/10140544, 1
20886944/8871936, 1
20887120/10581504, 1
2088728/786432, 1
20888544/11059008, 1
20889256/10140544, 1
2089349/843750, 1
20893840/4085760, 1
20893928/10140544, 1
2089409/843750, 1
20895288/9980928, 2
20897144/12000000, 1
20897200/5947392, 1
209/100, 1
20900584/10140544, 1
2090113/843750, 1
20902064/10140544, 1
20902784/3981312, 1
20903544/5038848, 1
20904816/3981312, 1
2090853/629856, 1
2090961/843750, 1
2090968/843750, 1
2091/847, 1
2091062/1269600, 1
20910704/5038848, 1
20911576/5038848, 1
2091264/786432, 1
2091353/843750, 1
2091489/663552, 1
20915040/10140544, 1
2091920/786432, 1
20919704/5038848, 1
2091972/843750, 1
2092173/1269600, 1
20922800/10614912, 1
2092344/786432, 1
2092387/843750, 1
20924152/10256768, 1
20924168/10256768, 1
20924584/7077888, 1
2092518/1269600, 1
20925224/5947392, 1
20926672/10256768, 1
20927736/5038848, 1
20929680/5947392, 1
2093008/786432, 1
20931944/10140544, 1
20932976/5038848, 1
20933232/12000000, 1
20933624/7077888, 1
20934544/10140544, 1
20934840/10140544, 1
20935384/5947392, 1
20940224/10140544, 1
20940384/10140544, 1
20941904/13530240, 1
2094302/1269600, 1
2094436/1269600, 1
20947592/7657344, 1
2094935/1269600, 1
20950392/10140544, 1
2095078/629856, 1
20951168/10140544, 1
20951248/7680000, 1
20951544/5038848, 1
2095155/843750, 1
20952440/13530240, 1
2095277/614400, 1
20953952/5038848, 1
2095397/629856, 1
2095416/786432, 1
20954448/5947392, 1
