ifds_CompressedBitsPerPixel ,Count
10206800/5038848, 1
10206880/5038848, 1
10207200/5038848, 1
10207304/5038848, 1
10207336/5038848, 1
10207536/5038848, 1
10207560/5038848, 1
10207768/4085760, 1
10208048/5038848, 1
10208136/5038848, 1
10208320/5038848, 1
10208768/5038848, 1
10208960/5038848, 1
10209112/5038848, 1
10209168/5038848, 1
10209184/5038848, 1
10209256/5038848, 1
10209360/5038848, 1
10209376/5038848, 1
10209808/4915200, 1
10210016/5038848, 1
10210024/5038848, 1
10210168/5038848, 1
10210568/5038848, 1
10210864/5038848, 1
10210912/5038848, 1
10211072/5038848, 1
10211536/5038848, 1
10211648/7485696, 1
10211688/4085760, 1
10211688/5038848, 1
10211856/5038848, 1
10211864/5038848, 1
10212192/5038848, 1
10212200/5038848, 1
10212480/4085760, 1
10212496/5038848, 1
10212520/5038848, 1
10212608/5038848, 1
10213040/5038848, 1
10213088/5028352, 1
10213152/5038848, 1
10213664/5038848, 1
10213680/5038848, 1
10214040/5038848, 1
10214864/5038848, 1
10214960/5038848, 1
1021552/786432, 1
1021560/786432, 1
10215752/5038848, 1
10215816/5038848, 1
10216120/5038848, 1
1021616/786432, 1
10216400/5038848, 1
10216480/4085760, 1
10216608/4085760, 1
10216664/5038848, 1
10216760/5038848, 1
10216800/5038848, 1
10217000/5038848, 1
10217312/5038848, 1
10217344/5038848, 1
10218008/5038848, 1
10218048/5038848, 1
10218128/5038848, 1
10218232/1920000, 1
10218512/5038848, 1
10218528/5038848, 1
10218936/4085760, 1
10219088/5038848, 1
10219144/5038848, 1
10219272/7077888, 1
1021952/786432, 1
10219688/4085760, 1
10219824/7485696, 1
10219840/4915200, 1
1021992/786432, 1
10220112/5038848, 1
10220176/3145728, 1
10220536/5038848, 1
10220656/5038848, 1
10221200/5038848, 1
10221296/5038848, 1
10221536/5038848, 1
10221592/5038848, 1
10221776/5038848, 1
10222152/5038848, 1
10222448/5038848, 1
10222656/4085760, 1
10222680/5038848, 1
10222768/5038848, 1
10222912/5038848, 2
10222992/5038848, 1
10223312/5038848, 1
10224152/5038848, 1
10224224/5038848, 1
10224248/5038848, 1
10224368/4085760, 1
10224376/5038848, 1
10224424/5038848, 1
10224528/5038848, 1
10224784/4085760, 1
10224872/5038848, 1
10224928/5038848, 1
10225120/5038848, 2
10225352/5038848, 1
10225400/5038848, 1
10225504/5038848, 1
10225624/5038848, 1
10225640/5038848, 2
10225680/5038848, 1
10226008/5038848, 1
10226136/5038848, 1
10226168/5038848, 1
10226344/5038848, 1
10226488/5038848, 2
10226736/5038848, 1
10226792/5038848, 1
10226848/5038848, 1
10226888/5038848, 1
10227128/5038848, 1
10227544/7485696, 1
10228080/5167104, 1
10228096/4085760, 1
10228136/4085760, 1
10228256/5038848, 1
10228368/5038848, 1
10228504/5038848, 1
10228536/5038848, 1
10228544/5038848, 1
10228728/5038848, 1
10228792/5038848, 1
10228840/5038848, 1
10228944/5038848, 1
10229024/5038848, 1
10229040/5038848, 1
10229160/5038848, 1
10229584/5038848, 1
10229600/5038848, 1
1022968/307200, 1
10229952/9980928, 2
10230040/5038848, 1
10230064/5038848, 1
10230232/5038848, 1
10230504/5038848, 1
10230776/5038848, 1
10231016/5038848, 1
10231240/4085760, 1
10231296/5038848, 1
10231416/5038848, 1
1023152/786432, 1
10232232/5038848, 1
10232280/5038848, 1
10232872/5038848, 1
10233056/5038848, 1
10233072/3145728, 1
1023320/393216, 1
10233368/5038848, 1
10233944/5038848, 1
10234224/5038848, 1
10234584/5038848, 1
10234592/5038848, 1
10234824/5038848, 1
10234848/5038848, 1
10235424/5038848, 1
10235648/5038848, 1
10235656/4085760, 1
10236024/5038848, 1
10236064/5038848, 1
10236072/5038848, 1
10236360/5038848, 1
10237088/5038848, 1
10237408/5038848, 1
10237544/5038848, 1
10237560/5038848, 1
10237696/5038848, 1
10238168/5038848, 1
10238200/5038848, 1
10238248/5038848, 1
10238568/5038848, 2
10238592/5038848, 1
10238896/5038848, 1
10239296/5038848, 1
10239336/5038848, 1
10239376/7485696, 1
10239432/5038848, 1
10239456/5038848, 1
1023968/786432, 2
10240000/3145728, 296
10240080/3145728, 1
10240192/5038848, 1
10240336/4085760, 1
10240464/4085760, 1
10240504/5038848, 1
10240504/7485696, 1
10240616/5038848, 1
10241384/5038848, 1
10241696/5038848, 1
10241792/5038848, 1
10241864/3981312, 1
10241992/5038848, 1
10242056/5038848, 1
10242152/5038848, 1
10242216/5038848, 1
10242448/5038848, 1
10242576/5038848, 1
10242720/5038848, 1
10242832/5038848, 1
10242864/5038848, 1
10243/6850, 1
10243080/5038848, 1
10243192/5038848, 1
10243224/5038848, 1
10243312/5038848, 1
10243384/5038848, 1
1024394/4915200, 1
10243960/5038848, 1
10244104/5038848, 2
1024424/786432, 1
10244304/5038848, 1
1024432/786432, 1
10244320/5038848, 1
10244480/4085760, 1
10244544/5038848, 1
10244584/5038848, 1
10245024/5038848, 1
10245496/5038848, 1
10245608/5038848, 1
10245632/5038848, 1
10245688/5038848, 1
1024584/307200, 1
10246088/5038848, 1
10246184/5038848, 1
10246232/5038848, 1
10246296/5038848, 1
10246408/5038848, 1
10246464/5038848, 1
10246680/5038848, 1
10247200/5038848, 1
10247240/9980928, 1
10247448/4085760, 1
10247584/5038848, 1
10247920/5038848, 1
10248296/5038848, 1
10248320/5038848, 1
10248368/5038848, 1
10248448/5038848, 1
10249576/5038848, 1
10249768/4085760, 1
10250024/5038848, 1
10250240/5038848, 1
10250352/5038848, 1
10250448/5038848, 1
10250504/5038848, 1
1025144/786432, 1
10251544/5038848, 1
10251608/5038848, 1
10251848/1920000, 1
10251912/5038848, 1
10252120/5038848, 1
10252264/5038848, 1
10252616/5038848, 1
10252792/5038848, 1
10252976/5167104, 1
10253080/5038848, 1
10253240/7485696, 1
1025344/786432, 1
10253984/5038848, 1
10254592/7485696, 1
10254704/5038848, 1
10255656/5038848, 1
10255720/3981312, 1
10255728/5038848, 1
10256144/5038848, 1
10256256/5038848, 1
10256672/4085760, 1
10257072/5038848, 1
10257368/5038848, 1
10257416/5038848, 1
10257648/3145728, 1
1025816/786432, 1
10258160/5038848, 1
10258456/5038848, 1
1025936/786432, 1
10259456/5038848, 1
10259520/5038848, 1
10259576/5038848, 1
10259864/5038848, 1
10260456/5038848, 1
10260552/5038848, 1
10261192/5038848, 1
1026144/307200, 1
10261440/7485696, 1
10261776/5038848, 1
10261840/5038848, 1
10261872/7485696, 1
10262344/5038848, 1
10262648/5038848, 1
10263456/4085760, 1
10263664/5038848, 1
10263896/5038848, 1
10263904/5038848, 2
10264104/5038848, 1
10264568/5038848, 1
10264600/4085760, 1
10264840/5038848, 1
1026512/663552, 1
10265464/5038848, 1
10265472/5038848, 1
102655/38400, 1
10265608/5947392, 1
1026579/663552, 1
10265896/5038848, 1
10266136/5038848, 1
10266368/5038848, 1
10266408/5038848, 1
10267264/4085760, 1
10267264/5038848, 1
10267416/5038848, 1
10267640/5038848, 1
10267672/5038848, 1
10267832/5038848, 2
10267856/5028352, 1
1026808/786432, 1
10268464/5038848, 1
10268544/5038848, 1
10268672/5038848, 1
1026920/786432, 1
10269464/13996800, 1
10269496/5038848, 1
10269680/5038848, 1
10270200/5038848, 1
1027040/786432, 1
10270424/4915200, 1
1027048/786432, 1
10270624/5038848, 1
10270840/5038848, 1
10270992/4085760, 1
1027128/786432, 1
10271424/5038848, 1
1027176/307200, 1
10271984/9980928, 1
10272000/5038848, 1
10272008/4085760, 1
10272064/5038848, 1
10272072/5038848, 1
1027208/786432, 1
1027224/786432, 1
10272248/5038848, 1
10272304/9980928, 1
10272544/5038848, 1
10272928/5038848, 1
10273384/5038848, 1
10273400/5167104, 1
10273448/5038848, 1
10273896/5038848, 1
10274000/5038848, 1
10274168/5038848, 1
10275976/12000000, 1
10276064/7990272, 1
10276192/5038848, 1
10276256/5038848, 1
10276632/4915200, 1
10276888/5038848, 1
10277104/5038848, 1
10277328/5038848, 1
1027760/786432, 1
10277608/5038848, 1
10277624/5038848, 1
10277888/5038848, 1
10277968/5038848, 1
10278448/7077888, 1
10278760/3981312, 1
10278856/4085760, 1
10279128/5038848, 1
10279200/5038848, 1
10280120/4085760, 1
10280464/5038848, 1
10280904/5038848, 1
10281048/5038848, 1
10281488/5038848, 1
10281736/5038848, 1
10281880/7077888, 1
1028200/786432, 1
10282256/5038848, 1
10282264/5038848, 1
10282280/3981312, 1
10282288/5038848, 1
1028240/786432, 1
10282680/5038848, 1
10282912/5038848, 1
10282968/5038848, 1
10282976/5038848, 1
10283272/9980928, 1
10283832/5947392, 1
10283984/5038848, 1
10284080/5038848, 1
10284536/5038848, 1
10284576/5038848, 1
10284688/5038848, 1
10285032/7990272, 1
10285128/5038848, 1
10285368/5038848, 1
10285744/3871488, 1
10285960/5038848, 1
10286232/5038848, 1
1028624/307200, 1
10286264/5038848, 1
10286296/4085760, 1
1028632/786432, 1
10286464/5038848, 1
10286720/5038848, 1
10286784/5038848, 1
10286896/5038848, 1
10287096/5038848, 1
10287144/4085760, 1
10288032/5038848, 1
10288072/5038848, 1
1028816/786432, 1
1028872/786432, 1
1028880/786432, 1
10289136/5038848, 1
10289216/5038848, 1
10289232/5038848, 1
10289560/4085760, 1
1028966/663552, 1
10289768/5038848, 1
10289832/5038848, 1
10290120/5038848, 1
10290240/5028352, 1
10290456/5038848, 1
10292208/5038848, 1
10292488/5038848, 1
10292568/3981312, 1
10292808/5038848, 1
10293944/5038848, 1
10294112/5038848, 1
10294272/5038848, 1
10294400/4085760, 1
10294520/5038848, 1
10294552/5038848, 1
10294568/4085760, 1
10294688/5038848, 1
10294808/4085760, 1
10295040/5038848, 1
10295296/4085760, 1
10295368/13996800, 1
10295568/5038848, 1
10295920/5038848, 1
10295976/5038848, 1
10296184/5038848, 1
10296616/9980928, 1
10296736/5038848, 1
10296944/3981312, 1
10296976/5038848, 1
10297512/4085760, 1
10297744/5038848, 1
10298208/2756480, 1
10298312/5038848, 1
10299616/5038848, 1
10299872/5038848, 1
10300056/2756480, 1
10300352/5038848, 1
10300984/4085760, 1
10301168/5038848, 1
1030184/786432, 1
10301896/5038848, 1
10302160/5038848, 1
10302464/5038848, 1
10302592/5038848, 1
10302848/5038848, 1
10303008/5038848, 1
1030336/307200, 1
10303424/5038848, 1
10303840/5038848, 1
10304232/5038848, 1
10304696/4085760, 1
10305352/3981312, 1
10306560/5038848, 1
10307688/5038848, 1
10307688/5947392, 1
10307720/5947392, 1
10307752/5038848, 1
10307944/5038848, 1
1030800/786432, 1
10308768/5038848, 1
1030928/786432, 1
10309376/5038848, 1
1030944/786432, 1
10309728/5038848, 1
10309784/5038848, 1
10309808/5038848, 1
10310096/5038848, 1
10310544/5038848, 1
10310584/5038848, 1
10311416/5038848, 1
10311744/5038848, 1
10312160/5038848, 1
10312648/5038848, 1
10312696/5038848, 1
1031288/786432, 1
10313280/1500000, 1
10313352/5038848, 1
10313384/5038848, 1
10313528/5038848, 1
10313808/5038848, 1
10315120/5038848, 1
10315176/5167104, 1
10315192/5038848, 1
10315360/5038848, 1
10315448/5038848, 1
10315872/9980928, 2
10316856/5038848, 1
10317160/5038848, 1
1031731/663552, 1
10318040/5038848, 1
1031812/843750, 1
1031840/786432, 1
10318416/3981312, 1
10318656/4085760, 1
10318736/5038848, 1
10319072/5038848, 1
1031936/786432, 1
1031952/786432, 1
10319536/5038848, 1
10320536/5038848, 1
10320984/5038848, 1
10321072/5038848, 1
10321152/5038848, 1
10321368/5038848, 1
10321456/5038848, 1
10321760/5038848, 1
10321920/1920000, 122
10322408/5038848, 1
1032248/786432, 1
10322568/5947392, 1
10322600/4085760, 1
10322720/4085760, 1
10323040/5038848, 1
10323160/5038848, 1
1032320/786432, 1
10323432/5038848, 1
10323792/4085760, 1
10323824/5038848, 1
10324624/5038848, 1
10324656/4085760, 1
10324712/5167104, 1
10324736/5038848, 1
10325120/5038848, 1
1032544/786432, 1
10325600/7077888, 1
1032576/786432, 1
10325760/5038848, 1
10325832/5038848, 1
10325904/5038848, 1
10325960/5038848, 1
10326192/5947392, 1
1032664/786432, 1
10326808/5038848, 1
1032697/393216, 1
10327592/5038848, 1
1032760/786432, 1
10327928/5038848, 1
1032800/786432, 1
10328528/5038848, 1
10329424/5038848, 1
10329472/5038848, 1
10329528/5038848, 1
1032960/786432, 1
1032976/786432, 1
10329872/5038848, 1
10330136/13996800, 1
1033024/786432, 1
10330504/5038848, 1
1033080/786432, 1
10331184/9980928, 1
10331336/5038848, 1
1033160/786432, 1
10332080/3871488, 1
10332248/5038848, 1
1033232/786432, 1
1033240/786432, 1
10332456/4085760, 1
10332648/5038848, 2
10332664/2756480, 1
10332768/5038848, 1
10333392/5038848, 1
1033352/786432, 1
10334160/4085760, 1
1033424/786432, 1
1033432/786432, 2
10334328/5038848, 1
1033440/786432, 1
10334504/3981312, 1
10334704/5038848, 1
10335096/5038848, 1
10335256/5038848, 1
10335560/5038848, 1
10335696/5038848, 1
10335712/9980928, 1
10336352/5038848, 2
10336744/5038848, 1
10336952/4085760, 1
10337288/5038848, 1
10337400/5038848, 1
10337448/1920000, 1
10337808/5038848, 1
1033824/786432, 1
10338624/5038848, 1
1033864/786432, 1
1033880/786432, 1
10339064/5038848, 1
10339296/5038848, 1
10339736/5038848, 1
10340536/4085760, 1
10340616/5038848, 1
10341264/5947392, 1
1034128/786432, 1
10341656/4085760, 1
1034168/786432, 1
10341832/5038848, 1
1034196/393216, 1
10342832/5038848, 1
1034288/307200, 1
10343008/5038848, 1
10343208/5038848, 1
10343632/5038848, 1
10343824/5038848, 1
10344024/5038848, 1
1034495/393216, 1
1034528/786432, 1
10345512/5038848, 1
1034584/307200, 1
10346208/5038848, 1
10346416/5038848, 1
1034664/786432, 1
10346936/5038848, 1
10347128/5038848, 1
10347144/5038848, 1
1034728/786432, 1
10347280/4085760, 1
1034776/786432, 1
10347888/3145728, 1
10348272/4085760, 1
1034848/786432, 1
10348824/5038848, 1
10349160/5038848, 1
10349944/5038848, 2
10350416/4085760, 1
10351496/5038848, 1
10351704/5038848, 1
1035184/786432, 1
1035216/786432, 1
1035264/786432, 1
1035272/786432, 1
10353016/5038848, 1
10353320/5038848, 1
1035464/786432, 1
10354760/5038848, 1
10354968/4085760, 1
10355424/5038848, 1
10355672/5038848, 1
10355728/4085760, 1
1035592/786432, 1
10356008/3112960, 1
10356456/5038848, 1
1035648/786432, 1
10357032/2756480, 1
10357056/7990272, 1
10357144/5167104, 1
10357392/5038848, 1
10357552/5038848, 1
10357736/5038848, 1
1035808/786432, 1
1035880/307200, 1
1035920/786432, 1
1035936/786432, 1
10359448/2756480, 1
10359456/5038848, 1
10359520/4085760, 1
10359544/5038848, 1
10359688/4085760, 1
10359976/5038848, 1
1036000/786432, 1
10360096/5038848, 1
10360184/4085760, 1
10360184/5038848, 1
1036032/786432, 1
1036080/786432, 1
1036140/393216, 1
1036152/307200, 1
10361720/7990272, 1
10362720/7990272, 1
10362896/5038848, 1
1036336/786432, 1
1036352/786432, 1
10363520/5038848, 1
1036376/786432, 1
10364192/4085760, 1
10364248/5038848, 1
1036432/786432, 2
10364776/5038848, 1
10364912/3145728, 1
10365/4909, 1
10365056/4085760, 1
10365256/4085760, 1
1036600/307200, 1
1036600/786432, 1
1036617/393216, 1
10366312/3145728, 2
10366328/2556928, 1
10366576/3145728, 1
1036672/786432, 1
10366792/4085760, 1
10366936/7485696, 1
1036752/786432, 1
1036776/786432, 1
1036816/786432, 1
10368904/5038848, 1
10369368/7990272, 1
1036976/786432, 1
10369928/5038848, 1
1037032/786432, 1
10370352/5038848, 1
10371056/5038848, 1
1037136/786432, 1
10371464/9980928, 1
1037188/5947392, 1
1037200/786432, 1
10372416/5038848, 1
10372496/5038848, 1
10373080/5038848, 1
10374368/5038848, 1
10374712/5038848, 1
10375144/4085760, 1
10375224/5038848, 1
10375616/5038848, 1
1037680/786432, 1
10377104/5038848, 1
1037720/786432, 1
10377632/5038848, 1
10377976/5038848, 1
10378328/5038848, 1
1037840/307200, 1
1037840/786432, 1
10378584/3981312, 1
10379560/4085760, 1
10380048/3112960, 1
10380576/5038848, 1
10380600/4085760, 1
1038128/786432, 1
10381424/5038848, 1
10382344/5038848, 1
1038240/786432, 2
10382576/5038848, 1
10383864/4085760, 1
10384272/4085760, 1
10384872/4085760, 1
10384928/5038848, 1
1038568/786432, 1
1038592/786432, 1
1038624/786432, 1
10386584/4085760, 1
1038672/786432, 1
10386896/5038848, 1
1038704/786432, 1
1038752/786432, 1
1038776/786432, 1
10388000/4085760, 1
1038840/786432, 1
10388696/3981312, 1
1038888/786432, 1
10389384/5038848, 1
10389480/4085760, 1
1038960/786432, 1
10389616/5038848, 1
10389776/5038848, 1
10389880/3145728, 1
10389992/5038848, 1
1039/506, 2
10390320/5038848, 1
1039104/786432, 1
10391240/5038848, 1
10391432/5167104, 1
1039152/786432, 1
10391952/7990272, 1
10392112/5038848, 1
1039216/786432, 1
10392176/9980928, 2
10392200/5038848, 1
10393224/5038848, 1
10393544/5038848, 1
1039384/786432, 2
10394032/4085760, 1
1039416/786432, 1
10394368/5038848, 1
10394664/7990272, 1
1039496/786432, 1
10396208/5038848, 1
10396432/4085760, 1
10396832/2756480, 1
10397544/5038848, 1
10398376/9980928, 2
10398968/5038848, 1
10399032/5038848, 1
1039904/307200, 1
10399176/4085760, 1
1039928/786432, 1
1039936/786432, 1
104/100, 1
10400024/7077888, 1
10400496/7990272, 1
10400688/5038848, 1
10400880/5038848, 1
10401272/5038848, 1
10401632/5167104, 1
1040200/786432, 1
10402304/4085760, 1
1040264/786432, 1
1040352/786432, 1
1040416/786432, 1
10404240/5038848, 1
10404432/5038848, 1
1040482/393216, 1
10404888/5038848, 1
10405160/7990272, 1
1040568/786432, 1
10406256/3145728, 1
1040656/786432, 1
1040680/786432, 1
10407232/5038848, 1
1040832/786432, 1
1040912/786432, 1
10409296/7990272, 1
10410216/5038848, 1
10411056/5038848, 1
10411168/7990272, 1
10411664/4085760, 1
1041184/786432, 1
1041192/786432, 1
10413896/4085760, 1
10414152/5038848, 1
10414176/4085760, 1
1041432/307200, 1
10416160/5038848, 1
1041672/786432, 1
10416920/5038848, 1
1041736/786432, 1
1041816/786432, 1
10418304/7990272, 1
1041832/786432, 1
10418408/4085760, 1
10418560/4085760, 1
1041912/786432, 1
10419672/7990272, 1
1041981/663552, 1
10419824/5038848, 2
1042064/786432, 1
10421024/3145728, 1
1042104/786432, 1
10421448/7990272, 1
1042192/307200, 1
1042240/663552, 1
10422544/4085760, 1
1042336/786432, 1
1042424/786432, 1
10424560/5038848, 1
10425680/3981312, 1
10426160/5038848, 1
1042680/786432, 1
1042744/786432, 1
10427488/7990272, 1
1042752/786432, 1
1042768/786432, 1
1042816/786432, 1
10428344/5038848, 1
1042872/307200, 1
1042960/786432, 1
10430464/5038848, 1
10431688/5038848, 1
10432080/4085760, 1
1043248/786432, 1
1043304/786432, 1
10433064/4085760, 1
1043360/786432, 2
10433760/7990272, 1
10434384/5947392, 1
1043504/786432, 1
1043520/786432, 1
1043528/786432, 1
1043536/786432, 1
10436168/4085760, 1
1043656/786432, 1
1043744/786432, 1
10437456/3871488, 1
10437472/5038848, 1
10437752/5038848, 2
10437976/5038848, 1
10438696/3145728, 1
10438936/5038848, 1
10439448/5038848, 1
10439952/5038848, 1
1044088/307200, 1
10441000/5038848, 1
10441184/4085760, 1
1044184/786432, 1
10441856/5038848, 1
10441864/4085760, 1
1044232/786432, 1
10442344/9980928, 2
10442720/5038848, 1
10442816/5038848, 1
10442864/4085760, 1
10443008/7990272, 1
1044304/786432, 1
10443464/4085760, 2
10443960/7990272, 1
10444136/4085760, 1
10444160/3981312, 1
10444216/4085760, 1
10444392/4085760, 1
10444536/4085760, 1
10444728/5038848, 1
10444784/5038848, 1
10445/4298, 1
1044512/786432, 1
1044576/786432, 1
10445832/4085760, 1
1044624/786432, 1
10446376/7990272, 1
10446608/5038848, 1
1044680/786432, 1
1044712/786432, 1
1044801/629856, 1
10448288/5028352, 1
10448456/8871936, 1
1044848/786432, 1
1044856/786432, 1
10448704/5038848, 1
10449080/4085760, 1
1045000/786432, 1
10450816/5038848, 1
10451104/4085760, 1
10451584/4085760, 1
10451712/5038848, 1
10451920/3145728, 1
10452024/5947392, 1
10452608/5947392, 1
10452912/5038848, 1
1045336/786432, 1
10453472/7990272, 1
10453568/5038848, 1
1045360/786432, 1
1045400/786432, 1
10454056/4085760, 1
10454384/5038848, 1
10454680/5167104, 1
1045528/307200, 1
1045560/786432, 1
10456848/5038848, 1
10457504/4085760, 1
10458272/5038848, 1
1045848/786432, 1
1045936/307200, 1
1046032/786432, 1
10460800/3145728, 1
1046152/786432, 1
1046320/786432, 1
10463936/5038848, 1
1046416/786432, 1
10464456/7990272, 1
10465064/7990272, 1
1046516/663552, 1
1046584/786432, 1
1046592/786432, 1
1046600/786432, 1
1046608/786432, 1
10466160/4085760, 1
10466472/3981312, 1
1046768/786432, 1
1046800/786432, 1
1046832/307200, 1
1046832/786432, 1
1046936/786432, 1
1046944/786432, 1
10469656/7990272, 1
1047032/786432, 1
1047136/786432, 1
10471552/3871488, 1
10472112/7990272, 1
1047280/307200, 1
10472856/4085760, 1
10472880/4085760, 1
10473176/3145728, 2
10474296/5038848, 1
10474912/5038848, 1
1047535/629856, 1
1047576/786432, 1
10476080/4085760, 1
10476264/4085760, 1
1047656/786432, 1
10477368/9980928, 1
1047872/786432, 1
1048008/786432, 1
10480528/7990272, 1
10480824/7990272, 1
10480904/3981312, 1
1048216/786432, 1
