ifdg_GPSLongitude ,Count
14 deg 25 1.179, 1
14 deg 25 1.200, 3
14 deg 25 1.782, 3
14 deg 25 1.800, 10
14 deg 25 10.000, 2
14 deg 25 10.200, 4
14 deg 25 10.800, 1
14 deg 25 11.000, 7
14 deg 25 11.100, 1
14 deg 25 11.250, 1
14 deg 25 11.790, 1
14 deg 25 12.000, 1
14 deg 25 12.620, 1
14 deg 25 13.000, 3
14 deg 25 13.200, 1
14 deg 25 13.749, 1
14 deg 25 13.800, 3
14 deg 25 13.949, 1
14 deg 25 14.000, 1
14 deg 25 14.150, 1
14 deg 25 14.245, 1
14 deg 25 14.400, 3
14 deg 25 14.524, 1
14 deg 25 14.650, 1
14 deg 25 14.690, 1
14 deg 25 14.706, 1
14 deg 25 14.874, 1
14 deg 25 15.000, 9
14 deg 25 15.126, 1
14 deg 25 15.320, 1
14 deg 25 15.330, 1
14 deg 25 15.600, 4
14 deg 25 15.730, 1
14 deg 25 15.918, 1
14 deg 25 15.948, 1
14 deg 25 16.000, 6
14 deg 25 16.084, 1
14 deg 25 16.200, 8
14 deg 25 16.298, 1
14 deg 25 16.372, 1
14 deg 25 16.415, 1
14 deg 25 16.800, 3
14 deg 25 17.000, 3
14 deg 25 17.080, 1
14 deg 25 17.400, 1
14 deg 25 18.000, 2
14 deg 25 18.540, 1
14 deg 25 18.600, 1
14 deg 25 19.000, 3
14 deg 25 19.180, 1
14 deg 25 19.360, 1
14 deg 25 19.800, 1
14 deg 25 2.000, 4
14 deg 25 2.400, 7
14 deg 25 2.680, 1
14 deg 25 20.000, 2
14 deg 25 20.400, 2
14 deg 25 21.600, 1
14 deg 25 21.750, 1
14 deg 25 22.200, 1
14 deg 25 22.800, 1
14 deg 25 23.000, 1
14 deg 25 23.754, 1
14 deg 25 24.000, 5
14 deg 25 25.000, 6
14 deg 25 25.028, 1
14 deg 25 26.000, 2
14 deg 25 27.000, 1
14 deg 25 28.000, 3
14 deg 25 28.200, 2
14 deg 25 29.000, 2
14 deg 25 3.000, 7
14 deg 25 3.600, 8
14 deg 25 31.020, 1
14 deg 25 31.200, 1
14 deg 25 32.000, 3
14 deg 25 32.110, 1
14 deg 25 32.130, 1
14 deg 25 33.330, 1
14 deg 25 33.600, 2
14 deg 25 34.000, 10
14 deg 25 34.200, 1
14 deg 25 35.000, 4
14 deg 25 36.000, 12
14 deg 25 37.000, 8
14 deg 25 37.170, 1
14 deg 25 38.000, 5
14 deg 25 38.400, 1
14 deg 25 39.600, 1
14 deg 25 4.000, 1
14 deg 25 4.200, 7
14 deg 25 4.340, 1
14 deg 25 4.870, 1
14 deg 25 40.000, 4
14 deg 25 40.200, 3
14 deg 25 41.000, 3
14 deg 25 41.390, 1
14 deg 25 41.400, 3
14 deg 25 41.590, 1
14 deg 25 41.970, 1
14 deg 25 42.000, 1
14 deg 25 42.070, 1
14 deg 25 42.340, 1
14 deg 25 43.000, 2
14 deg 25 43.800, 1
14 deg 25 43.892, 1
14 deg 25 44.000, 8
14 deg 25 44.286, 1
14 deg 25 44.380, 1
14 deg 25 44.470, 1
14 deg 25 44.610, 1
14 deg 25 44.960, 1
14 deg 25 44.990, 1
14 deg 25 45.000, 5
14 deg 25 47.000, 6
14 deg 25 47.100, 1
14 deg 25 47.160, 1
14 deg 25 47.400, 1
14 deg 25 47.540, 1
14 deg 25 47.920, 1
14 deg 25 48.000, 18
14 deg 25 48.740, 1
14 deg 25 49.000, 9
14 deg 25 49.800, 1
14 deg 25 5.000, 3
14 deg 25 5.400, 2
14 deg 25 5.660, 1
14 deg 25 50.000, 5
14 deg 25 51.000, 9
14 deg 25 52.000, 6
14 deg 25 53.000, 11
14 deg 25 54.000, 4
14 deg 25 55.000, 1
14 deg 25 55.200, 3
14 deg 25 55.800, 1
14 deg 25 56.000, 2
14 deg 25 57.430, 1
14 deg 25 58.000, 5
14 deg 25 59.000, 3
14 deg 25 6.000, 13
14 deg 25 7.000, 5
14 deg 25 7.680, 1
14 deg 25 7.800, 1
14 deg 25 8.000, 3
14 deg 25 8.184, 1
14 deg 25 8.400, 1
14 deg 25 9.000, 2
14 deg 25 9.191, 1
14 deg 25 9.520, 1
14 deg 26 0.000, 1
14 deg 26 1.000, 13
14 deg 26 10.000, 4
14 deg 26 10.800, 1
14 deg 26 11.000, 3
14 deg 26 11.400, 1
14 deg 26 12.000, 5
14 deg 26 12.160, 1
14 deg 26 13.000, 1
14 deg 26 13.800, 1
14 deg 26 14.000, 1
14 deg 26 15.000, 5
14 deg 26 16.000, 1
14 deg 26 17.000, 3
14 deg 26 18.000, 3
14 deg 26 19.000, 6
14 deg 26 19.200, 1
14 deg 26 2.000, 3
14 deg 26 20.000, 8
14 deg 26 20.150, 1
14 deg 26 21.000, 12
14 deg 26 22.000, 8
14 deg 26 23.000, 9
14 deg 26 23.400, 1
14 deg 26 24.000, 7
14 deg 26 25.000, 7
14 deg 26 25.800, 3
14 deg 26 26.000, 2
14 deg 26 27.000, 4
14 deg 26 28.000, 2
14 deg 26 29.000, 1
14 deg 26 3.000, 2
14 deg 26 30.000, 6
14 deg 26 30.600, 3
14 deg 26 31.000, 3
14 deg 26 32.000, 15
14 deg 26 32.400, 1
14 deg 26 33.000, 21
14 deg 26 33.790, 1
14 deg 26 36.000, 2
14 deg 26 37.179, 1
14 deg 26 4.000, 1
14 deg 26 40.800, 1
14 deg 26 44.400, 4
14 deg 26 45.521, 1
14 deg 26 46.200, 1
14 deg 26 48.600, 1
14 deg 26 5.000, 1
14 deg 26 51.600, 2
14 deg 26 55.200, 1
14 deg 26 6.000, 1
14 deg 26 60.000, 12
14 deg 26 7.000, 4
14 deg 26 8.000, 4
14 deg 26 8.400, 1
14 deg 26 9.000, 3
14 deg 27 10.200, 2
14 deg 27 10.800, 3
14 deg 27 12.000, 2
14 deg 27 15.000, 1
14 deg 27 15.600, 1
14 deg 27 16.200, 3
14 deg 27 17.000, 3
14 deg 27 17.400, 10
14 deg 27 18.000, 3
14 deg 27 18.600, 14
14 deg 27 19.200, 8
14 deg 27 19.279, 1
14 deg 27 19.582, 1
14 deg 27 19.654, 1
14 deg 27 19.800, 2
14 deg 27 20.400, 12
14 deg 27 21.000, 3
14 deg 27 21.600, 11
14 deg 27 22.000, 1
14 deg 27 22.200, 2
14 deg 27 24.000, 7
14 deg 27 25.800, 2
14 deg 27 26.000, 3
14 deg 27 28.800, 9
14 deg 27 29.400, 1
14 deg 27 30.600, 3
14 deg 27 32.400, 2
14 deg 27 33.600, 1
14 deg 27 40.000, 1
14 deg 27 40.200, 1
14 deg 27 41.000, 3
14 deg 27 44.000, 2
14 deg 27 45.000, 1
14 deg 27 46.200, 11
14 deg 27 46.800, 1
14 deg 27 47.000, 3
14 deg 27 48.000, 1
14 deg 27 49.000, 1
14 deg 27 49.800, 1
14 deg 27 51.000, 2
14 deg 27 51.600, 1
14 deg 27 52.800, 1
14 deg 27 53.000, 2
14 deg 27 55.200, 1
14 deg 27 55.800, 1
14 deg 27 57.000, 1
14 deg 27 6.000, 1
14 deg 27 6.040, 2
14 deg 27 7.800, 1
14 deg 27 9.000, 11
14 deg 28 0.000, 3
14 deg 28 2.000, 1
14 deg 28 23.400, 27
14 deg 28 26.400, 1
14 deg 28 27.095, 1
14 deg 28 28.802, 1
14 deg 28 32.671, 1
14 deg 28 34.066, 1
14 deg 28 4.000, 3
14 deg 28 45.600, 2
14 deg 28 49.630, 1
14 deg 28 5.000, 1
14 deg 28 50.060, 1
14 deg 28 50.400, 2
14 deg 28 53.860, 1
14 deg 28 54.899, 1
14 deg 28 55.362, 1
14 deg 28 55.398, 1
14 deg 28 59.400, 1
14 deg 28 59.970, 1
14 deg 28 7.000, 1
14 deg 29 0.570, 1
14 deg 29 0.600, 2
14 deg 29 1.200, 1
14 deg 29 1.780, 1
14 deg 29 1.800, 2
14 deg 29 10.000, 1
14 deg 29 10.200, 1
14 deg 29 10.201, 1
14 deg 29 10.210, 1
14 deg 29 10.800, 7
14 deg 29 11.400, 1
14 deg 29 12.000, 6
14 deg 29 13.050, 1
14 deg 29 13.800, 4
14 deg 29 14.000, 2
14 deg 29 14.400, 1
14 deg 29 14.910, 1
14 deg 29 15.000, 9
14 deg 29 15.600, 1
14 deg 29 16.000, 6
14 deg 29 16.050, 1
14 deg 29 16.080, 1
14 deg 29 16.200, 2
14 deg 29 16.370, 1
14 deg 29 16.800, 4
14 deg 29 17.000, 4
14 deg 29 17.400, 1
14 deg 29 17.790, 1
14 deg 29 17.950, 1
14 deg 29 18.000, 1
14 deg 29 18.230, 1
14 deg 29 18.600, 3
14 deg 29 19.000, 1
14 deg 29 19.200, 3
14 deg 29 2.130, 1
14 deg 29 2.400, 2
14 deg 29 2.610, 1
14 deg 29 2.790, 1
14 deg 29 2.820, 1
14 deg 29 2.870, 1
14 deg 29 2.950, 1
14 deg 29 20.050, 1
14 deg 29 20.190, 1
14 deg 29 20.620, 1
14 deg 29 20.850, 1
14 deg 29 21.600, 2
14 deg 29 21.960, 1
14 deg 29 22.200, 2
14 deg 29 22.260, 1
14 deg 29 22.800, 2
14 deg 29 23.130, 1
14 deg 29 23.400, 2
14 deg 29 24.000, 11
14 deg 29 24.570, 1
14 deg 29 25.030, 1
14 deg 29 25.220, 1
14 deg 29 25.300, 1
14 deg 29 26.430, 1
14 deg 29 26.590, 1
14 deg 29 28.200, 1
14 deg 29 28.770, 1
14 deg 29 29.170, 1
14 deg 29 29.490, 1
14 deg 29 29.870, 1
14 deg 29 3.050, 1
14 deg 29 3.100, 1
14 deg 29 3.140, 1
14 deg 29 3.190, 1
14 deg 29 3.200, 1
14 deg 29 3.330, 1
14 deg 29 3.430, 1
14 deg 29 3.440, 1
14 deg 29 3.480, 1
14 deg 29 3.600, 3
14 deg 29 3.660, 2
14 deg 29 3.760, 1
14 deg 29 3.880, 1
14 deg 29 3.890, 1
14 deg 29 30.050, 1
14 deg 29 30.840, 2
14 deg 29 30.980, 1
14 deg 29 31.170, 1
14 deg 29 31.280, 1
14 deg 29 31.800, 1
14 deg 29 31.980, 1
14 deg 29 32.300, 1
14 deg 29 32.400, 2
14 deg 29 33.080, 1
14 deg 29 34.250, 1
14 deg 29 34.800, 1
14 deg 29 34.820, 1
14 deg 29 35.470, 2
14 deg 29 35.520, 1
14 deg 29 36.460, 1
14 deg 29 36.970, 1
14 deg 29 37.090, 1
14 deg 29 37.870, 1
14 deg 29 4.100, 2
14 deg 29 4.200, 3
14 deg 29 4.470, 1
14 deg 29 4.520, 1
14 deg 29 4.700, 1
14 deg 29 4.740, 1
14 deg 29 4.780, 1
14 deg 29 4.800, 1
14 deg 29 4.850, 1
14 deg 29 45.000, 4
14 deg 29 46.000, 2
14 deg 29 47.650, 1
14 deg 29 48.000, 1
14 deg 29 48.600, 1
14 deg 29 5.370, 1
14 deg 29 5.400, 2
14 deg 29 5.620, 1
14 deg 29 5.640, 1
14 deg 29 5.670, 1
14 deg 29 5.730, 1
14 deg 29 50.000, 1
14 deg 29 50.400, 3
14 deg 29 51.000, 2
14 deg 29 51.910, 1
14 deg 29 52.200, 5
14 deg 29 56.601, 1
14 deg 29 6.000, 6
14 deg 29 6.600, 4
14 deg 29 6.670, 1
14 deg 29 6.750, 1
14 deg 29 7.200, 2
14 deg 29 7.240, 1
14 deg 29 7.480, 1
14 deg 29 7.800, 2
14 deg 29 9.600, 1
14 deg 3 16.200, 3
14 deg 3 37.800, 1
14 deg 3 39.000, 1
14 deg 30 10.041, 1
14 deg 30 13.000, 1
14 deg 30 16.503, 1
14 deg 30 16.800, 1
14 deg 30 18.600, 1
14 deg 30 19.587, 1
14 deg 30 19.800, 1
14 deg 30 20.000, 1
14 deg 30 20.400, 3
14 deg 30 21.000, 4
14 deg 30 21.600, 2
14 deg 30 22.000, 1
14 deg 30 22.200, 4
14 deg 30 22.800, 1
14 deg 30 23.400, 2
14 deg 30 24.000, 3
14 deg 30 24.600, 3
14 deg 30 25.200, 1
14 deg 30 25.800, 1
14 deg 30 27.000, 1
14 deg 30 27.600, 1
14 deg 30 28.000, 1
14 deg 30 28.800, 2
14 deg 30 29.400, 2
14 deg 30 3.000, 1
14 deg 30 30.000, 1
14 deg 30 31.200, 6
14 deg 30 31.488, 1
14 deg 30 31.806, 1
14 deg 30 32.000, 1
14 deg 30 32.400, 1
14 deg 30 32.725, 1
14 deg 30 34.000, 2
14 deg 30 35.000, 2
14 deg 30 40.410, 1
14 deg 30 40.914, 1
14 deg 30 41.371, 1
14 deg 30 43.000, 4
14 deg 30 44.000, 5
14 deg 30 44.400, 2
14 deg 30 45.000, 2
14 deg 30 45.100, 1
14 deg 30 45.600, 1
14 deg 30 45.650, 1
14 deg 30 47.400, 1
14 deg 30 47.930, 1
14 deg 30 48.005, 1
14 deg 30 48.280, 1
14 deg 30 48.476, 1
14 deg 30 49.300, 1
14 deg 30 49.800, 1
14 deg 30 50.090, 1
14 deg 30 50.100, 1
14 deg 30 50.360, 1
14 deg 30 50.940, 1
14 deg 30 51.889, 1
14 deg 30 53.040, 1
14 deg 30 53.826, 1
14 deg 30 55.510, 1
14 deg 30 56.400, 1
14 deg 30 58.060, 1
14 deg 30 58.150, 1
14 deg 30 58.260, 1
14 deg 30 59.400, 3
14 deg 30 6.200, 1
14 deg 30 7.200, 2
14 deg 30 7.772, 1
14 deg 31 0.000, 2
14 deg 31 1.130, 1
14 deg 31 1.200, 1
14 deg 31 10.800, 2
14 deg 31 11.400, 4
14 deg 31 12.000, 2
14 deg 31 12.600, 1
14 deg 31 13.200, 3
14 deg 31 13.370, 1
14 deg 31 13.800, 1
14 deg 31 14.816, 1
14 deg 31 15.000, 9
14 deg 31 15.091, 1
14 deg 31 15.600, 1
14 deg 31 15.681, 1
14 deg 31 18.320, 1
14 deg 31 18.680, 1
14 deg 31 18.780, 1
14 deg 31 2.850, 1
14 deg 31 22.150, 1
14 deg 31 22.556, 1
14 deg 31 22.730, 1
14 deg 31 27.630, 1
14 deg 31 27.910, 2
14 deg 31 27.960, 1
14 deg 31 29.700, 1
14 deg 31 3.900, 1
14 deg 31 4.750, 1
14 deg 31 40.000, 9
14 deg 31 42.000, 1
14 deg 31 5.260, 1
14 deg 31 5.710, 1
14 deg 31 5.740, 1
14 deg 31 5.910, 1
14 deg 31 50.632, 1
14 deg 31 51.000, 1
14 deg 31 56.000, 2
14 deg 31 6.020, 1
14 deg 31 6.090, 1
14 deg 31 6.350, 1
14 deg 31 6.760, 1
14 deg 31 7.209, 1
14 deg 31 9.121, 1
14 deg 32 0.486, 1
14 deg 32 1.026, 1
14 deg 32 11.448, 1
14 deg 32 11.490, 1
14 deg 32 11.976, 1
14 deg 32 14.470, 1
14 deg 32 15.653, 1
14 deg 32 17.294, 1
14 deg 32 25.480, 1
14 deg 32 26.400, 1
14 deg 32 30.600, 2
14 deg 32 33.600, 2
14 deg 32 33.732, 1
14 deg 32 34.200, 2
14 deg 32 39.600, 1
14 deg 32 40.200, 1
14 deg 32 41.400, 2
14 deg 32 42.000, 3
14 deg 32 42.600, 1
14 deg 32 43.200, 2
14 deg 32 45.174, 1
14 deg 32 49.940, 1
14 deg 32 59.274, 1
14 deg 32 6.600, 2
14 deg 32 8.320, 1
14 deg 32 9.000, 1
14 deg 33 14.270, 1
14 deg 33 14.453, 2
14 deg 33 18.991, 1
14 deg 33 19.650, 1
14 deg 33 19.690, 1
14 deg 33 2.156, 1
14 deg 33 21.380, 1
14 deg 33 23.987, 1
14 deg 33 24.476, 1
14 deg 33 27.913, 2
14 deg 33 28.995, 2
14 deg 33 29.902, 1
14 deg 33 41.026, 1
14 deg 33 41.343, 1
14 deg 33 45.570, 1
14 deg 33 47.060, 1
14 deg 33 48.310, 2
14 deg 33 48.320, 1
14 deg 33 49.080, 1
14 deg 33 49.540, 1
14 deg 33 49.630, 1
14 deg 33 50.450, 1
14 deg 33 51.320, 1
14 deg 33 54.000, 13
14 deg 33 54.630, 1
14 deg 33 9.881, 1
14 deg 34 1.534, 2
14 deg 34 11.560, 1
14 deg 34 2.480, 1
14 deg 34 3.000, 3
14 deg 34 30.843, 1
14 deg 34 30.918, 1
14 deg 34 34.200, 1
14 deg 34 36.600, 1
14 deg 34 43.800, 1
14 deg 34 47.483, 1
14 deg 34 6.688, 1
14 deg 34 8.330, 1
14 deg 34 9.790, 1
14 deg 35 10.820, 1
14 deg 35 39.200, 1
14 deg 35 4.800, 1
14 deg 36 39.600, 2
14 deg 36 40.800, 1
14 deg 36 41.400, 2
14 deg 36 42.000, 2
14 deg 36 48.850, 1
14 deg 37 24.759, 1
14 deg 38 16.800, 2
14 deg 38 54.870, 1
14 deg 38 8.008, 1
14 deg 39 32.400, 1
14 deg 39 33.300, 1
14 deg 39 34.540, 1
14 deg 39 34.560, 1
14 deg 39 34.800, 1
14 deg 39 4.678, 1
14 deg 39 7.185, 1
14 deg 4 11.400, 1
14 deg 4 12.000, 1
14 deg 4 22.570, 1
14 deg 4 5.520, 1
14 deg 4 59.400, 1
14 deg 4 8.430, 1
14 deg 40 13.806, 1
14 deg 40 27.880, 1
14 deg 40 39.221, 1
14 deg 40 39.761, 1
14 deg 40 40.669, 1
14 deg 40 42.111, 1
14 deg 40 43.524, 1
14 deg 40 43.634, 1
14 deg 40 47.761, 1
14 deg 40 48.111, 1
14 deg 40 48.429, 1
14 deg 40 48.875, 1
14 deg 40 6.000, 2
14 deg 40 7.800, 1
14 deg 41 10.800, 15
14 deg 41 11.400, 1
14 deg 41 2.400, 1
14 deg 41 4.200, 2
14 deg 42 18.600, 1
14 deg 42 43.890, 1
14 deg 43 15.233, 1
14 deg 43 15.367, 1
14 deg 43 15.841, 1
14 deg 44 11.400, 1
14 deg 44 51.611, 1
14 deg 44 59.865, 1
14 deg 45 15.250, 2
14 deg 45 15.380, 2
14 deg 45 50.170, 1
14 deg 45 58.365, 2
14 deg 46 1.800, 1
14 deg 47 3.600, 1
14 deg 48 4.460, 1
14 deg 49 14.650, 3
14 deg 49 18.720, 1
14 deg 49 19.720, 1
14 deg 49 22.950, 1
14 deg 49 24.560, 1
14 deg 5 15.000, 1
14 deg 5 24.000, 1
14 deg 5 25.000, 5
14 deg 5 26.000, 1
14 deg 5 32.000, 1
14 deg 5 33.000, 1
14 deg 5 34.000, 1
14 deg 5 35.000, 1
14 deg 5 36.540, 1
14 deg 5 50.789, 1
14 deg 5 53.400, 1
14 deg 50 13.200, 1
14 deg 50 33.000, 2
14 deg 51 59.860, 1
14 deg 52 22.200, 1
14 deg 53 21.380, 1
14 deg 53 21.650, 1
14 deg 53 46.200, 1
14 deg 53 58.800, 1
14 deg 54 1.800, 1
14 deg 55 22.478, 1
14 deg 56 14.000, 1
14 deg 56 19.600, 1
14 deg 56 23.320, 1
14 deg 56 25.890, 1
14 deg 56 32.327, 1
14 deg 56 36.370, 1
14 deg 56 36.430, 1
14 deg 56 39.140, 1
14 deg 56 44.730, 1
14 deg 56 56.677, 1
14 deg 56 58.966, 2
14 deg 56 59.183, 1
14 deg 57 13.870, 1
14 deg 57 14.870, 1
14 deg 57 16.520, 1
14 deg 57 16.610, 1
14 deg 57 16.800, 2
14 deg 57 16.940, 3
14 deg 57 19.050, 1
14 deg 57 2.164, 1
14 deg 57 20.490, 1
14 deg 57 21.700, 2
14 deg 57 22.330, 1
14 deg 57 22.340, 1
14 deg 57 23.750, 1
14 deg 57 24.980, 1
14 deg 57 25.240, 1
14 deg 57 35.810, 3
14 deg 57 36.390, 1
14 deg 57 40.890, 1
14 deg 57 41.040, 1
14 deg 57 7.750, 1
14 deg 57 8.010, 1
14 deg 57 8.210, 1
14 deg 58 44.146, 5
14 deg 58 53.860, 2
14 deg 59 28.200, 1
14 deg 59 55.596, 1
14 deg 59 56.574, 1
14 deg 59 56.616, 1
14 deg 59 56.670, 1
14 deg 59 56.802, 1
14 deg 59 57.036, 1
14 deg 59 9.520, 1
14 deg 6 10.800, 1
14 deg 6 15.600, 1
14 deg 6 19.200, 2
14 deg 6 22.800, 1
14 deg 6 25.200, 1
14 deg 6 28.000, 5
14 deg 6 3.000, 1
14 deg 6 3.600, 1
14 deg 6 31.200, 1
14 deg 6 34.000, 1
14 deg 6 45.600, 1
14 deg 7 48.000, 1
14 deg 7 58.980, 16
14 deg 7 9.600, 1
14 deg 8 1.800, 1
14 deg 8 14.400, 5
14 deg 8 2.400, 1
14 deg 8 58.800, 1
14 deg 8 59.680, 1
14 deg 8 7.200, 1
14 deg 8 7.800, 1
14 deg 8 8.400, 3
14 deg 9 0.220, 1
14 deg 9 1.200, 1
14 deg 9 15.930, 1
14 deg 9 22.800, 1
14 deg 9 24.000, 1
14 deg 9 25.200, 1
14 deg 9 25.800, 1
14 deg 9 33.000, 1
14 deg 9 39.000, 1
14 deg 9 5.400, 1
14 deg 9 52.020, 1
14 deg 9 57.600, 1
14 deg 9 6.510, 2
14 deg 9 7.910, 1
140 deg 0 22.800, 6
140 deg 0 44.400, 1
140 deg 1 50.400, 1
140 deg 1 57.600, 1
140 deg 1 8.040, 1
140 deg 10 12.600, 1
140 deg 10 13.200, 2
140 deg 10 17.400, 1
140 deg 10 22.800, 1
140 deg 10 31.800, 1
140 deg 10 32.400, 2
140 deg 10 36.600, 1
140 deg 10 41.440, 1
140 deg 10 47.400, 1
140 deg 10 48.000, 1
140 deg 10 51.600, 1
140 deg 10 52.800, 1
140 deg 10 55.200, 2
140 deg 10 56.400, 1
140 deg 10 59.620, 1
140 deg 10 59.670, 2
140 deg 10 59.730, 1
140 deg 10 59.780, 1
140 deg 10 59.890, 1
140 deg 10 6.600, 1
140 deg 10 9.000, 1
140 deg 11 0.000, 1
140 deg 11 0.220, 1
140 deg 11 0.600, 1
140 deg 11 1.200, 2
140 deg 11 11.400, 1
140 deg 11 24.600, 1
140 deg 11 25.800, 1
140 deg 11 26.400, 1
140 deg 11 27.600, 2
140 deg 11 58.200, 1
140 deg 11 8.400, 1
140 deg 12 19.820, 1
140 deg 12 20.260, 1
140 deg 12 22.200, 1
140 deg 12 26.190, 1
140 deg 12 28.200, 1
140 deg 12 40.200, 2
140 deg 12 40.800, 1
140 deg 12 42.600, 1
140 deg 12 44.400, 1
140 deg 12 45.000, 1
140 deg 12 45.420, 1
140 deg 12 46.800, 1
140 deg 13 23.400, 1
140 deg 13 3.600, 1
140 deg 13 41.769, 1
140 deg 14 14.400, 1
140 deg 14 2.400, 1
140 deg 14 39.600, 1
140 deg 14 7.878, 1
140 deg 14 7.956, 2
140 deg 15 19.200, 1
140 deg 16 16.800, 1
140 deg 16 58.210, 1
140 deg 18 23.800, 1
140 deg 18 26.600, 1
140 deg 18 31.600, 1
140 deg 18 31.870, 1
140 deg 18 41.400, 1
140 deg 18 43.190, 1
140 deg 18 44.180, 1
140 deg 18 44.290, 1
140 deg 18 55.770, 1
140 deg 19 10.490, 1
140 deg 19 12.410, 1
140 deg 19 17.400, 1
140 deg 19 4.610, 1
140 deg 19 48.610, 1
140 deg 19 48.720, 1
140 deg 19 5.105, 1
140 deg 19 5.380, 1
140 deg 2 0.000, 1
140 deg 2 1.200, 1
140 deg 2 10.943, 1
140 deg 2 11.400, 1
140 deg 2 16.800, 1
140 deg 2 17.400, 1
140 deg 2 18.540, 1
140 deg 2 22.800, 1
140 deg 2 29.400, 1
140 deg 2 29.850, 1
140 deg 2 31.200, 1
140 deg 2 31.390, 1
140 deg 2 37.200, 1
140 deg 2 37.800, 1
140 deg 2 52.200, 2
140 deg 2 6.000, 1
140 deg 2 8.400, 1
140 deg 20 19.200, 1
140 deg 20 44.150, 1
140 deg 20 44.400, 1
140 deg 21 27.000, 1
140 deg 21 34.800, 1
140 deg 21 39.000, 3
140 deg 21 40.800, 1
140 deg 21 54.240, 1
140 deg 22 18.600, 1
140 deg 22 19.200, 2
140 deg 22 31.200, 1
140 deg 22 36.600, 1
140 deg 22 43.800, 1
140 deg 22 45.600, 2
140 deg 22 49.200, 1
140 deg 22 52.390, 1
140 deg 22 55.200, 2
140 deg 22 57.000, 1
140 deg 22 57.600, 1
140 deg 22 58.200, 1
140 deg 22 59.400, 1
140 deg 22 7.800, 1
140 deg 23 0.000, 3
140 deg 23 0.600, 2
140 deg 23 1.200, 1
140 deg 23 16.000, 1
140 deg 23 16.530, 1
140 deg 23 17.350, 1
140 deg 23 18.600, 1
140 deg 23 19.800, 2
140 deg 23 2.400, 3
140 deg 23 20.000, 1
140 deg 23 22.080, 1
140 deg 23 25.000, 1
140 deg 23 25.800, 1
140 deg 23 27.600, 1
140 deg 23 28.200, 4
140 deg 23 3.000, 2
140 deg 23 3.600, 2
140 deg 23 30.000, 1
140 deg 23 4.200, 1
140 deg 23 5.400, 3
140 deg 23 5.985, 3
140 deg 23 5.986, 1
140 deg 23 6.000, 2
140 deg 23 6.011, 1
140 deg 23 6.600, 1
140 deg 23 7.200, 1
140 deg 23 7.800, 2
140 deg 23 8.840, 1
140 deg 23 9.000, 1
140 deg 23 9.720, 1
140 deg 23 9.830, 1
140 deg 24 17.400, 1
140 deg 24 20.993, 1
140 deg 24 24.640, 1
140 deg 24 34.200, 1
140 deg 24 51.450, 1
140 deg 24 9.600, 1
140 deg 27 10.800, 1
140 deg 27 13.547, 1
140 deg 27 14.400, 3
140 deg 27 17.400, 5
140 deg 27 17.873, 1
140 deg 27 18.263, 1
140 deg 27 18.473, 1
140 deg 27 18.497, 1
140 deg 27 18.821, 1
140 deg 27 18.947, 1
140 deg 27 19.098, 1
140 deg 27 23.022, 1
140 deg 27 28.200, 2
140 deg 27 30.000, 1
140 deg 27 33.600, 1
140 deg 27 34.200, 2
140 deg 27 35.400, 1
140 deg 27 35.489, 1
140 deg 27 35.694, 1
140 deg 27 36.209, 1
140 deg 27 5.400, 1
140 deg 28 41.141, 1
140 deg 28 50.070, 1
140 deg 29 2.400, 1
140 deg 29 39.790, 1
140 deg 3 18.000, 1
140 deg 3 26.400, 1
140 deg 3 28.800, 3
140 deg 3 29.400, 2
140 deg 3 35.000, 1
140 deg 3 38.960, 1
140 deg 3 39.000, 1
140 deg 3 52.200, 1
140 deg 31 50.030, 1
140 deg 32 59.960, 1
140 deg 33 32.480, 1
140 deg 33 34.890, 1
140 deg 33 35.060, 1
140 deg 33 41.430, 1
140 deg 33 49.230, 1
140 deg 33 49.670, 1
140 deg 33 51.650, 2
140 deg 33 53.950, 1
140 deg 33 54.010, 1
140 deg 33 54.670, 1
140 deg 33 55.050, 1
140 deg 33 58.400, 1
140 deg 34 3.730, 3
140 deg 34 34.800, 1
140 deg 34 38.400, 1
140 deg 35 20.400, 1
140 deg 35 33.600, 1
140 deg 35 48.342, 1
140 deg 35 55.850, 1
140 deg 35 56.120, 1
140 deg 36 16.200, 1
140 deg 36 19.800, 1
140 deg 36 33.600, 1
140 deg 36 5.520, 1
140 deg 36 5.680, 1
140 deg 36 5.730, 1
140 deg 37 40.200, 1
140 deg 37 50.400, 1
140 deg 38 59.400, 1
140 deg 4 33.600, 1
140 deg 4 36.600, 1
140 deg 4 45.096, 1
140 deg 4 45.396, 1
140 deg 4 46.800, 2
140 deg 4 47.400, 1
140 deg 4 58.068, 1
140 deg 41 16.800, 1
140 deg 42 0.245, 17
140 deg 42 3.600, 1
140 deg 42 33.990, 1
140 deg 43 50.844, 1
140 deg 44 15.876, 1
140 deg 44 26.165, 1
140 deg 44 35.856, 1
140 deg 46 42.600, 1
140 deg 46 51.000, 1
140 deg 47 43.200, 1
140 deg 47 53.400, 1
140 deg 47 6.552, 1
140 deg 47 6.774, 1
140 deg 48 25.295, 1
140 deg 49 29.585, 1
140 deg 49 31.037, 1
140 deg 49 32.039, 1
140 deg 49 54.600, 3
140 deg 5 1.200, 3
140 deg 5 12.600, 1
140 deg 5 12.683, 5
140 deg 5 2.328, 2
140 deg 5 20.250, 1
