ifds_ExposureTime ,Count
10/3900 s, 34
10/3905 s, 4
10/3906 s, 2
10/391 s, 11
10/3910 s, 2
10/3912 s, 10
10/3913 s, 1
10/3915 s, 2
10/3916 s, 1
10/3918 s, 7
10/392 s, 11
10/3920 s, 1
10/3921 s, 10
10/3923 s, 1
10/3924 s, 10
10/3926 s, 4
10/3927 s, 2
10/3929 s, 2
10/393 s, 7
10/3930 s, 7
10/3933 s, 5
10/3935 s, 1
10/3937 s, 8
10/3938 s, 2
10/39397 s, 1
10/394 s, 9
10/3940 s, 12
10/3943 s, 6
10/3944 s, 1
10/3946 s, 3
10/3948 s, 36
10/3949 s, 9
10/395 s, 10
10/3951 s, 1
10/3952 s, 3
10/39530 s, 1
10/3954 s, 3
10/3955 s, 13
10/3957 s, 2
10/3958 s, 8
10/396 s, 7
10/3960 s, 20
10/3961 s, 12
10/3965 s, 2
10/3966 s, 2
10/3968 s, 10
10/3969 s, 5
10/397 s, 13
10/3971 s, 5
10/3972 s, 1
10/3974 s, 8
10/3976 s, 2
10/3977 s, 4
10/3979 s, 1
10/398 s, 11
10/3980 s, 7
10/3982 s, 1
10/3984 s, 5
10/3985 s, 1
10/3987 s, 15
10/3988 s, 2
10/399 s, 2
10/3991 s, 6
10/3993 s, 2
10/3996 s, 3
10/3998 s, 1
10/40 s, 4614
10/400 s, 24335
10/4000 s, 22217
10/40000 s, 1156
10/4003 s, 3
10/4004 s, 1
10/4006 s, 1
10/401 s, 9
10/4012 s, 13
10/4014 s, 1
10/4016 s, 9
10/4019 s, 15
10/402 s, 7
10/4022 s, 5
10/4025 s, 22
10/4029 s, 3
10/403 s, 17
10/4030 s, 1
10/4032 s, 9
10/4034 s, 3
10/4035 s, 9
10/4037 s, 2
10/4038 s, 6
10/404 s, 5
10/4040 s, 2
10/4042 s, 8
10/4045 s, 13
10/4048 s, 2
10/405 s, 9
10/4051 s, 9
10/4055 s, 9
10/4056 s, 6
10/4058 s, 8
10/406 s, 19
10/4060 s, 2
10/4063 s, 13
10/4064 s, 7
10/4065 s, 11
10/4066 s, 2
10/4068 s, 2
10/407 s, 16
10/4070 s, 1
10/4071 s, 11
10/4073 s, 1
10/4074 s, 4
10/4076 s, 3
10/4078 s, 14
10/4079 s, 2
10/408 s, 5
10/4080 s, 3
10/4081 s, 2
10/4083 s, 1
10/4084 s, 17
10/4086 s, 1
10/4088 s, 5
10/409 s, 3
10/4091 s, 2
10/4095 s, 1
10/4098 s, 4
10/40980 s, 3
10/41 s, 67
10/410 s, 31
10/4100 s, 42
10/4101 s, 2
10/4103 s, 1
10/4105 s, 2
10/4106 s, 2
10/4108 s, 2
10/411 s, 5
10/4111 s, 6
10/4115 s, 13
10/4118 s, 5
10/412 s, 12
10/4120 s, 1
10/4122 s, 7
10/4123 s, 1
10/4125 s, 15
10/4128 s, 1
10/413 s, 8
10/4130 s, 1
10/4132 s, 10
10/4133 s, 1
10/4135 s, 6
10/4139 s, 9
10/414 s, 12
10/4142 s, 4
10/4144 s, 1
10/4145 s, 16
10/4149 s, 6
10/415 s, 17
10/4151 s, 1
10/4152 s, 6
10/4156 s, 3
10/4159 s, 13
10/416 s, 12
10/4160 s, 2
10/4166 s, 21
10/4167 s, 3
10/41670 s, 1
10/4168 s, 1
10/417 s, 13
10/4170 s, 19
10/4171 s, 1
10/4173 s, 5
10/4175 s, 1
10/4177 s, 4
10/4178 s, 2
10/4179 s, 1
10/418 s, 11
10/4180 s, 12
10/4182 s, 7
10/4183 s, 2
10/4184 s, 3
10/4187 s, 8
10/4189 s, 1
10/419 s, 3
10/4190 s, 2
10/4191 s, 1
10/4194 s, 1
10/4198 s, 1
10/4199 s, 1
10/42 s, 52
10/420 s, 206
10/4200 s, 856
10/4201 s, 2
10/4205 s, 10
10/4208 s, 2
10/421 s, 14
10/4210 s, 2
10/4212 s, 2
10/4213 s, 13
10/4215 s, 7
10/4217 s, 1
10/4219 s, 6
10/42194 s, 19
10/422 s, 12
10/4220 s, 1
10/4221 s, 1
10/4222 s, 5
10/4224 s, 2
10/4226 s, 4
10/4228 s, 1
10/423 s, 7
10/4230 s, 12
10/4231 s, 1
10/4233 s, 3
10/4236 s, 4
10/4237 s, 14
10/4239 s, 5
10/424 s, 13
10/4240 s, 10
10/4242 s, 1
10/4244 s, 11
10/4248 s, 3
10/4249 s, 3
10/425 s, 9
10/4251 s, 10
10/4255 s, 3
10/4257 s, 1
10/4258 s, 6
10/4259 s, 2
10/426 s, 10
10/4262 s, 2
10/4266 s, 9
10/4269 s, 3
10/427 s, 16
10/4271 s, 2
10/4273 s, 8
10/4275 s, 1
10/4277 s, 4
10/4278 s, 1
10/428 s, 10
10/4280 s, 9
10/4282 s, 3
10/4284 s, 7
10/4288 s, 9
10/429 s, 5
10/4291 s, 3
10/42920 s, 2
10/4293 s, 1
10/4295 s, 3
10/4299 s, 3
10/43 s, 172
10/430 s, 35
10/4300 s, 26
10/4302 s, 1
10/4305 s, 14
10/4306 s, 5
10/431 s, 8
10/4310 s, 6
10/4314 s, 11
10/4315 s, 1
10/4317 s, 11
10/4319 s, 4
10/432 s, 4
10/4321 s, 3
10/4325 s, 5
10/4327 s, 3
10/4328 s, 6
10/4329 s, 3
10/433 s, 11
10/4332 s, 10
10/4334 s, 1
10/4336 s, 1
10/434 s, 9
10/4340 s, 19
10/4342 s, 1
10/4344 s, 5
10/4347 s, 19
10/43480 s, 1
10/4349 s, 2
10/435 s, 11
10/4350 s, 5
10/4351 s, 9
10/4352 s, 3
10/4355 s, 8
10/4357 s, 3
10/4359 s, 3
10/436 s, 5
10/4363 s, 15
10/4364 s, 1
10/4366 s, 2
10/4368 s, 2
10/437 s, 9
10/4370 s, 19
10/4372 s, 1
10/4374 s, 6
10/4375 s, 2
10/4376 s, 1
10/4378 s, 5
10/438 s, 12
10/4380 s, 3
10/4382 s, 2
10/4385 s, 16
10/4389 s, 1
10/439 s, 7
10/4390 s, 12
10/4397 s, 1
10/4399 s, 4
10/44 s, 37
10/440 s, 23
10/4400 s, 33
10/4403 s, 16
10/44050 s, 1
10/441 s, 13
10/4413 s, 1
10/4415 s, 2
10/4416 s, 9
10/4418 s, 1
10/442 s, 4
10/4420 s, 6
10/4422 s, 1
10/4423 s, 2
10/4424 s, 7
10/4426 s, 2
10/4428 s, 2
10/443 s, 18
10/4431 s, 4
10/4432 s, 13
10/4436 s, 4
10/444 s, 7
10/4440 s, 8
10/4444 s, 10
10/44440 s, 1
10/4446 s, 1
10/4447 s, 4
10/4448 s, 2
10/445 s, 13
10/4452 s, 5
10/4456 s, 7
10/4458 s, 1
10/446 s, 15
10/4460 s, 2
10/4464 s, 6
10/4468 s, 8
10/447 s, 9
10/4471 s, 4
10/4472 s, 7
10/4476 s, 5
10/448 s, 7
10/4480 s, 9
10/4484 s, 4
10/4486 s, 2
10/4488 s, 6
10/449 s, 2
10/4496 s, 8
10/4498 s, 1
10/45 s, 125
10/450 s, 1380
10/4500 s, 777
10/4504 s, 1
10/4508 s, 1
10/451 s, 12
10/4510 s, 1
10/4512 s, 6
10/4516 s, 10
10/4518 s, 1
10/452 s, 14
10/4520 s, 9
10/4524 s, 4
10/45250 s, 1
10/4528 s, 13
10/453 s, 14
10/4533 s, 1
10/4535 s, 4
10/4537 s, 7
10/4539 s, 1
10/454 s, 11
10/4541 s, 10
10/4543 s, 1
10/4544 s, 5
10/4545 s, 20
10/4547 s, 3
10/4549 s, 3
10/455 s, 11
10/4553 s, 11
10/4557 s, 3
10/456 s, 9
10/4560 s, 1
10/4561 s, 10
10/4562 s, 11
10/4566 s, 7
10/4568 s, 3
10/4569 s, 14
10/457 s, 8
10/4570 s, 14
10/4572 s, 2
10/4574 s, 4
10/4576 s, 3
10/4578 s, 8
10/458 s, 12
10/4580 s, 1
10/4582 s, 2
10/4585 s, 10
10/4587 s, 4
10/45870 s, 1
10/4589 s, 1
10/459 s, 1
10/4590 s, 2
10/4591 s, 1
10/4594 s, 7
10/4597 s, 1
10/4599 s, 3
10/46 s, 45
10/460 s, 26
10/4600 s, 22
10/4601 s, 1
10/4604 s, 4
10/4608 s, 4
10/461 s, 14
10/4610 s, 3
10/4612 s, 5
10/4616 s, 8
10/4618 s, 2
10/4619 s, 4
10/462 s, 10
10/4620 s, 1
10/4621 s, 6
10/4625 s, 5
10/4629 s, 17
10/463 s, 10
10/46300 s, 3
10/4633 s, 4
10/4636 s, 2
10/4638 s, 5
10/464 s, 10
10/4642 s, 7
10/4644 s, 10
10/4646 s, 7
10/4649 s, 1
10/465 s, 10
10/4651 s, 7
10/4655 s, 5
10/4659 s, 2
10/466 s, 8
10/4660 s, 1
10/4663 s, 8
10/4664 s, 14
10/4666 s, 2
10/4668 s, 5
10/4669 s, 1
10/467 s, 7
10/4670 s, 3
10/4672 s, 6
10/4677 s, 4
10/4679 s, 1
10/468 s, 7
10/4681 s, 15
10/4686 s, 2
10/4688 s, 3
10/469 s, 4
10/4690 s, 1
10/4694 s, 1
10/4695 s, 25
10/4697 s, 1
10/4699 s, 4
10/47 s, 37
10/470 s, 20
10/4700 s, 24
10/4703 s, 1
10/4708 s, 2
10/471 s, 5
10/4710 s, 2
10/4712 s, 6
10/4714 s, 2
10/4716 s, 8
10/472 s, 14
10/4720 s, 17
10/4721 s, 12
10/4723 s, 1
10/4725 s, 9
10/4728 s, 1
10/473 s, 7
10/4730 s, 3
10/4734 s, 13
10/4738 s, 1
10/4739 s, 3
10/474 s, 9
10/4740 s, 1
10/4741 s, 2
10/4743 s, 7
10/4746 s, 8
10/4748 s, 7
10/475 s, 8
10/4750 s, 2
10/4752 s, 6
10/4755 s, 1
10/4757 s, 3
10/4759 s, 1
10/476 s, 11
10/4761 s, 17
10/47620 s, 1
10/4764 s, 1
10/4766 s, 2
10/4768 s, 2
10/477 s, 13
10/4770 s, 11
10/4771 s, 2
10/4775 s, 19
10/478 s, 12
10/4780 s, 8
10/4782 s, 2
10/4784 s, 2
10/47850 s, 1
10/4787 s, 7
10/4789 s, 16
10/479 s, 5
10/4790 s, 1
10/4793 s, 2
10/4797 s, 26
10/4798 s, 2
10/48 s, 45
10/480 s, 38
10/4800 s, 675
10/4803 s, 1
10/4807 s, 2
10/481 s, 13
10/4812 s, 4
10/4816 s, 16
10/482 s, 8
10/4821 s, 1
10/4823 s, 5
10/4826 s, 10
10/483 s, 16
10/4830 s, 5
10/4832 s, 7
10/4833 s, 5
10/4835 s, 4
10/484 s, 14
10/4840 s, 4
10/4844 s, 8
10/4849 s, 8
10/485 s, 25
10/4850 s, 1
10/4852 s, 3
10/4854 s, 11
10/4856 s, 1
10/4859 s, 10
10/486 s, 15
10/4863 s, 7
10/4868 s, 4
10/487 s, 12
10/4870 s, 5
10/4873 s, 13
10/4876 s, 6
10/4878 s, 3
10/488 s, 9
10/4880 s, 2
10/4882 s, 9
10/4885 s, 2
10/4887 s, 4
10/4889 s, 2
10/489 s, 4
10/4897 s, 1
10/49 s, 44
10/490 s, 26
10/4900 s, 22
10/4901 s, 2
10/4902 s, 1
10/4904 s, 1
10/4906 s, 3
10/491 s, 11
10/4911 s, 6
10/4916 s, 6
10/492 s, 7
10/4921 s, 4
10/4923 s, 1
10/4926 s, 4
10/4929 s, 6
10/493 s, 8
10/4930 s, 9
10/4933 s, 1
10/4935 s, 3
10/494 s, 10
10/4940 s, 7
10/4943 s, 1
10/4945 s, 6
10/4948 s, 1
10/495 s, 11
10/4950 s, 6
10/4955 s, 7
10/4956 s, 5
10/4957 s, 2
10/496 s, 14
10/4960 s, 35
10/4965 s, 3
10/4967 s, 1
10/497 s, 11
10/4970 s, 7
10/4974 s, 2
10/4975 s, 9
10/4977 s, 1
10/498 s, 106
10/4980 s, 7
10/4982 s, 6
10/4983 s, 4
10/4985 s, 6
10/4987 s, 7
10/499 s, 4
10/4990 s, 2
10/5 s, 1
10/50 s, 2235
10/500 s, 12551
10/5000 s, 23456
10/50000 s, 191
10/5005 s, 3
10/501 s, 11
10/5010 s, 13
10/5015 s, 2
10/5017 s, 2
10/502 s, 8
10/5020 s, 10
10/5022 s, 1
10/5025 s, 6
10/5027 s, 2
10/503 s, 13
10/5030 s, 2
10/5035 s, 14
10/5037 s, 5
10/504 s, 8
10/5040 s, 6
10/5045 s, 4
10/5047 s, 1
10/505 s, 15
10/5050 s, 18
10/50510 s, 1
10/5055 s, 4
10/5058 s, 1
10/506 s, 14
10/5060 s, 5
10/5064 s, 8
10/5065 s, 12
10/5068 s, 7
10/507 s, 12
10/5070 s, 6
10/5073 s, 2
10/5076 s, 1
10/50760 s, 1
10/508 s, 23
10/5081 s, 5
10/5083 s, 1
10/5086 s, 4
10/5089 s, 2
10/509 s, 4
10/5092 s, 3
10/51 s, 38
10/510 s, 37
10/5100 s, 16
10/5102 s, 2
10/5107 s, 1
10/511 s, 20
10/5112 s, 13
10/5117 s, 5
10/512 s, 12
10/5120 s, 15
10/5122 s, 4
10/5128 s, 9
10/513 s, 11
10/5130 s, 1
10/5133 s, 8
10/5136 s, 1
10/514 s, 7
10/5144 s, 14
10/5145 s, 1
10/5146 s, 1
10/5147 s, 7
10/5149 s, 2
10/515 s, 11
10/5151 s, 1
10/5154 s, 12
10/51550 s, 1
10/5157 s, 1
10/5159 s, 10
10/516 s, 16
10/5162 s, 1
10/5165 s, 8
10/5167 s, 2
10/517 s, 13
10/5170 s, 3
10/5173 s, 1
10/5175 s, 6
10/5178 s, 3
10/518 s, 10
10/5181 s, 3
10/5184 s, 3
10/5186 s, 4
10/5189 s, 2
10/519 s, 2
10/5192 s, 1
10/5197 s, 4
10/52 s, 36
10/520 s, 305
10/5200 s, 24
10/5202 s, 1
10/5203 s, 6
10/5205 s, 1
10/5208 s, 2
10/52083 s, 1
10/521 s, 6
10/5211 s, 3
10/5213 s, 7
10/5219 s, 2
10/522 s, 13
10/5220 s, 1
10/5221 s, 2
10/5224 s, 10
10/523 s, 13
10/5230 s, 2
10/5232 s, 2
10/5235 s, 6
10/524 s, 13
10/5241 s, 7
10/5243 s, 1
10/5246 s, 2
10/5249 s, 2
10/525 s, 11
10/5252 s, 9
10/5257 s, 8
10/526 s, 12
10/5260 s, 6
10/5263 s, 23
10/5268 s, 5
10/527 s, 13
10/5270 s, 9
10/5271 s, 3
10/5273 s, 1
10/5274 s, 14
10/5279 s, 3
10/528 s, 12
10/5282 s, 3
10/5285 s, 7
10/5289 s, 5
10/529 s, 8
10/5291 s, 1
10/5293 s, 11
10/5296 s, 2
10/5299 s, 1
10/53 s, 119
10/530 s, 29
10/5300 s, 23
10/5302 s, 1
10/5305 s, 1
10/5307 s, 2
10/531 s, 8
10/5313 s, 4
10/5317 s, 2
10/5319 s, 6
10/53190 s, 1
10/532 s, 13
10/5320 s, 12
10/5324 s, 8
10/5327 s, 1
10/533 s, 6
10/5330 s, 6
10/5333 s, 1
10/5336 s, 2
10/534 s, 9
10/5341 s, 14
10/5344 s, 1
10/5346 s, 6
10/5347 s, 5
10/535 s, 4
10/5350 s, 8
10/5353 s, 6
10/5359 s, 8
10/536 s, 10
10/5361 s, 1
10/5364 s, 4
10/537 s, 5
10/5370 s, 7
10/5373 s, 2
10/5375 s, 3
10/5376 s, 13
10/538 s, 25
10/5382 s, 5
10/5385 s, 1
10/5387 s, 6
10/539 s, 2
10/5393 s, 5
10/5399 s, 3
10/54 s, 28
10/540 s, 39
10/5400 s, 25
10/5404 s, 12
10/541 s, 8
10/5410 s, 1
10/5411 s, 9
10/5414 s, 2
10/5417 s, 5
10/542 s, 17
10/5422 s, 10
10/5424 s, 8
10/5428 s, 7
10/543 s, 11
10/5434 s, 14
10/544 s, 10
10/5440 s, 4
10/5446 s, 12
10/545 s, 13
10/5450 s, 1
10/5452 s, 3
10/5455 s, 7
10/5458 s, 12
10/546 s, 16
10/5461 s, 1
10/5463 s, 6
10/5464 s, 8
10/5467 s, 1
10/547 s, 7
10/5470 s, 7
10/5473 s, 1
10/5476 s, 2
10/548 s, 18
10/5482 s, 11
10/5488 s, 3
10/549 s, 3
10/5493 s, 2
10/5494 s, 1
10/55 s, 41
10/550 s, 24
10/5500 s, 528
10/5506 s, 1
10/5509 s, 1
10/551 s, 10
10/5512 s, 4
10/5518 s, 10
10/552 s, 12
10/5523 s, 8
10/5524 s, 2
10/5527 s, 1
10/553 s, 11
10/5530 s, 5
10/5537 s, 7
10/554 s, 13
10/5540 s, 1
10/5543 s, 7
10/5546 s, 1
10/555 s, 14
10/5553 s, 2
10/5555 s, 16
10/5558 s, 1
10/556 s, 11
10/5561 s, 1
10/5564 s, 2
10/5567 s, 5
10/557 s, 14
10/5574 s, 3
10/5577 s, 1
10/558 s, 8
10/5580 s, 7
10/5583 s, 16
10/5586 s, 3
10/5589 s, 2
10/559 s, 3
10/5592 s, 3
10/5595 s, 1
10/5599 s, 1
10/56 s, 33
10/560 s, 279
10/5600 s, 13
10/5605 s, 2
10/561 s, 10
10/5611 s, 7
10/5613 s, 5
10/5617 s, 9
10/562 s, 10
10/5624 s, 4
10/563 s, 18
10/5630 s, 19
10/5633 s, 1
10/5636 s, 1
10/564 s, 12
10/5640 s, 2
10/5643 s, 2
10/5644 s, 10
10/5649 s, 8
10/565 s, 17
10/5652 s, 2
10/5656 s, 6
10/5659 s, 2
10/566 s, 10
10/5662 s, 3
10/5668 s, 11
10/567 s, 18
10/5672 s, 2
10/5674 s, 3
10/5675 s, 19
10/568 s, 14
10/5681 s, 10
10/56820 s, 2
10/5688 s, 8
10/569 s, 2
10/5690 s, 1
10/5694 s, 1
10/5695 s, 3
10/57 s, 37
10/570 s, 29
10/5700 s, 28
10/5701 s, 1
10/5705 s, 4
10/5707 s, 5
10/571 s, 17
10/5714 s, 3
10/5717 s, 1
10/572 s, 17
10/5720 s, 4
10/5727 s, 5
10/573 s, 12
10/5733 s, 8
10/5736 s, 4
10/5737 s, 1
10/5738 s, 5
10/574 s, 10
10/5740 s, 4
10/5743 s, 1
10/5747 s, 32
10/57470 s, 1
10/575 s, 14
10/576 s, 8
10/5760 s, 9
10/5767 s, 16
10/577 s, 3
10/5773 s, 14
10/578 s, 12
10/5780 s, 4
10/5783 s, 3
10/5787 s, 10
10/579 s, 1
10/5790 s, 1
10/5793 s, 1
10/5799 s, 8
10/58 s, 34
10/580 s, 254
10/5800 s, 15
10/5807 s, 1
10/581 s, 12
10/5813 s, 3
10/582 s, 10
10/5820 s, 4
10/5826 s, 1
10/5827 s, 14
10/583 s, 11
10/5830 s, 4
10/5834 s, 2
10/5837 s, 2
10/584 s, 13
10/5841 s, 5
10/5844 s, 1
10/5847 s, 5
10/585 s, 14
10/5854 s, 4
10/586 s, 12
10/5861 s, 2
10/5862 s, 2
10/5865 s, 1
10/5868 s, 11
10/587 s, 13
10/5875 s, 3
10/5878 s, 2
10/588 s, 11
10/5882 s, 18
10/5889 s, 6
10/589 s, 3
10/5894 s, 3
10/5896 s, 1
10/59 s, 83
10/590 s, 26
10/5900 s, 9
10/5903 s, 1
10/5909 s, 1
10/591 s, 11
10/5910 s, 10
10/5913 s, 1
10/5915 s, 8
10/5917 s, 6
10/59170 s, 4
10/592 s, 17
10/5920 s, 2
10/5924 s, 6
10/5926 s, 3
10/593 s, 12
10/5931 s, 7
10/5934 s, 1
10/5938 s, 5
10/594 s, 10
10/5945 s, 7
10/5948 s, 2
10/595 s, 10
10/5950 s, 1
10/5952 s, 12
10/5958 s, 7
10/5959 s, 3
10/596 s, 150
10/5963 s, 2
10/5966 s, 10
10/597 s, 63
10/5970 s, 1
10/5973 s, 4
10/598 s, 142
10/5980 s, 11
10/5984 s, 2
10/5988 s, 3
10/599 s, 284
10/5990 s, 5
10/5995 s, 2
10/60 s, 2953
10/600 s, 32397
10/6000 s, 484
10/60000 s, 14
10/6002 s, 4
10/6009 s, 3
10/601 s, 1892
10/6013 s, 1
10/6016 s, 6
10/602 s, 16
10/6020 s, 1
10/6023 s, 3
10/6024 s, 4
10/6027 s, 1
10/603 s, 136
10/6031 s, 3
10/6035 s, 1
10/6038 s, 10
10/604 s, 25
10/6040 s, 1
10/6042 s, 1
10/6045 s, 3
10/6049 s, 2
10/605 s, 17
10/6053 s, 6
10/6055 s, 8
10/606 s, 16
10/6060 s, 6
10/6067 s, 8
10/607 s, 12
10/6075 s, 1
10/608 s, 29
10/6082 s, 6
10/6088 s, 11
10/6089 s, 3
10/609 s, 3
10/6090 s, 2
10/6093 s, 1
10/6097 s, 1
10/61 s, 40
10/610 s, 53
10/6100 s, 13
10/6108 s, 1
10/611 s, 18
10/6112 s, 3
10/6116 s, 27
10/612 s, 8
10/6121 s, 5
10/6127 s, 7
10/613 s, 16
10/6131 s, 2
10/6134 s, 1
10/614 s, 11
10/6142 s, 6
10/615 s, 12
10/6150 s, 16
10/6155 s, 3
10/6157 s, 3
10/616 s, 20
10/6161 s, 1
10/6165 s, 5
10/6169 s, 1
10/617 s, 18
10/6172 s, 3
10/61730 s, 1
10/6176 s, 1
10/618 s, 12
10/6180 s, 2
10/6184 s, 2
10/6188 s, 16
10/619 s, 3
10/6195 s, 1
10/6199 s, 1
10/62 s, 54
10/620 s, 37
10/6200 s, 17
10/6203 s, 2
10/621 s, 19
10/6210 s, 2
10/6211 s, 1
10/6215 s, 1
10/6218 s, 11
10/622 s, 11
10/6222 s, 8
10/6226 s, 3
10/623 s, 12
10/6234 s, 7
10/624 s, 13
10/6242 s, 8
10/625 s, 14
10/6250 s, 17
10/6255 s, 4
10/6257 s, 6
10/626 s, 15
10/6265 s, 11
10/6267 s, 12
10/6269 s, 1
10/627 s, 18
10/6273 s, 3
10/6277 s, 2
10/628 s, 14
10/6281 s, 6
10/6285 s, 2
10/6289 s, 12
10/629 s, 2
10/63 s, 37
10/630 s, 34
10/6300 s, 8
10/6305 s, 2
10/631 s, 10
10/6313 s, 4
10/632 s, 14
10/6321 s, 1
10/6323 s, 7
10/6329 s, 3
10/633 s, 17
10/6337 s, 5
10/634 s, 12
10/6340 s, 1
10/6341 s, 1
10/6345 s, 3
10/635 s, 16
10/6353 s, 3
10/6358 s, 7
10/636 s, 12
10/6361 s, 7
10/6369 s, 1
10/637 s, 13
10/6370 s, 9
10/6377 s, 2
10/638 s, 13
10/6381 s, 1
10/6385 s, 3
10/6389 s, 1
10/639 s, 2
10/6392 s, 2
10/6397 s, 1
10/6398 s, 22
10/64 s, 35
10/640 s, 435
10/6400 s, 13141
10/64000 s, 101
10/641 s, 14
10/6410 s, 5
10/6414 s, 1
10/6418 s, 2
10/642 s, 18
10/6422 s, 1
10/6426 s, 6
10/6427 s, 9
10/643 s, 16
10/6435 s, 7
10/6439 s, 1
10/644 s, 10
10/6443 s, 2
10/645 s, 17
10/6450 s, 6
10/6451 s, 7
10/6459 s, 10
10/646 s, 10
10/6462 s, 9
10/6464 s, 2
10/6468 s, 5
10/647 s, 16
10/6476 s, 7
10/648 s, 13
10/6485 s, 10
10/649 s, 2
10/6493 s, 2
10/6497 s, 4
10/65 s, 92
10/650 s, 30
10/6500 s, 608
10/6501 s, 2
10/651 s, 13
10/6510 s, 15
10/6514 s, 1
10/6518 s, 4
10/652 s, 11
10/6527 s, 3
10/653 s, 17
10/6532 s, 8
10/6535 s, 7
10/654 s, 14
10/6540 s, 1
10/6544 s, 2
10/6548 s, 3
10/655 s, 20
10/6553 s, 1
10/6557 s, 1
10/656 s, 18
10/6561 s, 7
10/6565 s, 2
10/6568 s, 6
10/657 s, 14
10/6570 s, 1
10/6574 s, 1
10/6578 s, 3
10/658 s, 12
10/6583 s, 1
10/6587 s, 9
10/6588 s, 4
10/659 s, 2
10/6596 s, 1
10/66 s, 34
10/660 s, 36
10/6600 s, 14
10/6603 s, 2
10/661 s, 20
10/6613 s, 12
10/662 s, 10
10/6622 s, 2
10/663 s, 11
10/6631 s, 16
10/6639 s, 10
10/664 s, 20
10/6640 s, 6
10/6644 s, 2
10/6648 s, 7
10/665 s, 9
10/6657 s, 1
10/666 s, 9
10/6662 s, 2
10/6666 s, 22
10/66670 s, 1
10/667 s, 8
10/6671 s, 1
10/6675 s, 5
10/668 s, 6
10/6680 s, 1
10/6684 s, 5
10/6688 s, 1
10/669 s, 2
10/6693 s, 2
10/67 s, 34
10/670 s, 35
10/6700 s, 7
10/671 s, 7
10/6711 s, 5
10/6712 s, 6
10/672 s, 8
10/6720 s, 6
10/6729 s, 1
10/673 s, 6
10/6734 s, 1
10/6738 s, 4
10/674 s, 12
10/6743 s, 2
10/6747 s, 10
10/6748 s, 11
10/675 s, 9
10/6756 s, 7
10/676 s, 12
10/6765 s, 1
10/677 s, 9
10/6770 s, 2
10/6775 s, 11
10/678 s, 17
10/6785 s, 5
10/6788 s, 1
10/679 s, 2
10/6790 s, 1
10/68 s, 24
10/680 s, 34
10/6800 s, 345
10/681 s, 11
10/6810 s, 9
10/6811 s, 5
10/682 s, 4
10/6820 s, 2
10/6821 s, 1
10/6822 s, 6
10/683 s, 16
10/6830 s, 9
10/6834 s, 8
10/6835 s, 1
10/6839 s, 3
10/684 s, 9
10/6844 s, 4
10/6849 s, 6
10/685 s, 19
10/6858 s, 7
10/6859 s, 6
10/686 s, 11
10/6868 s, 3
10/687 s, 9
10/688 s, 16
10/6882 s, 3
10/6887 s, 7
10/689 s, 4
10/6896 s, 6
10/69 s, 34
10/690 s, 29
10/6900 s, 4
10/6906 s, 1
10/691 s, 14
10/6910 s, 1
10/6915 s, 8
10/692 s, 7
10/6920 s, 3
10/6925 s, 5
10/693 s, 10
10/6933 s, 9
10/6939 s, 3
10/694 s, 14
10/6944 s, 15
10/69440 s, 1
10/695 s, 11
10/6954 s, 1
10/6958 s, 1
10/696 s, 6
10/6963 s, 6
10/697 s, 15
10/6971 s, 5
10/6973 s, 4
10/698 s, 6
10/6983 s, 4
10/6988 s, 1
10/699 s, 2
10/70 s, 201
10/700 s, 486
10/7000 s, 66
10/70000 s, 7
10/7009 s, 8
10/701 s, 8
10/7012 s, 1
10/702 s, 12
10/7022 s, 4
10/703 s, 18
10/7032 s, 3
10/7034 s, 8
10/7035 s, 2
10/7037 s, 1
10/704 s, 13
10/7042 s, 7
10/7047 s, 6
10/705 s, 9
10/7052 s, 4
10/706 s, 9
10/7062 s, 7
10/707 s, 10
10/7070 s, 5
10/7072 s, 1
10/708 s, 5
10/7082 s, 5
10/7085 s, 4
10/709 s, 1
10/7090 s, 1
10/7092 s, 1
10/71 s, 23
10/710 s, 26
10/7100 s, 10
10/7102 s, 1
10/711 s, 9
10/7112 s, 3
10/7117 s, 1
10/712 s, 8
10/7122 s, 15
10/7124 s, 5
10/7127 s, 1
10/713 s, 10
10/7132 s, 2
10/7137 s, 1
10/714 s, 9
10/7142 s, 11
10/715 s, 3
10/7153 s, 5
10/7158 s, 3
10/716 s, 13
10/7162 s, 6
10/7163 s, 3
10/7168 s, 2
10/717 s, 4
10/7173 s, 1
10/718 s, 17
10/7183 s, 11
10/719 s, 1
10/7190 s, 2
10/71940 s, 1
10/72 s, 27
10/720 s, 35
10/7200 s, 6
10/7201 s, 6
10/7204 s, 2
10/7209 s, 1
10/721 s, 9
10/7215 s, 3
10/722 s, 7
10/7220 s, 1
10/7225 s, 3
10/723 s, 5
10/7230 s, 2
10/7235 s, 5
10/724 s, 12
10/7240 s, 13
10/7241 s, 18
10/7246 s, 5
10/725 s, 10
10/7256 s, 4
10/726 s, 6
10/7262 s, 1
10/7267 s, 8
10/727 s, 10
10/7275 s, 1
10/7278 s, 10
10/728 s, 6
10/7280 s, 9
10/7283 s, 1
10/7288 s, 2
10/729 s, 4
10/73 s, 22
10/730 s, 27
10/7300 s, 10
10/7309 s, 1
10/731 s, 5
10/7315 s, 1
10/7319 s, 7
10/732 s, 8
10/7320 s, 1
10/7326 s, 1
10/733 s, 5
10/7330 s, 5
10/7331 s, 4
10/7336 s, 1
