ifds_ExposureTime ,Count
1959/1000000 s, 2
19596/48000000 s, 1
195984/10000000 s, 11
196/10 s, 1
196/100 s, 1
196/100000 s, 2
196/1000000 s, 3
196/20000 s, 1
1960/1000000 s, 5
19600/1000000 s, 1
19601/1000000 s, 2
19605/1000000 s, 1
19609/1000000 s, 1
1962/1000000 s, 2
19627/1000000 s, 1
1963/1000000 s, 1
1964/1000000 s, 2
196538/1000000 s, 1
1966080/512000000 s, 1
196666/1000000 s, 1
19676/1000000 s, 1
1968/1000000 s, 1
1969/100000 s, 1
19695/1000000 s, 1
197/100 s, 1
197/10000 s, 1
197/100000 s, 3
197/1000000 s, 1
197/20000 s, 1
197/5000 s, 1
197/9450 s, 2
1970/1000000 s, 4
19700/1000000 s, 1
1971/1000000 s, 2
1972/1000000 s, 2
19726/1000000 s, 1
1973/1000000 s, 3
19737/1000000 s, 1
1974/100000 s, 1
1975/1000000 s, 4
19753/1000000 s, 1
1976/1000000 s, 2
1976/9450 s, 1
19762/1000000 s, 1
197626/1000000 s, 1
1976320/512000000 s, 1
1977/1000000 s, 2
19772/10 s, 1
1978/1000000 s, 3
1978/9420 s, 1
19780/1000000 s, 3
19793/1000000 s, 1
19795/1000000 s, 1
198/100000 s, 3
198/20000 s, 3
1980/1000000 s, 2
198000/1000000 s, 3
1981/1000000 s, 1
1982/1000000 s, 1
19823/1000000 s, 1
1983/1000000 s, 2
198303/1000000 s, 1
1985/65536 s, 1
1986/1000000 s, 2
19866/1000000 s, 2
1987/1000000 s, 3
19878/1000000 s, 1
1988/1000000 s, 1
1989/1000000 s, 12
19894/1000000 s, 1
198967296/512000000 s, 1
19899/1000000 s, 1
199/10000 s, 11
199/100000 s, 1
199/1000000 s, 2
199/157188 s, 1
199/20000 s, 7
199/9450 s, 1
1990/1000000 s, 4
199000/1000000 s, 37
199083/1000000 s, 1
19909/1000000 s, 1
19909444/268435456 s, 7
199164/1000000 s, 1
1992/1000000 s, 1
199239/1000000 s, 1
1993/1000000 s, 34
1994/1000000 s, 2
199400/1000000 s, 2
1995/1000000 s, 3
199502/100000 s, 1
19952/1000000 s, 1
19958/1000000 s, 1
19959/1000000 s, 1
1996/1000000 s, 1
199624/1000000 s, 3
19968/1000000 s, 1
1997/1000000 s, 3
19970/1000000 s, 2
19974/1000000 s, 3
19976/1000000 s, 2
19979/1000000 s, 6
19987/1000000 s, 37
19988/1000000 s, 3
1998848/512000000 s, 2
19989/1000000 s, 1
1999/100000 s, 17
1999/1000000 s, 1
19990/1000000 s, 4
199901/1000000 s, 21
199907/1000000 s, 1
19991/1000000 s, 12
19992/1000000 s, 14
19993/1000000 s, 1
19994/1000000 s, 1
19995/1000000 s, 439
19997/1000000 s, 2
19998/1000000 s, 49
19999/1000000 s, 10
1999938/1000000 s, 1
2/1 s, 571
2/10 s, 10
2/100 s, 3
2/1000 s, 10
2/10000 s, 5
2/1024 s, 20
2/1231 s, 1
2/125 s, 1
2/13 s, 2
2/15000 s, 2
2/17 s, 3
2/205 s, 1
2/23 s, 1
2/2307 s, 2
2/245 s, 1
2/25 s, 6
2/2599 s, 2
2/3 s, 5
2/3245 s, 1
2/36 s, 194
2/419 s, 1
2/45 s, 1
2/485 s, 1
2/49 s, 1
2/5 s, 13
2/501 s, 2
2/625 s, 11
2/781 s, 2
2/9 s, 2
2/939 s, 1
20/1 s, 139
20/10 s, 1325
20/100 s, 1
20/1000 s, 9
20/10000 s, 3
20/100000 s, 1
20/1024 s, 20
20/20000 s, 5
20/7830 s, 12
20/9420 s, 4
20/9450 s, 5
200/1 s, 1
200/10 s, 132
200/100 s, 326
200/10000 s, 3
200/100000 s, 1
200/1000000 s, 7
200/20000 s, 1
2000/1000 s, 1
2000/100000 s, 20
2000/1000000 s, 1171
2000/20000 s, 4
20000/100000 s, 6
20000/1000000 s, 622
200000/1000000 s, 14
200000/100000000 s, 1
2000000/1000000 s, 9
200004/1000000 s, 1
20001/1000000 s, 322
20002/1000000 s, 21
20003/1000000 s, 1
20004/1000000 s, 5
20005/1000000 s, 2
20007/1000000 s, 3
20008/1000000 s, 1
2000896/512000000 s, 1
20009/1000000 s, 6
2001/1000000 s, 2
20010/1000000 s, 1
20011/1000000 s, 2
20012/1000000 s, 1
20013/1000000 s, 2
20014/1000000 s, 1
20015/1000000 s, 1
20016/1000000 s, 1
20017/1000000 s, 2
20018/1000000 s, 3
20019/1000000 s, 2
2002/1000000 s, 3
20020/1000000 s, 2
200209/1000000 s, 1
20021/1000000 s, 4
20023/1000000 s, 2
20024/1000000 s, 2
20025/1000000 s, 3
20027/1000000 s, 1
20028/1000000 s, 2
20029/1000000 s, 1
2003/1000000 s, 2
20030/1000000 s, 3
20031/1000000 s, 1
20034/1000000 s, 1
20036/1000000 s, 1
20038/1000000 s, 1
20039/1000000 s, 1
2004/1000000 s, 2
20041/1000000 s, 1
20042/1000000 s, 1
20043/1000000 s, 1
20047/1000000 s, 1
200479/1000000 s, 1
2005/1000000 s, 8
20050/1000000 s, 1
200568/65536000 s, 1
2006/100000 s, 1
200609/1000000 s, 1
20062/1000000 s, 1
20064/1000000 s, 1
20065/1000000 s, 1
200684/1000000 s, 1
20069/1000000 s, 1
2007/1000000 s, 2
20075/1000000 s, 1
2008/1000000 s, 1
20082/1000000 s, 1
2008636/1000000 s, 1
20095/1000000 s, 1
201/100000 s, 6
201/1000000 s, 36
2010/1000000 s, 5
201000/1000000 s, 10
2011/1000000 s, 3
2012/1000000 s, 2
20123/1000000 s, 1
2013/1000000 s, 1
20142/1000000 s, 1
2016/1000000 s, 2
20160/1000000 s, 1
201601/268435456 s, 77
201632/1000000 s, 1
20164/1000000 s, 1
20166/1000000 s, 1
2017/1000000 s, 1
201728/512000000 s, 11
201796/1000000 s, 1
202/10 s, 1
202/100 s, 1
202/100000 s, 6
202/1000000 s, 2
202/20000 s, 4
202/9450 s, 1
2020/1000000 s, 5
202000/1000000 s, 5
20209/1000000 s, 1
2021/1000000 s, 1
2021376/512000000 s, 3
20217856/512000000 s, 2
2022/1000000 s, 3
202396/1000000 s, 3
20252/1000000 s, 1
202599/1000000 s, 1
2026/100000 s, 1
2026/1000000 s, 2
20263/1000000 s, 1
20264/1000000 s, 1
2027/1000000 s, 6
202752/512000000 s, 1
2028/1000000 s, 1
20295/1000000 s, 1
202958/100000 s, 1
203/1 s, 1
203/100000 s, 5
203/1000000 s, 1
203/65536 s, 1
203/9450 s, 2
2030/1000000 s, 3
2030544/10000000 s, 1
2032/1000000 s, 1
2033664/512000000 s, 1
20337/1000000 s, 1
20339/1000000 s, 1
2034/1000000 s, 1
20347/65536000 s, 1
2035/1000000 s, 1
20359/1000000 s, 1
2036/1000000 s, 5
203626/1000000 s, 1
2037/1000000 s, 3
20370/1000000 s, 3
20375/1000000 s, 1
2038/1000000 s, 1
2039/1000000 s, 3
203909/1000000 s, 1
204/100000 s, 3
204/1000000 s, 3
204/1024 s, 2
204/9450 s, 2
2040/1000000 s, 2
20401094/1073741824 s, 2
20408/1000000 s, 5
20409/1000000 s, 1
204288/512000000 s, 1
2043/1000000 s, 1
20432/1000000 s, 1
20437/1000000 s, 1
2043904/512000000 s, 7
2044/1000000 s, 3
204435/1000000 s, 1
204437/1000000 s, 1
20445/1000000 s, 1
20447232/512000000 s, 7
2045/1000000 s, 2
2046/1000000 s, 2
2047/1000000 s, 2
204703/1000000 s, 1
20480000/512000000 s, 110
2049/1000000 s, 2
205/1000000 s, 1
205/9450 s, 1
2050/1000000 s, 3
205009/1000000 s, 1
2051/1000000 s, 2
2052/1000000 s, 4
20522/1000000 s, 1
20528/1000000 s, 1
2054/1000000 s, 2
2055/1000000 s, 2
2056/1000000 s, 3
2057/1000000 s, 18
20577/1000000 s, 2
2058/1000000 s, 1
2059/1000000 s, 2
2059/20000 s, 6
206/100000 s, 4
206/1000000 s, 1
206/7830 s, 1
2060/1000000 s, 1
20604/1000000 s, 1
206080/512000000 s, 1
2061/1000000 s, 3
2062/1000000 s, 1
2063/1000000 s, 2
2064/1000000 s, 2
2065/1000000 s, 2
206508/100000 s, 1
206525/1000000 s, 2
2066/1000000 s, 2
206612/1000000 s, 1
206625/1000000 s, 1
2066432/512000000 s, 1
2067/1000000 s, 4
2068/1000000 s, 2
2069/1000000 s, 2
207/100000 s, 3
207/1000000 s, 2
207/20000 s, 3
207/9450 s, 1
2070/1000000 s, 5
20700/1000000 s, 1
20707/1000000 s, 1
2071/1000000 s, 1
20742/1000000 s, 1
20748/1000000 s, 1
2076/1000000 s, 1
2077/1000000 s, 4
20771/1000000 s, 1
20775/1000000 s, 1
2078/1000000 s, 1
20781/1000000 s, 1
207872/1000000 s, 1
2079/1000000 s, 5
208/100000 s, 3
208/1000000 s, 60
2080/1000000 s, 1
20800/1000000 s, 1
2081/1000000 s, 3
2083/10000 s, 1
2083/1000000 s, 3
208313/1000000 s, 1
20840/1000000 s, 1
208420/1000000 s, 1
20843/1000000 s, 1
208446/1000000 s, 1
2085/1000000 s, 1
2085600/48000000 s, 1
20859/1000000 s, 1
2086/100000 s, 15
2086/1000000 s, 1
208637/100000000 s, 1
2087/1000000 s, 2
20883/1000000 s, 1
208866/1000000 s, 1
2088960/512000000 s, 2
2089/1000000 s, 1
208980/1000000 s, 1
209/100000 s, 5
209/1000000 s, 2
2090/1000000 s, 1
2091/1000000 s, 2
20910/1000000 s, 1
20915/1000000 s, 1
2092/1000000 s, 1
2093/1000000 s, 1
2094/1000000 s, 2
209408/512000000 s, 1
2095/1000000 s, 2
20958/1000000 s, 1
2096/1000000 s, 4
2096704/268435456 s, 61
2097/1000000 s, 2
2097152/677904384 s, 1
2098/1000000 s, 1
2099/100000 s, 1
209987/1000000 s, 1
21/1 s, 2
21/10 s, 8
21/100 s, 2
21/10000 s, 34
21/100000 s, 8
21/1250 s, 1
21/12500 s, 1
21/2 s, 1
21/2000 s, 2
21/20000 s, 5
21/2500 s, 3
21/5000 s, 7
21/9420 s, 3
21/9450 s, 4
210/1000 s, 1
210/100000 s, 8
210/1000000 s, 1
210/20000 s, 1
2100/1000000 s, 2
21000/1000000 s, 16
21005/1000000 s, 1
2103/1000000 s, 2
210302/1000000 s, 1
2104/1000000 s, 2
2105/1000000 s, 2
21052/1000000 s, 1
2106/1000000 s, 2
21060/10000000 s, 22
21077/1000000 s, 1
2108/1000000 s, 8
2109/1000000 s, 12
2109440/512000000 s, 1
211/10000 s, 1
211/100000 s, 4
211/1000000 s, 2
2110/1000000 s, 8
21109/1000000 s, 1
21113/1000000 s, 2
2112/1000000 s, 5
2112000/1000000 s, 1
21128/1000000 s, 1
2114/1000000 s, 2
2115/1000000 s, 1
2116/100000 s, 1
2118/1000000 s, 2
211812352/512000000 s, 1
2119/1000000 s, 1
21193/1000000 s, 1
211979/1000000 s, 1
212/100000 s, 3
212/1000000 s, 2
2120/1000000 s, 2
2121/1000000 s, 1
2122/1000000 s, 7
212245/1000000 s, 1
212257/1000000 s, 2
2123/1000000 s, 4
2123095/1000000 s, 1
2124/1000000 s, 1
2125/1000000 s, 4
2126/1000000 s, 2
2127/1000000 s, 3
21276/1000000 s, 2
2128/1000000 s, 1
21280/1000000 s, 1
2129/1000000 s, 2
21293/1000000 s, 1
213/100 s, 1
213/100000 s, 7
213/1000000 s, 4
213/9450 s, 2
2130/1000000 s, 1
2132/1000000 s, 1
21331968/512000000 s, 5
213336/10000000 s, 18
2134016/512000000 s, 3
2135/1000000 s, 1
213501/1000000 s, 2
2136/1000000 s, 1
213629/100000000 s, 1
2137/1000000 s, 2
21372/1000000 s, 1
2138/1000000 s, 2
2139/1000000 s, 1
214/10000 s, 1
214/100000 s, 4
21400/1000000 s, 1
2141/1000000 s, 5
2142/1000000 s, 9
2143/1000000 s, 4
214408/100000000 s, 1
2145/1000000 s, 3
2146/1000000 s, 3
21466/1000000 s, 1
2147/100000 s, 3
214739/1000000 s, 1
2147483/1073741824 s, 19
2147484/1073741824 s, 10
2148/1000000 s, 1
21480/1000000 s, 1
2149/1000000 s, 3
214999/1000000 s, 1
215/100 s, 1
215/100000 s, 2
215/1000000 s, 1
2151/1000000 s, 1
2152/1000000 s, 1
21520/1000000 s, 1
21523/1000000 s, 1
2153/100000 s, 2
2154/1000000 s, 1
2154496/512000000 s, 2
2155/1000000 s, 3
2156/1000000 s, 1
21576/1000000 s, 1
2158/1000000 s, 3
215969/1000000 s, 1
216/10000 s, 1
216/100000 s, 7
216/1000000 s, 1
216/302521 s, 3
216/9450 s, 1
2160/1000000 s, 3
21600/1000000 s, 1
2161/1000000 s, 1
2162/100000 s, 1
2162/1000000 s, 4
21622/1000000 s, 1
2163/1000000 s, 1
2164/1000000 s, 12
216434/1000000 s, 1
21649/1000000 s, 1
2165/1000000 s, 3
2166/1000000 s, 3
2166/20000 s, 4
21666/1000000 s, 3
2167/1000000 s, 1
21679/1000000 s, 1
2168/1000000 s, 2
2169/1000000 s, 1
217/100 s, 1
217/100000 s, 2
217/1000000 s, 2
217/20000 s, 1
2170/1000000 s, 3
21709/1000000 s, 1
2171/1000000 s, 1
21716/1000000 s, 2
2172/1000000 s, 1
21720/1000000 s, 1
21724921/268435456 s, 14
2173/1000000 s, 3
21739/1000000 s, 1
2175/1000000 s, 2
21753/1000000 s, 1
2176/100000 s, 1
2176/1000000 s, 2
2177/1000000 s, 1
217777/1000000 s, 1
217943/1000000 s, 1
218/100000 s, 3
218/1000000 s, 3
218/20000 s, 1
218/7830 s, 1
2180/1000000 s, 3
21803/1000000 s, 1
2181/1000000 s, 5
21810/1000000 s, 1
2183/1000000 s, 2
2184/1000000 s, 1
2184532/65536000 s, 1
2185/1000000 s, 1
2186/1000000 s, 3
21864/1000000 s, 1
2187/100000 s, 1
2187/1000000 s, 11
2188/1000000 s, 1
2189/1000000 s, 1
21897/1000000 s, 1
219/100 s, 1
2190/1000000 s, 2
219071/1000000 s, 1
2191/1000000 s, 1
219132/1000000 s, 1
2191360/512000000 s, 1
2192/1000000 s, 1
21942/1000000 s, 1
21943/1000000 s, 1
219439/1000000 s, 1
2195/1000000 s, 1
2196/1000000 s, 3
219648/512000000 s, 1
219676672/512000000 s, 1
2197/1000000 s, 1
2198/1000000 s, 1
2199/1000000 s, 2
2199552/512000000 s, 2
219961/268435456 s, 38
22/1 s, 4
22/10 s, 18
22/1000 s, 1
22/10000 s, 9
22/100000 s, 1
22/15000 s, 1
22/20000 s, 2
22/7830 s, 6
22/9420 s, 2
22/9450 s, 3
220/100000 s, 3
220/1000000 s, 3
2200/1000000 s, 6
22000/1000000 s, 21
22002/1000000 s, 1
2201/1000000 s, 2
22010/1000000 s, 3
22011/1000000 s, 1
220117/100000 s, 1
22014/1000000 s, 1
22016/512000000 s, 1
22018/1000000 s, 1
22019/1000000 s, 1
22022/1000000 s, 1
22029/1000000 s, 5
22030/1000000 s, 2
22033/1000000 s, 1
22036/1000000 s, 1
22039/1000000 s, 1
2204/1000000 s, 5
22040/1000000 s, 1
22045/1000000 s, 1
2205/1000000 s, 4
2206/1000000 s, 1
22068/1000000 s, 1
22069/1000000 s, 1
2207/1000000 s, 10
2208/1000000 s, 3
2209/1000000 s, 2
22094/1000000 s, 1
221/10 s, 1
221/10000 s, 1
221/100000 s, 7
221/1000000 s, 8
2210/1000000 s, 1
2211/1000000 s, 1
221132/1000000 s, 4
22114/1000000 s, 1
221150/1000000 s, 1
2213/1000000 s, 1
2214/1000000 s, 3
22144/1000000 s, 1
22156/1000000 s, 1
2216/100000 s, 1
2217/1000000 s, 3
2219/1000000 s, 2
2219904/10000000 s, 4
222/10 s, 1
222/100 s, 1
222/100000 s, 6
222/9450 s, 3
2220/1000000 s, 1
2220032/512000000 s, 1
22201/1000000 s, 12
222158/1000000 s, 1
2222/1000000 s, 3
22222/1000000 s, 3
22227/1000000 s, 1
222298112/512000000 s, 1
2223/1000000 s, 1
2224128/512000000 s, 1
2226/1000000 s, 1
2228224/512000000 s, 1
2229/100000 s, 1
2229/1000000 s, 5
223/10 s, 1
223/100 s, 1
223/100000 s, 6
223/9450 s, 3
2230/1000000 s, 6
2231/1000000 s, 2
22313/1000000 s, 1
223179/1000000 s, 1
223181/1000000 s, 2
2232/1000000 s, 3
223244/1000000 s, 1
2233/1000000 s, 1
22331/1000000 s, 1
2234/1000000 s, 1
2235/1000000 s, 2
22356/1000000 s, 1
22365/1000000 s, 1
22386/1000000 s, 1
2239/1000000 s, 8
224/10 s, 1
224/100000 s, 5
224/1000000 s, 3
224/9450 s, 2
2240/1000000 s, 3
2241/1000000 s, 1
224162/1000000 s, 1
224189/1000000 s, 1
224256/512000000 s, 15
22427/1000000 s, 1
2243/100000 s, 1
2243/1000000 s, 1
224428/1000000 s, 1
2244608/512000000 s, 1
2245/1000000 s, 1
2246/1000000 s, 3
2247/1000000 s, 1
2248/1000000 s, 2
224999/1000000 s, 1
225/10000 s, 1
225/100000 s, 2
2250/1000000 s, 14
2251/1000000 s, 5
2252/1000000 s, 2
2255/1000000 s, 2
2256/1000000 s, 5
22565/1000000 s, 1
2258/1000000 s, 4
22589/1000000 s, 1
2259/1000000 s, 2
2259152/1073741824 s, 1
226/1 s, 1
226/10000 s, 1
226/100000 s, 4
226/1000000 s, 1
2260/1000000 s, 2
226048/512000000 s, 1
2261/1000000 s, 2
2262/1000000 s, 1
2262/9450 s, 1
2263/1000000 s, 8
2264/1000000 s, 3
226458/1000000 s, 1
2265/1000000 s, 2
2266/1000000 s, 1
2267/1000000 s, 1
226756/1000000 s, 1
22680/10000000 s, 23
226835/1000000 s, 4
2269/1000000 s, 1
227/10 s, 1
227/10000 s, 2
227/100000 s, 7
227/9450 s, 1
2270/1000000 s, 3
22708224/512000000 s, 1
2271/1000000 s, 3
227293/1000000 s, 1
2274/1000000 s, 2
2275/1000000 s, 3
2276/1000000 s, 1
2277/1000000 s, 1
22773/1000000 s, 1
2277376/512000000 s, 1
2278/1000000 s, 1
2279/1000000 s, 1
228/100 s, 2
228/1000000 s, 2
228/9450 s, 1
2280/1000000 s, 2
22800/1000000 s, 3
22806528/512000000 s, 1
2281/1000000 s, 3
22810/10 s, 1
2282/1000000 s, 2
22824/100000 s, 1
2283/1000000 s, 3
22836/1000000 s, 1
2284/1000000 s, 3
2285/1000000 s, 1
22851/1000000 s, 2
2287/1000000 s, 3
2288/1000000 s, 1
22886/100000 s, 1
228864/512000000 s, 1
2289/1000000 s, 1
2289169/268435456 s, 49
22892/1000000 s, 1
228933/1000000 s, 1
2289664/512000000 s, 3
229/10 s, 1
229/100 s, 1
229/10000 s, 4
229/100000 s, 7
229/20000 s, 1
229/2500 s, 4
229/65536 s, 1
229/9450 s, 1
2290/1000000 s, 1
2291/1000000 s, 1
2292/1000000 s, 3
2293/1000000 s, 11
2295/1000000 s, 6
2296/1000000 s, 3
22963/1000000 s, 1
2297/1000000 s, 1
2298/1000000 s, 6
229811/1000000 s, 1
229934/1000000 s, 1
23/1 s, 2
23/10 s, 7
23/10000 s, 25
23/100000 s, 5
23/15000 s, 1
23/20000 s, 2
23/25000 s, 1
23/4000 s, 1
23/5000 s, 10
23/50000 s, 1
23/7830 s, 1
23/9420 s, 4
23/9450 s, 5
230/100 s, 3
230/100000 s, 2
230/1000000 s, 13
2300/1000000 s, 6
23000/1000000 s, 12
2301/1000000 s, 4
2302/1000000 s, 1
230206/1000000 s, 1
2303/1000000 s, 3
23033/1000000 s, 1
2304/1000000 s, 1
230400/512000000 s, 1
23045/1000000 s, 1
2306/1000000 s, 1
2306048/512000000 s, 1
2307/100000 s, 1
2307/1000000 s, 2
23082/48000000 s, 1
23084/10000000 s, 1
2309/1000000 s, 2
231/100000 s, 2
231/1000000 s, 1
2310/1000000 s, 5
2310144/512000000 s, 1
2311/1000000 s, 1
2312/1000000 s, 2
23135/100000 s, 1
2314/1000000 s, 1
23146/1000000 s, 1
2314814/100000000 s, 1
2315/1000000 s, 2
231584/65536000 s, 1
2316/1000000 s, 2
2317/1000000 s, 14
2318/1000000 s, 3
23199744/512000000 s, 1
232/100000 s, 4
23200/1000000 s, 1
2321/1000000 s, 2
2322/1000000 s, 4
2324/1000000 s, 1
2325/1000000 s, 1
23251/1000000 s, 1
23255/1000000 s, 1
23255813/100000000 s, 1
2326/1000000 s, 1
232676/1000000 s, 3
2327/100000 s, 1
2327/1000000 s, 2
23285/1000000 s, 1
23295/1000000 s, 1
233/10000 s, 1
233/100000 s, 4
233/20000 s, 1
2330/1000000 s, 5
2332/1000000 s, 2
2333/1000000 s, 1
2333/20000 s, 2
2334/1000000 s, 2
2334720/512000000 s, 2
233511/1000000 s, 1
23355/1000000 s, 1
2335900/1000000 s, 1
2336/1000000 s, 13
233675/1000000 s, 1
2337/1000000 s, 1
2338/1000000 s, 2
2339/1000000 s, 2
234/100 s, 1
234/100000 s, 2
234/1000000 s, 42
234/9450 s, 1
23400/1000000 s, 1
234000/65536000 s, 1
2341/1000000 s, 1
2342/100000 s, 1
2342/1000000 s, 2
234228/1000000 s, 1
2343/1000000 s, 1
2345/100000 s, 2
2345/1000000 s, 2
2346/1000000 s, 1
2347/1000000 s, 2
2348/1000000 s, 5
2349/1000000 s, 2
23499/1000000 s, 1
235/100000 s, 3
23502/1000000 s, 1
2351/1000000 s, 5
2351104/512000000 s, 1
2352/1000000 s, 5
2354/100000 s, 1
2354/1000000 s, 1
2355/1000000 s, 2
2355200/512000000 s, 4
2356/1000000 s, 1
23564/1000000 s, 1
235655/1000000 s, 1
235664/1000000 s, 1
2358/1000000 s, 2
235849/100000000 s, 1
236/100000 s, 4
236/1000000 s, 1
236/20000 s, 2
2360/1000000 s, 1
23623/1000000 s, 1
23625728/512000000 s, 1
2363/1000000 s, 1
2364/1000000 s, 5
2365/1000000 s, 4
2366/1000000 s, 1
2367/1000000 s, 1
2368/1000000 s, 2
23689/1000000 s, 1
2369/1000000 s, 2
23697424/268435456 s, 12
237/100000 s, 5
237/1000000 s, 3
237/20000 s, 2
2371/1000000 s, 1
237270/1000000 s, 1
2374/1000000 s, 1
2375/10000 s, 21
2375/1000000 s, 1
2376/1000000 s, 1
2377/1000000 s, 4
2378/1000000 s, 1
2379/1000000 s, 17
23797/1000000 s, 1
2379776/512000000 s, 2
238/100 s, 2
238/10000 s, 1
238/100000 s, 2
238/1000000 s, 2
238/9450 s, 2
2380/1000000 s, 5
23800/1000000 s, 2
2381/1000000 s, 3
2382/1000000 s, 3
23828/1000000 s, 1
2383/1000000 s, 4
2384/1000000 s, 2
2385/1000000 s, 1
2386/1000000 s, 1
23860930/1073741824 s, 25
2389/1000000 s, 1
238976/65536000 s, 1
239/100 s, 1
239/10000 s, 1
239/100000 s, 1
2390/1000000 s, 4
2392/1000000 s, 3
239242/1000000 s, 1
2395/1000000 s, 12
239562/48000000 s, 1
2396/1000000 s, 1
239635/100000000 s, 1
2397/1000000 s, 6
2398/1000000 s, 2
2399/10 s, 1
2399/1000000 s, 4
24/1 s, 1
24/10 s, 1
24/1000 s, 6
24/10000 s, 9
24/15000 s, 1
24/20000 s, 3
24/20585 s, 1
24/5 s, 1
24/7830 s, 10
24/9420 s, 1
24/9450 s, 10
240/1 s, 2
240/100 s, 1
240/100000 s, 3
240/1000000 s, 3
2400/1000000 s, 4
24000/1000000 s, 124
2400256/512000000 s, 1
240079/1000000 s, 1
240100/268435456 s, 31
24020/1000000 s, 1
2404/1000000 s, 2
2405/1000000 s, 1
240570/1000000 s, 1
2406/1000000 s, 2
240611/1000000 s, 1
2407/1000000 s, 3
2409/1000000 s, 1
241/100000 s, 4
241/1000000 s, 2
241/5000 s, 1
2410/1000000 s, 4
2411/1000000 s, 1
24118/1000000 s, 1
2412/1000000 s, 1
2413/1000000 s, 1
2414/100000 s, 1
2414/1000000 s, 1
24140/1000000 s, 1
2415/10000 s, 1
2415/1000000 s, 1
2415919/268435456 s, 6
2416/1000000 s, 2
2417/1000000 s, 2
2418/100000 s, 1
2418/1000000 s, 5
24185/1000000 s, 1
2419/1000000 s, 3
242/10 s, 1
242/100000 s, 5
242/1000000 s, 2
242/7830 s, 9
2420/1000000 s, 2
2422/1000000 s, 10
24220/1000000 s, 1
2423/1000000 s, 1
2424/100 s, 1
2425/1000000 s, 1
2427/1000000 s, 2
24279/1000000 s, 1
2428928/512000000 s, 1
2429/1000000 s, 1
24297/1000000 s, 2
243/100 s, 1
243/100000 s, 2
2430/1000000 s, 4
24300/1000000 s, 1
24300/10000000 s, 10
243097/1000000 s, 1
2431/1000000 s, 1
243139/1000000 s, 1
2432/1000000 s, 1
2433/1000000 s, 6
2434/1000000 s, 3
2437/1000000 s, 2
2438/1000000 s, 1
2439/1000000 s, 2
24390/1000000 s, 1
24395/1000000 s, 1
243962/1000000 s, 1
244/100 s, 1
244/100000 s, 4
244/1000000 s, 2
244/20000 s, 2
244/7830 s, 2
2440/1000000 s, 1
2442/100000 s, 1
2442/1000000 s, 1
2443/1000000 s, 1
24432/1000000 s, 1
244323/1000000 s, 1
2444/100000 s, 1
2444/1000000 s, 2
2445/1000000 s, 5
2445312/512000000 s, 2
24459/1000000 s, 1
2447/1000000 s, 6
2448/1000000 s, 6
24485/1000000 s, 1
2449/1000000 s, 1
244913/1000000 s, 2
24492/1000000 s, 1
245/10000 s, 3
245/100000 s, 5
2450/1000000 s, 4
24500/1000000 s, 1
2453/1000000 s, 1
2456/1000000 s, 1
2457/1000000 s, 1
245760/512000000 s, 1
2458/1000000 s, 2
24583/1000000 s, 2
246/10 s, 2
246/100 s, 1
246/100000 s, 5
246/1000000 s, 1
2460/1000000 s, 1
24600/1000000 s, 3
24602/1000000 s, 1
2461696/512000000 s, 1
2462/1000000 s, 2
24622/1000000 s, 1
246272/512000000 s, 1
2463/1000000 s, 2
24634/1000000 s, 1
2464/1000000 s, 10
24643/1000000 s, 1
2465/1000000 s, 2
2466/1000000 s, 2
2467/1000000 s, 5
246784/512000000 s, 17
2468/1000000 s, 1
2469/1000000 s, 7
2469888/512000000 s, 1
24699/1000000 s, 1
247/10000 s, 1
247/100000 s, 5
247/1000000 s, 2
247/9450 s, 2
2470/1000000 s, 1
24704/1000000 s, 1
24714/1000000 s, 1
2472/1000000 s, 3
2472/9420 s, 1
2473/1000000 s, 1
24734/1000000 s, 1
2475/1000000 s, 1
2476/1000000 s, 2
2477/1000000 s, 2
2478/1000000 s, 1
2479/1000000 s, 1
248/100000 s, 2
248/1000000 s, 1
248/7830 s, 1
248/9450 s, 1
2480/1000000 s, 2
24800/1000000 s, 2
2481/1000000 s, 1
2483/1000000 s, 4
24832/1000000 s, 1
2485/100000 s, 2
2485/1000000 s, 1
2486/1000000 s, 1
24860/1000000 s, 1
2487/1000000 s, 3
2488/1000000 s, 4
249/10000 s, 8
249/100000 s, 4
249/9450 s, 1
24900/1000000 s, 15
2490368/512000000 s, 2
249088/512000000 s, 1
2492/1000000 s, 2
249218/1000000 s, 1
2493/1000000 s, 2
24938/1000000 s, 1
24939/1000000 s, 1
2494/100000 s, 1
2494/1000000 s, 4
249424/1000000 s, 1
2495/1000000 s, 1
249561088/512000000 s, 1
249563/1000000 s, 1
2496/1000000 s, 1
2496400/268435456 s, 44
24966/1000000 s, 24
24967/1000000 s, 1
2498560/512000000 s, 1
24986/1000000 s, 4
2499/100000 s, 7
2499/20000 s, 2
24990/1000000 s, 1
249922/1000000 s, 1
24998/1000000 s, 1
24999/1000000 s, 28
25/1 s, 118
25/10 s, 649
25/100 s, 1
25/1000 s, 3
25/10000 s, 18
25/100000 s, 3
25/1024 s, 5
25/15000 s, 1
25/20000 s, 3
25/30 s, 1
25/9420 s, 1
25/9450 s, 1
250/10 s, 92
250/100 s, 31
250/1000 s, 1
250/100000 s, 3
250/1000000 s, 25
2500/100 s, 1
2500/1000 s, 1
2500/10000 s, 1
2500/100000 s, 18
2500/1000000 s, 111
