ifd_size ,Count
0:38:208:624:27220:32, 1
0:38:208:624:27226:30, 1
0:38:208:624:27228:32, 1
0:38:208:624:27232:32, 1
0:38:208:624:27234:30, 1
0:38:208:624:27238:30, 2
0:38:208:624:27246:30, 1
0:38:208:624:27252:32, 1
0:38:208:624:27254:30, 1
0:38:208:624:27256:32, 1
0:38:208:624:27258:30, 1
0:38:208:624:27268:32, 1
0:38:208:624:27278:30, 1
0:38:208:624:27284:32, 1
0:38:208:624:27286:30, 1
0:38:208:624:27290:30, 1
0:38:208:624:27302:30, 1
0:38:208:624:27306:30, 1
0:38:208:624:27312:32, 1
0:38:208:624:27314:30, 1
0:38:208:624:27318:30, 1
0:38:208:624:27328:32, 1
0:38:208:624:27334:30, 2
0:38:208:624:27340:32, 1
0:38:208:624:27350:30, 1
0:38:208:624:27352:32, 2
0:38:208:624:27358:30, 1
0:38:208:624:27360:32, 1
0:38:208:624:27382:30, 1
0:38:208:624:27386:30, 1
0:38:208:624:27388:32, 1
0:38:208:624:27390:30, 1
0:38:208:624:27394:30, 1
0:38:208:624:27396:32, 1
0:38:208:624:27398:30, 1
0:38:208:624:27412:32, 1
0:38:208:624:27414:30, 1
0:38:208:624:27420:32, 1
0:38:208:624:27422:30, 1
0:38:208:624:27424:32, 1
0:38:208:624:27434:30, 1
0:38:208:624:27436:32, 1
0:38:208:624:27438:30, 1
0:38:208:624:27456:32, 1
0:38:208:624:27458:30, 2
0:38:208:624:27462:30, 2
0:38:208:624:27464:32, 1
0:38:208:624:27468:32, 1
0:38:208:624:27472:32, 1
0:38:208:624:27484:32, 1
0:38:208:624:27494:30, 1
0:38:208:624:27506:30, 1
0:38:208:624:27508:32, 1
0:38:208:624:27528:32, 1
0:38:208:624:27532:32, 2
0:38:208:624:27538:30, 1
0:38:208:624:27540:32, 1
0:38:208:624:27542:30, 2
0:38:208:624:27552:32, 2
0:38:208:624:27554:30, 2
0:38:208:624:27560:32, 1
0:38:208:624:27564:32, 1
0:38:208:624:27568:32, 1
0:38:208:624:27572:32, 2
0:38:208:624:27578:30, 1
0:38:208:624:27580:32, 1
0:38:208:624:27606:30, 2
0:38:208:624:27612:32, 2
0:38:208:624:27614:30, 1
0:38:208:624:27618:30, 1
0:38:208:624:27624:32, 1
0:38:208:624:27642:30, 3
0:38:208:624:27644:32, 1
0:38:208:624:27654:30, 1
0:38:208:624:27656:32, 1
0:38:208:624:27658:30, 1
0:38:208:624:27662:30, 1
0:38:208:624:27670:30, 1
0:38:208:624:27674:30, 2
0:38:208:624:27678:30, 1
0:38:208:624:27680:32, 1
0:38:208:624:27682:30, 1
0:38:208:624:27686:30, 1
0:38:208:624:27702:30, 1
0:38:208:624:27716:32, 1
0:38:208:624:27718:30, 1
0:38:208:624:27720:32, 1
0:38:208:624:27732:32, 2
0:38:208:624:27736:32, 1
0:38:208:624:27752:32, 3
0:38:208:624:27756:32, 1
0:38:208:624:27758:30, 1
0:38:208:624:27760:32, 1
0:38:208:624:27762:30, 1
0:38:208:624:27764:32, 1
0:38:208:624:27774:30, 1
0:38:208:624:27776:32, 3
0:38:208:624:27784:32, 2
0:38:208:624:27798:30, 1
0:38:208:624:27802:30, 1
0:38:208:624:27804:32, 1
0:38:208:624:27808:32, 1
0:38:208:624:27818:30, 1
0:38:208:624:27820:32, 2
0:38:208:624:27822:30, 1
0:38:208:624:27830:30, 2
0:38:208:624:27840:32, 1
0:38:208:624:27852:32, 1
0:38:208:624:27854:30, 1
0:38:208:624:27866:30, 1
0:38:208:624:27878:30, 1
0:38:208:624:27886:30, 1
0:38:208:624:27890:30, 1
0:38:208:624:27898:30, 2
0:38:208:624:27900:32, 1
0:38:208:624:27902:30, 1
0:38:208:624:27912:32, 1
0:38:208:624:27918:30, 2
0:38:208:624:27926:30, 2
0:38:208:624:27936:32, 1
0:38:208:624:27944:32, 1
0:38:208:624:27952:32, 1
0:38:208:624:27954:30, 1
0:38:208:624:27966:30, 1
0:38:208:624:27968:32, 1
0:38:208:624:27970:30, 2
0:38:208:624:27976:32, 1
0:38:208:624:27982:30, 2
0:38:208:624:27984:32, 1
0:38:208:624:27992:32, 1
0:38:208:624:27998:30, 2
0:38:208:624:28004:32, 1
0:38:208:624:28006:30, 1
0:38:208:624:28008:32, 1
0:38:208:624:28018:30, 1
0:38:208:624:28020:32, 1
0:38:208:624:28022:30, 1
0:38:208:624:28028:32, 1
0:38:208:624:28040:32, 2
0:38:208:624:28042:30, 1
0:38:208:624:28044:32, 1
0:38:208:624:28050:30, 2
0:38:208:624:28054:30, 1
0:38:208:624:28062:30, 1
0:38:208:624:28064:32, 2
0:38:208:624:28068:32, 1
0:38:208:624:28076:32, 1
0:38:208:624:28078:30, 1
0:38:208:624:28080:32, 1
0:38:208:624:28082:30, 1
0:38:208:624:28084:32, 2
0:38:208:624:28092:32, 1
0:38:208:624:28094:30, 3
0:38:208:624:28098:30, 1
0:38:208:624:28100:32, 1
0:38:208:624:28102:30, 1
0:38:208:624:28104:32, 1
0:38:208:624:28106:30, 1
0:38:208:624:28108:32, 2
0:38:208:624:28112:32, 1
0:38:208:624:28114:30, 1
0:38:208:624:28120:32, 1
0:38:208:624:28122:30, 1
0:38:208:624:28132:32, 1
0:38:208:624:28144:32, 1
0:38:208:624:28146:30, 1
0:38:208:624:28150:30, 1
0:38:208:624:28160:32, 1
0:38:208:624:28162:30, 1
0:38:208:624:28164:32, 1
0:38:208:624:28166:30, 1
0:38:208:624:28172:32, 1
0:38:208:624:28174:30, 2
0:38:208:624:28180:32, 1
0:38:208:624:28182:30, 1
0:38:208:624:28184:32, 2
0:38:208:624:28194:30, 1
0:38:208:624:28214:30, 1
0:38:208:624:28218:30, 2
0:38:208:624:28220:32, 1
0:38:208:624:28222:30, 1
0:38:208:624:28224:32, 1
0:38:208:624:28236:32, 1
0:38:208:624:28238:30, 1
0:38:208:624:28242:30, 1
0:38:208:624:28248:32, 1
0:38:208:624:28250:30, 2
0:38:208:624:28252:32, 1
0:38:208:624:28254:30, 1
0:38:208:624:28258:30, 1
0:38:208:624:28260:32, 1
0:38:208:624:28262:30, 1
0:38:208:624:28264:32, 1
0:38:208:624:28270:30, 1
0:38:208:624:28274:30, 2
0:38:208:624:28276:32, 1
0:38:208:624:28278:30, 1
0:38:208:624:28282:30, 1
0:38:208:624:28286:30, 1
0:38:208:624:28290:30, 1
0:38:208:624:28292:32, 1
0:38:208:624:28294:30, 1
0:38:208:624:28296:32, 2
0:38:208:624:28302:30, 1
0:38:208:624:28306:30, 1
0:38:208:624:28312:32, 1
0:38:208:624:28316:32, 1
0:38:208:624:28322:30, 1
0:38:208:624:28324:32, 1
0:38:208:624:28328:32, 1
0:38:208:624:28332:32, 1
0:38:208:624:28334:30, 1
0:38:208:624:28346:30, 1
0:38:208:624:28352:32, 1
0:38:208:624:28354:30, 1
0:38:208:624:28356:32, 2
0:38:208:624:28358:30, 1
0:38:208:624:28362:30, 2
0:38:208:624:28364:32, 1
0:38:208:624:28368:32, 1
0:38:208:624:28372:32, 2
0:38:208:624:28376:32, 1
0:38:208:624:28378:30, 1
0:38:208:624:28382:30, 1
0:38:208:624:28384:32, 1
0:38:208:624:28388:32, 1
0:38:208:624:28390:30, 1
0:38:208:624:28396:32, 2
0:38:208:624:28398:30, 1
0:38:208:624:28422:30, 2
0:38:208:624:28424:32, 1
0:38:208:624:28428:32, 2
0:38:208:624:28434:30, 1
0:38:208:624:28444:32, 1
0:38:208:624:28446:30, 1
0:38:208:624:28456:32, 1
0:38:208:624:28460:32, 1
0:38:208:624:28462:30, 1
0:38:208:624:28472:32, 2
0:38:208:624:28478:30, 1
0:38:208:624:28484:32, 1
0:38:208:624:28504:32, 2
0:38:208:624:28506:30, 2
0:38:208:624:28508:32, 2
0:38:208:624:28512:32, 1
0:38:208:624:28520:32, 1
0:38:208:624:28552:32, 1
0:38:208:624:28556:32, 1
0:38:208:624:28560:32, 1
0:38:208:624:28562:30, 2
0:38:208:624:28574:30, 1
0:38:208:624:28576:32, 1
0:38:208:624:28580:32, 1
0:38:208:624:28588:32, 1
0:38:208:624:28600:32, 1
0:38:208:624:28602:30, 1
0:38:208:624:28604:32, 1
0:38:208:624:28608:32, 2
0:38:208:624:28614:30, 1
0:38:208:624:28618:30, 2
0:38:208:624:28622:30, 1
0:38:208:624:28640:32, 1
0:38:208:624:28648:32, 2
0:38:208:624:28662:30, 1
0:38:208:624:28666:30, 1
0:38:208:624:28678:30, 3
0:38:208:624:28680:32, 1
0:38:208:624:28682:30, 1
0:38:208:624:28698:30, 1
0:38:208:624:28702:30, 1
0:38:208:624:28710:30, 1
0:38:208:624:28720:32, 1
0:38:208:624:28724:32, 1
0:38:208:624:28728:32, 2
0:38:208:624:28738:30, 1
0:38:208:624:28752:32, 1
0:38:208:624:28760:32, 1
0:38:208:624:28764:32, 1
0:38:208:624:28768:32, 2
0:38:208:624:28772:32, 1
0:38:208:624:28786:30, 1
0:38:208:624:28788:32, 1
0:38:208:624:28798:30, 1
0:38:208:624:28800:32, 1
0:38:208:624:28814:30, 1
0:38:208:624:28820:32, 1
0:38:208:624:28834:30, 2
0:38:208:624:28836:32, 1
0:38:208:624:28842:30, 1
0:38:208:624:28844:32, 1
0:38:208:624:28850:30, 1
0:38:208:624:28858:30, 1
0:38:208:624:28870:30, 1
0:38:208:624:28876:32, 1
0:38:208:624:28888:32, 1
0:38:208:624:28892:32, 1
0:38:208:624:28912:32, 1
0:38:208:624:28928:32, 1
0:38:208:624:28930:30, 2
0:38:208:624:28936:32, 1
0:38:208:624:28942:30, 1
0:38:208:624:28946:30, 1
0:38:208:624:28962:30, 1
0:38:208:624:28964:32, 2
0:38:208:624:28970:30, 1
0:38:208:624:28982:30, 1
0:38:208:624:29006:30, 1
0:38:208:624:29008:32, 1
0:38:208:624:29022:30, 1
0:38:208:624:29032:32, 1
0:38:208:624:29036:32, 1
0:38:208:624:29044:32, 2
0:38:208:624:29046:30, 1
0:38:208:624:29048:32, 1
0:38:208:624:29050:30, 2
0:38:208:624:29054:30, 1
0:38:208:624:29056:32, 1
0:38:208:624:29058:30, 1
0:38:208:624:29062:30, 1
0:38:208:624:29078:30, 1
0:38:208:624:29084:32, 2
0:38:208:624:29086:30, 1
0:38:208:624:29090:30, 1
0:38:208:624:29092:32, 1
0:38:208:624:29102:30, 2
0:38:208:624:29104:32, 1
0:38:208:624:29106:30, 1
0:38:208:624:29110:30, 1
0:38:208:624:29120:32, 1
0:38:208:624:29124:32, 1
0:38:208:624:29126:30, 1
0:38:208:624:29132:32, 2
0:38:208:624:29148:32, 1
0:38:208:624:29156:32, 1
0:38:208:624:29168:32, 1
0:38:208:624:29170:30, 1
0:38:208:624:29176:32, 1
0:38:208:624:29182:30, 1
0:38:208:624:29204:32, 1
0:38:208:624:29206:30, 1
0:38:208:624:29222:30, 1
0:38:208:624:29230:30, 1
0:38:208:624:29240:32, 1
0:38:208:624:29252:32, 1
0:38:208:624:29264:32, 1
0:38:208:624:29294:30, 1
0:38:208:624:29312:32, 1
0:38:208:624:29322:30, 1
0:38:208:624:29362:30, 1
0:38:208:624:29368:32, 1
0:38:208:624:29374:30, 1
0:38:208:624:29410:30, 1
0:38:208:624:29414:30, 1
0:38:208:624:29426:30, 1
0:38:208:624:29430:30, 1
0:38:208:624:29444:32, 1
0:38:208:624:29448:32, 1
0:38:208:624:29450:30, 1
0:38:208:624:29452:32, 2
0:38:208:624:29454:30, 1
0:38:208:624:29458:30, 1
0:38:208:624:29484:32, 1
0:38:208:624:29506:30, 2
0:38:208:624:29514:30, 1
0:38:208:624:29516:32, 1
0:38:208:624:29518:30, 1
0:38:208:624:29526:30, 2
0:38:208:624:29536:32, 1
0:38:208:624:29538:30, 1
0:38:208:624:29548:32, 2
0:38:208:624:29572:32, 1
0:38:208:624:29588:32, 1
0:38:208:624:29590:30, 1
0:38:208:624:29598:30, 1
0:38:208:624:29602:30, 1
0:38:208:624:29610:30, 1
0:38:208:624:29628:32, 1
0:38:208:624:29634:30, 1
0:38:208:624:29646:30, 1
0:38:208:624:29652:32, 1
0:38:208:624:29668:32, 1
0:38:208:624:29670:30, 1
0:38:208:624:29678:30, 1
0:38:208:624:29694:30, 1
0:38:208:624:29712:32, 1
0:38:208:624:29740:32, 1
0:38:208:624:29742:30, 1
0:38:208:624:29748:32, 1
0:38:208:624:29754:30, 1
0:38:208:624:29760:32, 1
0:38:208:624:29774:30, 1
0:38:208:624:29830:30, 2
0:38:208:624:29832:32, 1
0:38:208:624:29844:32, 1
0:38:208:624:29866:30, 1
0:38:208:624:29884:32, 1
0:38:208:624:29908:32, 1
0:38:208:624:29914:30, 1
0:38:208:624:29918:30, 2
0:38:208:624:29930:30, 1
0:38:208:624:29948:32, 1
0:38:208:624:29988:32, 1
0:38:208:624:30008:32, 1
0:38:208:624:30048:32, 1
0:38:208:624:30072:32, 1
0:38:208:624:30076:32, 1
0:38:208:624:30090:30, 1
0:38:208:624:30106:30, 1
0:38:208:624:30120:32, 1
0:38:208:624:30136:32, 1
0:38:208:624:30186:30, 1
0:38:208:624:30202:30, 1
0:38:208:624:30222:30, 1
0:38:208:624:30234:30, 1
0:38:208:624:30238:30, 1
0:38:208:624:30268:32, 1
0:38:208:624:30292:32, 1
0:38:208:624:30300:32, 1
0:38:208:624:30384:32, 1
0:38:208:624:30400:32, 2
0:38:208:624:30416:32, 1
0:38:208:624:30422:30, 1
0:38:208:624:30428:32, 1
0:38:208:624:30432:32, 1
0:38:208:624:30548:32, 1
0:38:208:624:30570:30, 3
0:38:208:624:30602:30, 1
0:38:208:624:30612:32, 1
0:38:208:624:30650:30, 1
0:38:208:624:30666:30, 1
0:38:208:624:31274:30, 1
0:38:208:624:31388:32, 1
0:38:208:636:13014:30, 1
0:38:208:636:18580:32, 1
0:38:208:636:20914:30, 1
0:38:208:636:21278:30, 1
0:38:208:636:21346:30, 1
0:38:208:636:21700:32, 1
0:38:208:636:21704:32, 1
0:38:208:636:22318:30, 1
0:38:208:636:22396:32, 1
0:38:208:636:22492:32, 1
0:38:208:636:22606:30, 1
0:38:208:636:22994:30, 1
0:38:208:636:23036:32, 1
0:38:208:636:23040:32, 1
0:38:208:636:23396:32, 1
0:38:208:636:23420:32, 1
0:38:208:636:23564:32, 1
0:38:208:636:23630:30, 1
0:38:208:636:23648:32, 1
0:38:208:636:23858:30, 1
0:38:208:636:23892:32, 1
0:38:208:636:23910:30, 1
0:38:208:636:23926:30, 1
0:38:208:636:23948:32, 1
0:38:208:636:23958:30, 1
0:38:208:636:23962:30, 1
0:38:208:636:23998:30, 1
0:38:208:636:24000:32, 2
0:38:208:636:24008:32, 1
0:38:208:636:24034:30, 1
0:38:208:636:24050:30, 1
0:38:208:636:24092:32, 2
0:38:208:636:24094:30, 1
0:38:208:636:24118:30, 3
0:38:208:636:24120:32, 1
0:38:208:636:24122:30, 1
0:38:208:636:24128:32, 1
0:38:208:636:24142:30, 1
0:38:208:636:24170:30, 1
0:38:208:636:24172:32, 1
0:38:208:636:24210:30, 1
0:38:208:636:24226:30, 1
0:38:208:636:24228:32, 1
0:38:208:636:24250:30, 1
0:38:208:636:24252:32, 1
0:38:208:636:24280:32, 1
0:38:208:636:24296:32, 4
0:38:208:636:24298:30, 1
0:38:208:636:24304:32, 1
0:38:208:636:24322:30, 1
0:38:208:636:24328:32, 1
0:38:208:636:24334:30, 1
0:38:208:636:24338:30, 1
0:38:208:636:24352:32, 1
0:38:208:636:24354:30, 1
0:38:208:636:24360:32, 1
0:38:208:636:24370:30, 1
0:38:208:636:24376:32, 1
0:38:208:636:24382:30, 1
0:38:208:636:24394:30, 1
0:38:208:636:24410:30, 1
0:38:208:636:24414:30, 1
0:38:208:636:24418:30, 1
0:38:208:636:24426:30, 1
0:38:208:636:24442:30, 1
0:38:208:636:24458:30, 1
0:38:208:636:24468:32, 1
0:38:208:636:24474:30, 1
0:38:208:636:24478:30, 1
0:38:208:636:24484:32, 1
0:38:208:636:24502:30, 1
0:38:208:636:24504:32, 1
0:38:208:636:24510:30, 1
0:38:208:636:24514:30, 1
0:38:208:636:24520:32, 1
0:38:208:636:24536:32, 1
0:38:208:636:24542:30, 1
0:38:208:636:24552:32, 1
0:38:208:636:24556:32, 1
0:38:208:636:24570:30, 1
0:38:208:636:24576:32, 1
0:38:208:636:24594:30, 2
0:38:208:636:24602:30, 1
0:38:208:636:24606:30, 1
0:38:208:636:24610:30, 3
0:38:208:636:24622:30, 1
0:38:208:636:24630:30, 1
0:38:208:636:24638:30, 1
0:38:208:636:24642:30, 1
0:38:208:636:24646:30, 1
0:38:208:636:24658:30, 1
0:38:208:636:24664:32, 1
0:38:208:636:24666:30, 1
0:38:208:636:24668:32, 1
0:38:208:636:24676:32, 1
0:38:208:636:24686:30, 1
0:38:208:636:24692:32, 1
0:38:208:636:24708:32, 1
0:38:208:636:24712:32, 3
0:38:208:636:24734:30, 2
0:38:208:636:24738:30, 1
0:38:208:636:24748:32, 1
0:38:208:636:24772:32, 1
0:38:208:636:24776:32, 1
0:38:208:636:24780:32, 1
0:38:208:636:24790:30, 1
0:38:208:636:24796:32, 1
0:38:208:636:24802:30, 1
0:38:208:636:24806:30, 1
0:38:208:636:24812:32, 1
0:38:208:636:24824:32, 1
0:38:208:636:24844:32, 1
0:38:208:636:24858:30, 1
0:38:208:636:24862:30, 1
0:38:208:636:24866:30, 2
0:38:208:636:24880:32, 1
0:38:208:636:24888:32, 1
0:38:208:636:24904:32, 1
0:38:208:636:24906:30, 1
0:38:208:636:24910:30, 1
0:38:208:636:24924:32, 1
0:38:208:636:24936:32, 1
0:38:208:636:24940:32, 1
0:38:208:636:24946:30, 1
0:38:208:636:24950:30, 1
0:38:208:636:24954:30, 1
0:38:208:636:24966:30, 2
0:38:208:636:24968:32, 2
0:38:208:636:24978:30, 2
0:38:208:636:24984:32, 1
0:38:208:636:24990:30, 1
0:38:208:636:24996:32, 1
0:38:208:636:24998:30, 1
0:38:208:636:25000:32, 1
0:38:208:636:25002:30, 1
0:38:208:636:25012:32, 1
0:38:208:636:25036:32, 1
0:38:208:636:25042:30, 1
0:38:208:636:25044:32, 1
0:38:208:636:25060:32, 1
0:38:208:636:25070:30, 2
0:38:208:636:25082:30, 1
0:38:208:636:25090:30, 1
0:38:208:636:25100:32, 1
0:38:208:636:25102:30, 1
0:38:208:636:25106:30, 1
0:38:208:636:25122:30, 1
0:38:208:636:25126:30, 1
0:38:208:636:25136:32, 1
0:38:208:636:25140:32, 1
0:38:208:636:25150:30, 1
0:38:208:636:25152:32, 1
0:38:208:636:25156:32, 2
0:38:208:636:25162:30, 1
0:38:208:636:25166:30, 1
0:38:208:636:25172:32, 2
0:38:208:636:25174:30, 1
0:38:208:636:25184:32, 1
0:38:208:636:25188:32, 2
0:38:208:636:25190:30, 1
0:38:208:636:25192:32, 1
0:38:208:636:25210:30, 1
0:38:208:636:25214:30, 1
0:38:208:636:25236:32, 2
0:38:208:636:25238:30, 1
0:38:208:636:25250:30, 2
0:38:208:636:25252:32, 2
0:38:208:636:25256:32, 1
0:38:208:636:25258:30, 1
0:38:208:636:25260:32, 2
0:38:208:636:25266:30, 2
0:38:208:636:25274:30, 1
0:38:208:636:25286:30, 1
0:38:208:636:25292:32, 1
0:38:208:636:25300:32, 1
0:38:208:636:25304:32, 1
0:38:208:636:25312:32, 1
0:38:208:636:25324:32, 1
0:38:208:636:25334:30, 2
0:38:208:636:25342:30, 1
0:38:208:636:25346:30, 1
0:38:208:636:25348:32, 1
0:38:208:636:25352:32, 1
0:38:208:636:25376:32, 2
0:38:208:636:25382:30, 1
0:38:208:636:25384:32, 1
0:38:208:636:25386:30, 1
0:38:208:636:25390:30, 2
0:38:208:636:25400:32, 1
0:38:208:636:25404:32, 2
0:38:208:636:25406:30, 1
0:38:208:636:25412:32, 1
0:38:208:636:25428:32, 1
0:38:208:636:25430:30, 1
0:38:208:636:25440:32, 1
0:38:208:636:25446:30, 1
0:38:208:636:25454:30, 1
0:38:208:636:25456:32, 1
0:38:208:636:25464:32, 1
0:38:208:636:25474:30, 1
0:38:208:636:25476:32, 1
0:38:208:636:25484:32, 2
0:38:208:636:25490:30, 2
0:38:208:636:25498:30, 1
0:38:208:636:25500:32, 1
0:38:208:636:25504:32, 1
0:38:208:636:25506:30, 1
0:38:208:636:25508:32, 1
0:38:208:636:25516:32, 1
0:38:208:636:25538:30, 2
0:38:208:636:25540:32, 1
0:38:208:636:25542:30, 1
0:38:208:636:25564:32, 1
0:38:208:636:25566:30, 1
0:38:208:636:25576:32, 1
0:38:208:636:25580:32, 1
0:38:208:636:25582:30, 1
0:38:208:636:25590:30, 1
0:38:208:636:25608:32, 1
0:38:208:636:25638:30, 1
0:38:208:636:25642:30, 1
0:38:208:636:25654:30, 1
0:38:208:636:25664:32, 1
0:38:208:636:25674:30, 1
0:38:208:636:25676:32, 1
0:38:208:636:25680:32, 1
0:38:208:636:25682:30, 1
0:38:208:636:25684:32, 1
0:38:208:636:25690:30, 1
0:38:208:636:25702:30, 2
0:38:208:636:25716:32, 1
0:38:208:636:25732:32, 1
0:38:208:636:25734:30, 1
0:38:208:636:25736:32, 1
0:38:208:636:25738:30, 1
0:38:208:636:25744:32, 1
0:38:208:636:25746:30, 1
0:38:208:636:25752:32, 1
0:38:208:636:25764:32, 2
0:38:208:636:25770:30, 1
0:38:208:636:25774:30, 1
0:38:208:636:25776:32, 1
0:38:208:636:25784:32, 2
0:38:208:636:25786:30, 1
0:38:208:636:25790:30, 2
0:38:208:636:25794:30, 1
0:38:208:636:25796:32, 1
0:38:208:636:25800:32, 1
0:38:208:636:25806:30, 1
0:38:208:636:25810:30, 1
0:38:208:636:25814:30, 1
0:38:208:636:25820:32, 1
0:38:208:636:25824:32, 1
0:38:208:636:25826:30, 1
0:38:208:636:25830:30, 1
0:38:208:636:25842:30, 2
0:38:208:636:25848:32, 1
0:38:208:636:25862:30, 1
0:38:208:636:25864:32, 2
0:38:208:636:25866:30, 1
0:38:208:636:25874:30, 1
0:38:208:636:25876:32, 1
0:38:208:636:25878:30, 1
0:38:208:636:25880:32, 2
0:38:208:636:25884:32, 4
0:38:208:636:25888:32, 1
0:38:208:636:25890:30, 1
0:38:208:636:25894:30, 1
0:38:208:636:25900:32, 2
0:38:208:636:25902:30, 1
0:38:208:636:25918:30, 1
0:38:208:636:25934:30, 1
0:38:208:636:25936:32, 1
0:38:208:636:25942:30, 2
0:38:208:636:25952:32, 1
0:38:208:636:25956:32, 3
0:38:208:636:25958:30, 1
0:38:208:636:25964:32, 1
0:38:208:636:25970:30, 2
0:38:208:636:25978:30, 1
0:38:208:636:25982:30, 1
0:38:208:636:25990:30, 1
0:38:208:636:25996:32, 1
0:38:208:636:26000:32, 1
0:38:208:636:26004:32, 1
0:38:208:636:26024:32, 1
0:38:208:636:26028:32, 1
0:38:208:636:26030:30, 1
0:38:208:636:26032:32, 1
0:38:208:636:26036:32, 1
0:38:208:636:26040:32, 1
0:38:208:636:26046:30, 1
0:38:208:636:26056:32, 1
0:38:208:636:26058:30, 1
0:38:208:636:26060:32, 1
0:38:208:636:26062:30, 1
0:38:208:636:26066:30, 1
0:38:208:636:26072:32, 1
0:38:208:636:26078:30, 1
0:38:208:636:26082:30, 1
0:38:208:636:26084:32, 2
0:38:208:636:26086:30, 1
0:38:208:636:26092:32, 1
0:38:208:636:26098:30, 1
0:38:208:636:26104:32, 2
0:38:208:636:26108:32, 1
0:38:208:636:26126:30, 2
0:38:208:636:26128:32, 1
0:38:208:636:26134:30, 1
0:38:208:636:26142:30, 1
0:38:208:636:26164:32, 1
0:38:208:636:26172:32, 2
0:38:208:636:26174:30, 1
0:38:208:636:26188:32, 1
0:38:208:636:26190:30, 1
0:38:208:636:26196:32, 1
0:38:208:636:26198:30, 1
0:38:208:636:26214:30, 2
0:38:208:636:26228:32, 1
0:38:208:636:26232:32, 1
0:38:208:636:26236:32, 1
0:38:208:636:26240:32, 1
0:38:208:636:26242:30, 1
0:38:208:636:26246:30, 1
0:38:208:636:26250:30, 1
0:38:208:636:26272:32, 2
0:38:208:636:26276:32, 2
0:38:208:636:26290:30, 1
0:38:208:636:26294:30, 2
0:38:208:636:26298:30, 1
0:38:208:636:26300:32, 1
0:38:208:636:26306:30, 1
0:38:208:636:26324:32, 1
0:38:208:636:26332:32, 1
0:38:208:636:26334:30, 2
0:38:208:636:26344:32, 1
0:38:208:636:26348:32, 2
0:38:208:636:26352:32, 1
0:38:208:636:26358:30, 1
0:38:208:636:26362:30, 2
0:38:208:636:26364:32, 2
0:38:208:636:26372:32, 1
0:38:208:636:26378:30, 1
0:38:208:636:26384:32, 1
0:38:208:636:26386:30, 1
0:38:208:636:26392:32, 1
0:38:208:636:26394:30, 1
0:38:208:636:26410:30, 1
0:38:208:636:26420:32, 1
0:38:208:636:26432:32, 1
0:38:208:636:26434:30, 1
0:38:208:636:26436:32, 1
0:38:208:636:26438:30, 2
0:38:208:636:26440:32, 2
0:38:208:636:26442:30, 1
0:38:208:636:26446:30, 1
0:38:208:636:26452:32, 1
0:38:208:636:26458:30, 1
0:38:208:636:26476:32, 1
0:38:208:636:26484:32, 3
0:38:208:636:26488:32, 1
0:38:208:636:26496:32, 1
0:38:208:636:26520:32, 1
0:38:208:636:26522:30, 1
0:38:208:636:26524:32, 1
0:38:208:636:26526:30, 2
0:38:208:636:26528:32, 1
0:38:208:636:26532:32, 1
0:38:208:636:26538:30, 1
0:38:208:636:26552:32, 2
0:38:208:636:26558:30, 1
0:38:208:636:26566:30, 2
0:38:208:636:26568:32, 1
0:38:208:636:26570:30, 1
0:38:208:636:26574:30, 2
0:38:208:636:26576:32, 1
0:38:208:636:26582:30, 2
0:38:208:636:26584:32, 2
0:38:208:636:26590:30, 1
0:38:208:636:26594:30, 1
0:38:208:636:26600:32, 1
0:38:208:636:26608:32, 1
0:38:208:636:26614:30, 1
0:38:208:636:26620:32, 1
0:38:208:636:26626:30, 1
0:38:208:636:26630:30, 1
0:38:208:636:26632:32, 2
0:38:208:636:26638:30, 1
0:38:208:636:26644:32, 1
0:38:208:636:26648:32, 1
0:38:208:636:26658:30, 1
0:38:208:636:26664:32, 1
0:38:208:636:26680:32, 1
0:38:208:636:26692:32, 1
0:38:208:636:26696:32, 1
0:38:208:636:26698:30, 1
0:38:208:636:26704:32, 1
0:38:208:636:26706:30, 2
0:38:208:636:26714:30, 1
0:38:208:636:26718:30, 1
0:38:208:636:26722:30, 1
0:38:208:636:26732:32, 1
0:38:208:636:26734:30, 2
0:38:208:636:26736:32, 2
0:38:208:636:26740:32, 1
0:38:208:636:26746:30, 4
0:38:208:636:26758:30, 1
0:38:208:636:26760:32, 1
0:38:208:636:26766:30, 1
0:38:208:636:26798:30, 1
0:38:208:636:26800:32, 1
0:38:208:636:26802:30, 3
0:38:208:636:26804:32, 2
0:38:208:636:26812:32, 1
0:38:208:636:26816:32, 1
0:38:208:636:26828:32, 1
0:38:208:636:26830:30, 2
0:38:208:636:26836:32, 1
0:38:208:636:26842:30, 1
0:38:208:636:26844:32, 2
0:38:208:636:26860:32, 1
0:38:208:636:26864:32, 1
0:38:208:636:26868:32, 1
0:38:208:636:26874:30, 1
0:38:208:636:26878:30, 1
0:38:208:636:26882:30, 1
0:38:208:636:26902:30, 1
0:38:208:636:26906:30, 1
0:38:208:636:26916:32, 1
0:38:208:636:26932:32, 1
0:38:208:636:26940:32, 1
0:38:208:636:26946:30, 1
0:38:208:636:26948:32, 1
0:38:208:636:26954:30, 1
0:38:208:636:26956:32, 1
0:38:208:636:26958:30, 1
0:38:208:636:26966:30, 2
0:38:208:636:26968:32, 1
0:38:208:636:26970:30, 2
0:38:208:636:26974:30, 1
0:38:208:636:26980:32, 1
0:38:208:636:26982:30, 1
