ifd_size ,Count
0:38:208:636:26986:30, 1
0:38:208:636:26988:32, 2
0:38:208:636:26990:30, 2
0:38:208:636:27002:30, 1
0:38:208:636:27026:30, 1
0:38:208:636:27028:32, 1
0:38:208:636:27032:32, 1
0:38:208:636:27034:30, 1
0:38:208:636:27044:32, 1
0:38:208:636:27050:30, 1
0:38:208:636:27052:32, 1
0:38:208:636:27054:30, 1
0:38:208:636:27058:30, 1
0:38:208:636:27060:32, 1
0:38:208:636:27072:32, 1
0:38:208:636:27082:30, 1
0:38:208:636:27084:32, 1
0:38:208:636:27092:32, 1
0:38:208:636:27110:30, 1
0:38:208:636:27112:32, 1
0:38:208:636:27114:30, 2
0:38:208:636:27118:30, 1
0:38:208:636:27120:32, 1
0:38:208:636:27122:30, 1
0:38:208:636:27124:32, 1
0:38:208:636:27142:30, 1
0:38:208:636:27144:32, 1
0:38:208:636:27148:32, 1
0:38:208:636:27150:30, 1
0:38:208:636:27154:30, 1
0:38:208:636:27160:32, 1
0:38:208:636:27172:32, 2
0:38:208:636:27174:30, 1
0:38:208:636:27184:32, 2
0:38:208:636:27186:30, 1
0:38:208:636:27188:32, 2
0:38:208:636:27192:32, 1
0:38:208:636:27196:32, 1
0:38:208:636:27198:30, 1
0:38:208:636:27200:32, 1
0:38:208:636:27202:30, 1
0:38:208:636:27220:32, 1
0:38:208:636:27222:30, 1
0:38:208:636:27224:32, 1
0:38:208:636:27228:32, 1
0:38:208:636:27230:30, 3
0:38:208:636:27232:32, 1
0:38:208:636:27238:30, 1
0:38:208:636:27244:32, 1
0:38:208:636:27252:32, 1
0:38:208:636:27254:30, 1
0:38:208:636:27264:32, 1
0:38:208:636:27268:32, 1
0:38:208:636:27270:30, 2
0:38:208:636:27276:32, 1
0:38:208:636:27282:30, 1
0:38:208:636:27288:32, 2
0:38:208:636:27290:30, 1
0:38:208:636:27292:32, 1
0:38:208:636:27294:30, 2
0:38:208:636:27314:30, 2
0:38:208:636:27328:32, 1
0:38:208:636:27332:32, 1
0:38:208:636:27338:30, 1
0:38:208:636:27340:32, 1
0:38:208:636:27348:32, 1
0:38:208:636:27352:32, 1
0:38:208:636:27360:32, 1
0:38:208:636:27364:32, 1
0:38:208:636:27374:30, 1
0:38:208:636:27384:32, 2
0:38:208:636:27390:30, 1
0:38:208:636:27396:32, 2
0:38:208:636:27398:30, 1
0:38:208:636:27400:32, 1
0:38:208:636:27402:30, 1
0:38:208:636:27408:32, 3
0:38:208:636:27410:30, 1
0:38:208:636:27412:32, 1
0:38:208:636:27416:32, 3
0:38:208:636:27430:30, 1
0:38:208:636:27432:32, 2
0:38:208:636:27440:32, 1
0:38:208:636:27442:30, 1
0:38:208:636:27444:32, 2
0:38:208:636:27448:32, 1
0:38:208:636:27450:30, 3
0:38:208:636:27452:32, 1
0:38:208:636:27460:32, 1
0:38:208:636:27464:32, 1
0:38:208:636:27468:32, 1
0:38:208:636:27470:30, 1
0:38:208:636:27474:30, 1
0:38:208:636:27484:32, 1
0:38:208:636:27486:30, 1
0:38:208:636:27488:32, 1
0:38:208:636:27492:32, 1
0:38:208:636:27498:30, 1
0:38:208:636:27500:32, 1
0:38:208:636:27502:30, 1
0:38:208:636:27506:30, 2
0:38:208:636:27512:32, 1
0:38:208:636:27514:30, 1
0:38:208:636:27516:32, 1
0:38:208:636:27522:30, 1
0:38:208:636:27526:30, 3
0:38:208:636:27530:30, 1
0:38:208:636:27536:32, 1
0:38:208:636:27544:32, 2
0:38:208:636:27550:30, 1
0:38:208:636:27556:32, 1
0:38:208:636:27558:30, 2
0:38:208:636:27560:32, 3
0:38:208:636:27564:32, 2
0:38:208:636:27566:30, 2
0:38:208:636:27568:32, 1
0:38:208:636:27570:30, 1
0:38:208:636:27572:32, 1
0:38:208:636:27576:32, 1
0:38:208:636:27578:30, 1
0:38:208:636:27580:32, 1
0:38:208:636:27592:32, 2
0:38:208:636:27602:30, 1
0:38:208:636:27610:30, 1
0:38:208:636:27612:32, 1
0:38:208:636:27618:30, 1
0:38:208:636:27622:30, 1
0:38:208:636:27628:32, 2
0:38:208:636:27630:30, 1
0:38:208:636:27632:32, 2
0:38:208:636:27634:30, 1
0:38:208:636:27636:32, 1
0:38:208:636:27642:30, 1
0:38:208:636:27648:32, 2
0:38:208:636:27662:30, 1
0:38:208:636:27664:32, 2
0:38:208:636:27672:32, 1
0:38:208:636:27674:30, 1
0:38:208:636:27676:32, 1
0:38:208:636:27678:30, 1
0:38:208:636:27684:32, 1
0:38:208:636:27694:30, 1
0:38:208:636:27698:30, 1
0:38:208:636:27700:32, 2
0:38:208:636:27702:30, 2
0:38:208:636:27708:32, 1
0:38:208:636:27710:30, 1
0:38:208:636:27716:32, 1
0:38:208:636:27722:30, 1
0:38:208:636:27730:30, 1
0:38:208:636:27736:32, 3
0:38:208:636:27740:32, 1
0:38:208:636:27744:32, 1
0:38:208:636:27746:30, 1
0:38:208:636:27752:32, 1
0:38:208:636:27756:32, 1
0:38:208:636:27758:30, 1
0:38:208:636:27764:32, 1
0:38:208:636:27766:30, 3
0:38:208:636:27770:30, 1
0:38:208:636:27772:32, 1
0:38:208:636:27776:32, 3
0:38:208:636:27780:32, 1
0:38:208:636:27788:32, 1
0:38:208:636:27790:30, 3
0:38:208:636:27792:32, 1
0:38:208:636:27794:30, 1
0:38:208:636:27796:32, 1
0:38:208:636:27802:30, 1
0:38:208:636:27806:30, 2
0:38:208:636:27810:30, 3
0:38:208:636:27814:30, 2
0:38:208:636:27822:30, 1
0:38:208:636:27828:32, 1
0:38:208:636:27830:30, 1
0:38:208:636:27836:32, 1
0:38:208:636:27838:30, 2
0:38:208:636:27842:30, 2
0:38:208:636:27848:32, 2
0:38:208:636:27850:30, 1
0:38:208:636:27854:30, 2
0:38:208:636:27858:30, 1
0:38:208:636:27864:32, 3
0:38:208:636:27866:30, 1
0:38:208:636:27868:32, 2
0:38:208:636:27870:30, 1
0:38:208:636:27874:30, 1
0:38:208:636:27876:32, 1
0:38:208:636:27878:30, 3
0:38:208:636:27882:30, 1
0:38:208:636:27884:32, 1
0:38:208:636:27892:32, 1
0:38:208:636:27896:32, 1
0:38:208:636:27898:30, 1
0:38:208:636:27900:32, 2
0:38:208:636:27902:30, 3
0:38:208:636:27906:30, 2
0:38:208:636:27908:32, 1
0:38:208:636:27912:32, 2
0:38:208:636:27918:30, 1
0:38:208:636:27926:30, 1
0:38:208:636:27930:30, 1
0:38:208:636:27932:32, 2
0:38:208:636:27938:30, 1
0:38:208:636:27940:32, 2
0:38:208:636:27942:30, 2
0:38:208:636:27958:30, 1
0:38:208:636:27964:32, 2
0:38:208:636:27966:30, 1
0:38:208:636:27972:32, 1
0:38:208:636:27982:30, 1
0:38:208:636:27984:32, 1
0:38:208:636:27986:30, 1
0:38:208:636:27988:32, 1
0:38:208:636:27994:30, 1
0:38:208:636:27996:32, 2
0:38:208:636:28000:32, 1
0:38:208:636:28006:30, 2
0:38:208:636:28008:32, 1
0:38:208:636:28012:32, 1
0:38:208:636:28016:32, 1
0:38:208:636:28018:30, 2
0:38:208:636:28020:32, 1
0:38:208:636:28024:32, 1
0:38:208:636:28032:32, 2
0:38:208:636:28040:32, 1
0:38:208:636:28042:30, 2
0:38:208:636:28044:32, 1
0:38:208:636:28046:30, 1
0:38:208:636:28048:32, 1
0:38:208:636:28050:30, 1
0:38:208:636:28052:32, 1
0:38:208:636:28054:30, 2
0:38:208:636:28056:32, 2
0:38:208:636:28058:30, 1
0:38:208:636:28062:30, 1
0:38:208:636:28064:32, 1
0:38:208:636:28066:30, 1
0:38:208:636:28068:32, 1
0:38:208:636:28070:30, 1
0:38:208:636:28076:32, 1
0:38:208:636:28078:30, 2
0:38:208:636:28080:32, 2
0:38:208:636:28084:32, 1
0:38:208:636:28086:30, 1
0:38:208:636:28090:30, 3
0:38:208:636:28094:30, 1
0:38:208:636:28104:32, 3
0:38:208:636:28110:30, 2
0:38:208:636:28112:32, 1
0:38:208:636:28114:30, 2
0:38:208:636:28118:30, 3
0:38:208:636:28122:30, 1
0:38:208:636:28124:32, 2
0:38:208:636:28128:32, 1
0:38:208:636:28130:30, 1
0:38:208:636:28132:32, 1
0:38:208:636:28136:32, 1
0:38:208:636:28138:30, 1
0:38:208:636:28144:32, 2
0:38:208:636:28146:30, 2
0:38:208:636:28148:32, 2
0:38:208:636:28150:30, 1
0:38:208:636:28156:32, 2
0:38:208:636:28158:30, 1
0:38:208:636:28160:32, 1
0:38:208:636:28164:32, 1
0:38:208:636:28168:32, 2
0:38:208:636:28172:32, 2
0:38:208:636:28174:30, 1
0:38:208:636:28184:32, 1
0:38:208:636:28188:32, 5
0:38:208:636:28192:32, 2
0:38:208:636:28196:32, 1
0:38:208:636:28204:32, 1
0:38:208:636:28210:30, 2
0:38:208:636:28214:30, 1
0:38:208:636:28218:30, 2
0:38:208:636:28224:32, 1
0:38:208:636:28226:30, 1
0:38:208:636:28228:32, 1
0:38:208:636:28230:30, 1
0:38:208:636:28232:32, 1
0:38:208:636:28234:30, 1
0:38:208:636:28236:32, 1
0:38:208:636:28242:30, 2
0:38:208:636:28258:30, 1
0:38:208:636:28262:30, 1
0:38:208:636:28266:30, 2
0:38:208:636:28270:30, 2
0:38:208:636:28272:32, 3
0:38:208:636:28274:30, 1
0:38:208:636:28278:30, 1
0:38:208:636:28280:32, 2
0:38:208:636:28282:30, 1
0:38:208:636:28284:32, 3
0:38:208:636:28286:30, 1
0:38:208:636:28288:32, 2
0:38:208:636:28290:30, 1
0:38:208:636:28306:30, 2
0:38:208:636:28312:32, 1
0:38:208:636:28314:30, 1
0:38:208:636:28318:30, 1
0:38:208:636:28322:30, 2
0:38:208:636:28324:32, 1
0:38:208:636:28328:32, 1
0:38:208:636:28330:30, 2
0:38:208:636:28336:32, 2
0:38:208:636:28338:30, 1
0:38:208:636:28350:30, 1
0:38:208:636:28356:32, 1
0:38:208:636:28358:30, 1
0:38:208:636:28360:32, 1
0:38:208:636:28364:32, 1
0:38:208:636:28378:30, 1
0:38:208:636:28386:30, 2
0:38:208:636:28388:32, 1
0:38:208:636:28392:32, 1
0:38:208:636:28402:30, 1
0:38:208:636:28404:32, 1
0:38:208:636:28422:30, 1
0:38:208:636:28428:32, 1
0:38:208:636:28430:30, 1
0:38:208:636:28432:32, 1
0:38:208:636:28434:30, 1
0:38:208:636:28438:30, 1
0:38:208:636:28440:32, 1
0:38:208:636:28444:32, 1
0:38:208:636:28446:30, 1
0:38:208:636:28448:32, 1
0:38:208:636:28458:30, 1
0:38:208:636:28464:32, 1
0:38:208:636:28466:30, 1
0:38:208:636:28470:30, 1
0:38:208:636:28482:30, 1
0:38:208:636:28498:30, 1
0:38:208:636:28508:32, 1
0:38:208:636:28510:30, 1
0:38:208:636:28512:32, 1
0:38:208:636:28518:30, 1
0:38:208:636:28520:32, 1
0:38:208:636:28522:30, 2
0:38:208:636:28528:32, 1
0:38:208:636:28530:30, 2
0:38:208:636:28538:30, 1
0:38:208:636:28540:32, 1
0:38:208:636:28542:30, 1
0:38:208:636:28544:32, 1
0:38:208:636:28548:32, 2
0:38:208:636:28562:30, 1
0:38:208:636:28576:32, 1
0:38:208:636:28578:30, 1
0:38:208:636:28584:32, 1
0:38:208:636:28590:30, 1
0:38:208:636:28594:30, 1
0:38:208:636:28600:32, 1
0:38:208:636:28612:32, 1
0:38:208:636:28616:32, 1
0:38:208:636:28618:30, 2
0:38:208:636:28624:32, 1
0:38:208:636:28626:30, 1
0:38:208:636:28628:32, 1
0:38:208:636:28630:30, 1
0:38:208:636:28636:32, 1
0:38:208:636:28644:32, 1
0:38:208:636:28648:32, 1
0:38:208:636:28666:30, 1
0:38:208:636:28668:32, 1
0:38:208:636:28682:30, 1
0:38:208:636:28684:32, 1
0:38:208:636:28686:30, 1
0:38:208:636:28690:30, 1
0:38:208:636:28692:32, 1
0:38:208:636:28694:30, 1
0:38:208:636:28696:32, 1
0:38:208:636:28698:30, 1
0:38:208:636:28702:30, 1
0:38:208:636:28704:32, 2
0:38:208:636:28706:30, 1
0:38:208:636:28710:30, 1
0:38:208:636:28714:30, 1
0:38:208:636:28728:32, 1
0:38:208:636:28744:32, 1
0:38:208:636:28752:32, 1
0:38:208:636:28754:30, 2
0:38:208:636:28756:32, 3
0:38:208:636:28760:32, 2
0:38:208:636:28762:30, 1
0:38:208:636:28764:32, 2
0:38:208:636:28766:30, 1
0:38:208:636:28768:32, 1
0:38:208:636:28774:30, 1
0:38:208:636:28780:32, 1
0:38:208:636:28782:30, 1
0:38:208:636:28784:32, 1
0:38:208:636:28802:30, 1
0:38:208:636:28810:30, 1
0:38:208:636:28818:30, 2
0:38:208:636:28824:32, 1
0:38:208:636:28826:30, 1
0:38:208:636:28836:32, 1
0:38:208:636:28852:32, 1
0:38:208:636:28860:32, 2
0:38:208:636:28866:30, 1
0:38:208:636:28872:32, 2
0:38:208:636:28876:32, 3
0:38:208:636:28896:32, 1
0:38:208:636:28900:32, 1
0:38:208:636:28902:30, 1
0:38:208:636:28906:30, 2
0:38:208:636:28910:30, 1
0:38:208:636:28914:30, 1
0:38:208:636:28918:30, 1
0:38:208:636:28942:30, 1
0:38:208:636:28950:30, 2
0:38:208:636:28958:30, 3
0:38:208:636:28974:30, 1
0:38:208:636:28978:30, 3
0:38:208:636:28980:32, 1
0:38:208:636:28988:32, 1
0:38:208:636:28996:32, 1
0:38:208:636:29000:32, 1
0:38:208:636:29024:32, 1
0:38:208:636:29030:30, 1
0:38:208:636:29032:32, 1
0:38:208:636:29040:32, 1
0:38:208:636:29044:32, 1
0:38:208:636:29060:32, 2
0:38:208:636:29064:32, 1
0:38:208:636:29076:32, 1
0:38:208:636:29088:32, 1
0:38:208:636:29108:32, 1
0:38:208:636:29110:30, 1
0:38:208:636:29112:32, 1
0:38:208:636:29114:30, 1
0:38:208:636:29132:32, 1
0:38:208:636:29134:30, 1
0:38:208:636:29136:32, 1
0:38:208:636:29138:30, 1
0:38:208:636:29142:30, 1
0:38:208:636:29156:32, 1
0:38:208:636:29172:32, 1
0:38:208:636:29184:32, 1
0:38:208:636:29194:30, 1
0:38:208:636:29198:30, 1
0:38:208:636:29200:32, 1
0:38:208:636:29208:32, 1
0:38:208:636:29220:32, 1
0:38:208:636:29230:30, 1
0:38:208:636:29236:32, 1
0:38:208:636:29244:32, 1
0:38:208:636:29248:32, 1
0:38:208:636:29256:32, 1
0:38:208:636:29266:30, 1
0:38:208:636:29272:32, 1
0:38:208:636:29274:30, 1
0:38:208:636:29290:30, 2
0:38:208:636:29296:32, 1
0:38:208:636:29302:30, 1
0:38:208:636:29306:30, 1
0:38:208:636:29334:30, 1
0:38:208:636:29342:30, 1
0:38:208:636:29350:30, 2
0:38:208:636:29368:32, 1
0:38:208:636:29380:32, 1
0:38:208:636:29382:30, 1
0:38:208:636:29386:30, 1
0:38:208:636:29392:32, 1
0:38:208:636:29394:30, 1
0:38:208:636:29396:32, 1
0:38:208:636:29400:32, 1
0:38:208:636:29402:30, 1
0:38:208:636:29408:32, 1
0:38:208:636:29426:30, 1
0:38:208:636:29432:32, 2
0:38:208:636:29458:30, 1
0:38:208:636:29468:32, 1
0:38:208:636:29470:30, 1
0:38:208:636:29480:32, 1
0:38:208:636:29482:30, 1
0:38:208:636:29500:32, 1
0:38:208:636:29524:32, 1
0:38:208:636:29536:32, 1
0:38:208:636:29538:30, 1
0:38:208:636:29540:32, 1
0:38:208:636:29544:32, 1
0:38:208:636:29548:32, 1
0:38:208:636:29552:32, 1
0:38:208:636:29556:32, 1
0:38:208:636:29562:30, 1
0:38:208:636:29566:30, 2
0:38:208:636:29568:32, 1
0:38:208:636:29574:30, 1
0:38:208:636:29578:30, 1
0:38:208:636:29596:32, 1
0:38:208:636:29624:32, 1
0:38:208:636:29628:32, 1
0:38:208:636:29634:30, 1
0:38:208:636:29660:32, 1
0:38:208:636:29666:30, 1
0:38:208:636:29674:30, 1
0:38:208:636:29686:30, 2
0:38:208:636:29706:30, 1
0:38:208:636:29722:30, 1
0:38:208:636:29724:32, 1
0:38:208:636:29736:32, 2
0:38:208:636:29752:32, 1
0:38:208:636:29756:32, 1
0:38:208:636:29772:32, 1
0:38:208:636:29776:32, 1
0:38:208:636:29794:30, 1
0:38:208:636:29798:30, 1
0:38:208:636:29800:32, 1
0:38:208:636:29812:32, 1
0:38:208:636:29820:32, 1
0:38:208:636:29830:30, 1
0:38:208:636:29832:32, 1
0:38:208:636:29840:32, 2
0:38:208:636:29842:30, 1
0:38:208:636:29844:32, 2
0:38:208:636:29848:32, 2
0:38:208:636:29850:30, 1
0:38:208:636:29868:32, 2
0:38:208:636:29876:32, 1
0:38:208:636:29878:30, 1
0:38:208:636:29880:32, 1
0:38:208:636:29882:30, 1
0:38:208:636:29890:30, 1
0:38:208:636:29912:32, 1
0:38:208:636:29928:32, 1
0:38:208:636:29944:32, 2
0:38:208:636:29966:30, 2
0:38:208:636:29986:30, 1
0:38:208:636:29992:32, 1
0:38:208:636:29996:32, 1
0:38:208:636:30000:32, 1
0:38:208:636:30004:32, 1
0:38:208:636:30008:32, 1
0:38:208:636:30014:30, 1
0:38:208:636:30042:30, 1
0:38:208:636:30058:30, 1
0:38:208:636:30060:32, 1
0:38:208:636:30066:30, 2
0:38:208:636:30070:30, 1
0:38:208:636:30072:32, 1
0:38:208:636:30084:32, 1
0:38:208:636:30100:32, 1
0:38:208:636:30106:30, 1
0:38:208:636:30110:30, 1
0:38:208:636:30120:32, 1
0:38:208:636:30122:30, 1
0:38:208:636:30124:32, 2
0:38:208:636:30166:30, 1
0:38:208:636:30168:32, 1
0:38:208:636:30196:32, 1
0:38:208:636:30202:30, 1
0:38:208:636:30214:30, 1
0:38:208:636:30220:32, 1
0:38:208:636:30224:32, 1
0:38:208:636:30252:32, 1
0:38:208:636:30258:30, 1
0:38:208:636:30264:32, 1
0:38:208:636:30280:32, 1
0:38:208:636:30282:30, 2
0:38:208:636:30302:30, 1
0:38:208:636:30316:32, 1
0:38:208:636:30320:32, 1
0:38:208:636:30322:30, 2
0:38:208:636:30328:32, 1
0:38:208:636:30332:32, 1
0:38:208:636:30334:30, 1
0:38:208:636:30338:30, 1
0:38:208:636:30344:32, 1
0:38:208:636:30348:32, 1
0:38:208:636:30354:30, 1
0:38:208:636:30358:30, 2
0:38:208:636:30368:32, 1
0:38:208:636:30370:30, 1
0:38:208:636:30386:30, 1
0:38:208:636:30390:30, 1
0:38:208:636:30410:30, 1
0:38:208:636:30412:32, 1
0:38:208:636:30420:32, 1
0:38:208:636:30422:30, 2
0:38:208:636:30432:32, 2
0:38:208:636:30440:32, 1
0:38:208:636:30450:30, 1
0:38:208:636:30462:30, 1
0:38:208:636:30478:30, 1
0:38:208:636:30486:30, 1
0:38:208:636:30502:30, 1
0:38:208:636:30506:30, 2
0:38:208:636:30508:32, 1
0:38:208:636:30510:30, 1
0:38:208:636:30516:32, 2
0:38:208:636:30552:32, 1
0:38:208:636:30554:30, 1
0:38:208:636:30578:30, 1
0:38:208:636:30580:32, 1
0:38:208:636:30582:30, 1
0:38:208:636:30592:32, 1
0:38:208:636:30600:32, 1
0:38:208:636:30636:32, 1
0:38:208:636:30640:32, 1
0:38:208:636:30650:30, 1
0:38:208:636:30670:30, 1
0:38:208:636:30674:30, 1
0:38:208:636:30712:32, 2
0:38:208:636:30714:30, 1
0:38:208:636:30722:30, 1
0:38:208:636:30730:30, 1
0:38:208:636:30754:30, 1
0:38:208:636:30774:30, 1
0:38:208:636:30790:30, 1
0:38:208:636:30794:30, 1
0:38:208:636:30808:32, 1
0:38:208:636:30820:32, 2
0:38:208:636:30822:30, 1
0:38:208:636:30842:30, 1
0:38:208:636:30846:30, 1
0:38:208:636:30850:30, 1
0:38:208:636:30852:32, 1
0:38:208:636:30860:32, 1
0:38:208:636:30870:30, 1
0:38:208:636:30872:32, 1
0:38:208:636:30880:32, 1
0:38:208:636:30886:30, 1
0:38:208:636:30900:32, 1
0:38:208:636:30904:32, 1
0:38:208:636:30908:32, 1
0:38:208:636:30910:30, 1
0:38:208:636:30946:30, 1
0:38:208:636:30952:32, 1
0:38:208:636:30966:30, 1
0:38:208:636:30980:32, 1
0:38:208:636:30994:30, 1
0:38:208:636:31004:32, 1
0:38:208:636:31012:32, 1
0:38:208:636:31022:30, 1
0:38:208:636:31036:32, 1
0:38:208:636:31064:32, 1
0:38:208:636:31082:30, 1
0:38:208:636:31120:32, 1
0:38:208:636:31132:32, 1
0:38:208:636:31134:30, 1
0:38:208:636:31144:32, 1
0:38:208:636:31154:30, 1
0:38:208:636:31160:32, 2
0:38:208:636:31162:30, 2
0:38:208:636:31188:32, 1
0:38:208:636:31196:32, 1
0:38:208:636:31198:30, 1
0:38:208:636:31218:30, 1
0:38:208:636:31222:30, 1
0:38:208:636:31224:32, 1
0:38:208:636:31236:32, 1
0:38:208:636:31250:30, 1
0:38:208:636:31262:30, 1
0:38:208:636:31266:30, 1
0:38:208:636:31268:32, 1
0:38:208:636:31272:32, 1
0:38:208:636:31298:30, 1
0:38:208:636:31310:30, 1
0:38:208:636:31332:32, 1
0:38:208:636:31348:32, 1
0:38:208:636:31350:30, 1
0:38:208:636:31354:30, 1
0:38:208:636:31358:30, 1
0:38:208:636:31388:32, 1
0:38:208:636:31394:30, 1
0:38:208:636:31406:30, 2
0:38:208:636:31422:30, 1
0:38:208:636:31428:32, 1
0:38:208:636:31444:32, 1
0:38:208:636:31446:30, 1
0:38:208:636:31448:32, 2
0:38:208:636:31468:32, 1
0:38:208:636:31476:32, 1
0:38:208:636:31478:30, 1
0:38:208:636:31486:30, 1
0:38:208:636:31522:30, 1
0:38:208:636:31534:30, 1
0:38:208:636:31542:30, 1
0:38:208:636:31550:30, 1
0:38:208:636:31558:30, 1
0:38:208:636:31582:30, 1
0:38:208:636:31584:32, 1
0:38:208:636:31586:30, 1
0:38:208:636:31632:32, 1
0:38:208:636:31642:30, 1
0:38:208:636:31648:32, 1
0:38:208:636:31654:30, 1
0:38:208:636:31674:30, 1
0:38:208:636:31688:32, 1
0:38:208:636:31690:30, 1
0:38:208:636:31728:32, 1
0:38:208:636:31732:32, 1
0:38:208:636:31738:30, 1
0:38:208:636:31756:32, 1
0:38:208:636:31770:30, 1
0:38:208:636:31772:32, 2
0:38:208:636:31782:30, 1
0:38:208:636:31818:30, 1
0:38:208:636:31830:30, 1
0:38:208:636:31834:30, 1
0:38:208:636:31844:32, 1
0:38:208:636:31848:32, 1
0:38:208:636:31884:32, 1
0:38:208:636:31896:32, 1
0:38:208:636:31908:32, 1
0:38:208:636:31934:30, 1
0:38:208:636:31950:30, 1
0:38:208:636:31972:32, 1
0:38:208:636:31974:30, 1
0:38:208:636:31984:32, 1
0:38:208:636:31988:32, 1
0:38:208:636:32034:30, 1
0:38:208:636:32128:32, 1
0:38:208:636:32148:32, 1
0:38:208:636:32170:30, 1
0:38:208:636:32176:32, 1
0:38:208:636:32254:30, 1
0:38:208:636:32286:30, 1
0:38:208:636:32306:30, 1
0:38:208:636:32366:30, 1
0:38:208:636:32498:30, 1
0:38:208:636:32584:32, 1
0:38:208:636:32610:30, 1
0:38:208:636:32718:30, 1
0:38:208:636:32794:30, 1
0:38:208:636:32902:30, 1
0:38:208:636:33328:32, 1
0:38:208:636:33372:32, 1
0:38:208:636:33410:30, 1
0:38:208:636:33426:30, 1
0:38:208:636:33566:30, 1
0:38:208:636:33618:30, 1
0:38:208:636:33678:30, 1
0:38:208:636:33954:30, 1
0:38:208:636:34012:32, 1
0:38:208:636:34148:32, 1
0:38:208:636:34170:30, 1
0:38:208:636:35150:30, 1
0:38:208:636:35200:32, 1
0:38:208:636:35646:30, 1
0:38:208:636:36182:30, 1
0:38:208:636:36330:30, 1
0:38:208:636:36700:32, 1
0:38:208:636:36870:30, 1
0:38:208:636:36916:32, 1
0:38:208:636:37482:30, 1
0:38:208:636:37964:32, 1
0:38:208:636:38226:30, 1
0:38:208:636:38300:32, 1
0:38:208:636:38340:32, 1
0:38:208:636:38458:30, 1
0:38:208:636:38604:32, 1
0:38:208:636:40316:32, 1
0:38:208:636:40522:30, 1
0:38:208:636:41496:32, 1
0:38:208:636:41818:30, 1
0:38:208:636:41954:30, 1
0:38:209:370:54:30, 1
0:38:209:406:30, 2
0:38:209:418:30, 13
0:38:209:438:4934:30, 7
0:38:209:456:1568:35, 8
0:38:210:166, 1
0:38:210:278, 11
0:38:210:342, 1
0:38:210:346, 8
0:38:210:358:54, 2
0:38:210:370:54:30, 32
0:38:210:390:78:2522, 23
0:38:210:406:30, 112
0:38:210:410:4054, 1
0:38:210:418:30, 26
0:38:210:454, 95
0:38:210:454:1572:58, 23
0:38:212, 81
0:38:212:166:30, 1
0:38:212:194:24:178, 3
0:38:212:342, 1
0:38:212:410, 18
0:38:212:418:30, 28
0:38:212:430, 1
0:38:212:434, 2
0:38:212:440:98, 44
0:38:212:442:4934:30, 56
0:38:212:454:4934:32, 5
0:38:212:454:6790:18, 11
0:38:212:462:30:5146, 1
0:38:212:478:1824:294, 1
0:38:212:478:1872:294, 2
0:38:212:478:1936:294, 12
0:38:212:498:44800:30, 17
0:38:212:542:3160:134, 1
0:38:212:586:29124:98, 1
0:38:212:586:30204:70, 1
0:38:212:586:30414:68, 1
0:38:212:586:30562:68, 1
0:38:212:586:31038:84, 1
0:38:212:586:31490:68, 1
0:38:212:598:2752:82, 1
0:38:213:166:1:177, 1
0:38:213:25831:30:18, 1
0:38:213:26671:30:18, 1
0:38:214, 24
0:38:214:102:30:234, 165
0:38:214:114:30:234, 9
0:38:214:150:30:236, 17
0:38:214:166:178, 8
0:38:214:166:34:8, 2
0:38:214:334, 5
0:38:214:342, 4
0:38:214:370:9344, 1
0:38:214:428:66, 2
0:38:214:428:98, 2
0:38:214:462, 12
0:38:214:496:20586, 5
0:38:214:514:8964:314, 4
0:38:214:514:8976:314, 1
0:38:214:542:11414:18, 1
0:38:214:554:11414:18, 1
0:38:214:554:13070:18, 15
0:38:214:574:27338:72, 1
0:38:214:574:27704:74, 1
0:38:214:574:27730:72, 1
0:38:214:574:27758:72, 1
0:38:214:574:27814:72, 1
0:38:214:574:27904:74, 1
0:38:214:574:28866:72, 1
0:38:214:574:28938:72, 1
0:38:214:574:29434:72, 1
0:38:214:574:29888:74, 1
0:38:214:750:54:626, 4
0:38:215:366:5156, 1
0:38:215:430:1112, 13
0:38:216, 10
0:38:216:166:30, 1
0:38:216:226:98, 5
0:38:216:230:178, 9
0:38:216:330:78, 2
0:38:216:342, 2
0:38:216:358:30, 12
0:38:216:370, 126
0:38:216:370:5156, 35
0:38:216:370:8610, 2
0:38:216:370:8620, 138
0:38:216:390, 14
0:38:216:420:66, 2
0:38:216:422:102, 2
0:38:216:422:134, 5
0:38:216:434:4194:32, 19
0:38:216:434:76:34, 1
0:38:216:440:66, 3
0:38:216:440:98, 19
0:38:216:4564:98:30, 86
0:38:216:4572:66:30, 6
0:38:216:4620:98:30, 4
0:38:216:478:16352, 1
0:38:216:496:20566, 18
0:38:216:502:9662, 6
0:38:216:506:2672:84, 22
0:38:216:506:2672:88, 22
0:38:216:514:8988:314, 4
0:38:216:522, 25
0:38:217:476:35, 1
0:38:217:480:31602:35, 1
0:38:218, 32
0:38:218:10086:98:30, 3
0:38:218:150, 1
0:38:218:194:24:178, 2
0:38:218:198, 4
0:38:218:226:98, 4
0:38:218:262, 28
0:38:218:350:118, 6
0:38:218:358:3538, 2
0:38:218:370, 1
0:38:218:370:3828, 12
0:38:218:370:8640, 85
0:38:218:390, 1
0:38:218:406:7966:18, 1
0:38:218:406:7994:18, 7
0:38:218:438:24014, 9
0:38:218:4572:98:30, 1
0:38:218:4620:98, 1
0:38:218:4620:98:30, 2
0:38:218:4620:98:36, 41
0:38:218:468, 1
