ifds_DigitalZoomRatio ,Count
4283/1445, 1
4283/1616, 1
4287/2879, 1
4289/2199, 1
429/100, 18
4291/1874, 1
4292/1027, 3
4293/1520, 1
43/10, 14
43/16, 2
43/25, 1
430/100, 1
4302/2393, 1
4306/2903, 1
4309/1636, 1
4309/2278, 1
4309/2640, 1
4309/2810, 1
4309/2965, 2
431/225, 1
4313/1934, 1
4315/2334, 1
4317/1871, 1
4317/2464, 1
4317/2644, 1
4318/1575, 1
4318/2179, 2
432/125, 2
432/127, 1
432/137, 1
432/139, 1
432/155, 1
432/163, 1
432/167, 2
432/197, 1
432/223, 1
432/251, 2
432/253, 1
432/301, 2
432/341, 1
432/355, 1
4320/1600, 2
4320/2048, 2
4320/2592, 7
4320/3456, 1
4320/4320, 816
4321/1768, 1
4321/2648, 1
4321/3068, 1
4328/2873, 3
4333/2320, 1
434/100, 1
4340/2753, 1
4343/2117, 4
435/166, 1
4350/2161, 1
4351/3149, 2
4352/4352, 3
4354/1703, 1
4355/2023, 1
4358/1591, 1
436/171, 1
4361/1793, 2
4366/1479, 2
4366/4169, 1
4369/2350, 1
437/331, 1
4370/2661, 1
4373/1813, 1
4374/2773, 1
4375/1548, 2
4377/1876, 1
4378/2185, 1
4379/2092, 1
4379/2729, 1
4379/3794, 1
4380/3683, 1
4389/1651, 3
439/220, 1
439/325, 1
4391/1907, 2
4391/3057, 1
4393/1299, 1
4397/1493, 2
4397/1891, 1
4399/1651, 1
44/10, 17
44/15, 1
44/16, 4
44/19, 4
44/23, 1
44/31, 2
44/37, 7
44/9, 1
440/167, 1
4404/2461, 1
4409/2620, 1
441/100, 4
441/331, 2
4410/2407, 1
4411/1959, 1
4416/1104, 34
4416/1280, 10
4416/1600, 13
4416/2048, 25
4416/2592, 50
4416/3456, 31
4416/4416, 3856
4418/2873, 1
4420/1607, 1
4427/1491, 2
4427/2244, 2
4429/1281, 1
4429/1340, 3
4432/1089, 2
4433/1543, 1
4435/1994, 1
4442/2341, 2
4444/2533, 1
4445/3004, 1
445/331, 1
445/84, 8
4450/2011, 1
4451/2152, 1
4451/2435, 2
4451/2860, 1
4453/4068, 3
4455/2818, 1
4456/3015, 1
4457/2628, 1
4458/2485, 1
4459/2495, 1
447/167, 1
4471/1226, 1
4471/4196, 1
4474/2427, 1
4475/2131, 2
4479/2975, 1
4481/1988, 1
4483/2723, 1
4484/1625, 2
4486/2051, 2
4487/3076, 1
4488/2701, 1
4489/1698, 2
4489/1734, 1
449/100, 4
4493/3626, 1
4498/3547, 1
45/10, 3
45/16, 1
45/7, 8
450/100, 1
450/167, 1
4500/1909, 2
4501/2560, 1
4503/2857, 1
4509/994, 1
451/283, 1
451/331, 1
4517/2898, 1
4519/2419, 1
4525/1193, 1
4525/919, 2
4529/1657, 1
453/227, 2
4534/3057, 1
4537/1741, 1
4537/1788, 1
4539/1096, 1
454/167, 1
4545/1621, 1
4549/3528, 1
455/333, 1
4553/1704, 1
4555/3647, 1
4561/949, 1
456131/65535, 2
45627/9839, 1
4565/1281, 1
4568/2061, 1
457/100, 1
457/167, 1
457/225, 1
457/227, 1
457/266, 1
457/331, 1
4570/2931, 1
4573/3940, 1
4579/2572, 1
4585/1864, 1
4588/2339, 4
459/100, 20
459/331, 1
4590/2563, 1
4591/1939, 1
4591/2006, 1
4594/1937, 1
4594/2027, 1
4595/2078, 1
46/10, 3
46/16, 2
460/100, 4
460/167, 1
4601/2895, 1
4607/1528, 3
4607/3012, 1
4608/1152, 11
4608/1440, 2
4608/1792, 1
4608/2272, 4
4608/2816, 10
4608/3648, 5
4608/4608, 1053
4609/2325, 1
461/331, 1
4611/1924, 1
4612/1865, 1
4612/2845, 1
4614/1993, 1
4625/3692, 1
463/225, 3
4631/2438, 1
4632/2275, 1
4639/1760, 2
4641/2153, 1
4645/2017, 1
4647/1387, 1
4649/1520, 1
465/371, 1
4651/3096, 1
4654/1543, 1
4654/2697, 1
4657/2584, 1
4657/3516, 1
4658/2885, 1
4659/1709, 1
4660/3589, 1
4662/1927, 1
4663/2633, 1
4667/2161, 1
467/167, 1
467/219, 1
467/225, 1
467/331, 1
4672/2289, 1
4672/2681, 1
4680/2057, 1
4681/2647, 1
4682/4583, 1
4687/1444, 2
4687/2010, 1
469/167, 1
469/190, 1
469/227, 1
469/331, 1
4693/2367, 1
4693/2520, 3
4693/3086, 1
4697/2061, 1
4697/2831, 2
4699/2619, 1
47/10, 7
47/16, 3
47/28, 1
4701/1220, 1
4702/2511, 1
4704/1493, 2
4705/1309, 1
4705/3681, 2
4706/4551, 1
471/331, 3
4713/2404, 1
4718/1279, 1
4724/2287, 1
4726/1917, 1
4726/2585, 2
47272/28707, 1
473/100, 2
473/325, 1
4734/1321, 1
4735/1523, 1
474/100, 1
4742/2499, 2
4743/2909, 1
475/167, 1
475/219, 1
475/227, 1
475/331, 1
4751/2281, 2
4769/2269, 1
477/167, 2
477/325, 1
4774/3391, 1
4779/2794, 1
4783/978, 1
4784/2995, 1
4785/1576, 1
479/227, 1
479/333, 1
4790/2409, 1
4795/3677, 1
4799/1734, 1
4799/1825, 1
48/10, 3
48/13, 5
48/16, 2
48/17, 2
48/23, 1
48/25, 5
48/29, 8
48/37, 4
48/41, 2
480/100, 3
4802/1713, 1
4805/3366, 1
4807/4038, 1
4809/3254, 1
481/227, 1
481/309, 1
481/331, 1
4811/2194, 1
4813/3190, 1
482/167, 1
4829/1398, 5
4829/1785, 1
483/167, 1
4831/2560, 1
4834/3781, 1
4837/3145, 1
484/105, 1
484/153, 1
484/167, 3
484/169, 1
484/171, 2
484/173, 1
484/185, 2
484/191, 1
484/203, 1
484/221, 1
484/223, 4
484/227, 3
484/229, 1
484/233, 2
484/235, 1
484/259, 1
484/277, 1
484/283, 1
484/289, 1
484/295, 1
484/301, 2
484/303, 5
484/309, 1
484/315, 1
484/333, 1
484/339, 1
484/345, 1
484/347, 1
484/371, 1
484/377, 2
484/383, 1
484/397, 1
484/409, 1
484/421, 2
484/483, 30
484/97, 17
4841/1724, 1
4843/2390, 1
4845/1774, 2
4846/2409, 2
4847/2429, 1
4847/2601, 1
485/176, 2
485/303, 6
4851/4111, 1
4853/2065, 1
4857/3053, 2
4857/3592, 1
4860/1957, 1
4864/3141, 1
4864/3241, 2
4865/2654, 1
4868/1063, 1
487/167, 1
487/219, 1
487/331, 4
4870/2023, 1
4870/2993, 1
4871/3348, 1
4874/1831, 1
488/313, 1
4880/2557, 3
4882/2921, 1
4883/1487, 1
4883/2075, 1
4887/3356, 1
48870/46597, 1
4889/2125, 3
4889/3987, 1
489/227, 1
4894/1639, 1
4895/2128, 1
48950/47627, 1
4897/1708, 3
4897/3420, 1
49/10, 2
49/15, 1
49/16, 3
490/100, 1
4903/2074, 1
4903/2418, 2
4905/1643, 1
4907/1115, 1
491/219, 1
491/227, 1
4912/1173, 1
4919/2087, 1
492/100, 18
4921/2098, 1
4923/1499, 2
4924/1511, 1
493/227, 2
493/325, 2
493/331, 5
4933/1726, 1
4936/3087, 1
4939/3299, 1
494/100, 1
494/167, 2
4941/1414, 1
4941/3451, 1
4943/2214, 1
4943/2513, 1
495/167, 1
495/331, 2
4950/2263, 1
4953/3244, 3
496/167, 1
4964/3841, 2
4967/1426, 1
4969/2378, 1
4969/3391, 1
4971/3929, 1
4976/1821, 1
4976/3141, 2
4979/1399, 1
4984/2537, 1
4986/2611, 1
4987/1686, 2
499/219, 1
499/225, 2
499/325, 1
499/371, 1
4993/3227, 3
4997/1524, 1
5/1, 200
5/2, 11
5/3, 1
5/4, 20
50/10, 55
500/100, 9
5000/3171, 1
501/220, 1
501/325, 1
501/331, 1
5010/2713, 1
5017/2788, 1
5017/2879, 1
5021/3401, 1
5025/2374, 3
503/219, 1
503/325, 1
5032/2707, 1
5033/1009, 1
50331648/278529, 2
5035/2214, 1
5039/1147, 1
5045/2152, 1
505/244, 1
5053/2745, 1
5055/4216, 1
505617948/555952153, 1
5057/1935, 1
5065/1762, 1
507/227, 1
507/331, 1
5070/4237, 1
5073/1880, 1
5075/2103, 1
5077/1593, 1
5077/2078, 1
5078/1761, 2
508/167, 1
5084/1959, 1
5086/2407, 1
5087/3111, 2
5089/2332, 1
5091/1522, 1
5092/4979, 1
5099/1574, 2
51/10, 2
51/11, 4
51/13, 6
51/14, 3
51/16, 5
51/19, 2
51/20, 3
51/22, 9
51/23, 5
51/25, 8
51/26, 5
51/28, 10
51/29, 4
51/31, 4
51/32, 2
51/35, 2
51/37, 3
51/38, 1
51/40, 2
51/41, 1
51/44, 1
51/49, 2
510/100, 1
510/1024, 1
5101/2254, 1
5101/2296, 2
5101/4056, 1
5106/1835, 1
5107/3674, 1
511/331, 1
5111/2642, 1
5113/1474, 1
5113/3219, 1
512/100, 1
512/125, 1
512/227, 1
512/256, 3
512/279, 1
512/305, 1
512/329, 2
512/333, 2
512/512, 209
5123/1057, 2
5123/2981, 1
5125/4243, 1
5128/1845, 1
5129/2440, 3
51314/15413, 1
5135/3244, 1
5137/1588, 1
5139/2392, 1
514/279, 1
5140/1301, 1
5141/1727, 1
5142/4409, 1
515/166, 1
515/227, 1
5159/2245, 2
5164/3239, 2
5165/2068, 2
5169/2074, 1
517/225, 2
517/331, 2
5175/2407, 1
5185/2304, 1
5187/1532, 1
519/371, 1
5193/1163, 1
5193/1654, 1
5195/4448, 1
52/16, 4
5209/1696, 1
521/225, 1
521/227, 1
521/334, 1
521/84, 1
5210/2011, 1
5213/2999, 2
522/259, 1
5221/1473, 1
5224/2079, 1
5228/2027, 1
5229/1492, 1
523/219, 1
523/225, 1
523/233, 1
5231/2267, 1
5231/2742, 1
5237/2146, 1
524288/65535, 3
524288/65536, 15
52451/11982, 1
5249/3099, 2
525/167, 1
525/227, 1
525/331, 1
5251/5226, 1
5253/2671, 1
5255/1796, 1
5265/2467, 1
5267/1921, 1
527/100, 2
527/227, 1
527/331, 2
5275/2671, 2
5276/1551, 1
5278/3327, 2
528/100, 9
5287/3694, 1
529/331, 2
5293/3596, 1
5294/2719, 1
53/25, 2
53/7, 4
530/100, 4
5302/2369, 1
5304/4691, 1
531/325, 1
5311/2143, 1
53176/38779, 1
5319/1259, 1
5322/2875, 2
533/100, 2
533/219, 1
533/227, 1
5332/2747, 1
5333/3372, 1
5335/1986, 1
5347/2606, 1
5347/3567, 1
535/331, 3
5352/2141, 1
5353/2101, 1
5359/1448, 1
5360/3589, 1
5360/3713, 1
5369/4135, 1
5369/4345, 1
537/227, 1
537/331, 1
5372/2981, 1
537204768/-2011108032, 1
5377/1845, 1
5381/4036, 1
5384/2691, 1
5385/1994, 1
539/219, 1
539/225, 2
539/331, 1
5393/2595, 2
5394/5087, 2
5396/1319, 1
5396/1895, 2
54/10, 2
54/16, 2
54/23, 1
54/29, 2
54/31, 1
54/35, 1
54/37, 1
540/100, 1
5400/2029, 1
5401/1556, 2
5405/2682, 1
54059/32763, 1
5407/1726, 1
541/167, 1
5410/3689, 1
5412/2401, 1
5413/4165, 1
5416/3813, 1
543/331, 2
5431/2850, 1
5437/2714, 2
544/167, 1
5441/2056, 1
5446/4205, 1
545/100, 1
545/331, 2
5452/1135, 1
5459/2041, 1
5461/1433, 1
547/225, 1
547/320, 1
547/325, 1
547/331, 1
5479/3278, 1
5480/3703, 2
5485/2486, 1
5489/1818, 1
549/167, 1
549/227, 1
549/379, 1
5491/4575, 1
5492/2003, 3
55/10, 2
55/16, 2
550/100, 1
551/183, 1
551/331, 1
551/333, 1
5513/4555, 1
5521/2446, 1
5522/2521, 1
5524/1841, 1
5529/1147, 1
5529/1799, 1
553/111, 1
553/331, 1
5530/1887, 1
5531/2272, 2
5533/3439, 1
5534/3483, 1
5535/1301, 2
5536/2541, 1
5537/1945, 1
5537/5400, 1
5539/2590, 1
554/167, 1
55441/31492, 1
5549/2860, 1
5554/2161, 2
5563/3757, 1
557/167, 1
557/331, 2
557/441, 2
5571/3496, 1
5571/4609, 1
5574/2545, 4
5575/3912, 1
5589/2923, 2
559/227, 1
559/333, 1
561/227, 1
561/325, 1
561/371, 2
562/167, 1
563/325, 1
5638/2125, 1
5639/1135, 1
5639/5479, 2
5641/4227, 1
56467/38605, 1
565/100, 6
5653/4663, 1
5655/2153, 1
566/100, 1
5669/1809, 1
5669/2823, 1
5678/2107, 1
5678/3399, 1
5679/2618, 1
5681/4350, 1
569/100, 2
569/167, 1
569/225, 2
569/325, 2
5699/2565, 1
57/20, 3
57/25, 2
57/32, 2
570/100, 6
5705/3159, 1
5708/1835, 1
571/225, 7
571/250, 1
571/292, 1
571/325, 2
571/331, 5
571/333, 1
5710/1519, 1
5711/1889, 1
5713/2681, 1
5721/2486, 1
5729/4649, 1
573/227, 1
573/295, 1
573/331, 2
5731/2269, 1
5735/1294, 1
575/227, 1
575/331, 2
575/333, 2
5753/1431, 1
5755/1527, 1
5755/1706, 1
5755/2707, 1
5758/2929, 1
576/167, 1
5767/3274, 1
5768/3607, 1
577/167, 1
577/225, 1
577/331, 1
5778/3515, 1
5779/2952, 1
5779/3121, 1
5780/3491, 1
5789/2792, 1
5791/2211, 1
5796/1657, 4
58/10, 1
58/16, 1
5807/3343, 1
581/219, 1
582/100, 3
5825/3184, 1
583/273, 1
583/333, 2
5835/2317, 1
5851/3871, 1
5856/1997, 1
586/167, 3
5861/3205, 1
5875/3863, 1
5877/2144, 1
5887/1804, 1
589/219, 2
589/227, 2
5891/1453, 1
59/21, 6
59/25, 1
59/37, 1
5901/1514, 2
5902/3103, 1
5909/1740, 1
5909/2518, 1
591/325, 1
5914/1861, 1
5917/1765, 1
5917/1808, 1
5922/3575, 1
593/210, 1
593/227, 2
5935/5063, 2
5945/2724, 1
5946/2063, 1
5947/3474, 1
5947/3948, 1
595/1024, 2
595/331, 1
59505/28589, 1
5953/1819, 1
5957/5295, 1
597/227, 1
5978/2941, 2
5979/2149, 1
5981/1742, 1
5983/4425, 1
5987/3597, 1
5989/2668, 1
599/225, 2
599/227, 1
5990/5259, 1
6/1, 2
6/5, 6
60/10, 1
60/16, 3
60/60, 473
600/100, 2
6001/4209, 1
6003/5132, 1
6004/1675, 1
6005/3291, 1
6005/3874, 2
6007/2021, 1
601/219, 1
601/227, 1
6013/4182, 2
6015/1886, 1
6018/3803, 1
6025/1892, 6
603/325, 1
603/331, 2
603/371, 1
6036/1249, 4
6037/3955, 2
6037/4474, 1
6038/2219, 1
6046/3869, 1
6046/4927, 1
6049/4529, 1
605/331, 1
605/371, 1
6058/4145, 1
606/100, 4
6060/2479, 1
6067/1540, 1
607/325, 3
6075/1663, 1
6081/3674, 1
6085/1748, 1
609/227, 1
609/325, 2
609/331, 4
6092/1533, 2
6094/1503, 2
61/42, 1
610/100, 6
6107/1933, 1
6107/2133, 1
6109/3641, 1
611/167, 1
611/331, 4
611/333, 1
6115/2724, 1
6118/2567, 1
6119/2545, 1
612/125, 4
612/127, 2
612/137, 1
612/139, 1
612/143, 2
612/145, 1
612/149, 2
612/155, 3
612/157, 4
612/161, 1
612/167, 2
612/169, 1
612/173, 2
612/179, 5
612/181, 2
612/185, 12
612/191, 3
612/193, 1
612/197, 14
612/203, 11
612/205, 3
612/209, 3
612/211, 2
612/215, 4
612/217, 1
612/223, 1
612/227, 7
612/229, 1
612/233, 7
612/239, 4
612/245, 6
612/247, 1
612/251, 4
612/253, 2
612/257, 11
612/259, 1
612/263, 13
612/265, 5
612/269, 4
612/271, 1
612/275, 6
612/277, 4
612/281, 6
612/287, 12
612/293, 1
612/295, 4
612/299, 3
612/301, 1
612/305, 9
612/307, 2
612/311, 2
612/313, 1
612/317, 12
612/319, 3
612/325, 2
612/329, 7
612/335, 5
612/337, 3
612/341, 6
612/343, 1
612/347, 7
612/353, 5
612/355, 2
612/359, 10
612/371, 5
612/377, 6
612/383, 3
612/389, 2
612/395, 3
612/397, 3
612/401, 11
612/403, 1
612/407, 2
612/413, 7
612/419, 3
612/421, 1
612/427, 2
612/431, 2
612/433, 1
612/437, 1
612/443, 4
612/449, 2
612/455, 1
612/461, 3
612/463, 1
612/467, 8
612/473, 5
612/479, 3
612/481, 4
612/485, 1
612/491, 1
612/503, 2
612/509, 1
612/515, 4
612/521, 1
612/533, 1
612/539, 2
612/545, 1
612/559, 4
612/569, 5
612/581, 2
612/599, 2
612/601, 1
612/605, 14
6133/2538, 1
6135/1408, 1
6137/1943, 1
614/535, 1
6142/5061, 1
6148/4103, 1
615/331, 2
6151/1478, 1
6155/2274, 1
617/84, 2
6179/2424, 1
618/167, 1
6184/2019, 1
61843/32578, 1
6186/2131, 1
619/167, 1
619/333, 1
6193/3297, 2
6196/1707, 1
6203/1485, 2
6206/3571, 1
6209/2391, 1
6217/2287, 1
6218/4083, 1
6221/2491, 1
623/333, 1
624/593, 3
6244/4513, 1
6245/3548, 1
625/166, 1
625/227, 2
625/331, 1
6253/3531, 1
6253/4593, 1
6255/4214, 1
6262/2869, 1
6266/2729, 1
627/167, 1
627/331, 1
6271/3896, 1
6277/4619, 1
6289/2583, 1
629/331, 1
63/10, 1
630/100, 1
6307/2574, 1
631/206, 1
631/331, 1
631/333, 1
631/365, 1
63112168/1000, 1
633/331, 2
6331/3762, 1
6331/4717, 1
6343/4000, 1
6352/1881, 2
6361/3343, 1
6366/1897, 1
6381/3343, 2
6386/3391, 1
6388/2293, 1
639/331, 1
639/371, 1
6393/3115, 2
64/16, 14
64/25, 1
64/31, 1
640/100, 18
6401/2053, 3
6401/2991, 1
641/219, 1
641/225, 2
641/227, 1
641/325, 1
642/167, 1
6425/2324, 1
643/167, 1
6433/3876, 1
6435/2206, 1
644/256, 1
645/227, 3
645/331, 5
64628/44631, 1
6465/3782, 1
6466/6337, 1
647/325, 2
647/331, 1
647/333, 1
648/131, 3
648/143, 2
648/151, 1
648/163, 2
648/175, 2
648/187, 1
648/199, 1
648/209, 3
648/245, 1
648/253, 1
648/256, 1
648/257, 1
648/259, 1
648/269, 3
648/293, 1
648/295, 2
648/299, 2
648/301, 1
648/317, 1
648/325, 1
648/329, 1
648/341, 2
648/343, 2
648/349, 2
648/353, 1
648/361, 1
648/373, 2
648/395, 1
648/407, 1
648/415, 3
648/419, 1
648/443, 1
648/463, 1
648/467, 1
648/479, 1
648/487, 1
648/593, 2
648/613, 1
6487/4844, 1
649/100, 1
649/331, 1
649/371, 1
650/100, 3
6505/2021, 1
6509/5052, 1
651/227, 1
6512/2127, 1
65165/30344, 2
6518/3053, 1
6521/2439, 1
6528/3871, 1
6529/3010, 2
655/331, 1
655/333, 2
65536/65535, 1530
65536/65536, 1451
65539/393216, 1
6554/3409, 1
6563/3782, 1
657/331, 2
657/371, 1
6574/2303, 1
658/655, 1
6580/1989, 1
659/460, 1
6599/1354, 1
66/100, 3
66/60, 4
6606/5317, 1
6607/4144, 1
661/219, 1
661/423, 1
6610/4191, 1
6610/6109, 1
6612/4967, 2
6613/1577, 2
6623/4948, 1
663/655, 1
6638/3575, 1
665/227, 1
665/331, 2
6653/2232, 1
6653/3672, 1
6662/2653, 2
667/331, 2
667/371, 1
6670/2937, 1
6681/2657, 2
6682/2669, 1
669/325, 1
6709/2186, 1
671/333, 3
6723/1589, 1
6723/3505, 1
673/219, 2
673/225, 2
673/325, 2
673/331, 2
6731/2439, 1
674/100, 2
6745/2477, 1
675/331, 2
675/371, 1
6751/4225, 1
6753/2747, 1
6757/2252, 1
6761/3232, 1
6766/6437, 1
677/225, 1
677/227, 1
677/331, 4
677/371, 1
6773/4272, 1
6779/4081, 1
679/333, 1
6794/2479, 3
6799/4163, 1
6799/4440, 1
68/15, 4
68/19, 4
68/21, 10
68/23, 6
68/25, 4
68/27, 1
68/29, 4
68/31, 11
68/33, 7
68/35, 8
68/37, 5
68/39, 13
68/41, 5
68/43, 5
68/45, 3
68/47, 5
68/49, 5
68/53, 2
68/55, 5
68/57, 2
68/59, 2
68/61, 1
68/63, 2
680/1024, 3
6800/3639, 1
6801/1720, 1
681/325, 1
681/331, 1
6813/4537, 2
68157/65536, 5
68227/65535, 1
683/167, 2
6853/2193, 1
6869/4322, 1
687/167, 1
687/331, 2
6871/3204, 1
6891/6853, 1
6893/2008, 1
69/10, 1
6908/2881, 1
693/331, 2
6934/2413, 1
6949/2879, 1
695/331, 2
6956/3179, 1
6958/4661, 1
696/100, 2
69607/49653, 1
6974/6211, 1
6987/3295, 2
69873/18716, 1
699/325, 1
699/331, 1
699/374, 1
6994/1935, 1
6995/5164, 1
7/1, 1
7/2, 2
7/3, 1
7/4, 7
7/5, 6
700/100, 2
70124/65535, 20
7013/1709, 4
7017/4724, 1
7019/2078, 1
702/193, 3
7024/4435, 1
703/331, 1
703/643, 2
7043/3529, 1
705/371, 1
7053/3491, 1
7061/2556, 1
70696/29221, 1
707/333, 1
708/167, 1
7081/3774, 1
709/225, 1
709/331, 1
7095/2719, 1
7099/3276, 1
71/14, 5
71/53, 1
7107/3901, 1
7123/2654, 1
713/219, 1
7131/1583, 1
7134/2395, 1
715/219, 1
7153/2112, 1
7161/3305, 1
7162/4843, 1
717/227, 1
717/325, 2
7188/5435, 1
7189/1978, 1
719/331, 1
719/333, 1
719/542, 1
72/10, 1
72/16, 1
72/19, 1
72/25, 2
72/41, 1
72/47, 1
72/49, 1
72/53, 1
72/55, 2
72/60, 7
721/325, 2
721/331, 1
7219/5320, 1
7227/2729, 1
7232/2041, 1
7233/2134, 4
7247/4225, 2
7249/2942, 1
725/227, 2
725/371, 1
7262/4077, 1
7268/3003, 1
727/225, 2
729/227, 2
729/325, 1
729/331, 1
730/167, 1
7305/3289, 1
7307/1808, 1
731/227, 1
731/331, 1
733/227, 1
733/436, 10
7347/4201, 1
737/227, 1
737/331, 1
7370/3079, 1
7376/3997, 1
7378/2981, 1
738/193, 1
7389/4508, 1
739/166, 2
739/325, 1
7390/5403, 1
7391/6750, 1
7395/5902, 1
7398/1543, 1
74/10, 1
740/100, 1
7403/6081, 1
7408/2737, 1
7412/3627, 1
743/219, 1
743/227, 1
743/371, 1
745/227, 1
7450/5433, 1
7451/4951, 1
7452/3035, 1
7452/6103, 1
746/100, 2
7489/2396, 4
749/227, 1
7497/4621, 2
751/167, 1
751/325, 2
751/331, 1
7521/1727, 1
753/100, 1
75366/65535, 5
755/167, 1
755/333, 1
7550/4359, 1
7561/5858, 1
757/331, 1
757/542, 1
7581/3181, 1
7587/4399, 2
759/692, 1
7596/2771, 1
761/219, 1
7613/6093, 2
7618/3547, 1
7629/2974, 1
763/325, 2
763/331, 2
763/694, 1
765/1024, 4
765/331, 1
766/255, 3
766/477, 1
767/225, 1
767/331, 2
768/256, 3
769/337, 1
7699/5148, 1
77/45, 3
7705/3466, 1
771/227, 1
771/325, 1
771/331, 1
7712/7309, 1
7713/3842, 1
7717/3895, 1
7723/4116, 1
7729/2479, 1
773/219, 1
7738/2537, 1
7739/3590, 2
774/167, 1
7744/4711, 1
7747/2236, 1
7749/3743, 1
775/227, 1
775/229, 1
775/333, 1
775/371, 1
7753/3366, 1
7755/2446, 1
7762/1697, 1
7779/2848, 1
7780/6021, 1
7783/2749, 1
779/219, 1
779/333, 2
77988/65535, 3
77988/65536, 2
781/225, 1
781/227, 1
781/331, 4
781/371, 1
7815/2029, 1
7835/3929, 1
7837/5072, 1
785/219, 1
785/227, 2
7860/5023, 1
7891/3026, 1
79/10, 1
79/37, 1
79/45, 1
79/73, 1
7901/3102, 1
791/225, 1
7916/3405, 1
7918/1951, 1
792/581, 1
793/219, 1
793/227, 2
7931/4365, 1
7932/3383, 1
7933/2421, 1
7951/3390, 1
7964/3007, 1
797/325, 1
798/167, 1
798/397, 2
799/227, 1
799/331, 1
8/1, 2
8/5, 9
80/19, 1
800/100, 5
800/283, 1
800/333, 1
800/371, 2
800/381, 1
800/397, 1
800/423, 1
800/487, 1
8007/2507, 1
801/166, 1
801/227, 1
801/331, 2
8011/4177, 1
803/333, 3
8038/2065, 1
805/227, 3
805/331, 1
8051/3042, 1
8053/3812, 1
80609/65536, 1
807/325, 1
8083/2608, 1
8096/6885, 1
81/22, 1
81/25, 1
81/32, 1
81/41, 1
81/46, 4
81/50, 2
81/52, 1
81/53, 2
81/55, 2
81/65, 3
81/70, 1
810/469, 1
8101/5908, 1
811/325, 6
811/333, 1
811/371, 1
813/331, 2
815/167, 1
815/333, 1
816/163, 133
816/169, 3
816/173, 1
816/181, 1
816/185, 2
816/197, 4
816/203, 1
816/205, 2
816/209, 3
816/217, 10
816/227, 2
816/229, 2
816/233, 11
816/241, 5
816/245, 7
816/247, 1
816/251, 1
816/253, 13
816/257, 8
816/259, 1
816/263, 1
816/265, 5
816/269, 4
816/271, 1
816/277, 2
816/281, 3
816/283, 1
816/287, 1
816/293, 4
816/301, 15
816/305, 5
816/307, 1
816/313, 6
816/317, 2
816/325, 6
816/329, 2
816/335, 18
816/337, 5
816/341, 7
816/349, 5
816/353, 9
816/359, 1
816/361, 3
816/365, 9
816/367, 1
816/373, 9
816/377, 4
816/379, 2
816/385, 3
816/389, 6
816/397, 2
816/401, 8
816/403, 1
816/407, 1
816/409, 8
816/413, 15
816/415, 1
816/421, 13
816/427, 1
816/431, 1
816/433, 8
816/437, 4
816/445, 4
816/449, 6
816/457, 2
816/461, 8
816/473, 2
816/475, 6
816/481, 2
816/485, 4
816/487, 3
816/497, 3
816/505, 3
816/509, 3
816/517, 4
816/521, 7
816/529, 1
816/533, 4
816/535, 1
816/541, 4
816/545, 3
816/553, 9
816/557, 3
816/559, 1
816/563, 1
816/565, 2
816/569, 6
816/577, 3
816/581, 1
816/593, 2
816/601, 2
816/619, 1
816/623, 1
816/625, 2
816/637, 2
816/641, 1
816/647, 7
816/649, 2
816/653, 4
816/661, 3
816/665, 2
816/671, 2
816/673, 1
816/677, 3
816/685, 2
816/713, 2
816/715, 2
816/719, 7
816/721, 1
816/733, 1
816/737, 2
816/749, 2
816/757, 1
816/769, 3
816/779, 4
816/805, 1
8161/8065, 1
8164/4151, 1
817/219, 1
817/225, 1
817/227, 1
817/331, 2
8188/3539, 1
8189/6093, 1
819/331, 1
81920/65536, 1
820/100, 1
8206/2385, 1
821/227, 1
822/167, 2
8223/3406, 1
8226/3695, 1
823/225, 1
823/327, 2
823/331, 1
8247/2731, 1
8254/5189, 1
8257/3464, 1
827/219, 1
827/331, 1
827/333, 1
828/215, 2
828/811, 2
829/225, 1
829/371, 1
829/388, 1
8295/3377, 1
83/25, 1
83/45, 1
8303/1952, 1
8307/3044, 1
83231/65536, 4
833/331, 1
8338/3857, 1
834/679, 1
835/333, 2
837/331, 1
8383/2856, 1
8388609/4194304, 1
839/331, 2
839/333, 2
8396/6577, 4
84/10, 1
84/60, 3
840/100, 2
841/225, 2
841/331, 1
841/347, 1
8414/5753, 1
8425/1714, 1
843/325, 2
843/331, 1
8443/3997, 1
8468/4589, 2
8483/3607, 1
8486/5289, 2
8497/4166, 1
85/28, 4
850/100, 1
850/1024, 1
851/331, 2
855/739, 1
8561/1902, 1
856997952/1466667802, 1
857/100, 1
859/333, 2
86/10, 1
860/100, 1
8603/2053, 1
8607/2434, 1
8614/2347, 1
863/331, 1
863/371, 1
863/525, 1
8636/5705, 1
864/221, 1
864/263, 2
864/305, 1
864/311, 1
864/313, 2
864/319, 1
864/335, 1
864/365, 1
864/389, 1
864/431, 1
864/439, 10
864/451, 1
864/475, 2
864/499, 1
864/553, 1
864/617, 1
864/679, 3
864/779, 1
864/827, 1
8641/4121, 1
8645/3697, 1
86508/65535, 6
8651/5443, 1
8659/3846, 1
8663/5153, 1
869/227, 1
869/325, 1
869/331, 1
869/371, 1
87/37, 2
870/870, 1
871/331, 2
873/331, 1
874/351, 1
8745/5321, 1
875/219, 2
875/331, 2
875/339, 1
875/598, 1
8759/2877, 1
876/553, 1
8762/3161, 2
877/454, 1
877/828, 1
8777/2845, 8
