ifd0_GPSOffset ,Count
@ 0x8E84, 22
@ 0x8E88, 30
@ 0x8E8A, 1
@ 0x8E8C, 28
@ 0x8E8E, 2
@ 0x8E90, 26
@ 0x8E94, 27
@ 0x8E96, 1
@ 0x8E98, 26
@ 0x8E9A, 1
@ 0x8E9C, 29
@ 0x8EA0, 22
@ 0x8EA4, 25
@ 0x8EA6, 1
@ 0x8EA8, 29
@ 0x8EAA, 2
@ 0x8EAC, 32
@ 0x8EB0, 35
@ 0x8EB2, 1
@ 0x8EB4, 25
@ 0x8EB6, 1
@ 0x8EB8, 37
@ 0x8EBC, 17
@ 0x8EBE, 1
@ 0x8EC0, 22
@ 0x8EC4, 31
@ 0x8EC8, 17
@ 0x8ECA, 2
@ 0x8ECC, 30
@ 0x8ED0, 25
@ 0x8ED2, 2
@ 0x8ED4, 29
@ 0x8ED8, 26
@ 0x8EDA, 1
@ 0x8EDC, 29
@ 0x8EE0, 30
@ 0x8EE2, 1
@ 0x8EE4, 29
@ 0x8EE8, 21
@ 0x8EEC, 30
@ 0x8EF0, 24
@ 0x8EF4, 23
@ 0x8EF6, 3
@ 0x8EF8, 23
@ 0x8EFA, 1
@ 0x8EFC, 32
@ 0x8EFE, 2
@ 0x8F00, 19
@ 0x8F02, 1
@ 0x8F04, 23
@ 0x8F08, 15
@ 0x8F0C, 23
@ 0x8F10, 28
@ 0x8F12, 2
@ 0x8F14, 28
@ 0x8F18, 27
@ 0x8F1A, 2
@ 0x8F1C, 28
@ 0x8F20, 19
@ 0x8F24, 24
@ 0x8F28, 34
@ 0x8F2C, 29
@ 0x8F2E, 1
@ 0x8F30, 20
@ 0x8F32, 3
@ 0x8F34, 27
@ 0x8F36, 1
@ 0x8F38, 22
@ 0x8F3A, 2
@ 0x8F3C, 33
@ 0x8F40, 24
@ 0x8F44, 21
@ 0x8F46, 2
@ 0x8F48, 29
@ 0x8F4A, 1
@ 0x8F4C, 26
@ 0x8F4E, 1
@ 0x8F50, 28
@ 0x8F52, 2
@ 0x8F54, 27
@ 0x8F58, 30
@ 0x8F5A, 1
@ 0x8F5C, 29
@ 0x8F5E, 3
@ 0x8F60, 19
@ 0x8F64, 33
@ 0x8F68, 24
@ 0x8F6C, 13
@ 0x8F6E, 2
@ 0x8F70, 25
@ 0x8F74, 28
@ 0x8F76, 12
@ 0x8F78, 61
@ 0x8F7C, 26
@ 0x8F7E, 4
@ 0x8F80, 45
@ 0x8F82, 22
@ 0x8F84, 20
@ 0x8F88, 32
@ 0x8F8C, 17
@ 0x8F8E, 2
@ 0x8F90, 21
@ 0x8F92, 1
@ 0x8F94, 20
@ 0x8F98, 24
@ 0x8F9C, 25
@ 0x8FA0, 24
@ 0x8FA2, 2
@ 0x8FA4, 28
@ 0x8FA8, 34
@ 0x8FAA, 1
@ 0x8FAC, 26
@ 0x8FB0, 19
@ 0x8FB2, 1
@ 0x8FB4, 22
@ 0x8FB6, 2
@ 0x8FB8, 28
@ 0x8FBC, 14
@ 0x8FC0, 23
@ 0x8FC4, 27
@ 0x8FC6, 1
@ 0x8FC8, 24
@ 0x8FCA, 1
@ 0x8FCC, 27
@ 0x8FD0, 20
@ 0x8FD4, 27
@ 0x8FD8, 23
@ 0x8FDA, 2
@ 0x8FDC, 31
@ 0x8FDE, 1
@ 0x8FE0, 31
@ 0x8FE2, 1
@ 0x8FE4, 28
@ 0x8FE6, 1
@ 0x8FE8, 32
@ 0x8FEC, 24
@ 0x8FEE, 2
@ 0x8FF0, 29
@ 0x8FF4, 28
@ 0x8FF6, 1
@ 0x8FF8, 34
@ 0x8FFC, 23
@ 0x9000, 27
@ 0x9002, 2
@ 0x9004, 25
@ 0x9008, 29
@ 0x900A, 1
@ 0x900C, 23
@ 0x900E, 1
@ 0x9010, 31
@ 0x9012, 5
@ 0x9014, 33
@ 0x9016, 1
@ 0x9018, 28
@ 0x901A, 1
@ 0x901C, 38
@ 0x901E, 1
@ 0x9020, 32
@ 0x9022, 1
@ 0x9024, 21
@ 0x9026, 1
@ 0x9028, 22
@ 0x902C, 24
@ 0x9030, 25
@ 0x9032, 2
@ 0x9034, 27
@ 0x9036, 1
@ 0x9038, 27
@ 0x903C, 17
@ 0x9040, 24
@ 0x9042, 1
@ 0x9044, 30
@ 0x9048, 28
@ 0x904A, 2
@ 0x904C, 31
@ 0x9050, 25
@ 0x9054, 23
@ 0x9056, 1
@ 0x9058, 25
@ 0x905C, 27
@ 0x905E, 1
@ 0x9060, 32
@ 0x9062, 1
@ 0x9064, 26
@ 0x9066, 1
@ 0x9068, 28
@ 0x906A, 1
@ 0x906C, 36
@ 0x9070, 20
@ 0x9074, 33
@ 0x9076, 1
@ 0x9078, 26
@ 0x907A, 1
@ 0x907C, 25
@ 0x9080, 29
@ 0x9084, 33
@ 0x9088, 26
@ 0x908A, 1
@ 0x908C, 27
@ 0x9090, 20
@ 0x9092, 1
@ 0x9094, 35
@ 0x9096, 1
@ 0x9098, 36
@ 0x909A, 1
@ 0x909C, 31
@ 0x90A0, 26
@ 0x90A2, 1
@ 0x90A4, 27
@ 0x90A6, 2
@ 0x90A8, 37
@ 0x90AC, 30
@ 0x90B0, 20
@ 0x90B4, 23
@ 0x90B6, 1
@ 0x90B8, 23
@ 0x90BC, 36
@ 0x90C0, 15
@ 0x90C2, 1
@ 0x90C4, 29
@ 0x90C6, 2
@ 0x90C8, 18
@ 0x90CA, 1
@ 0x90CC, 39
@ 0x90CE, 1
@ 0x90D0, 32
@ 0x90D2, 1
@ 0x90D4, 30
@ 0x90D8, 30
@ 0x90DC, 32
@ 0x90E0, 31
@ 0x90E4, 31
@ 0x90E8, 33
@ 0x90EA, 1
@ 0x90EC, 26
@ 0x90F0, 24
@ 0x90F4, 29
@ 0x90F6, 1
@ 0x90F8, 23
@ 0x90FA, 2
@ 0x90FC, 30
@ 0x9100, 31
@ 0x9104, 23
@ 0x9106, 1
@ 0x9108, 34
@ 0x910C, 28
@ 0x910E, 1
@ 0x9110, 36
@ 0x9112, 2
@ 0x9114, 28
@ 0x9118, 37
@ 0x911C, 26
@ 0x911E, 3
@ 0x9120, 34
@ 0x9124, 35
@ 0x9126, 1
@ 0x9128, 38
@ 0x912C, 31
@ 0x912E, 1
@ 0x9130, 31
@ 0x9134, 31
@ 0x9138, 29
@ 0x913C, 34
@ 0x913E, 2
@ 0x9140, 37
@ 0x9144, 21
@ 0x9146, 1
@ 0x9148, 27
@ 0x914A, 1
@ 0x914C, 29
@ 0x9150, 17
@ 0x9152, 1
@ 0x9154, 27
@ 0x9158, 21
@ 0x915A, 1
@ 0x915C, 30
@ 0x9160, 21
@ 0x9164, 33
@ 0x9168, 26
@ 0x916A, 1
@ 0x916C, 30
@ 0x9170, 25
@ 0x9172, 1
@ 0x9174, 30
@ 0x9178, 27
@ 0x917A, 1
@ 0x917C, 23
@ 0x9180, 31
@ 0x9182, 2
@ 0x9184, 25
@ 0x9188, 28
@ 0x918A, 2
@ 0x918C, 22
@ 0x9190, 31
@ 0x9194, 21
@ 0x9196, 1
@ 0x9198, 26
@ 0x919C, 32
@ 0x919E, 2
@ 0x91A0, 19
@ 0x91A4, 28
@ 0x91A8, 24
@ 0x91AC, 31
@ 0x91B0, 33
@ 0x91B2, 1
@ 0x91B4, 29
@ 0x91B8, 32
@ 0x91BC, 24
@ 0x91BE, 1
@ 0x91C0, 38
@ 0x91C2, 1
@ 0x91C4, 21
@ 0x91C6, 1
@ 0x91C8, 20
@ 0x91CC, 25
@ 0x91D0, 22
@ 0x91D4, 23
@ 0x91D8, 35
@ 0x91DC, 18
@ 0x91E0, 24
@ 0x91E4, 32
@ 0x91E8, 22
@ 0x91EC, 34
@ 0x91F0, 17
@ 0x91F4, 22
@ 0x91F6, 1
@ 0x91F8, 21
@ 0x91FA, 3
@ 0x91FC, 30
@ 0x9200, 31
@ 0x9202, 1
@ 0x9204, 16
@ 0x9206, 1
@ 0x9208, 27
@ 0x920C, 25
@ 0x9210, 22
@ 0x9214, 18
@ 0x9216, 1
@ 0x9218, 31
@ 0x921C, 20
@ 0x9220, 19
@ 0x9224, 23
@ 0x9226, 1
@ 0x9228, 25
@ 0x922C, 16
@ 0x922E, 2
@ 0x9230, 21
@ 0x9232, 1
@ 0x9234, 29
@ 0x9238, 22
@ 0x923C, 22
@ 0x9240, 18
@ 0x9244, 20
@ 0x9248, 22
@ 0x924A, 2
@ 0x924C, 19
@ 0x9250, 15
@ 0x9254, 12
@ 0x9258, 26
@ 0x925A, 1
@ 0x925C, 19
@ 0x9260, 18
@ 0x9264, 19
@ 0x9268, 17
@ 0x926A, 1
@ 0x926C, 20
@ 0x9270, 19
@ 0x9272, 2
@ 0x9274, 15
@ 0x9276, 1
@ 0x9278, 19
@ 0x927A, 1
@ 0x927C, 23
@ 0x9280, 19
@ 0x9284, 12
@ 0x9288, 17
@ 0x928C, 17
@ 0x9290, 17
@ 0x9294, 18
@ 0x9296, 1
@ 0x9298, 21
@ 0x929C, 16
@ 0x92A0, 22
@ 0x92A4, 19
@ 0x92A8, 16
@ 0x92AC, 14
@ 0x92AE, 1
@ 0x92B0, 17
@ 0x92B4, 24
@ 0x92B8, 15
@ 0x92BC, 17
@ 0x92C0, 16
@ 0x92C4, 10
@ 0x92C8, 18
@ 0x92CA, 1
@ 0x92CC, 14
@ 0x92CE, 1
@ 0x92D0, 18
@ 0x92D2, 1
@ 0x92D4, 12
@ 0x92D8, 18
@ 0x92DC, 15
@ 0x92DE, 1
@ 0x92E0, 22
@ 0x92E4, 18
@ 0x92E8, 13
@ 0x92EC, 15
@ 0x92EE, 1
@ 0x92F0, 22
@ 0x92F4, 14
@ 0x92F8, 27
@ 0x92FC, 14
@ 0x92FE, 1
@ 0x9300, 19
@ 0x9302, 2
@ 0x9304, 10
@ 0x9308, 12
@ 0x930C, 16
@ 0x9310, 15
@ 0x9314, 16
@ 0x9318, 14
@ 0x931C, 13
@ 0x9320, 17
@ 0x9322, 1
@ 0x9324, 9
@ 0x9328, 19
@ 0x932C, 12
@ 0x932E, 1
@ 0x9330, 20
@ 0x9334, 15
@ 0x9338, 12
@ 0x933C, 10
@ 0x9340, 9
@ 0x9344, 14
@ 0x9348, 13
@ 0x934C, 9
@ 0x9350, 16
@ 0x9354, 21
@ 0x9358, 14
@ 0x935C, 12
@ 0x935E, 1
@ 0x9360, 11
@ 0x9364, 13
@ 0x9368, 11
@ 0x936C, 6
@ 0x936E, 1
@ 0x9370, 10
@ 0x9372, 1
@ 0x9374, 9
@ 0x9376, 1
@ 0x9378, 9
@ 0x937C, 4
@ 0x9380, 13
@ 0x9382, 1
@ 0x9384, 19
@ 0x9386, 1
@ 0x9388, 7
@ 0x938C, 12
@ 0x9390, 9
@ 0x9394, 13
@ 0x9398, 7
@ 0x939A, 1
@ 0x939C, 12
@ 0x939E, 1
@ 0x93A0, 16
@ 0x93A2, 1
@ 0x93A4, 18
@ 0x93A6, 1
@ 0x93A8, 12
@ 0x93AC, 8
@ 0x93B0, 9
@ 0x93B4, 13
@ 0x93B8, 5
@ 0x93BC, 17
@ 0x93C0, 8
@ 0x93C4, 14
@ 0x93C6, 1
@ 0x93C8, 11
@ 0x93CA, 1
@ 0x93CC, 5
@ 0x93D0, 10
@ 0x93D2, 1
@ 0x93D4, 8
@ 0x93D8, 11
@ 0x93DC, 8
@ 0x93DE, 1
@ 0x93E0, 11
@ 0x93E4, 4
@ 0x93E8, 10
@ 0x93EC, 10
@ 0x93EE, 1
@ 0x93F0, 4
@ 0x93F4, 13
@ 0x93F8, 11
@ 0x93FC, 12
@ 0x9400, 10
@ 0x9404, 11
@ 0x9408, 7
@ 0x940C, 15
@ 0x9410, 9
@ 0x9414, 5
@ 0x9416, 1
@ 0x9418, 14
@ 0x941C, 7
@ 0x9420, 6
@ 0x9422, 1
@ 0x9424, 14
@ 0x9428, 12
@ 0x942C, 9
@ 0x942E, 1
@ 0x9430, 9
@ 0x9434, 9
@ 0x9438, 4
@ 0x943A, 1
@ 0x943C, 11
@ 0x9440, 5
@ 0x9444, 11
@ 0x9446, 1
@ 0x9448, 9
@ 0x944C, 11
@ 0x9450, 9
@ 0x9454, 6
@ 0x9458, 3
@ 0x945A, 2
@ 0x945C, 4
@ 0x945E, 1
@ 0x9460, 14
@ 0x9464, 13
@ 0x9466, 1
@ 0x9468, 8
@ 0x946C, 8
@ 0x9470, 4
@ 0x9472, 1
@ 0x9474, 8
@ 0x9478, 4
@ 0x947C, 8
@ 0x9480, 10
@ 0x9482, 1
@ 0x9484, 7
@ 0x9488, 4
@ 0x948C, 8
@ 0x9490, 6
@ 0x9494, 5
@ 0x9498, 9
@ 0x949A, 1
@ 0x949C, 7
@ 0x94A0, 11
@ 0x94A4, 5
@ 0x94A8, 3
@ 0x94AC, 11
@ 0x94B0, 6
@ 0x94B4, 11
@ 0x94B8, 4
@ 0x94BC, 9
@ 0x94C0, 12
@ 0x94C4, 3
@ 0x94C8, 12
@ 0x94CC, 7
@ 0x94CE, 1
@ 0x94D0, 7
@ 0x94D4, 6
@ 0x94D8, 3
@ 0x94DA, 1
@ 0x94DC, 6
@ 0x94E0, 6
@ 0x94E4, 7
@ 0x94E8, 7
@ 0x94EC, 3
@ 0x94EE, 1
@ 0x94F0, 8
@ 0x94F4, 13
@ 0x94F8, 8
@ 0x94FA, 1
@ 0x94FC, 8
@ 0x9500, 5
@ 0x9504, 8
@ 0x9508, 5
@ 0x950C, 5
@ 0x950E, 1
@ 0x9510, 3
@ 0x9514, 2
@ 0x9516, 2
@ 0x9518, 4
@ 0x951C, 8
@ 0x951E, 1
@ 0x9520, 6
@ 0x9522, 1
@ 0x9524, 7
@ 0x9528, 8
@ 0x952C, 3
@ 0x9530, 6
@ 0x9534, 7
@ 0x9538, 8
@ 0x953C, 10
@ 0x9540, 3
@ 0x9544, 3
@ 0x9548, 4
@ 0x954C, 6
@ 0x9550, 9
@ 0x9554, 7
@ 0x9558, 9
@ 0x955C, 8
@ 0x9560, 4
@ 0x9564, 7
@ 0x9568, 7
@ 0x956C, 5
@ 0x956E, 1
@ 0x9570, 5
@ 0x9572, 1
@ 0x9574, 6
@ 0x9578, 4
@ 0x957C, 2
@ 0x9580, 6
@ 0x9582, 1
@ 0x9584, 7
@ 0x9586, 1
@ 0x9588, 5
@ 0x958C, 9
@ 0x958E, 1
@ 0x9590, 8
@ 0x9594, 5
@ 0x9598, 1
@ 0x959C, 8
@ 0x95A0, 1
@ 0x95A4, 1
@ 0x95A8, 9
@ 0x95AC, 5
@ 0x95AE, 1
@ 0x95B0, 1
@ 0x95B4, 4
@ 0x95B6, 1
@ 0x95B8, 5
@ 0x95BC, 8
@ 0x95C0, 7
@ 0x95C2, 1
@ 0x95C4, 5
@ 0x95C8, 6
@ 0x95CC, 4
@ 0x95D0, 5
@ 0x95D2, 1
@ 0x95D4, 5
@ 0x95D8, 8
@ 0x95DC, 8
@ 0x95E0, 1
@ 0x95E4, 1
@ 0x95E8, 6
@ 0x95EA, 1
@ 0x95EC, 6
@ 0x95EE, 1
@ 0x95F0, 6
@ 0x95F2, 1
@ 0x95F4, 4
@ 0x95F8, 6
@ 0x95FC, 2
@ 0x9600, 5
@ 0x9604, 2
@ 0x9606, 1
@ 0x9608, 9
@ 0x960C, 8
@ 0x9610, 4
@ 0x9614, 3
@ 0x9618, 6
@ 0x961C, 5
@ 0x9620, 5
@ 0x9624, 2
@ 0x9628, 7
@ 0x962A, 1
@ 0x962C, 7
@ 0x962E, 1
@ 0x9630, 4
@ 0x9634, 2
@ 0x9638, 7
@ 0x963C, 5
@ 0x9640, 2
@ 0x9644, 4
@ 0x9648, 7
@ 0x964C, 4
@ 0x964E, 1
@ 0x9650, 6
@ 0x9654, 4
@ 0x9658, 6
@ 0x965C, 5
@ 0x965E, 1
@ 0x9660, 5
@ 0x9664, 6
@ 0x966C, 2
@ 0x9670, 4
@ 0x9674, 7
@ 0x9678, 7
@ 0x967C, 3
@ 0x967E, 3
@ 0x9680, 2
@ 0x9684, 5
@ 0x9688, 1
@ 0x968C, 7
@ 0x968E, 1
@ 0x9690, 5
@ 0x9692, 1
@ 0x9694, 6
@ 0x9698, 2
@ 0x969C, 7
@ 0x96A0, 6
@ 0x96A4, 4
@ 0x96A8, 6
@ 0x96AA, 1
@ 0x96AC, 1
@ 0x96B0, 5
@ 0x96B4, 3
@ 0x96B8, 3
@ 0x96BC, 2
@ 0x96C0, 7
@ 0x96C2, 1
@ 0x96C4, 4
@ 0x96C8, 5
@ 0x96CC, 3
@ 0x96D0, 4
@ 0x96D2, 38
@ 0x96D4, 3
@ 0x96D8, 5
@ 0x96DC, 4
@ 0x96E0, 1
@ 0x96E4, 2
@ 0x96E8, 6
@ 0x96EC, 36
@ 0x96F0, 106
@ 0x96F4, 1
@ 0x96F8, 3
@ 0x96FA, 157
@ 0x96FC, 66
@ 0x9700, 3
@ 0x9704, 5
@ 0x9708, 6
@ 0x970A, 1
@ 0x970C, 5
@ 0x970E, 1
@ 0x9710, 3
@ 0x9714, 9
@ 0x9716, 1
@ 0x9718, 4
@ 0x971A, 283
@ 0x971C, 5
@ 0x971E, 1
@ 0x9720, 2
@ 0x9722, 1
@ 0x9724, 6504
@ 0x9726, 1
@ 0x9728, 1062
@ 0x972C, 2
@ 0x972E, 1
@ 0x9730, 401
@ 0x9734, 6
@ 0x9736, 1
@ 0x9738, 2
@ 0x973A, 1
@ 0x973C, 7
@ 0x9740, 119
@ 0x9744, 2
@ 0x9748, 5
@ 0x974C, 5
@ 0x974E, 13
@ 0x9750, 5
@ 0x9754, 2
@ 0x9756, 1
@ 0x9758, 3
@ 0x975A, 2
@ 0x975C, 3
@ 0x9760, 2
@ 0x9764, 2
@ 0x9766, 1
@ 0x9768, 3
@ 0x976C, 3
@ 0x976E, 1
@ 0x9770, 2
@ 0x9772, 1
@ 0x9774, 3
@ 0x9778, 1
@ 0x977C, 2
@ 0x9780, 4
@ 0x9784, 7
@ 0x9788, 1
@ 0x978C, 3
@ 0x9790, 3
@ 0x9794, 2
@ 0x9798, 4
@ 0x979C, 3
@ 0x97A0, 5
@ 0x97A4, 3
@ 0x97A8, 6
@ 0x97B0, 2
@ 0x97B4, 1
@ 0x97B8, 5
@ 0x97BC, 4
@ 0x97C0, 2
@ 0x97C4, 2
@ 0x97C8, 2
@ 0x97CA, 1
@ 0x97CC, 2
@ 0x97D0, 4
@ 0x97D4, 1
@ 0x97D6, 1
@ 0x97D8, 6
@ 0x97DC, 2
@ 0x97E0, 3
@ 0x97E2, 1
@ 0x97E4, 2
@ 0x97E6, 1
@ 0x97E8, 3
@ 0x97EC, 2
@ 0x97F0, 3
@ 0x97F4, 5
@ 0x97F8, 3
@ 0x97FA, 1
@ 0x97FC, 4
@ 0x9800, 5
@ 0x9804, 3
@ 0x9806, 1
@ 0x9808, 7
@ 0x980A, 1
@ 0x980C, 2
@ 0x9810, 5
@ 0x9814, 3
@ 0x9818, 1
@ 0x981C, 3
@ 0x9820, 7
@ 0x9824, 4
@ 0x9828, 3
@ 0x982C, 2
@ 0x9830, 4
@ 0x9834, 4
@ 0x9836, 1
@ 0x983C, 1
@ 0x9840, 5
@ 0x9844, 4
@ 0x9848, 4
@ 0x984C, 3
@ 0x9854, 5
@ 0x9858, 4
@ 0x985C, 3
@ 0x9860, 3
@ 0x9864, 4
@ 0x986C, 4
@ 0x9870, 6
@ 0x9874, 2
@ 0x9878, 1
@ 0x987C, 2
@ 0x987E, 1
@ 0x9880, 3
@ 0x9884, 1
@ 0x9888, 5
@ 0x988C, 2
@ 0x9890, 7
@ 0x9892, 1
@ 0x9894, 1
@ 0x9898, 3
@ 0x989C, 4
@ 0x98A0, 2
@ 0x98A4, 2
@ 0x98A8, 4
@ 0x98AA, 1
@ 0x98B0, 3
@ 0x98B4, 2
@ 0x98B8, 3
@ 0x98BC, 1
@ 0x98C0, 3
@ 0x98C2, 1
@ 0x98C4, 1
@ 0x98C6, 2
@ 0x98C8, 1
@ 0x98CC, 3
@ 0x98D0, 6
@ 0x98D4, 3
@ 0x98DC, 2
@ 0x98E0, 2
@ 0x98E4, 2
@ 0x98E8, 1
@ 0x98EC, 7
@ 0x98F0, 3
@ 0x98F2, 1
@ 0x98F4, 5
@ 0x98F8, 2
@ 0x98FC, 2
@ 0x98FE, 1
@ 0x9900, 1
@ 0x9904, 2
@ 0x9908, 3
@ 0x990C, 4
@ 0x9910, 3
@ 0x9914, 3
@ 0x9918, 2
@ 0x9920, 2
@ 0x9924, 2
@ 0x9928, 4
@ 0x992C, 2
@ 0x992E, 1
@ 0x9930, 3
@ 0x9938, 1
@ 0x993C, 2
@ 0x9940, 3
@ 0x9944, 3
@ 0x9948, 2
@ 0x994C, 1
@ 0x9952, 1
@ 0x9954, 3
@ 0x9958, 1
@ 0x995C, 1
@ 0x9960, 1
@ 0x9964, 1
@ 0x996C, 2
@ 0x9974, 4
@ 0x9978, 1
@ 0x997C, 3
@ 0x9980, 2
@ 0x9984, 3
@ 0x9988, 2
@ 0x998A, 1
@ 0x998C, 4
@ 0x998E, 1
@ 0x9990, 2
@ 0x9994, 1
@ 0x9998, 2
@ 0x999C, 3
@ 0x99A0, 5
@ 0x99A4, 1
@ 0x99A8, 1
@ 0x99AC, 2
@ 0x99B0, 1
@ 0x99B8, 3
@ 0x99BA, 1
@ 0x99BC, 2
@ 0x99C0, 3
@ 0x99C8, 3
@ 0x99CC, 1
@ 0x99D0, 4
@ 0x99D4, 1
@ 0x99D8, 1
@ 0x99DC, 1
@ 0x99E0, 1
@ 0x99E4, 1
@ 0x99E8, 3
@ 0x99EC, 2
@ 0x99F0, 2
@ 0x99F4, 2
@ 0x99F8, 5
@ 0x99FC, 3
@ 0x9A00, 3
@ 0x9A04, 2
@ 0x9A08, 1
@ 0x9A0C, 1
@ 0x9A10, 1
@ 0x9A14, 1
@ 0x9A18, 1
@ 0x9A1C, 1
@ 0x9A20, 1
@ 0x9A2C, 2
@ 0x9A30, 1
@ 0x9A34, 5
@ 0x9A3C, 1
@ 0x9A40, 1
@ 0x9A44, 3
@ 0x9A48, 3
@ 0x9A50, 2
@ 0x9A54, 1
@ 0x9A5C, 1
@ 0x9A60, 1
@ 0x9A68, 2
@ 0x9A74, 4
@ 0x9A78, 2
@ 0x9A80, 3
@ 0x9A84, 2
@ 0x9A88, 1
@ 0x9A8C, 3
@ 0x9A90, 3
@ 0x9A98, 1
@ 0x9AA4, 2
@ 0x9AA8, 2
@ 0x9AAA, 1
@ 0x9AB4, 1
@ 0x9AB8, 1
@ 0x9ABC, 2
@ 0x9AC0, 2
@ 0x9AC8, 2
@ 0x9AD0, 1
@ 0x9AD4, 1
@ 0x9AD8, 3
@ 0x9AE0, 2
@ 0x9AE4, 4
@ 0x9AF0, 3
@ 0x9AF4, 1
@ 0x9AF6, 1
@ 0x9AF8, 3
@ 0x9B06, 1
@ 0x9B08, 1
@ 0x9B10, 4
@ 0x9B14, 3
@ 0x9B18, 1
@ 0x9B1C, 1
@ 0x9B24, 2
@ 0x9B28, 1
@ 0x9B2C, 1
@ 0x9B30, 1
@ 0x9B34, 2
@ 0x9B40, 1
@ 0x9B44, 3
@ 0x9B48, 3
@ 0x9B60, 1
@ 0x9B64, 1
@ 0x9B70, 2
@ 0x9B74, 1
@ 0x9B80, 1
@ 0x9B8C, 1
@ 0x9B90, 1
@ 0x9B94, 2
@ 0x9B98, 1
@ 0x9B9C, 1
@ 0x9BA0, 1
@ 0x9BA2, 1
@ 0x9BA4, 1
@ 0x9BA8, 2
@ 0x9BAC, 1
@ 0x9BB0, 1
@ 0x9BC4, 1
@ 0x9BC8, 1
@ 0x9BCC, 1
@ 0x9BCE, 1
@ 0x9BD4, 1
@ 0x9BDA, 13
@ 0x9BDC, 1
@ 0x9BEC, 3
@ 0x9BF0, 1
@ 0x9BF6, 1
@ 0x9BF8, 1
@ 0x9BFC, 2
@ 0x9BFE, 20
@ 0x9C04, 1
@ 0x9C0E, 4
@ 0x9C14, 1
@ 0x9C1C, 1
@ 0x9C20, 5
@ 0x9C22, 1
@ 0x9C24, 1
@ 0x9C28, 1
@ 0x9C2C, 1
@ 0x9C30, 2
@ 0x9C34, 1
@ 0x9C3C, 241
@ 0x9C40, 4
@ 0x9C44, 143
@ 0x9C46, 168
@ 0x9C48, 358
@ 0x9C4A, 401
@ 0x9C4C, 195
@ 0x9C4E, 362
@ 0x9C50, 42
@ 0x9C54, 1
@ 0x9C60, 2
@ 0x9C64, 4
@ 0x9C66, 10
@ 0x9C68, 1
@ 0x9C6C, 24
@ 0x9C78, 1
@ 0x9C7C, 9
@ 0x9C80, 1
@ 0x9C84, 1
@ 0x9C88, 2
@ 0x9C8C, 3
@ 0x9C90, 2
@ 0x9C94, 1
@ 0x9C98, 1
@ 0x9CA0, 2
@ 0x9CB0, 1
@ 0x9CB6, 1
@ 0x9CBC, 1
@ 0x9CC0, 3
@ 0x9CC8, 3
@ 0x9CCC, 151
@ 0x9CD0, 2
@ 0x9CD4, 1
@ 0x9CD6, 126
@ 0x9CD8, 197
@ 0x9CDA, 1
@ 0x9CDC, 102
@ 0x9CE4, 3
@ 0x9CE8, 1
@ 0x9CF8, 1
@ 0x9CFC, 1
@ 0x9D04, 2
@ 0x9D06, 1
@ 0x9D08, 1
@ 0x9D0C, 2
@ 0x9D10, 2
@ 0x9D12, 1
@ 0x9D18, 1
@ 0x9D1C, 1
@ 0x9D20, 2
@ 0x9D24, 4
@ 0x9D2C, 1
@ 0x9D30, 1
@ 0x9D34, 1
@ 0x9D38, 2
@ 0x9D3C, 1
@ 0x9D40, 1
@ 0x9D48, 1
@ 0x9D4A, 1
@ 0x9D4C, 2
@ 0x9D50, 2
@ 0x9D54, 1
@ 0x9D58, 1
@ 0x9D64, 1
@ 0x9D68, 1
@ 0x9D6A, 1
@ 0x9D6C, 1
@ 0x9D70, 3
@ 0x9D74, 1
@ 0x9D76, 1
@ 0x9D78, 1
@ 0x9D84, 1
@ 0x9D90, 3
@ 0x9D94, 2
@ 0x9DA4, 2
@ 0x9DAC, 1
@ 0x9DB0, 1
@ 0x9DB6, 1
@ 0x9DB8, 1
@ 0x9DBA, 1
@ 0x9DBC, 1
@ 0x9DCC, 2
@ 0x9DD0, 2
@ 0x9DD4, 1
@ 0x9DD8, 1
@ 0x9DDE, 1
@ 0x9DE4, 1
@ 0x9DE6, 1
@ 0x9DF4, 1
@ 0x9DF8, 1
@ 0x9E10, 4
@ 0x9E14, 1
@ 0x9E28, 1
@ 0x9E2C, 1
@ 0x9E38, 1
@ 0x9E3C, 1
@ 0x9E40, 3
@ 0x9E5A, 1
@ 0x9E74, 1
@ 0x9E78, 1
@ 0x9E7A, 1
@ 0x9E7C, 1
@ 0x9E7E, 1
@ 0x9E88, 1
@ 0x9E94, 1
@ 0x9E98, 2
@ 0x9EA2, 1
@ 0x9EA8, 1
@ 0x9EB0, 1
@ 0x9EB6, 1
@ 0x9EB8, 1
@ 0x9EC4, 1
@ 0x9ED8, 1
@ 0x9EF0, 1
@ 0x9EF8, 1
@ 0x9F04, 2
@ 0x9F14, 3
@ 0x9F1C, 1
@ 0x9F28, 1
@ 0x9F30, 1
@ 0x9F34, 2
@ 0x9F38, 1
@ 0x9F3A, 1
@ 0x9F42, 1
@ 0x9F48, 2
@ 0x9F4C, 1
@ 0x9F58, 2
@ 0x9F60, 1
@ 0x9F68, 2
@ 0x9F74, 1
@ 0x9F92, 1
@ 0x9FA2, 1
@ 0x9FB0, 1
@ 0x9FB8, 1
@ 0x9FC0, 1
@ 0x9FC8, 1
@ 0x9FCC, 1
@ 0x9FD0, 1
@ 0x9FE0, 1
@ 0x9FE4, 1
@ 0x9FEA, 1
@ 0x9FF2, 1
@ 0xA00A, 1
@ 0xA00C, 1
@ 0xA010, 1
