ifds_bit ,Count
0000000000000011001001000011111011110111100000000011000111101000000001101111111111010, 1
0000000000000011001001000011111100110111100000001011000111101000000011101110010000000, 1
0000000000000011001001000011111110100000000000000000000000000000000000000000000000000, 2
0000000000000011001001000011111110100111100000000010000111100000000001000000000000000, 3
0000000000000011001001000011111110100111100000000010000111101000000001001111111111000, 437
0000000000000011001001000011111110100111100000000010000111101000000001101111101111000, 2
0000000000000011001001000011111110110101100000000000000111100000000011100000000000000, 1
0000000000000011001001000011111110110101100000000001000111101000000000001111011111000, 28
0000000000000011001001000011111110110101100000000001111111101000000000001111011111000, 1
0000000000000011001001000011111110110101100000000010000111100000000011100000000000000, 317
0000000000000011001001000011111110110101100000000010000111100000000011100110010000000, 3
0000000000000011001001000011111110110101100000000010000111101000000011100000000000000, 34
0000000000000011001001000011111110110101100000000010000111101000000011100110010000000, 70
0000000000000011001001000011111110110101100000000011000111100000000000000000000000000, 19
0000000000000011001001000011111110110101100000000011000111100000000000001111011111100, 1
0000000000000011001001000011111110110101100000000011000111101000000000001111010111000, 1
0000000000000011001001000011111110110101100000000011000111101000000000001111011111000, 493
0000000000000011001001000011111110110101100000000011111111101000000000001111011111000, 57
0000000000000011001001000011111110110101100000001010000111100000000011100000000000000, 10
0000000000000011001001000011111110110101100000001010000111101000000011101111111111010, 1102
0000000000000011001001000011111110110101100000001011000011101000000011101111111111010, 1
0000000000000011001001000011111110110101100000001011000111101000000011101111111111010, 32
0000000000000011001001000011111110110110100000000011000111111000000001100111110001000, 15
0000000000000011001001000011111110110111000000001000000111101000000011100000000000000, 1
0000000000000011001001000011111110110111000000001000000111111000000011100000000000000, 19
0000000000000011001001000011111110110111000000001010000111101000000011001111110000000, 36
0000000000000011001001000011111110110111000000001010000111101000000011100000000000000, 20
0000000000000011001001000011111110110111000000001010000111110000000011100000000000000, 677
0000000000000011001001000011111110110111000000001010000111110000000011100101100001100, 1
0000000000000011001001000011111110110111000000001010000111110000000011101101100000000, 3
0000000000000011001001000011111110110111000000001010000111111000000011001111110000000, 70
0000000000000011001001000011111110110111000000001010000111111000000011100000000000000, 6014
0000000000000011001001000011111110110111000000001010000111111000000011100001100000000, 587
0000000000000011001001000011111110110111000000001011000111110000000011100000000000000, 1
0000000000000011001001000011111110110111000000001011000111111000000011100000000000000, 2
0000000000000011001001000011111110110111000000001011000111111000000011100011000000000, 1
0000000000000011001001000011111110110111100000000000000111100000000001100000000000000, 3
0000000000000011001001000011111110110111100000000000000111101000000000000000000000000, 1
0000000000000011001001000011111110110111100000000000000111101000000001100000000000000, 86
0000000000000011001001000011111110110111100000000000000111101000000011101111111111010, 10
0000000000000011001001000011111110110111100000000001000111100000000010000000010000000, 1
0000000000000011001001000011111110110111100000000010000110000000000000000000000000000, 15
0000000000000011001001000011111110110111100000000010000111100000000011100000000000000, 285
0000000000000011001001000011111110110111100000000010000111100000000011100111000001000, 3
0000000000000011001001000011111110110111100000000010000111100000000011100111110001000, 1
0000000000000011001001000011111110110111100000000010000111100000000011100111110101000, 1
0000000000000011001001000011111110110111100000000010000111100000000011101111000001100, 2
0000000000000011001001000011111110110111100000000010000111100000000011101111111111010, 3
0000000000000011001001000011111110110111100000000010000111101000000001100000000000000, 2
0000000000000011001001000011111110110111100000000010000111101000000011100101000000000, 23
0000000000000011001001000011111110110111100000000010000111101000000011100111000001000, 96
0000000000000011001001000011111110110111100000000010000111101000000011100111010111000, 4
0000000000000011001001000011111110110111100000000010000111101000000011100111110001000, 2421
0000000000000011001001000011111110110111100000000010000111101000000011100111110101000, 123
0000000000000011001001000011111110110111100000000010000111101000000011100111110111000, 211
0000000000000011001001000011111110110111100000000010000111101000000011101110010111010, 162
0000000000000011001001000011111110110111100000000010000111101000000011101110110101000, 165
0000000000000011001001000011111110110111100000000010000111101000000011101111111111010, 1492
0000000000000011001001000011111110110111100000000010000111111000000011101110010111010, 34
0000000000000011001001000011111110110111100000000011000111100000000011100000000000000, 1
0000000000000011001001000011111110110111100000000011000111101000000001100000000000000, 1
0000000000000011001001000011111110110111100000000011000111110000000001100000000000000, 1
0000000000000011001001000011111110110111100000000011000111110000000001100111110001000, 8
0000000000000011001001000011111110110111100000000011000111111000000001100000000000000, 1
0000000000000011001001000011111110110111100000000011000111111000000001100111110000000, 130
0000000000000011001001000011111110110111100000000011000111111000000001100111110001000, 169
0000000000000011001001000011111110110111100000000011100111110000000001100000000000000, 20
0000000000000011001001000011111110110111100000000011100111111000000001100111100001000, 120
0000000000000011001001000011111110110111100000000011100111111000000001100111110001000, 57
0000000000000011001001000011111110110111100000000011100111111000000001100111110111000, 312
0000000000000011001001000011111110110111100000001000000111110000000011100000000000000, 3
0000000000000011001001000011111110110111100000001000000111110000000011100111110011000, 2
0000000000000011001001000011111110110111100000001000000111110000000110000111110111000, 1
0000000000000011001001000011111110110111100000001000000111111000000011100111110011000, 7
0000000000000011001001000011111110110111100000001000000111111000000011100111110011001, 29
0000000000000011001001000011111110110111100000001000000111111000000011100111110111000, 83
0000000000000011001001000011111110110111100000001010000111101000000011100111110000000, 2
0000000000000011001001000011111110110111100000001010000111101000000011101111111111010, 59
0000000000000011001001000011111110110111100000001010000111110000000011100000000000000, 1551
0000000000000011001001000011111110110111100000001010000111110000000011100111110011000, 54
0000000000000011001001000011111110110111100000001010000111110000000011100111110111000, 41
0000000000000011001001000011111110110111100000001010000111110000000011100111110111100, 1
0000000000000011001001000011111110110111100000001010000111110000000011101111110111100, 1
0000000000000011001001000011111110110111100000001010000111111000000001100000000000000, 1
0000000000000011001001000011111110110111100000001010000111111000000011100000000000000, 1179
0000000000000011001001000011111110110111100000001010000111111000000011100000000000100, 2
0000000000000011001001000011111110110111100000001010000111111000000011100001101111010, 1
0000000000000011001001000011111110110111100000001010000111111000000011100111110011000, 11134
0000000000000011001001000011111110110111100000001010000111111000000011100111110011001, 36
0000000000000011001001000011111110110111100000001010000111111000000011100111110111000, 12896
0000000000000011001001000011111110110111100000001010000111111000000111100111110111000, 202
0000000000000011001001000011111110110111100000001010011111110000000011100111110111000, 2
0000000000000011001001000011111110110111100000001011000011111000000011100001101111010, 1
0000000000000011001001000011111110110111100000001011000111101000000011100110010000000, 3
0000000000000011001001000011111110110111100000001011000111110000000011100000000000000, 20
0000000000000011001001000011111110110111100000001011000111111000000011100000000000000, 534
0000000000000011001001000011111110110111100000001011000111111000000011100001101111010, 6
0000000000000011001001000011111110110111100000001011000111111000000011100010000000000, 1
0000000000000011001001000011111110111110100000001000000111100000000011101111111111110, 1
0000000000000011001001000011111110111111100000000000000111100000000000000000000000000, 1
0000000000000011001001000011111110111111100000000010000111100000000000000000000000000, 19
0000000000000011001001000011111110111111100000000010000111100000000000000001011111010, 13
0000000000000011001001000011111110111111100000000010000111100000000000000101011111010, 4
0000000000000011001001000011111110111111100000000010000111100000000000001101011111010, 1
0000000000000011001001000011111110111111100000000010000111100000000000001101011111110, 16
0000000000000011001001000011111110111111100000000010000111101000000000000001011111010, 315
0000000000000011001001000011111110111111100000001000000111100000000011100000000000000, 6
0000000000000011001001000011111110111111100000001000000111100000000011100100000000000, 8
0000000000000011001001000011111110111111100000001000000111100000000011100110000000000, 1
0000000000000011001001000011111110111111100000001000000111100000000011100110000000100, 1
0000000000000011001001000011111110111111100000001000000111100000000011101111111111010, 8
0000000000000011001001000011111110111111100000001000000111100000000011101111111111110, 32
0000000000000011001001000011111110111111100000001000000111100000000110001111111111010, 150
0000000000000011001001000011111110111111100000001000000111101000000011101111111111110, 262
0000000000000011001001000011111110111111100000001010000111100000000011100100000000000, 5
0000000000000011001001000011111110111111100000001010000111101000000011100001100000000, 2
0000000000000011001001000011111110111111100000001010000111101000000011101111111111110, 4469
0000000000000011001001000011111110111111100000001010000111101000000111101111111111110, 19
0000000000000011001001000011111111100111100000000000000111101001110011101110110111010, 1
0000000000000011001001000011111111100111100000000010000111100001110011100000000000000, 56
0000000000000011001001000011111111100111100000000010000111100001110011101110110111010, 1
0000000000000011001001000011111111100111100000000010000111101001110011101110110111010, 236
0000000000000011001001000011111111110101100000000011000111101000000000000110010000001, 4
0000000000000011001001000011111111110110100000000000000111100001110010001110010001010, 1
0000000000000011001001000011111111110110100000000000000111101001110011101110010001010, 2
0000000000000011001001000011111111110110100000000010000111100001110011100000000000000, 4
0000000000000011001001000011111111110110100000000010000111100001110011100110010001010, 1
0000000000000011001001000011111111110110100000000010000111101001110011100110010001010, 17
0000000000000011001001000011111111110110100000000010000111101001110011101110010000010, 1
0000000000000011001001000011111111110110100000000010000111101001110011101110010001010, 199
0000000000000011001001000011111111110110100000000010000111101001110011101110011101010, 2
0000000000000011001001000011111111110110100000000010000111101001110011101110011111010, 1
0000000000000011001001000011111111110110100000000010000111101001110011101110110001010, 6
0000000000000011001001000011111111110110100000000011000111101001110011101110110000010, 1
0000000000000011001001000011111111110110100000001010000111101000000011101111111111010, 7
0000000000000011001001000011111111110111100000000000000111100001110010001110010001010, 452
0000000000000011001001000011111111110111100000000000000111100001110010001110010111010, 1
0000000000000011001001000011111111110111100000000000000111100001110011101110010001010, 35
0000000000000011001001000011111111110111100000000000000111100001110011101110110001010, 91
0000000000000011001001000011111111110111100000000000000111101001110011101110010001010, 48
0000000000000011001001000011111111110111100000000000010111100000000000000000000000000, 1
0000000000000011001001000011111111110111100000000000010111101000000000001111111111000, 1770
0000000000000011001001000011111111110111100000000001000111101001110011101111111111010, 1
0000000000000011001001000011111111110111100000000010000111100000000011100000000000000, 40
0000000000000011001001000011111111110111100000000010000111100000000011101111110000000, 5
0000000000000011001001000011111111110111100000000010000111100000000011101111110100100, 1
0000000000000011001001000011111111110111100000000010000111100000010011100000000000000, 4
0000000000000011001001000011111111110111100000000010000111100001110011100000000000000, 2078
0000000000000011001001000011111111110111100000000010000111100001110011100100000000000, 1
0000000000000011001001000011111111110111100000000010000111100001110011100110010001010, 19
0000000000000011001001000011111111110111100000000010000111100001110011101110010001010, 415
0000000000000011001001000011111111110111100000000010000111100001110011101110010001110, 1
0000000000000011001001000011111111110111100000000010000111100001110011101110010101110, 2
0000000000000011001001000011111111110111100000000010000111100001110011101110010111010, 15
0000000000000011001001000011111111110111100000000010000111100001110011101110110001010, 69
0000000000000011001001000011111111110111100000000010000111101000000011101111110000000, 1678
0000000000000011001001000011111111110111100000000010000111101000010011101110010001010, 55
0000000000000011001001000011111111110111100000000010000111101001110011100110010001010, 2193
0000000000000011001001000011111111110111100000000010000111101001110011101110010000010, 548
0000000000000011001001000011111111110111100000000010000111101001110011101110010001010, 28189
0000000000000011001001000011111111110111100000000010000111101001110011101110010111010, 327
0000000000000011001001000011111111110111100000000010000111101001110011101110011001010, 4
0000000000000011001001000011111111110111100000000010000111101001110011101110011101010, 19
0000000000000011001001000011111111110111100000000010000111101001110011101110011111010, 29
0000000000000011001001000011111111110111100000000010000111101001110011101110110000010, 3
0000000000000011001001000011111111110111100000000010000111101001110011101110110001010, 2497
0000000000000011001001000011111111110111100000000010010111101000000000001111111111000, 2860
0000000000000011001001000011111111110111100000000011000011101000000011101110010001000, 1
0000000000000011001001000011111111110111100000000011000111100001110011100000000000000, 30
0000000000000011001001000011111111110111100000000011000111100001110011101110110000010, 4
0000000000000011001001000011111111110111100000000011000111101001110011101110010001010, 2
0000000000000011001001000011111111110111100000000011000111101001110011101110110000010, 84
0000000000000011001001000011111111110111100000000011000111101001110011101110110001010, 53
0000000000000011001001000011111111110111100000000011000111101001110011101110110111010, 187
0000000000000011001001000011111111110111100000000011000111101001110011101111111111010, 1
0000000000000011001001000011111111110111100000001010000111101000000011101111111111010, 388
0000000000000011001001000011111111111110100000001000000111101000000011100111111111011, 3
0000000000000011001001000011111111111110100000001000000111101000000011101111111111011, 15
0000000000000011001001000011111111111110100000001000000111101100000011100111111111011, 2
0000000000000011001001000011111111111110100000001000000111101100000011101111111111011, 2
0000000000000011001001000011111111111110100000001001000111101000000011100111111111011, 22
0000000000000011001001000011111111111110100000001001000111101000000011101111111111011, 1
0000000000000011001001000011111111111110100000001001000111101100000011100111111111011, 1
0000000000000011001001000011111111111110100000001001000111101100000011101111111111011, 1
0000000000000011001001000011111111111111100000000000000111101000000000001111010011010, 116
0000000000000011001001000011111111111111100000000010000111101000000000001111010011010, 38
0000000000000011001001000011111111111111100000000011000111101000000001001111010000000, 150
0000000000000011001001000011111111111111100000000011000111101000000001001111010000001, 864
0000000000000011001001000011111111111111100000000011000111101000000011101111110111001, 386
0000000000000011001001000011111111111111100000001000000011100100000010101111010111011, 2165
0000000000000011001001000011111111111111100000001000000111100100000011100000000000000, 2
0000000000000011001001000011111111111111100000001000000111100100000110101111010111011, 1
0000000000000011001001000011111111111111100000001000000111101000000011100111111111011, 178
0000000000000011001001000011111111111111100000001000000111101000000011101111111111011, 304
0000000000000011001001000011111111111111100000001000000111101100000011100111111111011, 31
0000000000000011001001000011111111111111100000001000000111101100000011101111111111011, 169
0000000000000011001001000011111111111111100000001000111110000100000000101111011111010, 61
0000000000000011001001000011111111111111100000001001000011101000000011101111111111011, 1
0000000000000011001001000011111111111111100000001001000111100000000011100000000000000, 6
0000000000000011001001000011111111111111100000001001000111100000000011100101010111000, 4
0000000000000011001001000011111111111111100000001001000111100100000011100101010111000, 2
0000000000000011001001000011111111111111100000001001000111101000000011100111111111011, 254
0000000000000011001001000011111111111111100000001001000111101000000011101111111111010, 2
0000000000000011001001000011111111111111100000001001000111101000000011101111111111011, 156
0000000000000011001001000011111111111111100000001001000111101000000111100111111111011, 1
0000000000000011001001000011111111111111100000001001000111101100000011100111111111011, 21
0000000000000011001001000011111111111111100000001001000111101100000011101111111111011, 54
0000000000000011001001000011111111111111100000001010000010000100000000101111111111010, 1
0000000000000011001001000011111111111111100000010001000111100000000011000000000000000, 1
0000000000000011001001000011111111111111100000010011000111101000000011001111010001000, 1
0000000000000011001001000011111111111111100000010011000111101000000011001111010001001, 680
0000000000000011001001001011111000110111100000000011000111101000000001101111011111000, 17
0000000000000011001001100011110111110110100000001000000111101001110011101110111111111, 2
0000000000000011001001100011110111110110100000001010000111100001110011101110111111110, 1
0000000000000011001001100011110111110110100000001010000111101001110011101110111111110, 24
0000000000000011001001100011110111110110100000001010000111101101110011101110111111110, 6
0000000000000011001001100011110111110110100000001010000111101101110011101111111111110, 2
0000000000000011001001100011110111110111100000001000000111100001110011101110111111111, 17
0000000000000011001001100011110111110111100000001000000111101001110011101110111111111, 228
0000000000000011001001100011110111110111100000001000000111101101110011101110111111111, 185
0000000000000011001001100011110111110111100000001010000111100001110011100000000000000, 3
0000000000000011001001100011110111110111100000001010000111100001110011101110111111110, 53
0000000000000011001001100011110111110111100000001010000111100101110010101110111111110, 1
0000000000000011001001100011110111110111100000001010000111100101110010101111111111110, 1
0000000000000011001001100011110111110111100000001010000111100101110011100000000000000, 3
0000000000000011001001100011110111110111100000001010000111100101110011101110111111110, 4
0000000000000011001001100011110111110111100000001010000111101001110011101110111111110, 465
0000000000000011001001100011110111110111100000001010000111101001110011101111111111110, 5
0000000000000011001001100011110111110111100000001010000111101101110011101110111111110, 99
0000000000000011001001100011110111110111100000001010000111101101110011101111111111110, 5
0000000000000011001001100011110111111110100000001010000111100001110011101110111111110, 1
0000000000000011001001100011110111111110100000001010000111101001110011101110111111110, 4
0000000000000011001001100011110111111110100000001010000111101101110011101110111111110, 1
0000000000000011001001100011110111111111100000001000000111100001110011100000000000000, 1
0000000000000011001001100011110111111111100000001000000111101001110011101110111111110, 3
0000000000000011001001100011110111111111100000001010000111100001110010101110111111110, 5
0000000000000011001001100011110111111111100000001010000111100001110011100000000000000, 2
0000000000000011001001100011110111111111100000001010000111100001110011101110111111110, 40
0000000000000011001001100011110111111111100000001010000111100101110010101110111111110, 1
0000000000000011001001100011110111111111100000001010000111100101110011100000000000000, 1
0000000000000011001001100011110111111111100000001010000111100101110011101110111111110, 13
0000000000000011001001100011110111111111100000001010000111101001110011101110111111110, 665
0000000000000011001001100011110111111111100000001010000111101001110011101111111111110, 8
0000000000000011001001100011110111111111100000001010000111101101110011101110111111110, 254
0000000000000011001001100011110111111111100000001010000111101101110011101111111111110, 2
0000000000000011001001100011110111111111100000001011000111100001110010101110111111110, 1
0000000000000011001001100011110111111111100000001011000111100001110011101110111111110, 1
0000000000000011001001100011110111111111100000001011000111100101110010101111111111110, 1
0000000000000011001001100011110111111111100000011011100111100101110010101111111111110, 2
0000000000000011001100000011110000110111100000000000000111101000000000000000000000000, 189
0000000000000011001100000011110001110111100000000000000111101000000000000000000000000, 1
0000000000001011000100100011010000000101101000000011111111100000000001100000000000000, 3
0000000000001011000100100011010000000101101000000011111111100000000001100000000000100, 1
0000000000001011000101100011010000000001101000000011111111100000000001100000000000000, 9
0000000000001011000101100011010000000101101000000010111111100000000001100000000000000, 6
0000000000001011000101100011010000000101101000000011011111100000000001100000000000000, 1
0000000000001011000101100011010000000101101000000011111111100000000001100000000000000, 40
0000000000001011001000000011111110010101100000000000000111100000000011100000000000000, 3
0000000000001011001000000011111110010101100000000010000111101000000011100000000000000, 2
0000000000001011001001000001110000110111100000000011000011100000000011101111111111010, 140
0000000000001011001001000011100000110111100000000011000110000000000001001111011111000, 4
0000000000001011001001000011100110110111100000000000011000000000000011101111111111010, 409
0000000000001011001001000011100110110111100000000001011000000000000011101111111111010, 236
0000000000001011001001000011100110111111100000000000000000000000000001001111111111000, 10
0000000000001011001001000011110100110101100000000010000111101000000011100000000000000, 13
0000000000001011001001000011111000110110100000000011111111101000000011101111111111010, 1
0000000000001011001001000011111000110111100000000010111111100000000011100000000000000, 27
0000000000001011001001000011111000110111100000000010111111101000000011101111111111010, 10
0000000000001011001001000011111000110111100000000011111111101000000011101111111111010, 65
