ifds_bit ,Count
0000000000000011001001000011100000110111100000000010000011100000000010000111110111000, 381
0000000000000011001001000011100011110111100000000001000110000000000000000110010001000, 1
0000000000000011001001000011100100010101100000000000000011100000000000000000000000000, 2
0000000000000011001001000011100100100111100000000010000011100000000000000010000111001, 111
0000000000000011001001000011100100110111100000000010000011100000000000000010000111001, 37
0000000000000011001001000011100110000101100000000000000000000000000010001110010000000, 1
0000000000000011001001000011100110000101100000000000000111100000000010000110000001000, 2
0000000000000011001001000011100110000101100000000000000111100000000010000110010000000, 1
0000000000000011001001000011100110000101100000000000000111100000000010000110010001000, 1
0000000000000011001001000011100110000101100000010000000111100000000010000110010001000, 13
0000000000000011001001000011100110100101100000000000000000000000000010001110110111010, 16
0000000000000011001001000011100110100101100000000000000000000001110000001110010000000, 17
0000000000000011001001000011100110100101100000000000000111100001110000001110010000000, 2
0000000000000011001001000011100110100101100000000000111111100001110000001110010000000, 4
0000000000000011001001000011100110100101100000000001111000000001110000001110010000000, 4
0000000000000011001001000011100110100101100000000001111010000001110000001110010000000, 2
0000000000000011001001000011100110100101100000000011111111100001110000000110010000000, 2
0000000000000011001001000011100110110101100000000000000000000001110000001110010000000, 194
0000000000000011001001000011100110110101100000000000011000000001110000001110010000000, 88
0000000000000011001001000011100110110101100000000001000000000001110000001110010000000, 1
0000000000000011001001000011100110110101100000000011000111100000000000000000000000000, 6
0000000000000011001001000011100110110101100000000011000111100000000000000110010000001, 609
0000000000000011001001000011100110110111100000001000000000000000000011101111111111010, 6
0000000000000011001001000011100110111101100000000000011000000001110000000000000000000, 8
0000000000000011001001000011100110111101100000000000011000000001110000001110010000000, 43
0000000000000011001001000011100110111101100000000000011000000001110000001110010111000, 3
0000000000000011001001000011100111000101100000000000000111100000000010000110010000000, 2
0000000000000011001001000011100111000101100000000000000111100000000010000110110000000, 1
0000000000000011001001000011100111000101100000010000000111100000000010000110010001000, 27
0000000000000011001001000011100111000101100000010000000111100000000010000110110000000, 4
0000000000000011001001000011100111000101100000010000000111100000000010000110110001000, 6
0000000000000011001001000011100111000101100000010000000111100000000010000111110001000, 2
0000000000000011001001000011100111110101100000000001000011100000000000000110010000000, 1659
0000000000000011001001000011100111110101100000000001000011100000000000000110010000001, 162
0000000000000011001001000011100111110101100000000001000011100000000000000110010111001, 6
0000000000000011001001000011100111110101100000000001000011101000000000000110010000000, 3
0000000000000011001001000011100111110101100000000010000110000000000000000110010000001, 1
0000000000000011001001000011100111110101100000000011000011101000000000000110110000001, 114
0000000000000011001001000011100111110101100000000011000111100000000000000000000000000, 21
0000000000000011001001000011100111110101100000000011000111100000000000000110010000001, 8749
0000000000000011001001000011100111110101100000000011000111100000000000000110110000001, 678
0000000000000011001001000011100111110101100000000011000111101000000000000110110000001, 2076
0000000000000011001001000011100111110111100000000000000000000000000000000110010001000, 1
0000000000000011001001000011100111110111100000000000000000000001110011101110110000010, 1
0000000000000011001001000011100111110111100000000000000000000001110011101110110111010, 88
0000000000000011001001000011100111110111100000000001000011100000000010000111110000001, 22
0000000000000011001001000011100111110111100000000011000111100000000010000111110000001, 1279
0000000000000011001001000011101000110111100000000000000111100000000000001111111111010, 1
0000000000000011001001000011101000110111100000000000000111100000000010001111111111000, 1
0000000000000011001001000011101000110111100000000001111111100000000010001111111111010, 1
0000000000000011001001000011101010011111100000001000111111100001110110000000000000000, 4
0000000000000011001001000011101110111111100000001000000111100000000110001111111111010, 6
0000000000000011001001000011101111111111100000001000000011100001110011100000000000000, 3
0000000000000011001001000011101111111111100000001000000111100001110011100000000000000, 17
0000000000000011001001000011101111111111100000001000000111100001110011100111111111010, 5
0000000000000011001001000011101111111111100000001000000111110001110011100111111111010, 2
0000000000000011001001000011101111111111100000001001000111100001110011100000000000000, 17
0000000000000011001001000011101111111111100000001001111011100001110011100000000000000, 68
0000000000000011001001000011101111111111100000001001111111100001110011100000000000000, 150
0000000000000011001001000011101111111111100000001010111111100001110011100000000000000, 1
0000000000000011001001000011101111111111100000001011000111100001110011100000000000000, 1
0000000000000011001001000011101111111111100000001011111111100001110011100000000000000, 1
0000000000000011001001000011101111111111100000001011111111100001110011100111111111010, 1
0000000000000011001001000011110000000000100000000011000111100000000000000110000000000, 1
0000000000000011001001000011110000000100100000000000000011101000000000001110010000000, 2
0000000000000011001001000011110000000100100000000000000110001000000000000010010111000, 12
0000000000000011001001000011110000000100100000000000000111100000000000000000000000000, 2
0000000000000011001001000011110000000100100000000000000111101000000000000010010000000, 42
0000000000000011001001000011110000000100100000000000000111101000000000000010010111000, 194
0000000000000011001001000011110000000100100000000010000111101000000001001110010000000, 1
0000000000000011001001000011110000000101100000000000000111101000000000000110010000000, 5
0000000000000011001001000011110000000101100000000000000111101000000011101110010111000, 1
0000000000000011001001000011110000010100100000000000000111100000000000100000000000000, 1
0000000000000011001001000011110000010100100000000000000111101000000000100111010000000, 517
0000000000000011001001000011110000010100100000000001000111100000000000100000000000000, 4
0000000000000011001001000011110000010100100000000010000111101000000001001110010000000, 1
0000000000000011001001000011110000010101100000000000000011100000000000000110010000000, 7
0000000000000011001001000011110000010101100000000000000011101000000001000110010000000, 3
0000000000000011001001000011110000010101100000000000000111100000000000000110010000000, 1
0000000000000011001001000011110000010101100000000000000111101000000000000110010000000, 3
0000000000000011001001000011110000010101100000000000000111101000000000100110010000000, 107
0000000000000011001001000011110000010101100000000001000111100000000000100000000000000, 1
0000000000000011001001000011110000100000100000000011000111101000000000000110000000000, 3
0000000000000011001001000011110000100001000000000011000111101000000001100000000000000, 1
0000000000000011001001000011110000100100100000000001000111100000000000000000000000000, 2
0000000000000011001001000011110000100100100000000011000111101000000000000110010000001, 9
0000000000000011001001000011110000100101000000001000000011101000000011000111010111000, 48
0000000000000011001001000011110000100101100000000000000011101000000011100000000000000, 2
0000000000000011001001000011110000100101100000000000000111100000000010001100110111010, 1
0000000000000011001001000011110000100101100000000000000111100000000010001110110111010, 2
0000000000000011001001000011110000100101100000000000000111101000000011101110110111010, 36
0000000000000011001001000011110000100101100000000010000111100000000010100000000000000, 2
0000000000000011001001000011110000100101100000000010000111100000000011100000000000000, 403
0000000000000011001001000011110000100101100000000010000111100000000011101110110111010, 20
0000000000000011001001000011110000100101100000000010000111101000000010001110110111010, 153
0000000000000011001001000011110000100101100000000010000111101000000011101100110000010, 4
0000000000000011001001000011110000100101100000000010000111101000000011101110110111010, 9755
0000000000000011001001000011110000100101100000000010000111101000000011101110110111011, 12
0000000000000011001001000011110000100101100000000010111111101000000011101110110111010, 2
0000000000000011001001000011110000100111100000000000000111100000000000000000000000000, 1
0000000000000011001001000011110000100111100000000000000111100000000011101110110111010, 1
0000000000000011001001000011110000100111100000000000000111101000000000000111010000000, 784
0000000000000011001001000011110000100111100000000001000111100000000001100000000000000, 1
0000000000000011001001000011110000100111100000000001000111101000000001101111010000000, 16
0000000000000011001001000011110000100111100000000010000111101000000011100111110111000, 96
0000000000000011001001000011110000100111100000000010000111101000100000000111010000000, 5
0000000000000011001001000011110000100111100000000011000111100000000001100000000000000, 1
0000000000000011001001000011110000100111100000000011000111101000000001101111000000000, 160
0000000000000011001001000011110000100111100000000011000111101000000001101111011000010, 13
0000000000000011001001000011110000100111100000001011000111101000000001101111011000010, 74
0000000000000011001001000011110000101101000000011000000011101000000011101111010000010, 146
0000000000000011001001000011110000110100100000000000000111101000000000100110010000000, 1
0000000000000011001001000011110000110100100000000000000111101000000000100111010000000, 6
0000000000000011001001000011110000110101100000000000000111100000000001000000000000001, 5
0000000000000011001001000011110000110101100000000001000111101000000001000000000000000, 1
0000000000000011001001000011110000110101100000000010000111100000000000000000000000000, 353
0000000000000011001001000011110000110101100000000010000111100000000000000100000100100, 2
0000000000000011001001000011110000110101100000000010000111100000000000000111010000000, 6
0000000000000011001001000011110000110101100000000010000111100000000001000000000000000, 79
0000000000000011001001000011110000110101100000000010000111100000000011000000000000000, 8
0000000000000011001001000011110000110101100000000010000111101000000000000000000000000, 709
0000000000000011001001000011110000110101100000000010000111101000000000000110010000000, 82
0000000000000011001001000011110000110101100000000010000111101000000000001111110111010, 158
0000000000000011001001000011110000110101100000000010000111101000000001001111011111000, 243
0000000000000011001001000011110000110101100000000011000110000000000000000110011111000, 106
0000000000000011001001000011110000110101100000000011000111100000000000000110011111000, 2
0000000000000011001001000011110000110101100000000011000111100000000001000000000000000, 215
0000000000000011001001000011110000110101100000000011000111101000000000000110010000000, 461
0000000000000011001001000011110000110101100000000011000111101000000000000111010000000, 176
0000000000000011001001000011110000110101100000000011000111101000000001000000000000000, 1012
0000000000000011001001000011110000110110100000000010000111101001110011100111110111010, 23
0000000000000011001001000011110000110110100000000011000111100000000001000000000000000, 8
0000000000000011001001000011110000110110100000000011000111100000000001001111011111000, 1
0000000000000011001001000011110000110110100000000011000111101000000001001111011111000, 438
0000000000000011001001000011110000110110100000000011000111101000000001001111111111000, 134
0000000000000011001001000011110000110111000000000010000111101000000011001011110111000, 93
0000000000000011001001000011110000110111100000000000000000000000000000000000000000000, 1
0000000000000011001001000011110000110111100000000000000111100000000000000110010111000, 2
0000000000000011001001000011110000110111100000000000000111100000000000000111011111000, 122
0000000000000011001001000011110000110111100000000000000111100000000000000111111111000, 59
0000000000000011001001000011110000110111100000000000000111100000000000000111111111010, 1
0000000000000011001001000011110000110111100000000000000111100000000000001111011111000, 165
0000000000000011001001000011110000110111100000000000000111100000000000001111111111000, 8
0000000000000011001001000011110000110111100000000000000111100000000001000111111111000, 1
0000000000000011001001000011110000110111100000000000000111100000000010000110110000000, 2
0000000000000011001001000011110000110111100000000000000111100000000010000111110111000, 309
0000000000000011001001000011110000110111100000000000000111100000000010000111111111000, 27
0000000000000011001001000011110000110111100000000000000111100000000010001011110111000, 11
0000000000000011001001000011110000110111100000000000000111100000000011000111111111000, 5
0000000000000011001001000011110000110111100000000000000111100001110010000111110111010, 1
0000000000000011001001000011110000110111100000000000000111101000000001001111011111000, 1
0000000000000011001001000011110000110111100000000001000111100000000001000000000000000, 1
0000000000000011001001000011110000110111100000000001000111100000000001001111011111000, 11
0000000000000011001001000011110000110111100000000001000111100000000001100000000000000, 5
0000000000000011001001000011110000110111100000000001000111100000000011000000000000000, 1
0000000000000011001001000011110000110111100000000001000111101000000001001111011111000, 90
0000000000000011001001000011110000110111100000000001000111101000000001101111111111010, 3
0000000000000011001001000011110000110111100000000001111111100000000010000111111111010, 13
0000000000000011001001000011110000110111100000000001111111100000000010001111111111010, 2
0000000000000011001001000011110000110111100000000001111111100000000011101111111111010, 57
0000000000000011001001000011110000110111100000000010000110000000000001100000000000000, 4
0000000000000011001001000011110000110111100000000010000110000000000001101110010111000, 1
0000000000000011001001000011110000110111100000000010000111100000000000100000000000000, 1
0000000000000011001001000011110000110111100000000010000111100000000000101110010111000, 8
0000000000000011001001000011110000110111100000000010000111100000000001000000000000000, 80
0000000000000011001001000011110000110111100000000010000111100000000001001111011111000, 6
0000000000000011001001000011110000110111100000000010000111100000000001001111111111000, 2
0000000000000011001001000011110000110111100000000010000111100000000001100000000000000, 37
0000000000000011001001000011110000110111100000000010000111100000000001101110010011000, 1
0000000000000011001001000011110000110111100000000010000111100000000001101110010111000, 11
0000000000000011001001000011110000110111100000000010000111100000000010000111110111000, 921
0000000000000011001001000011110000110111100000000010000111100000000010101111111111000, 9
0000000000000011001001000011110000110111100000000010000111100000000011000000000000000, 91
0000000000000011001001000011110000110111100000000010000111100000000011100000000000000, 35
0000000000000011001001000011110000110111100000000010000111100000000011101111111111000, 81
0000000000000011001001000011110000110111100000000010000111100001110011100000000000000, 139
0000000000000011001001000011110000110111100000000010000111100001110011100111110111010, 16
0000000000000011001001000011110000110111100000000010000111101000000000000000000000000, 2
0000000000000011001001000011110000110111100000000010000111101000000001001111011111000, 294
0000000000000011001001000011110000110111100000000010000111101000000001001111011111010, 6
0000000000000011001001000011110000110111100000000010000111101000000001101110010011000, 10
0000000000000011001001000011110000110111100000000010000111101000000010000111110111000, 1529
0000000000000011001001000011110000110111100000000010000111101000000011001011110111000, 1247
0000000000000011001001000011110000110111100000000010000111101001110011100111110111010, 2653
0000000000000011001001000011110000110111100000000011000111100000000000000111011111000, 1
0000000000000011001001000011110000110111100000000011000111100000000000100000000000000, 1
0000000000000011001001000011110000110111100000000011000111100000000000101111011111000, 7
0000000000000011001001000011110000110111100000000011000111100000000000101111111111010, 19
0000000000000011001001000011110000110111100000000011000111100000000001000000000000000, 1281
0000000000000011001001000011110000110111100000000011000111100000000001001100000101100, 2
0000000000000011001001000011110000110111100000000011000111100000000001001111011111000, 306
0000000000000011001001000011110000110111100000000011000111100000000001001111011111100, 5
0000000000000011001001000011110000110111100000000011000111100000000001001111111111000, 65
0000000000000011001001000011110000110111100000000011000111100000000001100000000000000, 87
0000000000000011001001000011110000110111100000000011000111100000000001101111011111000, 2
0000000000000011001001000011110000110111100000000011000111100000000001101111111111000, 4
0000000000000011001001000011110000110111100000000011000111100000000001101111111111010, 73
0000000000000011001001000011110000110111100000000011000111100000000011000000000000000, 9
0000000000000011001001000011110000110111100000000011000111101000000000001111011111000, 20
0000000000000011001001000011110000110111100000000011000111101000000000100000000000000, 4
0000000000000011001001000011110000110111100000000011000111101000000001001111011000000, 25
0000000000000011001001000011110000110111100000000011000111101000000001001111011111000, 32242
0000000000000011001001000011110000110111100000000011000111101000000001001111011111001, 4
0000000000000011001001000011110000110111100000000011000111101000000001001111111111000, 5644
0000000000000011001001000011110000110111100000000011000111101000000001100000000000000, 3
0000000000000011001001000011110000110111100000000011000111101000000001101111111111010, 36
0000000000000011001001000011110000110111100000000011000111101000000011001110110000001, 869
0000000000000011001001000011110000110111100000000011011111100000000001001111011111000, 1
0000000000000011001001000011110000110111100000000011011111101000000000001111011111000, 1
0000000000000011001001000011110000110111100000000011011111101000000001001111011111000, 1
0000000000000011001001000011110000110111100000000011011111101000000011101111111111010, 17
0000000000000011001001000011110000110111100000000011111111100000000010101111111111010, 1
0000000000000011001001000011110000110111100000000011111111100000000011100000000000000, 2
0000000000000011001001000011110000110111100000000011111111100000000011101111111111010, 51
0000000000000011001001000011110000110111100000000011111111101000000011101111111111010, 28
0000000000000011001001000011110001100111000000000011000111100000000011100000000000000, 28
0000000000000011001001000011110001100111000000000011000111100000000011100011110011010, 8
0000000000000011001001000011110001110110100000010011000111101000000000001111111111000, 8
0000000000000011001001000011110001110110100000010011000111101000000000001111111111010, 1
0000000000000011001001000011110001110111100000000000000111100000000000000110110111000, 23
0000000000000011001001000011110001110111100000000000000111100000000000000111110111000, 2
0000000000000011001001000011110001110111100000000000000111100000000001000110110111000, 7
0000000000000011001001000011110001110111100000000001000111100000000000001110110111000, 1
0000000000000011001001000011110001110111100000000001000111100000000001101111110111000, 3
0000000000000011001001000011110001110111100000000010000111100000000000000000000000000, 68
0000000000000011001001000011110001110111100000000010000111110001110011100000000000000, 1
0000000000000011001001000011110001110111100000000010000111111001110011100111110111010, 1
0000000000000011001001000011110001110111100000000011000111100000000000000000000000000, 330
0000000000000011001001000011110001110111100000000011000111100000000000101110110111000, 5
0000000000000011001001000011110001110111100000000011000111100000000001100000000000000, 3
0000000000000011001001000011110001110111100000000011000111100000000001101110110111000, 81
0000000000000011001001000011110001110111100000000011000111101000000000000000000000000, 1
0000000000000011001001000011110001110111100000000011000111101000000000001110110111000, 4
0000000000000011001001000011110001110111100000000011000111101000000001001111011111011, 3
0000000000000011001001000011110001110111100000000011000111101000000001101110110111000, 1
0000000000000011001001000011110001110111100000010001000111101000000000001111111111000, 1
0000000000000011001001000011110001110111100000010001000111101000000000001111111111010, 2
0000000000000011001001000011110001110111100000010001000111101000000000001111111111011, 6
0000000000000011001001000011110001110111100000010010000111100000000000001111111111010, 39
0000000000000011001001000011110001110111100000010010000111101000000000001111111111010, 1076
0000000000000011001001000011110001110111100000010010000111101000000001101111111111010, 1
0000000000000011001001000011110001110111100000010011000111100000000000001111111111000, 1
0000000000000011001001000011110001110111100000010011000111100000000000001111111111010, 23
0000000000000011001001000011110001110111100000010011000111100000000000001111111111110, 1
0000000000000011001001000011110001110111100000010011000111100000000000101111111111010, 3
0000000000000011001001000011110001110111100000010011000111101000000000001111111111000, 1050
0000000000000011001001000011110001110111100000010011000111101000000000001111111111010, 2428
0000000000000011001001000011110010010100100000000000000111100000000000000000000000000, 9
0000000000000011001001000011110010010100100000000000000111101000000000000010010111000, 18
0000000000000011001001000011110010100101100000000001000111100000000000000001000111000, 68
0000000000000011001001000011110010100111000000000010000111101000000010000000000000000, 3
0000000000000011001001000011110010100111000000000011000111100000000010000000000000000, 1
0000000000000011001001000011110010100111000000000011000111101000000000000000000000000, 1
0000000000000011001001000011110010100111100000000001000111100000000000000011000111000, 1
0000000000000011001001000011110010110000100000000010000111101000000010100110000000001, 2
0000000000000011001001000011110010110010100000000010000111101000000010100110000000001, 12
0000000000000011001001000011110010110101100000000000000111101000000000000000000000000, 7
0000000000000011001001000011110010110101100000000000000111101000000000000111010000000, 3
0000000000000011001001000011110010110101100000000000000111101000000000000111010111000, 7
0000000000000011001001000011110010110101100000000000000111101000000010000110100111000, 12
0000000000000011001001000011110010110101100000000010000111101000000000000110010000000, 8
0000000000000011001001000011110010110111100000000011000111101000000001001111011111000, 150
0000000000000011001001000011110011110111100000000011000111100000000000000110010001000, 4
0000000000000011001001000011110110000101100000000000000111100000000010000000000000000, 310
0000000000000011001001000011110110000101100000000000000111100000000010000110000001000, 1492
0000000000000011001001000011110110000101100000000000000111100000000010000110010000000, 18
0000000000000011001001000011110110000101100000000000000111100000000010000110010001000, 131
0000000000000011001001000011110110000101100000000000000111100000000010001110010000000, 3172
0000000000000011001001000011110110000101100000000000000111100000000010001110010000001, 30
0000000000000011001001000011110110000101100000000000000111100000000010001111010000000, 243
0000000000000011001001000011110110000101100000000000011111100000000010001110010000000, 8
0000000000000011001001000011110110000101100000000001000111100000000010000110010001000, 1
0000000000000011001001000011110110000101100000000001000111100000000010001110010000000, 6
0000000000000011001001000011110110000101100000000001000111100000000010001111010000000, 3
0000000000000011001001000011110110000101100000010000000111100000000010000110010001000, 11125
0000000000000011001001000011110110000101100000010000000111100000000010000110010001001, 70
0000000000000011001001000011110110000101100000010000000111100000000010000111010001000, 781
0000000000000011001001000011110110000101100000010000011111100000000010000110010001000, 26
0000000000000011001001000011110110000101100000010001000111100000000010000110010001000, 38
0000000000000011001001000011110110000101100000010001000111100000000010000110010001001, 9
0000000000000011001001000011110110000101100000010001000111100000000010000111010001000, 3
0000000000000011001001000011110110000111100000000010000111101001110011100111110111010, 1
0000000000000011001001000011110110011101100000000010000111100000000010101101010111010, 42
0000000000000011001001000011110110100000000000000000000111101000000000100011000000000, 44
0000000000000011001001000011110110100000000000000001000111100000000000100000000000000, 1
0000000000000011001001000011110110100001000000000010000111101000000001000000000000000, 1
0000000000000011001001000011110110100001100000000001011111100001110000001110010000000, 6
0000000000000011001001000011110110100101100000000000000111100000000000100011010000000, 201
0000000000000011001001000011110110100101100000000000000111100001110000001110010000000, 6
0000000000000011001001000011110110100101100000000000000111101000000000100011010000000, 319
0000000000000011001001000011110110100101100000000000111111100001110000000110010000000, 6
0000000000000011001001000011110110100101100000000000111111100001110000001110010000000, 239
0000000000000011001001000011110110100101100000000001000111100000000000001110010001000, 25
0000000000000011001001000011110110100101100000000001000111100000000000100000000000000, 54
0000000000000011001001000011110110100101100000000001000111101001110000001110010000000, 47
0000000000000011001001000011110110100101100000000001111111100001110000001110010000000, 11
0000000000000011001001000011110110100101100000000001111111101001110000001110010000000, 53
0000000000000011001001000011110110100101100000000010000111100001110000000000000000000, 3
0000000000000011001001000011110110100101100000000010000111101001110000001110010000000, 240
0000000000000011001001000011110110100101100000000010011111100001110000000000000000000, 34
0000000000000011001001000011110110100101100000000010011111101001110000001110010000000, 73
0000000000000011001001000011110110100101100000000010111111101001110000001110010000000, 195
0000000000000011001001000011110110100101100000000011000011101001110000001110010000000, 6
0000000000000011001001000011110110100101100000000011000111100001110000000000000000000, 3424
0000000000000011001001000011110110100101100000000011000111100001110000000000000000001, 2
0000000000000011001001000011110110100101100000000011000111100001110000000000000000100, 1
0000000000000011001001000011110110100101100000000011000111100001110000001110010000000, 430
0000000000000011001001000011110110100101100000000011000111100001110000001110010000001, 1
0000000000000011001001000011110110100101100000000011000111100001110000001110010000100, 4
0000000000000011001001000011110110100101100000000011000111100001110000001110010001100, 1
0000000000000011001001000011110110100101100000000011000111100001110000001110010100000, 1
0000000000000011001001000011110110100101100000000011000111100001110000001110010100100, 1
0000000000000011001001000011110110100101100000000011000111100001110000001110010101100, 1
0000000000000011001001000011110110100101100000000011000111101000000000000000000000000, 1
0000000000000011001001000011110110100101100000000011000111101001110000001110010000000, 38411
0000000000000011001001000011110110100101100000000011000111101001110000001110010000001, 136
0000000000000011001001000011110110100101100000000011011111100001110000000000000000000, 3
0000000000000011001001000011110110100101100000000011111110000001110000000000000000000, 5
0000000000000011001001000011110110100101100000000011111110000001110000001110010000000, 9
0000000000000011001001000011110110100101100000000011111111100001110000000000000000000, 2160
0000000000000011001001000011110110100101100000000011111111100001110000001110010000000, 439
0000000000000011001001000011110110100101100000000011111111100001110000001110010000100, 1
0000000000000011001001000011110110100101100000000011111111100001110000001110010101100, 1
0000000000000011001001000011110110100101100000000011111111101001110000001110010000000, 79336
0000000000000011001001000011110110100101100000000011111111101001110000001110010000001, 8
0000000000000011001001000011110110100111000000000010000111101000000010000000000000000, 3
0000000000000011001001000011110110101101100000000011111111101001110000001110010000000, 18
0000000000000011001001000011110110110101000000000010000111101000000001000000000000000, 150
0000000000000011001001000011110110110101100000000000111111100001110000001110010000000, 12
0000000000000011001001000011110110110101100000000010000111100000000000000111010111000, 5
0000000000000011001001000011110110110101100000000011000111100001110010001111010000000, 9
0000000000000011001001000011110110110101100000000011000111101000000000000110010000000, 97
0000000000000011001001000011110110110101100000000011000111101000000000000110010000001, 4
0000000000000011001001000011110110110101100000000011111111100000000000000000000000000, 10
0000000000000011001001000011110110110101100000000011111111101000000000001111011111000, 323
0000000000000011001001000011110110110110100000000011000111101000000010100110100000000, 29
0000000000000011001001000011110110110111000000000010000111101000000001000000000000000, 25
0000000000000011001001000011110110110111000000000010000111110000000001000000000000000, 107
0000000000000011001001000011110110110111000000000010000111110000000001001111111111010, 1
0000000000000011001001000011110110110111000000000010000111111000000001001111111111010, 849
0000000000000011001001000011110110110111000000001000000111101000000011100000000000000, 1
0000000000000011001001000011110110110111000000001010000111100000000011100000000000000, 509
0000000000000011001001000011110110110111000000001010000111100000000011100100000100100, 8
0000000000000011001001000011110110110111000000001010000111100000000011101000000000000, 4
0000000000000011001001000011110110110111000000001010000111100000000011101000000000100, 1
0000000000000011001001000011110110110111000000001010000111100000000011101100000100100, 7
0000000000000011001001000011110110110111000000001010000111101000000011100000000000000, 6667
0000000000000011001001000011110110110111000000001010000111101000000111100000010000000, 9
0000000000000011001001000011110110110111000000001011000111110000000011100000000000000, 1
0000000000000011001001000011110110110111100000000000000111110000000011100111110111000, 2
0000000000000011001001000011110110110111100000000010000111100000000001000000000000000, 1
0000000000000011001001000011110110110111100000000010000111100000000010100000000000000, 3
0000000000000011001001000011110110110111100000000010000111100000000010101111111111010, 20
0000000000000011001001000011110110110111100000000010000111100000000011000000000000000, 61
0000000000000011001001000011110110110111100000000010000111100000000011001110010000000, 1
0000000000000011001001000011110110110111100000000010000111100000000011100000000000000, 8
0000000000000011001001000011110110110111100000000010000111100000000011100111000001000, 9
0000000000000011001001000011110110110111100000000010000111100000000011100111110001000, 1
0000000000000011001001000011110110110111100000000010000111101000000000001001000000000, 6
0000000000000011001001000011110110110111100000000010000111101000000001001111110111000, 4
0000000000000011001001000011110110110111100000000010000111101000000011001110010000000, 217
0000000000000011001001000011110110110111100000000010000111101000000011001110010001000, 16
0000000000000011001001000011110110110111100000000010000111101000000011001110010011000, 211
0000000000000011001001000011110110110111100000000010000111101000000011001110010011010, 1
0000000000000011001001000011110110110111100000000010000111101000000011001111111000000, 148
0000000000000011001001000011110110110111100000000010000111101001100011001111011000000, 68
0000000000000011001001000011110110110111100000000010000111110000000011100000000000000, 1
0000000000000011001001000011110110110111100000000011000111101000000001001111011000000, 361
0000000000000011001001000011110110110111100000001000000111101000000011101111111111010, 5
0000000000000011001001000011110110110111100000001010000111100000000011100000000000000, 424
0000000000000011001001000011110110110111100000001010000111100000000011101111111111010, 40
0000000000000011001001000011110110110111100000001010000111101000000011101111111111010, 6809
0000000000000011001001000011110110110111100000001010000111110000000010100111110011000, 3
0000000000000011001001000011110110110111100000001010000111110000000011100000000000000, 3
0000000000000011001001000011110110110111100000001010000111110000000011100111110011000, 2
0000000000000011001001000011110110110111100000001011000011100000000011100000000000000, 21
0000000000000011001001000011110110110111100000001011000011101000000011101111111111010, 324
0000000000000011001001000011110110110111100000001011000111100000000011100000000000000, 3
0000000000000011001001000011110110110111100000001011000111101000000011101111111111010, 137
0000000000000011001001000011110110111111100000001000000111100000000110000111111111010, 1
0000000000000011001001000011110111000101100000000000000111100000000010000000000000000, 387
0000000000000011001001000011110111000101100000000000000111100000000010000110010000000, 11
0000000000000011001001000011110111000101100000000000000111100000000010000110010001000, 62
0000000000000011001001000011110111000101100000000000000111100000000010000110110000000, 204
0000000000000011001001000011110111000101100000000000000111100000000010000110110001000, 62
0000000000000011001001000011110111000101100000000000000111100000000010000111010000000, 1
0000000000000011001001000011110111000101100000000000000111100000000010000111110000000, 2
0000000000000011001001000011110111000101100000000000000111100000000010001110010000000, 388
0000000000000011001001000011110111000101100000000000000111100000000010001110110000000, 3207
0000000000000011001001000011110111000101100000000000000111100000000010001110110000001, 1
0000000000000011001001000011110111000101100000000000000111100000000010001111010000000, 11
0000000000000011001001000011110111000101100000000000000111100000000010001111110000000, 142
0000000000000011001001000011110111000101100000000000000111100000000010001111110000001, 1
0000000000000011001001000011110111000101100000000000011111100000000010101110110000000, 28
0000000000000011001001000011110111000101100000000000111111101000000010100110110000000, 3
0000000000000011001001000011110111000101100000000001000111100000000010001110010000000, 1
0000000000000011001001000011110111000101100000000001000111100000000010001110110000000, 6
0000000000000011001001000011110111000101100000000001000111100000000010001111110000000, 3
0000000000000011001001000011110111000101100000000001011111100000000010101110110000000, 4
0000000000000011001001000011110111000101100000000010000111100000000010001110110000000, 1
0000000000000011001001000011110111000101100000000010011111100000000010100000000000000, 206
0000000000000011001001000011110111000101100000000010011111100000000010100110110000000, 1416
0000000000000011001001000011110111000101100000000010011111100000000010100111110000000, 164
0000000000000011001001000011110111000101100000000010011111100000000010101110110000000, 1237
0000000000000011001001000011110111000101100000000010011111100000000010101111110000000, 99
0000000000000011001001000011110111000101100000010000000111100000000010000110010001000, 5918
0000000000000011001001000011110111000101100000010000000111100000000010000110010001001, 1
0000000000000011001001000011110111000101100000010000000111100000000010000110110000000, 24555
0000000000000011001001000011110111000101100000010000000111100000000010000110110000001, 64
0000000000000011001001000011110111000101100000010000000111100000000010000110110001000, 7617
0000000000000011001001000011110111000101100000010000000111100000000010000110110001001, 23
0000000000000011001001000011110111000101100000010000000111100000000010000111010001000, 550
0000000000000011001001000011110111000101100000010000000111100000000010000111110000000, 2054
0000000000000011001001000011110111000101100000010000000111100000000010000111110000001, 4
0000000000000011001001000011110111000101100000010000000111100000000010000111110001000, 651
0000000000000011001001000011110111000101100000010000000111100000000010000111110001001, 5
0000000000000011001001000011110111000101100000010000000111100000000010001110010001000, 256
0000000000000011001001000011110111000101100000010000000111100000000010001110110000000, 514
0000000000000011001001000011110111000101100000010000000111100000000010001111010001000, 12
0000000000000011001001000011110111000101100000010000000111100000000010001111110000000, 31
0000000000000011001001000011110111000101100000010000000111100000000010100110010001000, 9
0000000000000011001001000011110111000101100000010000000111100000000010100110110000000, 10
