ifds_ExifInteroperabilityOffset ,Count
@ 0x4BE8, 2
@ 0x4BEC, 2
@ 0x4BEE, 3
@ 0x4BF0, 2
@ 0x4BF2, 2
@ 0x4BF4, 1
@ 0x4BFA, 3
@ 0x4BFC, 1
@ 0x4BFE, 1
@ 0x4C00, 1
@ 0x4C0C, 1
@ 0x4C0E, 1
@ 0x4C10, 2
@ 0x4C16, 1
@ 0x4C18, 2
@ 0x4C1A, 1
@ 0x4C1C, 1
@ 0x4C1E, 3
@ 0x4C22, 1
@ 0x4C24, 1
@ 0x4C28, 1
@ 0x4C2A, 1
@ 0x4C2C, 2
@ 0x4C2E, 1
@ 0x4C30, 1
@ 0x4C32, 2
@ 0x4C34, 1
@ 0x4C36, 1
@ 0x4C3C, 1
@ 0x4C42, 2
@ 0x4C4A, 1
@ 0x4C4C, 2
@ 0x4C4E, 3
@ 0x4C52, 1
@ 0x4C54, 3
@ 0x4C58, 2
@ 0x4C5C, 2
@ 0x4C5E, 1
@ 0x4C64, 1
@ 0x4C6A, 1
@ 0x4C6C, 1
@ 0x4C70, 1
@ 0x4C72, 2
@ 0x4C74, 4
@ 0x4C76, 2
@ 0x4C7A, 1
@ 0x4C80, 1
@ 0x4C82, 2
@ 0x4C84, 1
@ 0x4C88, 9
@ 0x4C94, 1
@ 0x4C96, 1
@ 0x4C98, 1
@ 0x4C9C, 1
@ 0x4C9E, 1
@ 0x4CA0, 1
@ 0x4CA2, 3
@ 0x4CA6, 2
@ 0x4CA8, 1
@ 0x4CAA, 2
@ 0x4CB0, 2
@ 0x4CB2, 2
@ 0x4CB8, 1
@ 0x4CBA, 2
@ 0x4CBC, 2
@ 0x4CBE, 1
@ 0x4CC0, 1
@ 0x4CC2, 2
@ 0x4CC4, 1
@ 0x4CC6, 3
@ 0x4CC8, 1
@ 0x4CCA, 1
@ 0x4CCC, 1
@ 0x4CD0, 1
@ 0x4CD2, 1
@ 0x4CD4, 2
@ 0x4CD6, 1
@ 0x4CDC, 3
@ 0x4CE4, 2
@ 0x4CE6, 1
@ 0x4CE8, 1
@ 0x4CEA, 1
@ 0x4CEC, 2
@ 0x4CEE, 2
@ 0x4CF0, 1
@ 0x4CF4, 1
@ 0x4CF6, 1
@ 0x4CFE, 1
@ 0x4D01, 1
@ 0x4D02, 1
@ 0x4D04, 2
@ 0x4D06, 3
@ 0x4D08, 1
@ 0x4D0C, 3
@ 0x4D0E, 2
@ 0x4D10, 2
@ 0x4D16, 1
@ 0x4D18, 3
@ 0x4D1C, 1
@ 0x4D1E, 1
@ 0x4D22, 1
@ 0x4D24, 1
@ 0x4D26, 2
@ 0x4D28, 2
@ 0x4D30, 2
@ 0x4D32, 2
@ 0x4D38, 1
@ 0x4D3A, 1
@ 0x4D3C, 1
@ 0x4D3E, 1
@ 0x4D40, 1
@ 0x4D42, 2
@ 0x4D44, 1
@ 0x4D46, 1
@ 0x4D4C, 1
@ 0x4D56, 1
@ 0x4D58, 1
@ 0x4D5A, 2
@ 0x4D5C, 3
@ 0x4D5E, 1
@ 0x4D60, 1
@ 0x4D66, 2
@ 0x4D68, 1
@ 0x4D6A, 1
@ 0x4D6C, 2
@ 0x4D70, 2
@ 0x4D72, 1
@ 0x4D74, 82
@ 0x4D76, 2
@ 0x4D78, 2
@ 0x4D7A, 2
@ 0x4D7C, 1
@ 0x4D7E, 1
@ 0x4D80, 3
@ 0x4D84, 1
@ 0x4D86, 1
@ 0x4D88, 2
@ 0x4D8A, 1
@ 0x4D8C, 1
@ 0x4D8E, 1
@ 0x4D94, 5
@ 0x4D96, 1
@ 0x4D98, 2
@ 0x4D9A, 2
@ 0x4D9C, 1
@ 0x4D9E, 1
@ 0x4DA0, 1
@ 0x4DA4, 3
@ 0x4DA6, 2
@ 0x4DA8, 3
@ 0x4DAA, 4
@ 0x4DAC, 1
@ 0x4DB0, 3
@ 0x4DB6, 1
@ 0x4DB8, 1
@ 0x4DBC, 3
@ 0x4DBE, 1
@ 0x4DC0, 1
@ 0x4DC2, 1
@ 0x4DC6, 1
@ 0x4DC8, 1
@ 0x4DCC, 3
@ 0x4DD0, 2
@ 0x4DD2, 1
@ 0x4DD4, 3
@ 0x4DDA, 1
@ 0x4DDC, 1
@ 0x4DE0, 1
@ 0x4DE2, 1
@ 0x4DE4, 1
@ 0x4DEC, 1
@ 0x4DEE, 2
@ 0x4DF0, 1
@ 0x4DF2, 1
@ 0x4DF4, 1
@ 0x4DF7, 1
@ 0x4DFC, 1
@ 0x4DFE, 1
@ 0x4E00, 1
@ 0x4E04, 2
@ 0x4E06, 3
@ 0x4E08, 2
@ 0x4E0A, 22
@ 0x4E10, 1
@ 0x4E14, 2
@ 0x4E16, 1
@ 0x4E18, 1
@ 0x4E1C, 1
@ 0x4E22, 1
@ 0x4E24, 2
@ 0x4E26, 1
@ 0x4E28, 1
@ 0x4E2A, 10
@ 0x4E2C, 2
@ 0x4E30, 1
@ 0x4E36, 1
@ 0x4E38, 2
@ 0x4E3C, 3
@ 0x4E3E, 3
@ 0x4E40, 1
@ 0x4E44, 1
@ 0x4E46, 103
@ 0x4E4A, 2
@ 0x4E50, 1
@ 0x4E52, 1
@ 0x4E54, 87
@ 0x4E56, 3
@ 0x4E58, 1
@ 0x4E5A, 2
@ 0x4E5C, 1
@ 0x4E5E, 7
@ 0x4E60, 1
@ 0x4E62, 3
@ 0x4E69, 1
@ 0x4E6A, 1
@ 0x4E6C, 1
@ 0x4E6E, 2
@ 0x4E74, 1
@ 0x4E76, 1
@ 0x4E7A, 1
@ 0x4E7E, 1
@ 0x4E80, 2
@ 0x4E82, 1
@ 0x4E88, 2
@ 0x4E8A, 1
@ 0x4E8C, 2
@ 0x4E8E, 2
@ 0x4E92, 2
@ 0x4E95, 1
@ 0x4E96, 3
@ 0x4E98, 2
@ 0x4E9A, 3
@ 0x4E9E, 2
@ 0x4EA0, 1
@ 0x4EA2, 2
@ 0x4EA4, 4
@ 0x4EA6, 1
@ 0x4EA8, 2
@ 0x4EAA, 1
@ 0x4EAC, 3
@ 0x4EB2, 2
@ 0x4EB4, 1
@ 0x4EBC, 1
@ 0x4EBE, 2
@ 0x4EC0, 1
@ 0x4EC4, 1
@ 0x4EC8, 1
@ 0x4ECC, 2
@ 0x4ECE, 1
@ 0x4ED2, 2
@ 0x4ED4, 2
@ 0x4ED6, 1
@ 0x4EDA, 2
@ 0x4EDC, 1
@ 0x4EE0, 1
@ 0x4EE6, 4
@ 0x4EE8, 1
@ 0x4EEA, 3
@ 0x4EF0, 1
@ 0x4EF4, 1
@ 0x4EF6, 1
@ 0x4EF8, 4
@ 0x4EFA, 1
@ 0x4EFC, 1
@ 0x4F00, 2
@ 0x4F02, 1
@ 0x4F04, 4
@ 0x4F08, 1
@ 0x4F0C, 1
@ 0x4F0E, 1
@ 0x4F10, 1
@ 0x4F12, 1
@ 0x4F14, 1
@ 0x4F20, 1
@ 0x4F22, 2
@ 0x4F24, 1
@ 0x4F25, 1
@ 0x4F26, 1
@ 0x4F2A, 6
@ 0x4F2E, 1
@ 0x4F30, 1
@ 0x4F32, 1
@ 0x4F34, 1
@ 0x4F36, 1
@ 0x4F3A, 1
@ 0x4F3C, 1
@ 0x4F3E, 1
@ 0x4F44, 1
@ 0x4F49, 1
@ 0x4F4A, 1
@ 0x4F4C, 3
@ 0x4F4E, 1
@ 0x4F50, 1
@ 0x4F52, 2
@ 0x4F64, 2
@ 0x4F68, 3
@ 0x4F6A, 1
@ 0x4F6C, 2
@ 0x4F6E, 2
@ 0x4F76, 1
@ 0x4F78, 2
@ 0x4F7A, 1
@ 0x4F7E, 1
@ 0x4F80, 1
@ 0x4F82, 2
@ 0x4F84, 1
@ 0x4F8A, 1
@ 0x4F8E, 2
@ 0x4F92, 1
@ 0x4F94, 2
@ 0x4F96, 2
@ 0x4F9A, 1
@ 0x4FA0, 2
@ 0x4FA2, 2
@ 0x4FA6, 3
@ 0x4FAC, 2
@ 0x4FAE, 1
@ 0x4FB6, 1
@ 0x4FB8, 1
@ 0x4FBA, 1
@ 0x4FC0, 1
@ 0x4FC2, 1
@ 0x4FC4, 1
@ 0x4FC8, 2
@ 0x4FCC, 1
@ 0x4FCE, 2
@ 0x4FD4, 1
@ 0x4FD6, 1
@ 0x4FD8, 2
@ 0x4FDC, 3
@ 0x4FE0, 1
@ 0x4FE6, 4
@ 0x4FEA, 3
@ 0x4FEC, 1
@ 0x4FEE, 4
@ 0x4FF2, 2
@ 0x4FF4, 1
@ 0x4FF6, 1
@ 0x4FF8, 1
@ 0x5000, 2
@ 0x500A, 1
@ 0x500C, 3
@ 0x500E, 1
@ 0x5010, 1
@ 0x5014, 2
@ 0x5018, 1
@ 0x501F, 1
@ 0x5020, 2
@ 0x5024, 1
@ 0x5028, 1
@ 0x502A, 1
@ 0x502E, 1
@ 0x5030, 3
@ 0x5034, 1
@ 0x503C, 1
@ 0x503E, 1
@ 0x503F, 1
@ 0x5040, 1
@ 0x5042, 2
@ 0x5044, 1
@ 0x5048, 1
@ 0x504A, 2
@ 0x504C, 2
@ 0x504E, 3
@ 0x5052, 1
@ 0x5058, 1
@ 0x505A, 3
@ 0x5060, 5
@ 0x5062, 2
@ 0x506C, 1
@ 0x506E, 1
@ 0x5074, 1
@ 0x5076, 3
@ 0x507A, 1
@ 0x507C, 1
@ 0x507E, 1
@ 0x5080, 1
@ 0x5082, 1
@ 0x5084, 1
@ 0x508E, 1
@ 0x5090, 1
@ 0x5092, 2
@ 0x5094, 2
@ 0x5096, 2
@ 0x5098, 1
@ 0x509C, 1
@ 0x50A0, 1
@ 0x50A2, 2
@ 0x50A4, 1
@ 0x50A6, 3
@ 0x50AC, 2
@ 0x50AE, 1
@ 0x50B2, 2
@ 0x50B4, 1
@ 0x50B6, 1
@ 0x50B8, 1
@ 0x50BC, 2
@ 0x50C2, 2
@ 0x50C3, 1
@ 0x50C4, 1
@ 0x50C6, 2
@ 0x50C8, 2
@ 0x50CA, 3
@ 0x50CC, 2
@ 0x50D0, 1
@ 0x50D6, 1
@ 0x50D8, 2
@ 0x50DC, 1
@ 0x50DE, 1
@ 0x50E0, 2
@ 0x50E2, 4
@ 0x50E4, 1
@ 0x50E6, 1
@ 0x50E8, 2
@ 0x50EA, 2
@ 0x50EE, 1
@ 0x50F0, 2
@ 0x50F6, 1
@ 0x50F8, 3
@ 0x50FC, 1
@ 0x5100, 2
@ 0x5102, 1
@ 0x5104, 2
@ 0x5106, 1
@ 0x5108, 2
@ 0x510E, 1
@ 0x5110, 2
@ 0x5112, 1
@ 0x5114, 1
@ 0x511A, 2
@ 0x511E, 1
@ 0x511F, 1
@ 0x5120, 1
@ 0x5122, 1
@ 0x5124, 1
@ 0x5126, 3
@ 0x512A, 2
@ 0x512C, 2
@ 0x512E, 1
@ 0x5130, 2
@ 0x5132, 1
@ 0x5134, 3
@ 0x5136, 1
@ 0x5138, 3
@ 0x513A, 1
@ 0x513C, 1
@ 0x5140, 1
@ 0x5142, 1
@ 0x5146, 1
@ 0x5148, 1
@ 0x514C, 1
@ 0x514E, 1
@ 0x5150, 1
@ 0x5152, 2
@ 0x5154, 2
@ 0x5156, 1
@ 0x5158, 2
@ 0x515A, 1
@ 0x515E, 2
@ 0x5160, 3
@ 0x5162, 1
@ 0x5164, 525
@ 0x5166, 1
@ 0x5168, 1
@ 0x516A, 1
@ 0x516C, 1
@ 0x516E, 2
@ 0x5172, 1
@ 0x5176, 1
@ 0x5178, 1
@ 0x517C, 1
@ 0x517E, 1
@ 0x5182, 1
@ 0x5186, 4
@ 0x5188, 1
@ 0x518A, 2
@ 0x5190, 1
@ 0x5192, 1
@ 0x5194, 3
@ 0x5198, 2
@ 0x519A, 2
@ 0x519C, 1
@ 0x519E, 1
@ 0x51A0, 1
@ 0x51A2, 1
@ 0x51A4, 1
@ 0x51A6, 1
@ 0x51A8, 2
@ 0x51AA, 1
@ 0x51AC, 2
@ 0x51B0, 1
@ 0x51B8, 1
@ 0x51BB, 1
@ 0x51BC, 1
@ 0x51BE, 1
@ 0x51C0, 2
@ 0x51C2, 1
@ 0x51C4, 2
@ 0x51C6, 2
@ 0x51CA, 1
@ 0x51CE, 1
@ 0x51D0, 1
@ 0x51D4, 1
@ 0x51D8, 1
@ 0x51DC, 2
@ 0x51DE, 2
@ 0x51E2, 1
@ 0x51E6, 1
@ 0x51EA, 2
@ 0x51EC, 1
@ 0x51F0, 2
@ 0x51F4, 1
@ 0x51F6, 3
@ 0x51FA, 1
@ 0x51FE, 2
@ 0x5200, 1
@ 0x5202, 2
@ 0x5204, 1
@ 0x5206, 2
@ 0x5208, 1
@ 0x520A, 1
@ 0x520C, 1
@ 0x520E, 3
@ 0x5212, 2
@ 0x5216, 3
@ 0x5218, 5
@ 0x521A, 1
@ 0x521C, 1
@ 0x5220, 1
@ 0x5222, 13
@ 0x5224, 18
@ 0x5228, 4
@ 0x522A, 11
@ 0x522C, 4
@ 0x522E, 1
@ 0x5232, 1
@ 0x5234, 16
@ 0x523C, 4
@ 0x523E, 1
@ 0x5240, 2
@ 0x5248, 1
@ 0x524A, 1
@ 0x524C, 1
@ 0x524E, 1
@ 0x5250, 2
@ 0x5254, 1
@ 0x5256, 3
@ 0x5258, 1
@ 0x525E, 1
@ 0x5260, 2
@ 0x5262, 2
@ 0x5264, 1
@ 0x5266, 4
@ 0x526C, 2
@ 0x526E, 1
@ 0x5270, 1
@ 0x5272, 1
@ 0x5274, 4
@ 0x5276, 2
@ 0x5278, 1
@ 0x527C, 6
@ 0x527E, 1
@ 0x5284, 1
@ 0x5286, 2
@ 0x5288, 1
@ 0x528A, 5
@ 0x528E, 1
@ 0x5290, 1
@ 0x5292, 1
@ 0x5294, 2
@ 0x5298, 1
@ 0x529A, 2
@ 0x529E, 1
@ 0x52A0, 1
@ 0x52A2, 5
@ 0x52A4, 1
@ 0x52A6, 1
@ 0x52AA, 1
@ 0x52AE, 2
@ 0x52B0, 1
@ 0x52B2, 3
@ 0x52B4, 2
@ 0x52B6, 2
@ 0x52BA, 2
@ 0x52BC, 2
@ 0x52BE, 1
@ 0x52C4, 2
@ 0x52C6, 2
@ 0x52CC, 2
@ 0x52CE, 3
@ 0x52D0, 1
@ 0x52D2, 1
@ 0x52D6, 1
@ 0x52DA, 2
@ 0x52DC, 1
@ 0x52E0, 1
@ 0x52E2, 2
@ 0x52E4, 1
@ 0x52E6, 1
@ 0x52EE, 1
@ 0x52F0, 1
@ 0x52F4, 1
@ 0x52F6, 1
@ 0x52F8, 2
@ 0x52FA, 3
@ 0x5300, 2
@ 0x5302, 3
@ 0x5304, 1
@ 0x5306, 1
@ 0x5308, 1
@ 0x530A, 35
@ 0x530C, 1
@ 0x530E, 3
@ 0x5310, 2
@ 0x5312, 2
@ 0x5316, 2
@ 0x5317, 1
@ 0x5318, 1
@ 0x531C, 2
@ 0x5322, 1
@ 0x5324, 2
@ 0x5326, 2
@ 0x5328, 2
@ 0x532C, 1
@ 0x532E, 1
@ 0x5330, 2
@ 0x5332, 4
@ 0x5334, 1
@ 0x5336, 2
@ 0x5338, 1
@ 0x533A, 1
@ 0x533C, 1
@ 0x533E, 1
@ 0x5340, 1
@ 0x5342, 8
@ 0x5346, 2
@ 0x5348, 1
@ 0x5350, 1
@ 0x5354, 2
@ 0x5356, 1
@ 0x5358, 1
@ 0x535E, 16
@ 0x5362, 1
@ 0x5366, 1
@ 0x536A, 2
@ 0x536E, 2
@ 0x5370, 1
@ 0x5372, 3
@ 0x5376, 2
@ 0x5378, 1
@ 0x537C, 5
@ 0x537E, 3
@ 0x5380, 1
@ 0x5382, 4
@ 0x5386, 2
@ 0x538A, 3
@ 0x538E, 1
@ 0x5392, 3
@ 0x5394, 5
@ 0x5396, 3
@ 0x5398, 2
@ 0x539A, 1
@ 0x539E, 1
@ 0x53A0, 2
@ 0x53A2, 4
@ 0x53A6, 1
@ 0x53A8, 1
@ 0x53AA, 1
@ 0x53AC, 3
@ 0x53B0, 2
@ 0x53B2, 3
@ 0x53B4, 1
@ 0x53B6, 1
@ 0x53B8, 1
@ 0x53BE, 2
@ 0x53C0, 2
@ 0x53C2, 1
@ 0x53C6, 1
@ 0x53C8, 2
@ 0x53D4, 1
@ 0x53D6, 2
@ 0x53D8, 2
@ 0x53DE, 3
@ 0x53E0, 1
@ 0x53E2, 2
@ 0x53EA, 1
@ 0x53EC, 3
@ 0x53F0, 1
@ 0x53F2, 1
@ 0x53F6, 2
@ 0x53F8, 2
@ 0x53FA, 2
@ 0x53FC, 1
@ 0x5400, 3
@ 0x5406, 1
@ 0x5408, 1
@ 0x540A, 1
@ 0x540C, 2
@ 0x540E, 4
@ 0x5410, 2
@ 0x5412, 1
@ 0x5416, 1
@ 0x541A, 1
@ 0x541E, 1
@ 0x5420, 1
@ 0x5422, 1
@ 0x5424, 1
@ 0x5426, 2
@ 0x542A, 1
@ 0x542C, 1
@ 0x542E, 3
@ 0x5430, 1
@ 0x5432, 4
@ 0x5436, 5
@ 0x5438, 2
@ 0x543E, 1
@ 0x5440, 1
@ 0x5442, 2
@ 0x5444, 1
@ 0x5446, 1
@ 0x544A, 1
@ 0x5450, 3
@ 0x5452, 1
@ 0x5454, 1
@ 0x5456, 1
@ 0x5458, 2
@ 0x545A, 1
@ 0x545C, 1
@ 0x545E, 5
@ 0x5466, 3
@ 0x5468, 2
@ 0x546C, 1
@ 0x546E, 1
@ 0x5470, 3
@ 0x5476, 2
@ 0x5478, 4
@ 0x547A, 2
@ 0x547C, 4
@ 0x547E, 1
@ 0x5480, 1
@ 0x5482, 1
@ 0x5486, 2
@ 0x5488, 1
@ 0x548C, 1
@ 0x548E, 4
@ 0x5490, 2
@ 0x5492, 1
@ 0x5496, 1
@ 0x549C, 1
@ 0x54A0, 1
@ 0x54A2, 2
@ 0x54A4, 3
@ 0x54A6, 1
@ 0x54A8, 2
@ 0x54AA, 2
@ 0x54AC, 1
@ 0x54AE, 2
@ 0x54B0, 1
@ 0x54B2, 2
@ 0x54B4, 2
@ 0x54B6, 4
@ 0x54B8, 2
@ 0x54BA, 2
@ 0x54BC, 2
@ 0x54BE, 4
@ 0x54C0, 1
@ 0x54C2, 2
@ 0x54C6, 4
@ 0x54CA, 2
@ 0x54CE, 1
@ 0x54D0, 1
@ 0x54D2, 1
@ 0x54D4, 2
@ 0x54D6, 1
@ 0x54DA, 1
@ 0x54DB, 1
@ 0x54DC, 2
@ 0x54DE, 1
@ 0x54E0, 1
@ 0x54E2, 1
@ 0x54E4, 3
@ 0x54E6, 2
@ 0x54E8, 1
@ 0x54EA, 2
@ 0x54EC, 4
@ 0x54EE, 3
@ 0x54F0, 1
@ 0x54F2, 1
@ 0x54F4, 3
@ 0x54F6, 2
@ 0x54FA, 4
@ 0x54FC, 3
@ 0x54FE, 4
@ 0x5500, 4
@ 0x5506, 2
@ 0x5508, 2
@ 0x550A, 4
@ 0x550C, 1
@ 0x550E, 1
@ 0x5514, 2
@ 0x5516, 2
@ 0x551A, 2
@ 0x551E, 2
@ 0x5520, 1
@ 0x5522, 2
@ 0x5526, 2
@ 0x5528, 1
@ 0x552A, 4
@ 0x5534, 1
@ 0x5536, 4
@ 0x5538, 3
@ 0x553A, 6
@ 0x553C, 2
@ 0x553E, 2
@ 0x5544, 3
@ 0x5546, 2
@ 0x5548, 1
@ 0x554A, 4
@ 0x554C, 3
@ 0x554E, 3
@ 0x5550, 1
@ 0x5551, 1
@ 0x5552, 1
@ 0x5554, 4
@ 0x5556, 3
@ 0x5558, 4
@ 0x555A, 1
@ 0x555C, 2
@ 0x555E, 3
@ 0x5560, 1
@ 0x5562, 1
@ 0x5564, 1
@ 0x5566, 2
@ 0x5568, 1
@ 0x556A, 3
@ 0x556C, 2
@ 0x556E, 3
@ 0x5570, 1
@ 0x5571, 1
@ 0x5572, 2
@ 0x5574, 2
@ 0x5576, 1
@ 0x557A, 2
@ 0x557C, 3
@ 0x557E, 4
@ 0x5580, 1
@ 0x5582, 1
@ 0x5584, 1
@ 0x5588, 2
@ 0x558A, 1
@ 0x558C, 1
@ 0x558E, 2
@ 0x5590, 2
@ 0x5592, 2
@ 0x5594, 2
@ 0x559C, 2
@ 0x559E, 6
@ 0x55A0, 3
@ 0x55A4, 1
@ 0x55A6, 1
@ 0x55A8, 1
@ 0x55AA, 1
@ 0x55AC, 3
@ 0x55AE, 2
@ 0x55B0, 3
@ 0x55B2, 1
@ 0x55B3, 1
@ 0x55B4, 2
@ 0x55B8, 2
@ 0x55BA, 5
@ 0x55BC, 2
@ 0x55BE, 1
@ 0x55C0, 2
@ 0x55C2, 1
@ 0x55C4, 2
@ 0x55C6, 2
@ 0x55C8, 2
@ 0x55CC, 3
@ 0x55CE, 5
@ 0x55D0, 1
@ 0x55D2, 1
@ 0x55D4, 1
@ 0x55D6, 2
@ 0x55D8, 1
@ 0x55DA, 23
@ 0x55DC, 3
@ 0x55DE, 4
@ 0x55E2, 4
@ 0x55E4, 1
@ 0x55E8, 2
@ 0x55EA, 2
@ 0x55EE, 3
@ 0x55F4, 4
@ 0x55F8, 2
@ 0x55FA, 3
@ 0x55FC, 1
@ 0x55FE, 1
@ 0x5602, 1
@ 0x5604, 2
@ 0x5606, 1
@ 0x5608, 3
@ 0x560A, 2
@ 0x560E, 1
@ 0x5610, 5
@ 0x5612, 1
@ 0x5614, 1
@ 0x5616, 1
@ 0x5618, 1
@ 0x561A, 1
@ 0x561C, 2
@ 0x561E, 3
@ 0x5626, 1
@ 0x5628, 1
@ 0x562A, 2
@ 0x562E, 1
@ 0x5630, 2
@ 0x5632, 1
@ 0x5633, 1
@ 0x5634, 2
@ 0x5638, 2
@ 0x563A, 2
@ 0x563C, 2
@ 0x563E, 1
@ 0x5640, 1
@ 0x5642, 2
@ 0x5644, 1
@ 0x5648, 2
@ 0x564C, 1
@ 0x564E, 1
@ 0x5650, 1
@ 0x5652, 1
@ 0x5654, 1
@ 0x5656, 1
@ 0x5658, 1
@ 0x565C, 1
@ 0x5660, 2
@ 0x5662, 3
@ 0x5666, 1
@ 0x5668, 2
@ 0x566A, 4
@ 0x566C, 3
@ 0x5670, 1
@ 0x5672, 1
@ 0x5674, 2
@ 0x5676, 1
@ 0x5678, 2
@ 0x567A, 4
@ 0x567C, 2
@ 0x5680, 2
@ 0x5682, 2
@ 0x5684, 2
@ 0x5688, 5
@ 0x568A, 7
@ 0x568C, 2
@ 0x568E, 2
@ 0x5690, 3
@ 0x5692, 6
@ 0x5694, 1
@ 0x5696, 1
@ 0x5698, 2
@ 0x569A, 1
@ 0x569C, 2
@ 0x56A0, 3
@ 0x56A4, 3
@ 0x56A6, 1
@ 0x56A8, 3
@ 0x56AC, 1
@ 0x56B0, 2
@ 0x56B2, 1
@ 0x56B4, 3
@ 0x56B6, 2
@ 0x56B8, 1
@ 0x56BA, 1
@ 0x56BC, 3
@ 0x56BE, 1
@ 0x56C0, 2
@ 0x56C2, 3
@ 0x56C4, 4
@ 0x56C6, 1
@ 0x56C8, 3
@ 0x56CA, 3
@ 0x56CC, 1
@ 0x56CE, 2
@ 0x56D0, 2
@ 0x56D2, 2
@ 0x56D4, 1
@ 0x56D8, 3
@ 0x56DA, 1
@ 0x56DC, 1
@ 0x56DE, 3
@ 0x56E0, 2
@ 0x56E2, 1
@ 0x56E4, 3
@ 0x56E6, 2
@ 0x56E8, 1
@ 0x56EA, 2
@ 0x56EC, 1
@ 0x56EE, 5
@ 0x56F2, 1
@ 0x56F8, 1
@ 0x56FA, 1
@ 0x56FC, 3
@ 0x56FE, 1
@ 0x5700, 2
@ 0x5702, 3
@ 0x5704, 2
@ 0x5706, 1
@ 0x5708, 1
@ 0x570A, 5
@ 0x570C, 4
@ 0x570E, 2
@ 0x5712, 1
@ 0x5716, 3
@ 0x5718, 2
@ 0x571A, 3
@ 0x571C, 1
@ 0x571E, 3
@ 0x5720, 2
@ 0x5722, 1
@ 0x5724, 4
@ 0x5728, 2
@ 0x572A, 2
@ 0x572C, 3
@ 0x572E, 4
@ 0x5730, 3
@ 0x5732, 2
@ 0x5734, 2
@ 0x573A, 2
@ 0x573C, 2
@ 0x573E, 1
@ 0x5740, 2
@ 0x5742, 2
@ 0x5746, 2
@ 0x5748, 4
@ 0x574A, 2
@ 0x574C, 5
@ 0x574E, 4
@ 0x5750, 1
@ 0x5752, 2
@ 0x5754, 4
@ 0x5756, 5
@ 0x5758, 3
@ 0x575A, 5
@ 0x575E, 3
@ 0x5760, 5
@ 0x5762, 3
@ 0x5764, 4
@ 0x5766, 3
@ 0x5768, 2
@ 0x576A, 2
@ 0x576C, 2
@ 0x576E, 2
@ 0x5772, 3
@ 0x5774, 2
@ 0x5776, 2
@ 0x5778, 3
@ 0x577A, 1
@ 0x577C, 2
@ 0x577E, 3
@ 0x5780, 2
@ 0x5782, 3
@ 0x5788, 3
@ 0x578A, 1
@ 0x578C, 4
@ 0x578E, 3
@ 0x5790, 3
@ 0x5792, 3
@ 0x5794, 2
@ 0x5796, 1
@ 0x5798, 4
@ 0x579A, 4
@ 0x579C, 4
@ 0x579E, 4
@ 0x57A0, 3
@ 0x57A4, 1
@ 0x57A6, 2
@ 0x57A8, 3
@ 0x57AA, 3
@ 0x57AC, 5
@ 0x57AE, 2
@ 0x57B0, 1
@ 0x57B2, 1
@ 0x57B4, 2
@ 0x57B6, 1
@ 0x57B8, 2
@ 0x57BA, 2
@ 0x57BC, 3
@ 0x57BE, 2
@ 0x57C0, 3
@ 0x57C2, 2
@ 0x57C4, 2
@ 0x57C6, 2
@ 0x57C7, 1
@ 0x57CC, 3
@ 0x57CE, 3
@ 0x57D0, 3
@ 0x57D2, 5
@ 0x57D4, 1
@ 0x57D8, 3
@ 0x57DC, 1
@ 0x57DE, 2
@ 0x57E0, 1
@ 0x57E2, 3
@ 0x57E4, 3
@ 0x57E6, 3
@ 0x57E8, 1
@ 0x57EA, 3
@ 0x57EC, 1
@ 0x57EE, 4
@ 0x57F0, 1
@ 0x57F2, 1
@ 0x57F4, 3
@ 0x57F6, 2
@ 0x57F8, 1
@ 0x57FA, 6
@ 0x57FC, 2
@ 0x57FE, 3
@ 0x5802, 2
@ 0x5804, 4
@ 0x5806, 3
@ 0x5808, 1
@ 0x580C, 1
@ 0x580E, 8
@ 0x5810, 2
@ 0x5812, 2
@ 0x5814, 3
@ 0x5815, 1
@ 0x5816, 2
@ 0x5818, 1
@ 0x581A, 4
@ 0x581C, 5
@ 0x581E, 1
@ 0x5820, 4
@ 0x5822, 1
@ 0x5826, 1
@ 0x5828, 3
@ 0x582A, 2
@ 0x582E, 1
@ 0x582F, 1
@ 0x5830, 2
@ 0x5832, 1
@ 0x5834, 3
@ 0x5836, 2
@ 0x5838, 4
@ 0x583A, 2
@ 0x583C, 5
@ 0x5840, 3
@ 0x5842, 3
@ 0x5844, 2
@ 0x5846, 1
@ 0x584A, 3
@ 0x584C, 3
@ 0x5850, 5
@ 0x5852, 3
@ 0x5854, 3
@ 0x5856, 1
@ 0x5858, 2
@ 0x585A, 1
@ 0x585C, 2
@ 0x585E, 2
@ 0x5860, 1
@ 0x5864, 1
@ 0x5866, 2
@ 0x586A, 4
@ 0x586C, 4
@ 0x5870, 2
@ 0x5874, 4
@ 0x5876, 2
@ 0x587A, 1
@ 0x587C, 2
@ 0x587E, 1
@ 0x5882, 2
@ 0x5884, 1
@ 0x5886, 2
@ 0x5888, 4
@ 0x588A, 2
@ 0x588E, 2
@ 0x5890, 3
@ 0x5894, 3
@ 0x5896, 3
@ 0x5898, 4
@ 0x589A, 3
@ 0x589C, 2
@ 0x589E, 1
@ 0x58A0, 1
@ 0x58A2, 2
@ 0x58A4, 2
@ 0x58A6, 4
@ 0x58A8, 1
@ 0x58AA, 1
@ 0x58AC, 2
@ 0x58AE, 3
