ifds_ExifInteroperabilityOffset ,Count
@ 0x6BBE, 25
@ 0x6BC0, 15
@ 0x6BC2, 15
@ 0x6BC4, 15
@ 0x6BC6, 28
@ 0x6BC8, 14
@ 0x6BCA, 16
@ 0x6BCC, 17
@ 0x6BCE, 27
@ 0x6BD0, 21
@ 0x6BD2, 26
@ 0x6BD4, 20
@ 0x6BD6, 15
@ 0x6BD8, 22
@ 0x6BDA, 34
@ 0x6BDC, 20
@ 0x6BDE, 18
@ 0x6BE0, 16
@ 0x6BE2, 25
@ 0x6BE4, 14
@ 0x6BE5, 1
@ 0x6BE6, 19
@ 0x6BE8, 21
@ 0x6BEA, 19
@ 0x6BEC, 22
@ 0x6BEE, 25
@ 0x6BF0, 21
@ 0x6BF2, 28
@ 0x6BF4, 23
@ 0x6BF6, 19
@ 0x6BF8, 15
@ 0x6BFA, 29
@ 0x6BFC, 16
@ 0x6BFE, 15
@ 0x6C00, 24
@ 0x6C02, 23
@ 0x6C04, 20
@ 0x6C05, 1
@ 0x6C06, 32
@ 0x6C08, 17
@ 0x6C0A, 25
@ 0x6C0C, 24
@ 0x6C0E, 25
@ 0x6C10, 14
@ 0x6C12, 14
@ 0x6C14, 21
@ 0x6C16, 21
@ 0x6C18, 23
@ 0x6C1A, 24
@ 0x6C1C, 22
@ 0x6C1E, 25
@ 0x6C20, 24
@ 0x6C22, 24
@ 0x6C24, 27
@ 0x6C26, 26
@ 0x6C28, 21
@ 0x6C2A, 21
@ 0x6C2C, 22
@ 0x6C2E, 23
@ 0x6C30, 18
@ 0x6C32, 24
@ 0x6C34, 26
@ 0x6C36, 28
@ 0x6C38, 20
@ 0x6C3A, 17
@ 0x6C3C, 20
@ 0x6C3E, 20
@ 0x6C40, 22
@ 0x6C42, 26
@ 0x6C44, 31
@ 0x6C46, 13
@ 0x6C48, 26
@ 0x6C4A, 22
@ 0x6C4C, 20
@ 0x6C4D, 1
@ 0x6C4E, 15
@ 0x6C4F, 2
@ 0x6C50, 19
@ 0x6C52, 21
@ 0x6C54, 15
@ 0x6C56, 24
@ 0x6C58, 13
@ 0x6C5A, 30
@ 0x6C5C, 20
@ 0x6C5E, 23
@ 0x6C60, 20
@ 0x6C62, 20
@ 0x6C64, 21
@ 0x6C66, 21
@ 0x6C68, 23
@ 0x6C6A, 19
@ 0x6C6C, 20
@ 0x6C6E, 28
@ 0x6C70, 19
@ 0x6C72, 19
@ 0x6C74, 28
@ 0x6C76, 27
@ 0x6C78, 27
@ 0x6C7A, 25
@ 0x6C7C, 23
@ 0x6C7E, 14
@ 0x6C80, 26
@ 0x6C82, 19
@ 0x6C84, 20
@ 0x6C86, 21
@ 0x6C88, 26
@ 0x6C8A, 22
@ 0x6C8C, 20
@ 0x6C8E, 15
@ 0x6C90, 15
@ 0x6C92, 22
@ 0x6C94, 25
@ 0x6C96, 33
@ 0x6C98, 21
@ 0x6C9A, 21
@ 0x6C9C, 17
@ 0x6C9E, 18
@ 0x6CA0, 30
@ 0x6CA2, 29
@ 0x6CA4, 18
@ 0x6CA6, 15
@ 0x6CA8, 33
@ 0x6CA9, 1
@ 0x6CAA, 31
@ 0x6CAC, 16
@ 0x6CAE, 21
@ 0x6CAF, 1
@ 0x6CB0, 16
@ 0x6CB2, 19
@ 0x6CB4, 19
@ 0x6CB5, 1
@ 0x6CB6, 23
@ 0x6CB8, 16
@ 0x6CBA, 27
@ 0x6CBC, 26
@ 0x6CBE, 26
@ 0x6CC0, 25
@ 0x6CC2, 20
@ 0x6CC4, 28
@ 0x6CC6, 24
@ 0x6CC8, 20
@ 0x6CCA, 30
@ 0x6CCC, 16
@ 0x6CCE, 34
@ 0x6CD0, 17
@ 0x6CD2, 20
@ 0x6CD4, 25
@ 0x6CD6, 30
@ 0x6CD8, 14
@ 0x6CDA, 25
@ 0x6CDC, 29
@ 0x6CDE, 11
@ 0x6CE0, 21
@ 0x6CE2, 24
@ 0x6CE4, 23
@ 0x6CE6, 20
@ 0x6CE8, 19
@ 0x6CEA, 23
@ 0x6CEC, 27
@ 0x6CEE, 22
@ 0x6CF0, 25
@ 0x6CF2, 23
@ 0x6CF4, 19
@ 0x6CF6, 26
@ 0x6CF8, 36
@ 0x6CFA, 30
@ 0x6CFC, 29
@ 0x6CFE, 26
@ 0x6D00, 23
@ 0x6D02, 18
@ 0x6D04, 21
@ 0x6D06, 19
@ 0x6D08, 27
@ 0x6D0A, 29
@ 0x6D0C, 32
@ 0x6D0E, 30
@ 0x6D10, 16
@ 0x6D12, 27
@ 0x6D14, 15
@ 0x6D15, 1
@ 0x6D16, 22
@ 0x6D18, 24
@ 0x6D1A, 26
@ 0x6D1C, 20
@ 0x6D1E, 17
@ 0x6D20, 24
@ 0x6D22, 23
@ 0x6D24, 24
@ 0x6D26, 14
@ 0x6D28, 28
@ 0x6D2A, 20
@ 0x6D2C, 16
@ 0x6D2E, 16
@ 0x6D30, 20
@ 0x6D32, 20
@ 0x6D34, 34
@ 0x6D36, 36
@ 0x6D38, 23
@ 0x6D3A, 32
@ 0x6D3C, 27
@ 0x6D3D, 1
@ 0x6D3E, 23
@ 0x6D40, 23
@ 0x6D42, 20
@ 0x6D44, 32
@ 0x6D46, 30
@ 0x6D48, 18
@ 0x6D4A, 16
@ 0x6D4C, 21
@ 0x6D4E, 18
@ 0x6D4F, 1
@ 0x6D50, 19
@ 0x6D52, 26
@ 0x6D54, 25
@ 0x6D56, 23
@ 0x6D57, 1
@ 0x6D58, 23
@ 0x6D5A, 33
@ 0x6D5C, 28
@ 0x6D5E, 19
@ 0x6D60, 27
@ 0x6D62, 25
@ 0x6D64, 24
@ 0x6D66, 28
@ 0x6D68, 18
@ 0x6D6A, 16
@ 0x6D6C, 30
@ 0x6D6D, 1
@ 0x6D6E, 17
@ 0x6D70, 15
@ 0x6D72, 27
@ 0x6D74, 25
@ 0x6D76, 27
@ 0x6D78, 22
@ 0x6D7A, 20
@ 0x6D7B, 1
@ 0x6D7C, 28
@ 0x6D7E, 19
@ 0x6D80, 17
@ 0x6D82, 29
@ 0x6D84, 27
@ 0x6D86, 21
@ 0x6D88, 30
@ 0x6D8A, 24
@ 0x6D8C, 20
@ 0x6D8E, 32
@ 0x6D90, 24
@ 0x6D92, 18
@ 0x6D94, 29
@ 0x6D96, 19
@ 0x6D98, 31
@ 0x6D9A, 25
@ 0x6D9C, 17
@ 0x6D9E, 29
@ 0x6DA0, 19
@ 0x6DA2, 22
@ 0x6DA4, 20
@ 0x6DA6, 29
@ 0x6DA8, 27
@ 0x6DAA, 20
@ 0x6DAC, 30
@ 0x6DAE, 35
@ 0x6DB0, 24
@ 0x6DB2, 37
@ 0x6DB4, 32
@ 0x6DB5, 1
@ 0x6DB6, 27
@ 0x6DB8, 21
@ 0x6DBA, 27
@ 0x6DBC, 26
@ 0x6DBE, 21
@ 0x6DC0, 21
@ 0x6DC2, 30
@ 0x6DC4, 21
@ 0x6DC6, 35
@ 0x6DC8, 22
@ 0x6DCA, 24
@ 0x6DCC, 10
@ 0x6DCE, 25
@ 0x6DD0, 27
@ 0x6DD1, 1
@ 0x6DD2, 21
@ 0x6DD4, 19
@ 0x6DD6, 27
@ 0x6DD8, 35
@ 0x6DDA, 21
@ 0x6DDC, 30
@ 0x6DDE, 27
@ 0x6DE0, 26
@ 0x6DE2, 26
@ 0x6DE4, 28
@ 0x6DE6, 35
@ 0x6DE8, 17
@ 0x6DEA, 27
@ 0x6DEC, 28
@ 0x6DEE, 28
@ 0x6DF0, 29
@ 0x6DF2, 31
@ 0x6DF4, 22
@ 0x6DF6, 34
@ 0x6DF8, 21
@ 0x6DFA, 21
@ 0x6DFC, 19
@ 0x6DFE, 19
@ 0x6E00, 23
@ 0x6E02, 30
@ 0x6E04, 28
@ 0x6E06, 24
@ 0x6E07, 1
@ 0x6E08, 36
@ 0x6E0A, 24
@ 0x6E0C, 19
@ 0x6E0E, 23
@ 0x6E10, 30
@ 0x6E12, 21
@ 0x6E14, 29
@ 0x6E16, 25
@ 0x6E18, 28
@ 0x6E1A, 24
@ 0x6E1C, 32
@ 0x6E1E, 16
@ 0x6E20, 21
@ 0x6E22, 32
@ 0x6E24, 20
@ 0x6E26, 21
@ 0x6E28, 20
@ 0x6E2A, 32
@ 0x6E2C, 24
@ 0x6E2E, 23
@ 0x6E30, 15
@ 0x6E32, 25
@ 0x6E34, 18
@ 0x6E36, 18
@ 0x6E38, 29
@ 0x6E3A, 28
@ 0x6E3C, 25
@ 0x6E3E, 29
@ 0x6E40, 25
@ 0x6E42, 25
@ 0x6E44, 29
@ 0x6E46, 27
@ 0x6E48, 32
@ 0x6E4A, 22
@ 0x6E4B, 1
@ 0x6E4C, 35
@ 0x6E4E, 18
@ 0x6E50, 23
@ 0x6E52, 20
@ 0x6E54, 19
@ 0x6E56, 29
@ 0x6E57, 1
@ 0x6E58, 36
@ 0x6E5A, 22
@ 0x6E5C, 18
@ 0x6E5E, 32
@ 0x6E5F, 1
@ 0x6E60, 23
@ 0x6E62, 35
@ 0x6E64, 34
@ 0x6E66, 31
@ 0x6E68, 37
@ 0x6E6A, 32
@ 0x6E6C, 30
@ 0x6E6E, 35
@ 0x6E6F, 1
@ 0x6E70, 25
@ 0x6E72, 24
@ 0x6E74, 24
@ 0x6E76, 34
@ 0x6E78, 33
@ 0x6E79, 1
@ 0x6E7A, 26
@ 0x6E7C, 35
@ 0x6E7E, 24
@ 0x6E80, 32
@ 0x6E82, 24
@ 0x6E84, 15
@ 0x6E86, 24
@ 0x6E88, 23
@ 0x6E8A, 28
@ 0x6E8C, 28
@ 0x6E8E, 28
@ 0x6E90, 31
@ 0x6E92, 30
@ 0x6E94, 23
@ 0x6E96, 28
@ 0x6E98, 34
@ 0x6E9A, 29
@ 0x6E9C, 26
@ 0x6E9D, 1
@ 0x6E9E, 35
@ 0x6EA0, 20
@ 0x6EA2, 32
@ 0x6EA4, 19
@ 0x6EA6, 31
@ 0x6EA7, 1
@ 0x6EA8, 25
@ 0x6EAA, 26
@ 0x6EAB, 1
@ 0x6EAC, 24
@ 0x6EAE, 30
@ 0x6EB0, 36
@ 0x6EB2, 31
@ 0x6EB4, 24
@ 0x6EB6, 38
@ 0x6EB8, 24
@ 0x6EBA, 31
@ 0x6EBC, 33
@ 0x6EBE, 29
@ 0x6EC0, 29
@ 0x6EC2, 24
@ 0x6EC4, 23
@ 0x6EC6, 21
@ 0x6EC8, 25
@ 0x6ECA, 24
@ 0x6ECC, 25
@ 0x6ECE, 28
@ 0x6ED0, 28
@ 0x6ED2, 39
@ 0x6ED4, 20
@ 0x6ED6, 31
@ 0x6ED8, 31
@ 0x6ED9, 1
@ 0x6EDA, 24
@ 0x6EDC, 25
@ 0x6EDE, 35
@ 0x6EE0, 20
@ 0x6EE2, 34
@ 0x6EE4, 27
@ 0x6EE6, 22
@ 0x6EE8, 30
@ 0x6EEA, 32
@ 0x6EEC, 38
@ 0x6EEE, 30
@ 0x6EF0, 21
@ 0x6EF2, 34
@ 0x6EF4, 30
@ 0x6EF6, 26
@ 0x6EF8, 40
@ 0x6EF9, 1
@ 0x6EFA, 19
@ 0x6EFC, 28
@ 0x6EFE, 40
@ 0x6F00, 34
@ 0x6F02, 24
@ 0x6F04, 29
@ 0x6F06, 41
@ 0x6F08, 26
@ 0x6F09, 1
@ 0x6F0A, 35
@ 0x6F0C, 33
@ 0x6F0D, 1
@ 0x6F0E, 31
@ 0x6F10, 28
@ 0x6F12, 29
@ 0x6F14, 39
@ 0x6F16, 26
@ 0x6F18, 25
@ 0x6F1A, 27
@ 0x6F1C, 28
@ 0x6F1E, 34
@ 0x6F20, 28
@ 0x6F22, 19
@ 0x6F24, 32
@ 0x6F26, 28
@ 0x6F28, 24
@ 0x6F29, 1
@ 0x6F2A, 29
@ 0x6F2C, 24
@ 0x6F2E, 30
@ 0x6F30, 35
@ 0x6F32, 27
@ 0x6F34, 28
@ 0x6F36, 31
@ 0x6F38, 25
@ 0x6F3A, 32
@ 0x6F3C, 27
@ 0x6F3D, 1
@ 0x6F3E, 23
@ 0x6F40, 22
@ 0x6F42, 38
@ 0x6F44, 30
@ 0x6F46, 29
@ 0x6F48, 30
@ 0x6F4A, 27
@ 0x6F4C, 32
@ 0x6F4E, 39
@ 0x6F50, 15
@ 0x6F52, 39
@ 0x6F54, 32
@ 0x6F56, 32
@ 0x6F58, 23
@ 0x6F5A, 28
@ 0x6F5C, 34
@ 0x6F5E, 28
@ 0x6F60, 32
@ 0x6F62, 39
@ 0x6F64, 37
@ 0x6F66, 27
@ 0x6F68, 26
@ 0x6F69, 1
@ 0x6F6A, 31
@ 0x6F6C, 33
@ 0x6F6E, 33
@ 0x6F70, 24
@ 0x6F72, 29
@ 0x6F74, 23
@ 0x6F76, 40
@ 0x6F78, 34
@ 0x6F7A, 32
@ 0x6F7C, 31
@ 0x6F7E, 30
@ 0x6F80, 24
@ 0x6F82, 35
@ 0x6F84, 35
@ 0x6F86, 27
@ 0x6F88, 25
@ 0x6F8A, 25
@ 0x6F8C, 31
@ 0x6F8E, 29
@ 0x6F90, 33
@ 0x6F92, 35
@ 0x6F94, 30
@ 0x6F96, 30
@ 0x6F98, 30
@ 0x6F9A, 33
@ 0x6F9C, 35
@ 0x6F9D, 1
@ 0x6F9E, 32
@ 0x6FA0, 25
@ 0x6FA2, 30
@ 0x6FA4, 33
@ 0x6FA6, 33
@ 0x6FA8, 32
@ 0x6FAA, 24
@ 0x6FAC, 32
@ 0x6FAE, 27
@ 0x6FB0, 27
@ 0x6FB2, 31
@ 0x6FB4, 25
@ 0x6FB6, 33
@ 0x6FB8, 20
@ 0x6FBA, 29
@ 0x6FBC, 29
@ 0x6FBE, 37
@ 0x6FC0, 40
@ 0x6FC2, 37
@ 0x6FC4, 33
@ 0x6FC6, 31
@ 0x6FC8, 33
@ 0x6FCA, 44
@ 0x6FCC, 27
@ 0x6FCE, 32
@ 0x6FD0, 41
@ 0x6FD2, 31
@ 0x6FD4, 35
@ 0x6FD6, 29
@ 0x6FD7, 2
@ 0x6FD8, 22
@ 0x6FDA, 26
@ 0x6FDC, 30
@ 0x6FDE, 32
@ 0x6FDF, 1
@ 0x6FE0, 29
@ 0x6FE2, 40
@ 0x6FE4, 34
@ 0x6FE6, 24
@ 0x6FE8, 33
@ 0x6FEA, 44
@ 0x6FEC, 31
@ 0x6FEE, 33
@ 0x6FF0, 38
@ 0x6FF2, 22
@ 0x6FF4, 36
@ 0x6FF6, 40
@ 0x6FF8, 22
@ 0x6FFA, 33
@ 0x6FFC, 29
@ 0x6FFE, 23
@ 0x7000, 30
@ 0x7002, 31
@ 0x7004, 26
@ 0x7006, 29
@ 0x7008, 34
@ 0x700A, 23
@ 0x700C, 39
@ 0x700E, 34
@ 0x7010, 23
@ 0x7012, 37
@ 0x7014, 45
@ 0x7016, 33
@ 0x7018, 36
@ 0x701A, 41
@ 0x701C, 24
@ 0x701E, 26
@ 0x701F, 1
@ 0x7020, 34
@ 0x7022, 47
@ 0x7024, 35
@ 0x7025, 1
@ 0x7026, 18
@ 0x7028, 23
@ 0x702A, 32
@ 0x702C, 30
@ 0x702E, 40
@ 0x7030, 29
@ 0x7031, 1
@ 0x7032, 27
@ 0x7034, 33
@ 0x7036, 36
@ 0x7038, 34
@ 0x703A, 30
@ 0x703C, 30
@ 0x703E, 30
@ 0x7040, 29
@ 0x7042, 39
@ 0x7044, 27
@ 0x7046, 36
@ 0x7048, 28
@ 0x704A, 26
@ 0x704C, 32
@ 0x704D, 2
@ 0x704E, 35
@ 0x7050, 42
@ 0x7052, 35
@ 0x7054, 16
@ 0x7056, 30
@ 0x7058, 26
@ 0x705A, 24
@ 0x705C, 33
@ 0x705D, 1
@ 0x705E, 36
@ 0x7060, 43
@ 0x7062, 31
@ 0x7064, 29
@ 0x7066, 29
@ 0x7068, 23
@ 0x706A, 34
@ 0x706C, 32
@ 0x706E, 41
@ 0x706F, 1
@ 0x7070, 39
@ 0x7072, 34
@ 0x7074, 23
@ 0x7076, 29
@ 0x7078, 32
@ 0x707A, 35
@ 0x707C, 36
@ 0x707E, 29
@ 0x7080, 36
@ 0x7082, 33
@ 0x7084, 28
@ 0x7086, 31
@ 0x7088, 36
@ 0x708A, 28
@ 0x708C, 39
@ 0x708E, 30
@ 0x7090, 39
@ 0x7092, 23
@ 0x7094, 40
@ 0x7096, 39
@ 0x7098, 29
@ 0x709A, 39
@ 0x709C, 29
@ 0x709D, 2
@ 0x709E, 37
@ 0x70A0, 22
@ 0x70A2, 31
@ 0x70A4, 34
@ 0x70A6, 36
@ 0x70A8, 39
@ 0x70AA, 29
@ 0x70AC, 40
@ 0x70AE, 38
@ 0x70B0, 42
@ 0x70B2, 29
@ 0x70B4, 28
@ 0x70B6, 40
@ 0x70B8, 33
@ 0x70BA, 35
@ 0x70BC, 37
@ 0x70BE, 35
@ 0x70BF, 1
@ 0x70C0, 32
@ 0x70C2, 34
@ 0x70C4, 39
@ 0x70C6, 29
@ 0x70C8, 42
@ 0x70CA, 36
@ 0x70CC, 26
@ 0x70CE, 30
@ 0x70D0, 31
@ 0x70D2, 30
@ 0x70D4, 39
@ 0x70D6, 33
@ 0x70D8, 25
@ 0x70DA, 31
@ 0x70DC, 28
@ 0x70DE, 49
@ 0x70E0, 32
@ 0x70E2, 37
@ 0x70E4, 37
@ 0x70E6, 29
@ 0x70E8, 36
@ 0x70E9, 1
@ 0x70EA, 34
@ 0x70EC, 29
@ 0x70EE, 28
@ 0x70F0, 41
@ 0x70F2, 35
@ 0x70F3, 1
@ 0x70F4, 28
@ 0x70F6, 21
@ 0x70F8, 24
@ 0x70FA, 29
@ 0x70FC, 28
@ 0x70FE, 34
@ 0x7100, 27
@ 0x7102, 38
@ 0x7104, 26
@ 0x7106, 29
@ 0x7108, 51
@ 0x710A, 28
@ 0x710C, 38
@ 0x710D, 2
@ 0x710E, 47
@ 0x7110, 28
@ 0x7112, 37
@ 0x7114, 32
@ 0x7116, 39
@ 0x7118, 22
@ 0x711A, 39
@ 0x711C, 39
@ 0x711E, 37
@ 0x7120, 25
@ 0x7122, 41
@ 0x7124, 40
@ 0x7126, 34
@ 0x7128, 24
@ 0x712A, 35
@ 0x712C, 36
@ 0x712E, 33
@ 0x7130, 34
@ 0x7132, 34
@ 0x7134, 41
@ 0x7136, 34
@ 0x7138, 32
@ 0x713A, 27
@ 0x713C, 33
@ 0x713E, 36
@ 0x7140, 24
@ 0x7142, 33
@ 0x7144, 37
@ 0x7146, 32
@ 0x7147, 1
@ 0x7148, 34
@ 0x714A, 35
@ 0x714C, 28
@ 0x714E, 31
@ 0x7150, 34
@ 0x7152, 37
@ 0x7153, 1
@ 0x7154, 26
@ 0x7156, 30
@ 0x7158, 26
@ 0x715A, 37
@ 0x715C, 34
@ 0x715E, 42
@ 0x715F, 1
@ 0x7160, 33
@ 0x7162, 32
@ 0x7164, 25
@ 0x7165, 1
@ 0x7166, 31
@ 0x7168, 26
@ 0x716A, 27
@ 0x716C, 26
@ 0x716E, 30
@ 0x7170, 29
@ 0x7172, 26
@ 0x7174, 36
@ 0x7176, 23
@ 0x7178, 30
@ 0x717A, 27
@ 0x717C, 43
@ 0x717E, 31
@ 0x7180, 32
@ 0x7182, 38
@ 0x7184, 27
@ 0x7186, 35
@ 0x7188, 43
@ 0x718A, 32
@ 0x718C, 37
@ 0x718E, 31
@ 0x7190, 28
@ 0x7192, 32
@ 0x7194, 34
@ 0x7196, 33
@ 0x7198, 44
@ 0x719A, 36
@ 0x719C, 29
@ 0x719E, 24
@ 0x71A0, 37
@ 0x71A2, 23
@ 0x71A4, 19
@ 0x71A6, 31
@ 0x71A8, 24
@ 0x71AA, 36
@ 0x71AC, 32
@ 0x71AE, 37
@ 0x71B0, 31
@ 0x71B2, 27
@ 0x71B4, 26
@ 0x71B6, 30
@ 0x71B8, 32
@ 0x71BA, 27
@ 0x71BC, 21
@ 0x71BE, 30
@ 0x71BF, 1
@ 0x71C0, 28
@ 0x71C2, 39
@ 0x71C4, 25
@ 0x71C6, 23
@ 0x71C8, 18
@ 0x71CA, 26
@ 0x71CC, 30
@ 0x71CE, 25
@ 0x71D0, 24
@ 0x71D1, 2
@ 0x71D2, 26
@ 0x71D4, 25
@ 0x71D6, 30
@ 0x71D8, 29
@ 0x71DA, 29
@ 0x71DC, 42
@ 0x71DE, 30
@ 0x71E0, 35
@ 0x71E1, 1
@ 0x71E2, 21
@ 0x71E4, 31
@ 0x71E6, 19
@ 0x71E8, 26
@ 0x71EA, 26
@ 0x71EC, 33
@ 0x71EE, 29
@ 0x71F0, 27
@ 0x71F2, 33
@ 0x71F4, 24
@ 0x71F6, 37
@ 0x71F8, 22
@ 0x71FA, 32
@ 0x71FC, 25
@ 0x71FE, 34
@ 0x7200, 31
@ 0x7202, 31
@ 0x7203, 1
@ 0x7204, 27
@ 0x7206, 32
@ 0x7208, 27
@ 0x720A, 32
@ 0x720C, 27
@ 0x720E, 28
@ 0x7210, 33
@ 0x7212, 35
@ 0x7214, 34
@ 0x7216, 28
@ 0x7218, 23
@ 0x721A, 29
@ 0x721C, 25
@ 0x721D, 1
@ 0x721E, 23
@ 0x7220, 16
@ 0x7222, 25
@ 0x7224, 18
@ 0x7225, 1
@ 0x7226, 33
@ 0x7228, 32
@ 0x722A, 28
@ 0x722C, 31
@ 0x722E, 29
@ 0x7230, 27
@ 0x7232, 33
@ 0x7234, 29
@ 0x7236, 32
@ 0x7238, 25
@ 0x723A, 24
@ 0x723C, 23
@ 0x723E, 24
@ 0x7240, 23
@ 0x7242, 29
@ 0x7244, 27
@ 0x7246, 24
@ 0x7247, 1
@ 0x7248, 26
@ 0x724A, 46
@ 0x724C, 35
@ 0x724E, 30
@ 0x7250, 24
@ 0x7252, 30
@ 0x7254, 29
@ 0x7256, 24
@ 0x7258, 26
@ 0x725A, 26
@ 0x725C, 27
@ 0x725E, 19
@ 0x7260, 27
@ 0x7262, 27
@ 0x7264, 16
@ 0x7266, 28
@ 0x7268, 15
@ 0x726A, 22
@ 0x726C, 33
@ 0x726E, 25
@ 0x7270, 18
@ 0x7272, 25
@ 0x7274, 24
@ 0x7276, 31
@ 0x7278, 26
@ 0x727A, 21
@ 0x727C, 27
@ 0x727E, 28
@ 0x7280, 26
@ 0x7282, 34
@ 0x7284, 25
@ 0x7286, 32
@ 0x7288, 22
@ 0x728A, 31
@ 0x728C, 22
@ 0x728E, 24
@ 0x7290, 32
@ 0x7292, 24
@ 0x7294, 25
@ 0x7296, 33
@ 0x7298, 28
@ 0x729A, 28
@ 0x729C, 20
@ 0x729E, 27
@ 0x72A0, 39
@ 0x72A2, 30
@ 0x72A4, 33
@ 0x72A5, 1
@ 0x72A6, 30
@ 0x72A8, 29
@ 0x72A9, 1
@ 0x72AA, 26
@ 0x72AC, 22
@ 0x72AE, 29
@ 0x72B0, 38
@ 0x72B2, 23
@ 0x72B4, 29
@ 0x72B5, 1
@ 0x72B6, 28
@ 0x72B8, 28
@ 0x72BA, 21
@ 0x72BC, 30
@ 0x72BE, 28
@ 0x72C0, 19
@ 0x72C2, 15
@ 0x72C4, 31
@ 0x72C6, 32
@ 0x72C7, 2
@ 0x72C8, 25
@ 0x72CA, 19
@ 0x72CC, 20
@ 0x72CE, 28
@ 0x72D0, 22
@ 0x72D2, 25
@ 0x72D4, 23
@ 0x72D6, 25
@ 0x72D7, 1
@ 0x72D8, 25
@ 0x72DA, 24
@ 0x72DC, 30
@ 0x72DE, 22
@ 0x72E0, 31
@ 0x72E2, 20
@ 0x72E4, 29
@ 0x72E6, 28
@ 0x72E8, 20
@ 0x72EA, 24
@ 0x72EC, 22
@ 0x72EE, 24
@ 0x72F0, 30
@ 0x72F2, 16
@ 0x72F4, 19
@ 0x72F6, 27
@ 0x72F8, 20
@ 0x72FA, 23
@ 0x72FC, 23
@ 0x72FE, 27
@ 0x7300, 27
@ 0x7302, 20
@ 0x7304, 29
@ 0x7306, 24
@ 0x7308, 25
@ 0x730A, 24
@ 0x730C, 18
@ 0x730E, 19
@ 0x7310, 22
@ 0x7312, 26
@ 0x7314, 20
@ 0x7316, 25
@ 0x7318, 26
@ 0x7319, 1
@ 0x731A, 27
@ 0x731C, 30
@ 0x731E, 19
@ 0x7320, 24
@ 0x7322, 22
@ 0x7324, 23
@ 0x7326, 19
@ 0x7328, 22
@ 0x732A, 11
@ 0x732C, 21
@ 0x732E, 15
@ 0x7330, 20
@ 0x7332, 23
@ 0x7334, 20
@ 0x7336, 16
@ 0x7338, 26
@ 0x733A, 19
@ 0x733C, 21
@ 0x733E, 21
@ 0x7340, 17
@ 0x7342, 28
@ 0x7344, 30
@ 0x7346, 23
@ 0x7347, 1
@ 0x7348, 22
@ 0x734A, 17
@ 0x734C, 26
@ 0x734E, 29
@ 0x7350, 25
@ 0x7352, 37
@ 0x7354, 13
@ 0x7356, 20
@ 0x7358, 25
@ 0x735A, 26
@ 0x735B, 1
@ 0x735C, 23
@ 0x735E, 21
@ 0x7360, 31
@ 0x7361, 1
@ 0x7362, 26
@ 0x7364, 27
@ 0x7366, 18
@ 0x7367, 1
@ 0x7368, 27
@ 0x736A, 20
@ 0x736C, 19
@ 0x736E, 28
@ 0x7370, 19
@ 0x7372, 16
@ 0x7374, 14
@ 0x7376, 25
@ 0x7377, 1
@ 0x7378, 30
@ 0x737A, 13
@ 0x737C, 24
@ 0x737E, 37
@ 0x7380, 25
@ 0x7382, 17
@ 0x7384, 20
@ 0x7385, 1
@ 0x7386, 22
@ 0x7388, 25
@ 0x738A, 26
@ 0x738B, 1
@ 0x738C, 19
@ 0x738D, 1
@ 0x738E, 19
@ 0x7390, 20
@ 0x7391, 1
@ 0x7392, 27
@ 0x7394, 22
@ 0x7396, 32
@ 0x7398, 23
@ 0x739A, 17
@ 0x739C, 16
@ 0x739D, 1
@ 0x739E, 33
@ 0x73A0, 24
@ 0x73A2, 29
@ 0x73A4, 21
@ 0x73A6, 30
@ 0x73A8, 31
@ 0x73AA, 20
@ 0x73AB, 1
@ 0x73AC, 24
@ 0x73AE, 22
@ 0x73B0, 23
@ 0x73B2, 21
@ 0x73B4, 24
@ 0x73B6, 27
@ 0x73B8, 23
@ 0x73BA, 20
@ 0x73BB, 1
@ 0x73BC, 16
@ 0x73BE, 25
@ 0x73C0, 15
@ 0x73C2, 16
@ 0x73C4, 19
@ 0x73C6, 18
@ 0x73C8, 13
@ 0x73CA, 23
@ 0x73CC, 19
@ 0x73CE, 25
@ 0x73D0, 16
@ 0x73D2, 22
@ 0x73D4, 22
@ 0x73D6, 25
@ 0x73D7, 1
@ 0x73D8, 21
@ 0x73DA, 25
@ 0x73DC, 25
@ 0x73DE, 28
@ 0x73E0, 22
@ 0x73E2, 28
@ 0x73E4, 19
@ 0x73E6, 28
@ 0x73E7, 1
@ 0x73E8, 24
@ 0x73EA, 15
@ 0x73EC, 25
@ 0x73EE, 22
@ 0x73F0, 16
@ 0x73F2, 26
@ 0x73F4, 22
@ 0x73F6, 25
@ 0x73F8, 24
@ 0x73FA, 25
@ 0x73FC, 21
@ 0x73FE, 18
@ 0x7400, 16
@ 0x7402, 25
@ 0x7404, 18
@ 0x7406, 14
@ 0x7407, 1
@ 0x7408, 25
@ 0x740A, 27
@ 0x740C, 12
@ 0x740E, 21
@ 0x7410, 27
@ 0x7412, 28
@ 0x7414, 33
@ 0x7416, 31
@ 0x7418, 24
@ 0x741A, 19
@ 0x741C, 29
@ 0x741E, 33
@ 0x7420, 39
@ 0x7422, 32
@ 0x7424, 24
@ 0x7426, 28
@ 0x7428, 23
@ 0x742A, 25
@ 0x742C, 22
@ 0x742E, 19
@ 0x7430, 20
@ 0x7432, 25
@ 0x7434, 20
@ 0x7436, 24
@ 0x7438, 19
@ 0x743A, 24
@ 0x743C, 16
